search-number,evaluation,evals-requested-so-far,number_of_agents*,number_of_opinion_dimensions*,model*,boundary_mean*,set-seed?*,avoid_seed_control?*,boundary_distribution*,conformity_mean*,conformity_distribution*,boundary_std*,network_type*,scale_free_degree*,scale_free_selection-mu*,scale_free_selection-sigma*,scale_free_selection-distribution*,media_house_distribution*,number_of_media_houses*,media_house_distribution_normal_mean*,media_house_distribution_normal_std*,opinion_distribution*,opinion_mean*,opinion_std*,save_end_sim_data*,endsimdirectory*,use_media_influence_factor?*,media_influence_factor*,silence_alpha*,silence_tau*,silence_delta0*,classify_proponents_by_boundary?*,use_silence?*,random-seed,min-result,max-result,mean-result,stdev-result,final-step-result,triplet_id,triplet_mean,triplet_std,triplet_range
1,739,750,1000,1,"""HK""",0.02,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,-0.1999999999999999,0.8,"""uniform""","""deterministic-normal""",15,0.2000000000000001,0.4,"""normal""",-0.3999999999999999,0.8,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,2,1.0,False,False,"""-336811233""",116.99997310773549,116.99997310773549,116.99997310773549,0,116.99997310773549,246,133.9991712599252,66.81833399559628,161.0006842663413
1,740,750,1000,1,"""HK""",0.02,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,-0.1999999999999999,0.8,"""uniform""","""deterministic-normal""",15,0.2000000000000001,0.4,"""normal""",-0.3999999999999999,0.8,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,2,1.0,False,False,"""870083104""",222.9991124691907,222.9991124691907,222.9991124691907,0,222.9991124691907,246,133.9991712599252,66.81833399559628,161.0006842663413
1,741,750,1000,1,"""HK""",0.02,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,-0.1999999999999999,0.8,"""uniform""","""deterministic-normal""",15,0.2000000000000001,0.4,"""normal""",-0.3999999999999999,0.8,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,2,1.0,False,False,"""336287144""",61.9984282028494,61.9984282028494,61.9984282028494,0,61.9984282028494,246,133.9991712599252,66.81833399559628,161.0006842663413
1,742,753,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",2,0.3,1.0,"""uniform""","""deterministic-normal""",10,0.2000000000000001,0.4,"""normal""",-0.5,0.8,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.3,7,0.7000000000000002,False,True,"""776117357""",1.9944044180823637,1.9944044180823637,1.9944044180823637,0,1.9944044180823637,247,1.992665310815201,0.002077213203644938,0.0046589905023133316
1,743,753,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",2,0.3,1.0,"""uniform""","""deterministic-normal""",10,0.2000000000000001,0.4,"""normal""",-0.5,0.8,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.3,7,0.7000000000000002,False,True,"""-1965224643""",1.9897454275800504,1.9897454275800504,1.9897454275800504,0,1.9897454275800504,247,1.992665310815201,0.002077213203644938,0.0046589905023133316
1,744,753,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",2,0.3,1.0,"""uniform""","""deterministic-normal""",10,0.2000000000000001,0.4,"""normal""",-0.5,0.8,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.3,7,0.7000000000000002,False,True,"""-1879508709""",1.9938460867831893,1.9938460867831893,1.9938460867831893,0,1.9938460867831893,247,1.992665310815201,0.002077213203644938,0.0046589905023133316
1,745,756,1000,1,"""HK""",0.03,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,0.1,0.9000000000000001,"""uniform""","""deterministic-normal""",10,0.0,0.4,"""normal""",-0.3999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.4,8,0.7000000000000002,True,True,"""-550994023""",227.99999811080693,227.99999811080693,227.99999811080693,0,227.99999811080693,248,188.66649255078457,37.606251521212116,90.00028633171075
1,746,756,1000,1,"""HK""",0.03,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,0.1,0.9000000000000001,"""uniform""","""deterministic-normal""",10,0.0,0.4,"""normal""",-0.3999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.4,8,0.7000000000000002,True,True,"""1397783269""",137.99971177909617,137.99971177909617,137.99971177909617,0,137.99971177909617,248,188.66649255078457,37.606251521212116,90.00028633171075
1,747,756,1000,1,"""HK""",0.03,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,0.1,0.9000000000000001,"""uniform""","""deterministic-normal""",10,0.0,0.4,"""normal""",-0.3999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.4,8,0.7000000000000002,True,True,"""1379358309""",199.9997677624506,199.9997677624506,199.9997677624506,0,199.9997677624506,248,188.66649255078457,37.606251521212116,90.00028633171075
1,748,759,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",3,0.2000000000000001,1.0,"""uniform""","""deterministic-normal""",10,-0.0999999999999999,0.5,"""normal""",-0.6,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.6000000000000001,2,1.0,True,True,"""1526125311""",189.9985692006145,189.9985692006145,189.9985692006145,0,189.9985692006145,249,169.33255172771757,14.816926123426624,33.99881636501681
1,749,759,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",3,0.2000000000000001,1.0,"""uniform""","""deterministic-normal""",10,-0.0999999999999999,0.5,"""normal""",-0.6,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.6000000000000001,2,1.0,True,True,"""177210176""",161.9993331469406,161.9993331469406,161.9993331469406,0,161.9993331469406,249,169.33255172771757,14.816926123426624,33.99881636501681
1,750,759,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",3,0.2000000000000001,1.0,"""uniform""","""deterministic-normal""",10,-0.0999999999999999,0.5,"""normal""",-0.6,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.6000000000000001,2,1.0,True,True,"""-969152100""",155.9997528355977,155.9997528355977,155.9997528355977,0,155.9997528355977,249,169.33255172771757,14.816926123426624,33.99881636501681
1,751,762,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,0.2000000000000001,0.8,"""uniform""","""deterministic-normal""",10,0.0,0.6000000000000001,"""normal""",-0.3999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.5,6,1.0,False,False,"""-299200403""",39.99943701651453,39.99943701651453,39.99943701651453,0,39.99943701651453,250,27.66592149723004,11.671639510174096,28.00048640731822
1,752,762,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,0.2000000000000001,0.8,"""uniform""","""deterministic-normal""",10,0.0,0.6000000000000001,"""normal""",-0.3999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.5,6,1.0,False,False,"""1425089546""",11.998950609196308,11.998950609196308,11.998950609196308,0,11.998950609196308,250,27.66592149723004,11.671639510174096,28.00048640731822
1,753,762,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,0.2000000000000001,0.8,"""uniform""","""deterministic-normal""",10,0.0,0.6000000000000001,"""normal""",-0.3999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.5,6,1.0,False,False,"""-1802192102""",30.99937686597929,30.99937686597929,30.99937686597929,0,30.99937686597929,250,27.66592149723004,11.671639510174096,28.00048640731822
1,754,765,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,0.1,1.0,"""uniform""","""deterministic-normal""",10,-0.0999999999999999,0.4,"""normal""",-0.0999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,3,0.9000000000000001,False,True,"""-906851972""",171.99998897401613,171.99998897401613,171.99998897401613,0,171.99998897401613,251,188.33319979877933,13.474260366336619,33.000004867117866
1,755,765,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,0.1,1.0,"""uniform""","""deterministic-normal""",10,-0.0999999999999999,0.4,"""normal""",-0.0999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,3,0.9000000000000001,False,True,"""-2075542889""",204.999993841134,204.999993841134,204.999993841134,0,204.999993841134,251,188.33319979877933,13.474260366336619,33.000004867117866
1,756,765,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,0.1,1.0,"""uniform""","""deterministic-normal""",10,-0.0999999999999999,0.4,"""normal""",-0.0999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,3,0.9000000000000001,False,True,"""1053861669""",187.9996165811879,187.9996165811879,187.9996165811879,0,187.9996165811879,251,188.33319979877933,13.474260366336619,33.000004867117866
1,757,768,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.0,"""Scale-free""",4,0.5,1.0,"""uniform""","""deterministic-normal""",0,-0.0999999999999999,1.0,"""normal""",0.1,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,6,0.7000000000000002,False,True,"""-166031327""",101.99978595858155,101.99978595858155,101.99978595858155,0,101.99978595858155,252,118.66633241924829,18.838550477242194,42.99999046605751
1,758,768,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.0,"""Scale-free""",4,0.5,1.0,"""uniform""","""deterministic-normal""",0,-0.0999999999999999,1.0,"""normal""",0.1,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,6,0.7000000000000002,False,True,"""479946404""",108.99943487452424,108.99943487452424,108.99943487452424,0,108.99943487452424,252,118.66633241924829,18.838550477242194,42.99999046605751
1,759,768,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.0,"""Scale-free""",4,0.5,1.0,"""uniform""","""deterministic-normal""",0,-0.0999999999999999,1.0,"""normal""",0.1,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,6,0.7000000000000002,False,True,"""-1944162974""",144.99977642463907,144.99977642463907,144.99977642463907,0,144.99977642463907,252,118.66633241924829,18.838550477242194,42.99999046605751
1,760,771,1000,1,"""HK""",0.02,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",1,0.1,1.0,"""uniform""","""deterministic-normal""",10,0.0,0.5,"""normal""",-0.0999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.7000000000000001,2,1.0,False,False,"""-536882216""",197.9998250259688,197.9998250259688,197.9998250259688,0,197.9998250259688,253,230.99971338134787,27.79676549298108,67.99971859236808
1,761,771,1000,1,"""HK""",0.02,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",1,0.1,1.0,"""uniform""","""deterministic-normal""",10,0.0,0.5,"""normal""",-0.0999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.7000000000000001,2,1.0,False,False,"""737123095""",265.9995436183369,265.9995436183369,265.9995436183369,0,265.9995436183369,253,230.99971338134787,27.79676549298108,67.99971859236808
1,762,771,1000,1,"""HK""",0.02,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",1,0.1,1.0,"""uniform""","""deterministic-normal""",10,0.0,0.5,"""normal""",-0.0999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.7000000000000001,2,1.0,False,False,"""1106638803""",228.9997714997379,228.9997714997379,228.9997714997379,0,228.9997714997379,253,230.99971338134787,27.79676549298108,67.99971859236808
1,763,774,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",1,-0.0999999999999999,1.0,"""uniform""","""deterministic-normal""",15,0.1,0.4,"""normal""",-0.5,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.7000000000000001,2,1.0,False,False,"""-434411""",95.99975817615132,95.99975817615132,95.99975817615132,0,95.99975817615132,254,171.9997972816225,60.86595602025518,148.99995073467747
1,764,774,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",1,-0.0999999999999999,1.0,"""uniform""","""deterministic-normal""",15,0.1,0.4,"""normal""",-0.5,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.7000000000000001,2,1.0,False,False,"""925100162""",174.9999247578874,174.9999247578874,174.9999247578874,0,174.9999247578874,254,171.9997972816225,60.86595602025518,148.99995073467747
1,765,774,1000,1,"""HK""",0.01,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",1,-0.0999999999999999,1.0,"""uniform""","""deterministic-normal""",15,0.1,0.4,"""normal""",-0.5,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.7000000000000001,2,1.0,False,False,"""-506676584""",244.9997089108288,244.9997089108288,244.9997089108288,0,244.9997089108288,254,171.9997972816225,60.86595602025518,148.99995073467747
1,766,777,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.0,"""Scale-free""",2,0.3,1.0,"""uniform""","""deterministic-normal""",15,0.3,0.5,"""normal""",-0.3999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.6000000000000001,1,0.3,False,False,"""-1801701617""",53.99974270882957,53.99974270882957,53.99974270882957,0,53.99974270882957,255,39.66609898257094,13.81661862230914,33.00083159999929
1,767,777,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.0,"""Scale-free""",2,0.3,1.0,"""uniform""","""deterministic-normal""",15,0.3,0.5,"""normal""",-0.3999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.6000000000000001,1,0.3,False,False,"""-2134413000""",20.99891110883029,20.99891110883029,20.99891110883029,0,20.99891110883029,255,39.66609898257094,13.81661862230914,33.00083159999929
1,768,777,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.0,"""Scale-free""",2,0.3,1.0,"""uniform""","""deterministic-normal""",15,0.3,0.5,"""normal""",-0.3999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.6000000000000001,1,0.3,False,False,"""1969081913""",43.99964313005295,43.99964313005295,43.99964313005295,0,43.99964313005295,255,39.66609898257094,13.81661862230914,33.00083159999929
1,769,780,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,0.3,0.6000000000000001,"""uniform""","""deterministic-normal""",10,-0.0999999999999999,0.3,"""normal""",-0.3999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.6000000000000001,2,0.6000000000000001,True,False,"""230850709""",1.9979540917233771,1.9979540917233771,1.9979540917233771,0,1.9979540917233771,256,2.3303204458684097,0.4720621732237971,1.0028230114180974
1,770,780,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,0.3,0.6000000000000001,"""uniform""","""deterministic-normal""",10,-0.0999999999999999,0.3,"""normal""",-0.3999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.6000000000000001,2,0.6000000000000001,True,False,"""-1563473154""",1.9950921172318776,1.9950921172318776,1.9950921172318776,0,1.9950921172318776,256,2.3303204458684097,0.4720621732237971,1.0028230114180974
1,771,780,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",3,0.3,0.6000000000000001,"""uniform""","""deterministic-normal""",10,-0.0999999999999999,0.3,"""normal""",-0.3999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.6000000000000001,2,0.6000000000000001,True,False,"""-843326134""",2.997915128649975,2.997915128649975,2.997915128649975,0,2.997915128649975,256,2.3303204458684097,0.4720621732237971,1.0028230114180974
1,772,783,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",2,0.1,0.9000000000000001,"""uniform""","""deterministic-normal""",15,-0.0999999999999999,1.0,"""normal""",0.0,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,6,0.7000000000000002,True,True,"""784097214""",214.999950237749,214.999950237749,214.999950237749,0,214.999950237749,257,200.33321732069626,34.26702507369528,80.00021800612228
1,773,783,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",2,0.1,0.9000000000000001,"""uniform""","""deterministic-normal""",15,-0.0999999999999999,1.0,"""normal""",0.0,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,6,0.7000000000000002,True,True,"""-899106227""",152.99974185910875,152.99974185910875,152.99974185910875,0,152.99974185910875,257,200.33321732069626,34.26702507369528,80.00021800612228
1,774,783,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",2,0.1,0.9000000000000001,"""uniform""","""deterministic-normal""",15,-0.0999999999999999,1.0,"""normal""",0.0,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,6,0.7000000000000002,True,True,"""-1502694227""",232.99995986523103,232.99995986523103,232.99995986523103,0,232.99995986523103,257,200.33321732069626,34.26702507369528,80.00021800612228
1,775,786,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.0,"""Scale-free""",4,0.3,1.0,"""uniform""","""deterministic-normal""",0,-0.0999999999999999,1.0,"""normal""",0.1,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.5,7,0.5,False,True,"""-848234016""",72.99977506271975,72.99977506271975,72.99977506271975,0,72.99977506271975,258,88.66653687661638,38.76716631791396,91.00009246547339
1,776,786,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.0,"""Scale-free""",4,0.3,1.0,"""uniform""","""deterministic-normal""",0,-0.0999999999999999,1.0,"""normal""",0.1,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.5,7,0.5,False,True,"""2098472075""",141.9999640163014,141.9999640163014,141.9999640163014,0,141.9999640163014,258,88.66653687661638,38.76716631791396,91.00009246547339
1,777,786,1000,1,"""HK""",0.04,False,True,"""normal""",1,"""constant""",0.0,"""Scale-free""",4,0.3,1.0,"""uniform""","""deterministic-normal""",0,-0.0999999999999999,1.0,"""normal""",0.1,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.5,7,0.5,False,True,"""-1731048462""",50.999871550828,50.999871550828,50.999871550828,0,50.999871550828,258,88.66653687661638,38.76716631791396,91.00009246547339
1,778,789,1000,1,"""HK""",0.02,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",2,0.1,0.7000000000000002,"""uniform""","""deterministic-normal""",10,-0.0999999999999999,0.4,"""normal""",-0.1999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.6000000000000001,3,1.0,False,True,"""-1665878954""",149.9992066894951,149.9992066894951,149.9992066894951,0,149.9992066894951,259,168.99953298717693,18.4574046679124,44.00063077003418
1,779,789,1000,1,"""HK""",0.02,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",2,0.1,0.7000000000000002,"""uniform""","""deterministic-normal""",10,-0.0999999999999999,0.4,"""normal""",-0.1999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.6000000000000001,3,1.0,False,True,"""1413162804""",162.9995548125064,162.9995548125064,162.9995548125064,0,162.9995548125064,259,168.99953298717693,18.4574046679124,44.00063077003418
1,780,789,1000,1,"""HK""",0.02,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",2,0.1,0.7000000000000002,"""uniform""","""deterministic-normal""",10,-0.0999999999999999,0.4,"""normal""",-0.1999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.6000000000000001,3,1.0,False,True,"""1207113146""",193.9998374595293,193.9998374595293,193.9998374595293,0,193.9998374595293,259,168.99953298717693,18.4574046679124,44.00063077003418
1,781,792,1000,1,"""HK""",0.05,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",1,0.1,1.0,"""uniform""","""deterministic-normal""",15,0.3,0.4,"""normal""",-0.0999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.8,0.5,2,1.0,True,False,"""1923218960""",0.956404433658788,0.956404433658788,0.956404433658788,0,0.956404433658788,260,0.9513743685813753,0.004724299972953525,0.01135329263993523
1,782,792,1000,1,"""HK""",0.05,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",1,0.1,1.0,"""uniform""","""deterministic-normal""",15,0.3,0.4,"""normal""",-0.0999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.8,0.5,2,1.0,True,False,"""1767356368""",0.9526675310664848,0.9526675310664848,0.9526675310664848,0,0.9526675310664848,260,0.9513743685813753,0.004724299972953525,0.01135329263993523
1,783,792,1000,1,"""HK""",0.05,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",1,0.1,1.0,"""uniform""","""deterministic-normal""",15,0.3,0.4,"""normal""",-0.0999999999999999,0.9,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.8,0.5,2,1.0,True,False,"""-906425164""",0.9450511410188528,0.9450511410188528,0.9450511410188528,0,0.9450511410188528,260,0.9513743685813753,0.004724299972953525,0.01135329263993523
1,784,795,1000,1,"""HK""",0.05,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",2,-0.2999999999999999,1.0,"""uniform""","""deterministic-normal""",15,-0.0999999999999999,1.0,"""normal""",0.0,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,6,0.8,True,False,"""-1331304612""",199.99987052529224,199.99987052529224,199.99987052529224,0,199.99987052529224,261,192.33314509458953,25.486267121530492,60.99969536194985
1,785,795,1000,1,"""HK""",0.05,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",2,-0.2999999999999999,1.0,"""uniform""","""deterministic-normal""",15,-0.0999999999999999,1.0,"""normal""",0.0,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,6,0.8,True,False,"""-758220250""",157.99993469826325,157.99993469826325,157.99993469826325,0,157.99993469826325,261,192.33314509458953,25.486267121530492,60.99969536194985
1,786,795,1000,1,"""HK""",0.05,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",2,-0.2999999999999999,1.0,"""uniform""","""deterministic-normal""",15,-0.0999999999999999,1.0,"""normal""",0.0,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.5,6,0.8,True,False,"""622718521""",218.9996300602131,218.9996300602131,218.9996300602131,0,218.9996300602131,261,192.33314509458953,25.486267121530492,60.99969536194985
1,787,798,1000,1,"""HK""",0.02,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",5,0.1,-0.1999999999999999,"""uniform""","""deterministic-normal""",5,0.5,0.7000000000000001,"""normal""",0.0,1.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.4,8,0.7000000000000002,False,True,"""-2014125879""",89.99965116682893,89.99965116682893,89.99965116682893,0,89.99965116682893,262,74.33261177392227,12.284176206598087,30.001280980654755
1,788,798,1000,1,"""HK""",0.02,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",5,0.1,-0.1999999999999999,"""uniform""","""deterministic-normal""",5,0.5,0.7000000000000001,"""normal""",0.0,1.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.4,8,0.7000000000000002,False,True,"""1920462658""",72.99981396876368,72.99981396876368,72.99981396876368,0,72.99981396876368,262,74.33261177392227,12.284176206598087,30.001280980654755
1,789,798,1000,1,"""HK""",0.02,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",5,0.1,-0.1999999999999999,"""uniform""","""deterministic-normal""",5,0.5,0.7000000000000001,"""normal""",0.0,1.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.4,8,0.7000000000000002,False,True,"""2070772946""",59.99837018617417,59.99837018617417,59.99837018617417,0,59.99837018617417,262,74.33261177392227,12.284176206598087,30.001280980654755
1,790,801,1000,1,"""HK""",0.02,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",2,-0.2999999999999999,1.0,"""uniform""","""deterministic-normal""",15,-0.0999999999999999,0.8,"""normal""",0.0,0.7000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,0.4,6,0.6000000000000001,True,False,"""-534763301""",198.9998096489829,198.9998096489829,198.9998096489829,0,198.9998096489829,263,167.666583491046,33.02854347022894,76.9998180627127
