search-number,evaluation,evals-requested-so-far,number_of_agents*,number_of_opinion_dimensions*,model*,boundary_mean*,set-seed?*,avoid_seed_control?*,boundary_distribution*,conformity_mean*,conformity_distribution*,boundary_std*,network_type*,scale_free_degree*,scale_free_selection-mu*,scale_free_selection-sigma*,scale_free_selection-distribution*,media_house_distribution*,number_of_media_houses*,media_house_distribution_normal_mean*,media_house_distribution_normal_std*,opinion_distribution*,opinion_mean*,opinion_std*,save_end_sim_data*,endsimdirectory*,use_media_influence_factor?*,media_influence_factor*,silence_alpha*,silence_tau*,silence_delta0*,classify_proponents_by_boundary?*,use_silence?*,random-seed,min-result,max-result,mean-result,stdev-result,final-step-result,triplet_id,triplet_mean,triplet_std,triplet_range
1,94,180,1000,1,"""HK""",0.06,False,True,"""normal""",1,"""constant""",0.5,"""Scale-free""",2,0.1,0.6000000000000001,"""uniform""","""deterministic-normal""",0,-0.8,1.0,"""normal""",0.0,0.1,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.0,0.1,8,-0.1999999999999999,False,True,"""1256993147""",0.8291418314478878,0.8291418314478878,0.8291418314478878,0,0.8291418314478878,31,0.8157501155217003,0.010096077005273209,0.024376235074177077
1,95,180,1000,1,"""HK""",0.06,False,True,"""normal""",1,"""constant""",0.5,"""Scale-free""",2,0.1,0.6000000000000001,"""uniform""","""deterministic-normal""",0,-0.8,1.0,"""normal""",0.0,0.1,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.0,0.1,8,-0.1999999999999999,False,True,"""-1455990916""",0.8133429187435025,0.8133429187435025,0.8133429187435025,0,0.8133429187435025,31,0.8157501155217003,0.010096077005273209,0.024376235074177077
1,96,180,1000,1,"""HK""",0.06,False,True,"""normal""",1,"""constant""",0.5,"""Scale-free""",2,0.1,0.6000000000000001,"""uniform""","""deterministic-normal""",0,-0.8,1.0,"""normal""",0.0,0.1,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.0,0.1,8,-0.1999999999999999,False,True,"""1398310248""",0.8047655963737107,0.8047655963737107,0.8047655963737107,0,0.8047655963737107,31,0.8157501155217003,0.010096077005273209,0.024376235074177077
1,97,180,1000,1,"""HK""",0.22,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",5,-0.0999999999999999,-0.6,"""uniform""","""deterministic-normal""",45,0.2000000000000001,0.1,"""normal""",-0.9,1.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.0,7,0.7000000000000002,True,False,"""829589163""",0.8974213261361211,0.8974213261361211,0.8974213261361211,0,0.8974213261361211,32,0.8981647479997914,0.00518093275333861,0.012625147799750769
1,98,180,1000,1,"""HK""",0.22,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",5,-0.0999999999999999,-0.6,"""uniform""","""deterministic-normal""",45,0.2000000000000001,0.1,"""normal""",-0.9,1.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.0,7,0.7000000000000002,True,False,"""-316508878""",0.904849032831502,0.904849032831502,0.904849032831502,0,0.904849032831502,32,0.8981647479997914,0.00518093275333861,0.012625147799750769
1,99,180,1000,1,"""HK""",0.22,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",5,-0.0999999999999999,-0.6,"""uniform""","""deterministic-normal""",45,0.2000000000000001,0.1,"""normal""",-0.9,1.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.9,0.0,7,0.7000000000000002,True,False,"""-1053412850""",0.8922238850317512,0.8922238850317512,0.8922238850317512,0,0.8922238850317512,32,0.8981647479997914,0.00518093275333861,0.012625147799750769
1,100,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.5,"""Scale-free""",4,0.6000000000000001,-0.2999999999999999,"""uniform""","""deterministic-normal""",30,0.7000000000000002,0.7000000000000001,"""normal""",-0.1999999999999999,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,1.0,3,-0.2999999999999999,True,False,"""-731298384""",0.7264883150622959,0.7264883150622959,0.7264883150622959,0,0.7264883150622959,33,0.7192129791352855,0.006978703404639762,0.01668843176875634
1,101,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.5,"""Scale-free""",4,0.6000000000000001,-0.2999999999999999,"""uniform""","""deterministic-normal""",30,0.7000000000000002,0.7000000000000001,"""normal""",-0.1999999999999999,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,1.0,3,-0.2999999999999999,True,False,"""218440305""",0.7097998832935396,0.7097998832935396,0.7097998832935396,0,0.7097998832935396,33,0.7192129791352855,0.006978703404639762,0.01668843176875634
1,102,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.5,"""Scale-free""",4,0.6000000000000001,-0.2999999999999999,"""uniform""","""deterministic-normal""",30,0.7000000000000002,0.7000000000000001,"""normal""",-0.1999999999999999,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,1.0,1.0,3,-0.2999999999999999,True,False,"""-261731208""",0.7213507390500208,0.7213507390500208,0.7213507390500208,0,0.7213507390500208,33,0.7192129791352855,0.006978703404639762,0.01668843176875634
1,103,180,1000,1,"""HK""",0.22,False,True,"""normal""",1,"""constant""",0.4,"""Scale-free""",4,-0.0999999999999999,-0.9,"""uniform""","""deterministic-normal""",50,-0.1999999999999999,0.3,"""normal""",-0.0999999999999999,0.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.8,0.6000000000000001,2,-0.3999999999999999,True,False,"""-694270678""",0.7979069026583404,0.7979069026583404,0.7979069026583404,0,0.7979069026583404,34,0.7979069026583404,0.0,0.0
1,104,180,1000,1,"""HK""",0.22,False,True,"""normal""",1,"""constant""",0.4,"""Scale-free""",4,-0.0999999999999999,-0.9,"""uniform""","""deterministic-normal""",50,-0.1999999999999999,0.3,"""normal""",-0.0999999999999999,0.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.8,0.6000000000000001,2,-0.3999999999999999,True,False,"""-340405588""",0.7979069026583404,0.7979069026583404,0.7979069026583404,0,0.7979069026583404,34,0.7979069026583404,0.0,0.0
1,105,180,1000,1,"""HK""",0.22,False,True,"""normal""",1,"""constant""",0.4,"""Scale-free""",4,-0.0999999999999999,-0.9,"""uniform""","""deterministic-normal""",50,-0.1999999999999999,0.3,"""normal""",-0.0999999999999999,0.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.8,0.6000000000000001,2,-0.3999999999999999,True,False,"""618147657""",0.7979069026583404,0.7979069026583404,0.7979069026583404,0,0.7979069026583404,34,0.7979069026583404,0.0,0.0
1,106,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",4,0.7000000000000002,-0.0999999999999999,"""uniform""","""deterministic-normal""",25,-0.1999999999999999,0.5,"""normal""",0.8,0.3,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.5,0.1,5,-0.7,False,False,"""549221236""",0.8368202690333116,0.8368202690333116,0.8368202690333116,0,0.8368202690333116,35,0.8432402817022413,0.00471446363835734,0.011187847329679923
1,107,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",4,0.7000000000000002,-0.0999999999999999,"""uniform""","""deterministic-normal""",25,-0.1999999999999999,0.5,"""normal""",0.8,0.3,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.5,0.1,5,-0.7,False,False,"""834909423""",0.8448924597104207,0.8448924597104207,0.8448924597104207,0,0.8448924597104207,35,0.8432402817022413,0.00471446363835734,0.011187847329679923
1,108,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",4,0.7000000000000002,-0.0999999999999999,"""uniform""","""deterministic-normal""",25,-0.1999999999999999,0.5,"""normal""",0.8,0.3,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.5,0.1,5,-0.7,False,False,"""-929203117""",0.8480081163629916,0.8480081163629916,0.8480081163629916,0,0.8480081163629916,35,0.8432402817022413,0.00471446363835734,0.011187847329679923
1,109,180,1000,1,"""HK""",0.24,False,True,"""normal""",1,"""constant""",0.5,"""Scale-free""",2,0.3,-1.0,"""uniform""","""deterministic-normal""",5,-0.8,0.9,"""normal""",0.1,0.1,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.0,0.9,2,-0.7,False,True,"""-1426183262""",0.8109800544186183,0.8109800544186183,0.8109800544186183,0,0.8109800544186183,36,0.8156920375172291,0.0036718269531842906,0.00895778448491058
1,110,180,1000,1,"""HK""",0.24,False,True,"""normal""",1,"""constant""",0.5,"""Scale-free""",2,0.3,-1.0,"""uniform""","""deterministic-normal""",5,-0.8,0.9,"""normal""",0.1,0.1,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.0,0.9,2,-0.7,False,True,"""1061379501""",0.8199378389035289,0.8199378389035289,0.8199378389035289,0,0.8199378389035289,36,0.8156920375172291,0.0036718269531842906,0.00895778448491058
1,111,180,1000,1,"""HK""",0.24,False,True,"""normal""",1,"""constant""",0.5,"""Scale-free""",2,0.3,-1.0,"""uniform""","""deterministic-normal""",5,-0.8,0.9,"""normal""",0.1,0.1,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.0,0.9,2,-0.7,False,True,"""981375""",0.8161582192295398,0.8161582192295398,0.8161582192295398,0,0.8161582192295398,36,0.8156920375172291,0.0036718269531842906,0.00895778448491058
1,112,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",5,0.4000000000000001,-0.5,"""uniform""","""deterministic-normal""",35,-0.6,0.5,"""normal""",-0.8,0.3,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.3,0.1,1,0.6000000000000001,True,False,"""-230858510""",0.8435115490378542,0.8435115490378542,0.8435115490378542,0,0.8435115490378542,37,0.8350051681134493,0.006053738711280461,0.013597868024662563
1,113,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",5,0.4000000000000001,-0.5,"""uniform""","""deterministic-normal""",35,-0.6,0.5,"""normal""",-0.8,0.3,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.3,0.1,1,0.6000000000000001,True,False,"""1653486627""",0.8299136810131916,0.8299136810131916,0.8299136810131916,0,0.8299136810131916,37,0.8350051681134493,0.006053738711280461,0.013597868024662563
1,114,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",5,0.4000000000000001,-0.5,"""uniform""","""deterministic-normal""",35,-0.6,0.5,"""normal""",-0.8,0.3,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.3,0.1,1,0.6000000000000001,True,False,"""-865334801""",0.8315902742893023,0.8315902742893023,0.8315902742893023,0,0.8315902742893023,37,0.8350051681134493,0.006053738711280461,0.013597868024662563
1,115,180,1000,1,"""HK""",0.22,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",3,-0.9,-0.5,"""uniform""","""deterministic-normal""",30,-0.9,0.6000000000000001,"""normal""",-0.1999999999999999,0.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.3,0.9,6,0.2000000000000001,False,False,"""-2042535011""",0.8598309159550567,0.8598309159550567,0.8598309159550567,0,0.8598309159550567,38,0.8614063879069346,0.0011942270200367637,0.0028901646240580003
1,116,180,1000,1,"""HK""",0.22,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",3,-0.9,-0.5,"""uniform""","""deterministic-normal""",30,-0.9,0.6000000000000001,"""normal""",-0.1999999999999999,0.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.3,0.9,6,0.2000000000000001,False,False,"""599585997""",0.8627210805791147,0.8627210805791147,0.8627210805791147,0,0.8627210805791147,38,0.8614063879069346,0.0011942270200367637,0.0028901646240580003
1,117,180,1000,1,"""HK""",0.22,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",3,-0.9,-0.5,"""uniform""","""deterministic-normal""",30,-0.9,0.6000000000000001,"""normal""",-0.1999999999999999,0.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.3,0.9,6,0.2000000000000001,False,False,"""1407350482""",0.8616671671866323,0.8616671671866323,0.8616671671866323,0,0.8616671671866323,38,0.8614063879069346,0.0011942270200367637,0.0028901646240580003
1,118,180,1000,1,"""HK""",0.23,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",4,0.2000000000000001,1.0,"""uniform""","""deterministic-normal""",15,0.4000000000000001,0.1,"""normal""",0.1,0.1,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.5,0.0,5,1.0,True,True,"""186003745""",0.7075950602587833,0.7075950602587833,0.7075950602587833,0,0.7075950602587833,39,0.7076333737180063,0.0032995043197940484,0.00808182954377068
1,119,180,1000,1,"""HK""",0.23,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",4,0.2000000000000001,1.0,"""uniform""","""deterministic-normal""",15,0.4000000000000001,0.1,"""normal""",0.1,0.1,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.5,0.0,5,1.0,True,True,"""947501038""",0.7036116156757325,0.7036116156757325,0.7036116156757325,0,0.7036116156757325,39,0.7076333737180063,0.0032995043197940484,0.00808182954377068
1,120,180,1000,1,"""HK""",0.23,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",4,0.2000000000000001,1.0,"""uniform""","""deterministic-normal""",15,0.4000000000000001,0.1,"""normal""",0.1,0.1,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.5,0.0,5,1.0,True,True,"""-621322981""",0.7116934452195032,0.7116934452195032,0.7116934452195032,0,0.7116934452195032,39,0.7076333737180063,0.0032995043197940484,0.00808182954377068
1,121,180,1000,1,"""HK""",0.08,False,True,"""normal""",1,"""constant""",0.3,"""Scale-free""",2,0.5,-0.2999999999999999,"""uniform""","""deterministic-normal""",30,0.3,0.4,"""normal""",0.2000000000000001,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.0,0.6000000000000001,2,-0.6,False,True,"""-1196177935""",0.8504080116635807,0.8504080116635807,0.8504080116635807,0,0.8504080116635807,40,0.8492389533868918,0.0034780115400585986,0.008275221681248168
1,122,180,1000,1,"""HK""",0.08,False,True,"""normal""",1,"""constant""",0.3,"""Scale-free""",2,0.5,-0.2999999999999999,"""uniform""","""deterministic-normal""",30,0.3,0.4,"""normal""",0.2000000000000001,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.0,0.6000000000000001,2,-0.6,False,True,"""-1953632768""",0.8445168134079232,0.8445168134079232,0.8445168134079232,0,0.8445168134079232,40,0.8492389533868918,0.0034780115400585986,0.008275221681248168
1,123,180,1000,1,"""HK""",0.08,False,True,"""normal""",1,"""constant""",0.3,"""Scale-free""",2,0.5,-0.2999999999999999,"""uniform""","""deterministic-normal""",30,0.3,0.4,"""normal""",0.2000000000000001,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.0,0.6000000000000001,2,-0.6,False,True,"""-354962280""",0.8527920350891713,0.8527920350891713,0.8527920350891713,0,0.8527920350891713,40,0.8492389533868918,0.0034780115400585986,0.008275221681248168
1,124,180,1000,1,"""HK""",0.21,False,True,"""normal""",1,"""constant""",0.3,"""Scale-free""",4,-0.8,-0.8,"""uniform""","""deterministic-normal""",30,0.6000000000000001,0.3,"""normal""",0.2000000000000001,0.7000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.2,0.1,5,-0.1999999999999999,True,False,"""-1980983229""",0.8995452951591985,0.8995452951591985,0.8995452951591985,0,0.8995452951591985,41,0.8937866425517506,0.00509692306791043,0.012392493160758078
1,125,180,1000,1,"""HK""",0.21,False,True,"""normal""",1,"""constant""",0.3,"""Scale-free""",4,-0.8,-0.8,"""uniform""","""deterministic-normal""",30,0.6000000000000001,0.3,"""normal""",0.2000000000000001,0.7000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.2,0.1,5,-0.1999999999999999,True,False,"""1344233247""",0.8871528019984404,0.8871528019984404,0.8871528019984404,0,0.8871528019984404,41,0.8937866425517506,0.00509692306791043,0.012392493160758078
1,126,180,1000,1,"""HK""",0.21,False,True,"""normal""",1,"""constant""",0.3,"""Scale-free""",4,-0.8,-0.8,"""uniform""","""deterministic-normal""",30,0.6000000000000001,0.3,"""normal""",0.2000000000000001,0.7000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.2,0.1,5,-0.1999999999999999,True,False,"""1265664470""",0.8946618304976132,0.8946618304976132,0.8946618304976132,0,0.8946618304976132,41,0.8937866425517506,0.00509692306791043,0.012392493160758078
1,127,180,1000,1,"""HK""",0.23,False,True,"""normal""",1,"""constant""",0.4,"""Scale-free""",3,-0.5,0.1,"""uniform""","""deterministic-normal""",5,0.9000000000000001,0.9,"""normal""",0.9000000000000001,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.3,0.9,9,0.9000000000000001,False,True,"""1217006525""",0.8043021996012398,0.8043021996012398,0.8043021996012398,0,0.8043021996012398,42,0.797769348405757,0.0050138386594752084,0.012186588795902398
1,128,180,1000,1,"""HK""",0.23,False,True,"""normal""",1,"""constant""",0.4,"""Scale-free""",3,-0.5,0.1,"""uniform""","""deterministic-normal""",5,0.9000000000000001,0.9,"""normal""",0.9000000000000001,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.3,0.9,9,0.9000000000000001,False,True,"""-1595169322""",0.7968902348106938,0.7968902348106938,0.7968902348106938,0,0.7968902348106938,42,0.797769348405757,0.0050138386594752084,0.012186588795902398
1,129,180,1000,1,"""HK""",0.23,False,True,"""normal""",1,"""constant""",0.4,"""Scale-free""",3,-0.5,0.1,"""uniform""","""deterministic-normal""",5,0.9000000000000001,0.9,"""normal""",0.9000000000000001,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.3,0.9,9,0.9000000000000001,False,True,"""-594463150""",0.7921156108053374,0.7921156108053374,0.7921156108053374,0,0.7921156108053374,42,0.797769348405757,0.0050138386594752084,0.012186588795902398
1,130,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.0,"""Scale-free""",4,0.1,-0.3999999999999999,"""uniform""","""deterministic-normal""",10,0.6000000000000001,0.0,"""normal""",-0.9,1.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.1,0.4,2,-0.2999999999999999,True,False,"""239350175""",0.9271871651460544,0.9271871651460544,0.9271871651460544,0,0.9271871651460544,43,0.9005364267598756,0.019683416364468465,0.04693735224305706
1,131,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.0,"""Scale-free""",4,0.1,-0.3999999999999999,"""uniform""","""deterministic-normal""",10,0.6000000000000001,0.0,"""normal""",-0.9,1.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.1,0.4,2,-0.2999999999999999,True,False,"""614407335""",0.894172302230575,0.894172302230575,0.894172302230575,0,0.894172302230575,43,0.9005364267598756,0.019683416364468465,0.04693735224305706
1,132,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.0,"""Scale-free""",4,0.1,-0.3999999999999999,"""uniform""","""deterministic-normal""",10,0.6000000000000001,0.0,"""normal""",-0.9,1.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.1,0.4,2,-0.2999999999999999,True,False,"""-172852940""",0.8802498129029973,0.8802498129029973,0.8802498129029973,0,0.8802498129029973,43,0.9005364267598756,0.019683416364468465,0.04693735224305706
1,133,180,1000,1,"""HK""",0.19,False,True,"""normal""",1,"""constant""",0.3,"""Scale-free""",1,-0.2999999999999999,-0.5,"""uniform""","""deterministic-normal""",0,0.6000000000000001,0.7000000000000001,"""normal""",-0.7,0.2,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.5,0.0,10,0.4000000000000001,False,True,"""-33765813""",0.5815030763711114,0.5815030763711114,0.5815030763711114,0,0.5815030763711114,44,0.5720511765068624,0.0077373838703949736,0.018952455063191875
1,134,180,1000,1,"""HK""",0.19,False,True,"""normal""",1,"""constant""",0.3,"""Scale-free""",1,-0.2999999999999999,-0.5,"""uniform""","""deterministic-normal""",0,0.6000000000000001,0.7000000000000001,"""normal""",-0.7,0.2,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.5,0.0,10,0.4000000000000001,False,True,"""-948427489""",0.5720998318415561,0.5720998318415561,0.5720998318415561,0,0.5720998318415561,44,0.5720511765068624,0.0077373838703949736,0.018952455063191875
1,135,180,1000,1,"""HK""",0.19,False,True,"""normal""",1,"""constant""",0.3,"""Scale-free""",1,-0.2999999999999999,-0.5,"""uniform""","""deterministic-normal""",0,0.6000000000000001,0.7000000000000001,"""normal""",-0.7,0.2,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.5,0.0,10,0.4000000000000001,False,True,"""1383876706""",0.5625506213079196,0.5625506213079196,0.5625506213079196,0,0.5625506213079196,44,0.5720511765068624,0.0077373838703949736,0.018952455063191875
1,136,180,1000,1,"""HK""",0.27,False,True,"""normal""",1,"""constant""",0.4,"""Scale-free""",4,0.4000000000000001,0.7000000000000002,"""uniform""","""deterministic-normal""",50,0.6000000000000001,0.4,"""normal""",-1.0,0.5,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.6000000000000001,0.7000000000000001,4,-0.1999999999999999,True,True,"""1130221483""",0.6766847166546532,0.6766847166546532,0.6766847166546532,0,0.6766847166546532,45,0.681344036010309,0.004177475872471994,0.010134613207086307
1,137,180,1000,1,"""HK""",0.27,False,True,"""normal""",1,"""constant""",0.4,"""Scale-free""",4,0.4000000000000001,0.7000000000000002,"""uniform""","""deterministic-normal""",50,0.6000000000000001,0.4,"""normal""",-1.0,0.5,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.6000000000000001,0.7000000000000001,4,-0.1999999999999999,True,True,"""-1555394231""",0.6868193298617395,0.6868193298617395,0.6868193298617395,0,0.6868193298617395,45,0.681344036010309,0.004177475872471994,0.010134613207086307
1,138,180,1000,1,"""HK""",0.27,False,True,"""normal""",1,"""constant""",0.4,"""Scale-free""",4,0.4000000000000001,0.7000000000000002,"""uniform""","""deterministic-normal""",50,0.6000000000000001,0.4,"""normal""",-1.0,0.5,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.6000000000000001,0.7000000000000001,4,-0.1999999999999999,True,True,"""1220146762""",0.6805280615145339,0.6805280615145339,0.6805280615145339,0,0.6805280615145339,45,0.681344036010309,0.004177475872471994,0.010134613207086307
1,139,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",2,-1.0,0.0,"""uniform""","""deterministic-normal""",10,0.6000000000000001,0.4,"""normal""",1.0,0.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.6000000000000001,0.5,0,-0.6,True,False,"""-196192247""",0.7746076081525513,0.7746076081525513,0.7746076081525513,0,0.7746076081525513,46,0.772473500906123,0.009880302892216494,0.023917756379599586
1,140,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",2,-1.0,0.0,"""uniform""","""deterministic-normal""",10,0.6000000000000001,0.4,"""normal""",1.0,0.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.6000000000000001,0.5,0,-0.6,True,False,"""-1445761705""",0.7594475690931091,0.7594475690931091,0.7594475690931091,0,0.7594475690931091,46,0.772473500906123,0.009880302892216494,0.023917756379599586
1,141,180,1000,1,"""HK""",0.0699999999999999,False,True,"""normal""",1,"""constant""",0.2,"""Scale-free""",2,-1.0,0.0,"""uniform""","""deterministic-normal""",10,0.6000000000000001,0.4,"""normal""",1.0,0.0,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.6000000000000001,0.5,0,-0.6,True,False,"""2058589679""",0.7833653254727087,0.7833653254727087,0.7833653254727087,0,0.7833653254727087,46,0.772473500906123,0.009880302892216494,0.023917756379599586
1,142,180,1000,1,"""HK""",0.17,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",5,0.8,-0.1999999999999999,"""uniform""","""deterministic-normal""",50,-0.9,0.8,"""normal""",0.2000000000000001,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.0,0.2,10,0.0,True,False,"""123406006""",0.8344727391783946,0.8344727391783946,0.8344727391783946,0,0.8344727391783946,47,0.830385723526553,0.010546143738543866,0.024843828121064115
1,143,180,1000,1,"""HK""",0.17,False,True,"""normal""",1,"""constant""",0.1,"""Scale-free""",5,0.8,-0.1999999999999999,"""uniform""","""deterministic-normal""",50,-0.9,0.8,"""normal""",0.2000000000000001,0.6000000000000001,False,"""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""",True,0.0,0.2,10,0.0,True,False,"""-1326241704""",0.8407641297611644,0.8407641297611644,0.8407641297611644,0,0.8407641297611644,47,0.830385723526553,0.010546143738543866,0.024843828121064115
