"search-number","evaluation","evals-requested-so-far","number_of_agents*","number_of_opinion_dimensions*","model*","boundary_mean*","set-seed?*","avoid_seed_control?*","boundary_distribution*","conformity_mean*","conformity_distribution*","boundary_std*","network_type*","scale_free_degree*","scale_free_selection-mu*","scale_free_selection-sigma*","scale_free_selection-distribution*","media_house_distribution*","number_of_media_houses*","media_house_distribution_normal_mean*","media_house_distribution_normal_std*","opinion_distribution*","opinion_mean*","opinion_std*","save_end_sim_data*","endsimdirectory*","use_media_influence_factor?*","media_influence_factor*","silence_alpha*","silence_tau*","silence_delta0*","classify_proponents_by_boundary?*","use_silence?*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","574","582","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.6000000000000001","0.30000000000000004","""uniform""","""deterministic-normal""","50","0.9000000000000001","0.30000000000000004","""normal""","0.20000000000000018","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","8","0.5","true","true","""-104854396""","8.996300035510455","8.996300035510455","8.996300035510455","0","8.996300035510455"
"1","575","582","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.6000000000000001","0.30000000000000004","""uniform""","""deterministic-normal""","50","0.9000000000000001","0.30000000000000004","""normal""","0.20000000000000018","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","8","0.5","true","true","""-1844768959""","13.99893820794041","13.99893820794041","13.99893820794041","0","13.99893820794041"
"1","576","582","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.6000000000000001","0.30000000000000004","""uniform""","""deterministic-normal""","50","0.9000000000000001","0.30000000000000004","""normal""","0.20000000000000018","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","8","0.5","true","true","""753332168""","51.9996679157809","51.9996679157809","51.9996679157809","0","51.9996679157809"
"1","577","585","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","4","0.20000000000000018","0.5","""uniform""","""deterministic-normal""","45","0.8","0.2","""normal""","0","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.8","0.6000000000000001","9","0.7000000000000002","true","true","""1621112465""","7.997740881957983","7.997740881957983","7.997740881957983","0","7.997740881957983"
"1","578","585","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","4","0.20000000000000018","0.5","""uniform""","""deterministic-normal""","45","0.8","0.2","""normal""","0","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.8","0.6000000000000001","9","0.7000000000000002","true","true","""1582059035""","1.9965514903822448","1.9965514903822448","1.9965514903822448","0","1.9965514903822448"
"1","579","585","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","4","0.20000000000000018","0.5","""uniform""","""deterministic-normal""","45","0.8","0.2","""normal""","0","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.8","0.6000000000000001","9","0.7000000000000002","true","true","""1349266837""","0.9983493360923563","0.9983493360923563","0.9983493360923563","0","0.9983493360923563"
"1","580","588","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","0.20000000000000018","0.5","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.7000000000000002","false","false","""838572602""","175.99930806317332","175.99930806317332","175.99930806317332","0","175.99930806317332"
"1","581","588","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","0.20000000000000018","0.5","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.7000000000000002","false","false","""-1008220242""","177.99983351710716","177.99983351710716","177.99983351710716","0","177.99983351710716"
"1","582","588","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","0.20000000000000018","0.5","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.7000000000000002","false","false","""-437946984""","144.99999568207724","144.99999568207724","144.99999568207724","0","144.99999568207724"
"1","583","591","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","4","0.7000000000000002","1","""uniform""","""deterministic-normal""","5","-0.09999999999999998","0.9","""normal""","0","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","8","0.6000000000000001","true","true","""525515250""","48.99969299739037","48.99969299739037","48.99969299739037","0","48.99969299739037"
"1","584","591","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","4","0.7000000000000002","1","""uniform""","""deterministic-normal""","5","-0.09999999999999998","0.9","""normal""","0","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","8","0.6000000000000001","true","true","""-593791438""","40.9999363282414","40.9999363282414","40.9999363282414","0","40.9999363282414"
"1","585","591","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","4","0.7000000000000002","1","""uniform""","""deterministic-normal""","5","-0.09999999999999998","0.9","""normal""","0","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","8","0.6000000000000001","true","true","""173883680""","66.99985124270695","66.99985124270695","66.99985124270695","0","66.99985124270695"
"1","586","594","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","5","0.10000000000000009","0.20000000000000018","""uniform""","""deterministic-normal""","50","0.6000000000000001","0.30000000000000004","""normal""","-0.19999999999999996","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","7","0.6000000000000001","true","true","""-420163094""","0.9027431762879043","0.9027431762879043","0.9027431762879043","0","0.9027431762879043"
"1","587","594","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","5","0.10000000000000009","0.20000000000000018","""uniform""","""deterministic-normal""","50","0.6000000000000001","0.30000000000000004","""normal""","-0.19999999999999996","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","7","0.6000000000000001","true","true","""309686154""","0.8895472454893952","0.8895472454893952","0.8895472454893952","0","0.8895472454893952"
"1","588","594","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","5","0.10000000000000009","0.20000000000000018","""uniform""","""deterministic-normal""","50","0.6000000000000001","0.30000000000000004","""normal""","-0.19999999999999996","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","7","0.6000000000000001","true","true","""-779782252""","0.9066407792644688","0.9066407792644688","0.9066407792644688","0","0.9066407792644688"
"1","589","597","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.20000000000000018","1","""uniform""","""deterministic-normal""","10","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","0","1","false","true","""-1907982241""","135.9999364746033","135.9999364746033","135.9999364746033","0","135.9999364746033"
"1","590","597","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.20000000000000018","1","""uniform""","""deterministic-normal""","10","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","0","1","false","true","""71353872""","116.9998572333362","116.9998572333362","116.9998572333362","0","116.9998572333362"
"1","591","597","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.20000000000000018","1","""uniform""","""deterministic-normal""","10","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","0","1","false","true","""1520092975""","183.99920758513971","183.99920758513971","183.99920758513971","0","183.99920758513971"
"1","592","600","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.5","1","""uniform""","""deterministic-normal""","5","0.10000000000000009","0.9","""normal""","0","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.7000000000000002","true","false","""-2109929693""","62.99963549677445","62.99963549677445","62.99963549677445","0","62.99963549677445"
"1","593","600","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.5","1","""uniform""","""deterministic-normal""","5","0.10000000000000009","0.9","""normal""","0","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.7000000000000002","true","false","""1727758378""","20.998430618797773","20.998430618797773","20.998430618797773","0","20.998430618797773"
"1","594","600","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.5","1","""uniform""","""deterministic-normal""","5","0.10000000000000009","0.9","""normal""","0","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.7000000000000002","true","false","""-699882027""","67.99996609995408","67.99996609995408","67.99996609995408","0","67.99996609995408"
"1","595","603","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0","""Scale-free""","4","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","-0.19999999999999996","1","""normal""","0.5","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.9","0.5","8","0.7000000000000002","false","true","""810738794""","0.984432568896312","0.984432568896312","0.984432568896312","0","0.984432568896312"
"1","596","603","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0","""Scale-free""","4","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","-0.19999999999999996","1","""normal""","0.5","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.9","0.5","8","0.7000000000000002","false","true","""79568558""","0.9877762826264204","0.9877762826264204","0.9877762826264204","0","0.9877762826264204"
"1","597","603","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0","""Scale-free""","4","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","-0.19999999999999996","1","""normal""","0.5","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.9","0.5","8","0.7000000000000002","false","true","""893856500""","1.9910949588726647","1.9910949588726647","1.9910949588726647","0","1.9910949588726647"
"1","598","606","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0","""Scale-free""","5","0.40000000000000013","0.8","""uniform""","""deterministic-normal""","0","0","1","""normal""","0.10000000000000009","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.9","0.5","6","0.7000000000000002","false","false","""660121378""","24.999264273241568","24.999264273241568","24.999264273241568","0","24.999264273241568"
"1","599","606","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0","""Scale-free""","5","0.40000000000000013","0.8","""uniform""","""deterministic-normal""","0","0","1","""normal""","0.10000000000000009","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.9","0.5","6","0.7000000000000002","false","false","""-1049135757""","3.9854147521119607","3.9854147521119607","3.9854147521119607","0","3.9854147521119607"
"1","600","606","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0","""Scale-free""","5","0.40000000000000013","0.8","""uniform""","""deterministic-normal""","0","0","1","""normal""","0.10000000000000009","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.9","0.5","6","0.7000000000000002","false","false","""-773999047""","64.99959275538454","64.99959275538454","64.99959275538454","0","64.99959275538454"
"1","601","609","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.5","1","""uniform""","""deterministic-normal""","20","-0.09999999999999998","0.4","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""-1599625330""","194.99991620848195","194.99991620848195","194.99991620848195","0","194.99991620848195"
"1","602","609","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.5","1","""uniform""","""deterministic-normal""","20","-0.09999999999999998","0.4","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""1315431261""","42.999858618669414","42.999858618669414","42.999858618669414","0","42.999858618669414"
"1","603","609","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.5","1","""uniform""","""deterministic-normal""","20","-0.09999999999999998","0.4","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""1187150648""","120.99979321072324","120.99979321072324","120.99979321072324","0","120.99979321072324"
"1","604","612","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","0.5","0.6000000000000001","""normal""","-0.5","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.8","0.5","6","1","true","false","""-566018712""","0.9753249867888796","0.9753249867888796","0.9753249867888796","0","0.9753249867888796"
"1","605","612","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","0.5","0.6000000000000001","""normal""","-0.5","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.8","0.5","6","1","true","false","""676028837""","0.9845697364709549","0.9845697364709549","0.9845697364709549","0","0.9845697364709549"
"1","606","612","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","0.5","0.6000000000000001","""normal""","-0.5","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.8","0.5","6","1","true","false","""1900262536""","0.9786872380327382","0.9786872380327382","0.9786872380327382","0","0.9786872380327382"
"1","607","615","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0","""Scale-free""","5","-0.09999999999999998","0.7000000000000002","""uniform""","""deterministic-normal""","50","0.6000000000000001","0.2","""normal""","-0.09999999999999998","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","8","0.40000000000000013","true","false","""-230538141""","0.9618326191149568","0.9618326191149568","0.9618326191149568","0","0.9618326191149568"
"1","608","615","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0","""Scale-free""","5","-0.09999999999999998","0.7000000000000002","""uniform""","""deterministic-normal""","50","0.6000000000000001","0.2","""normal""","-0.09999999999999998","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","8","0.40000000000000013","true","false","""1155756713""","0.9056979085222823","0.9056979085222823","0.9056979085222823","0","0.9056979085222823"
"1","609","615","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0","""Scale-free""","5","-0.09999999999999998","0.7000000000000002","""uniform""","""deterministic-normal""","50","0.6000000000000001","0.2","""normal""","-0.09999999999999998","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","8","0.40000000000000013","true","false","""200841807""","0.9564795216874993","0.9564795216874993","0.9564795216874993","0","0.9564795216874993"
"1","610","618","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0","""Scale-free""","1","-0.09999999999999998","1","""uniform""","""deterministic-normal""","10","0.10000000000000009","0.5","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.8","false","true","""1492625539""","9.99958772051628","9.99958772051628","9.99958772051628","0","9.99958772051628"
"1","611","618","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0","""Scale-free""","1","-0.09999999999999998","1","""uniform""","""deterministic-normal""","10","0.10000000000000009","0.5","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.8","false","true","""-1520602045""","10.997148506669882","10.997148506669882","10.997148506669882","0","10.997148506669882"
"1","612","618","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0","""Scale-free""","1","-0.09999999999999998","1","""uniform""","""deterministic-normal""","10","0.10000000000000009","0.5","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.8","false","true","""803631885""","5.997509325064441","5.997509325064441","5.997509325064441","0","5.997509325064441"
"1","613","621","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","10","0.10000000000000009","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","2","1","true","true","""2020695837""","144.99981214175907","144.99981214175907","144.99981214175907","0","144.99981214175907"
"1","614","621","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","10","0.10000000000000009","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","2","1","true","true","""460175002""","123.99993886938441","123.99993886938441","123.99993886938441","0","123.99993886938441"
"1","615","621","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","10","0.10000000000000009","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","2","1","true","true","""-1694738541""","121.99964306306288","121.99964306306288","121.99964306306288","0","121.99964306306288"
"1","616","624","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","5","-0.09999999999999998","0.6000000000000001","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","2","0.6000000000000001","true","true","""-1160038295""","30.99926570810452","30.99926570810452","30.99926570810452","0","30.99926570810452"
"1","617","624","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","5","-0.09999999999999998","0.6000000000000001","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","2","0.6000000000000001","true","true","""437167253""","48.9991389594515","48.9991389594515","48.9991389594515","0","48.9991389594515"
"1","618","624","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","5","-0.09999999999999998","0.6000000000000001","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","2","0.6000000000000001","true","true","""-155327420""","34.99919672208757","34.99919672208757","34.99919672208757","0","34.99919672208757"
"1","619","627","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.20000000000000018","0.7000000000000002","""uniform""","""deterministic-normal""","5","0.10000000000000009","0.9","""normal""","-0.09999999999999998","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.30000000000000004","7","0.7000000000000002","false","false","""-707219945""","66.99993738947234","66.99993738947234","66.99993738947234","0","66.99993738947234"
"1","620","627","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.20000000000000018","0.7000000000000002","""uniform""","""deterministic-normal""","5","0.10000000000000009","0.9","""normal""","-0.09999999999999998","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.30000000000000004","7","0.7000000000000002","false","false","""-1607133584""","32.99993155010206","32.99993155010206","32.99993155010206","0","32.99993155010206"
"1","621","627","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.20000000000000018","0.7000000000000002","""uniform""","""deterministic-normal""","5","0.10000000000000009","0.9","""normal""","-0.09999999999999998","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.30000000000000004","7","0.7000000000000002","false","false","""1870833767""","33.9997062882255","33.9997062882255","33.9997062882255","0","33.9997062882255"
"1","622","630","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.20000000000000018","0.6000000000000001","""uniform""","""deterministic-normal""","5","0.10000000000000009","0.8","""normal""","-0.19999999999999996","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.30000000000000004","7","0.7000000000000002","false","false","""-1059926889""","0.9921302587181169","0.9921302587181169","0.9921302587181169","0","0.9921302587181169"
"1","623","630","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.20000000000000018","0.6000000000000001","""uniform""","""deterministic-normal""","5","0.10000000000000009","0.8","""normal""","-0.19999999999999996","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.30000000000000004","7","0.7000000000000002","false","false","""1046666308""","0.9877280340823578","0.9877280340823578","0.9877280340823578","0","0.9877280340823578"
"1","624","630","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.20000000000000018","0.6000000000000001","""uniform""","""deterministic-normal""","5","0.10000000000000009","0.8","""normal""","-0.19999999999999996","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.30000000000000004","7","0.7000000000000002","false","false","""-383893782""","0.989147620661474","0.989147620661474","0.989147620661474","0","0.989147620661474"
"1","625","633","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.20000000000000018","1","""uniform""","""deterministic-normal""","10","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","2","1","true","false","""706490529""","124.99997271969642","124.99997271969642","124.99997271969642","0","124.99997271969642"
"1","626","633","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.20000000000000018","1","""uniform""","""deterministic-normal""","10","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","2","1","true","false","""1232448257""","165.99973397943353","165.99973397943353","165.99973397943353","0","165.99973397943353"
"1","627","633","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.20000000000000018","1","""uniform""","""deterministic-normal""","10","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","2","1","true","false","""309854942""","171.9996939753495","171.9996939753495","171.9996939753495","0","171.9996939753495"
"1","628","636","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.5","1","""uniform""","""deterministic-normal""","20","0.10000000000000009","0.4","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""564470848""","10.996209556874103","10.996209556874103","10.996209556874103","0","10.996209556874103"
"1","629","636","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.5","1","""uniform""","""deterministic-normal""","20","0.10000000000000009","0.4","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""-354975540""","10.998546799417358","10.998546799417358","10.998546799417358","0","10.998546799417358"
"1","630","636","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.5","1","""uniform""","""deterministic-normal""","20","0.10000000000000009","0.4","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""1057043167""","12.998185817628192","12.998185817628192","12.998185817628192","0","12.998185817628192"
"1","631","639","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","10","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.9","0.6000000000000001","2","1","true","true","""43010479""","83.99995555515532","83.99995555515532","83.99995555515532","0","83.99995555515532"
"1","632","639","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","10","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.9","0.6000000000000001","2","1","true","true","""1758498447""","32.99990356128474","32.99990356128474","32.99990356128474","0","32.99990356128474"
