Sim_ID,Seed,Population,Random_links,Close_links,Dimensions,Boundary,Boundary_method,P_speaking,Mode,Far_from_entropy,One_group_size,Number_of_equal_groups,Zero_lenghts,SD
3660,3,513,0.05,16,2,0.2,uniform,1,vaguely-speak,99.2,99.7,1,99.6,0.08
3661,3,513,0.05,16,2,0.3,constant,0.5,openly-listen,97.9,99.3,1.01,98.8,0.115
3662,3,513,0.05,16,2,0.3,constant,0.5,vaguely-speak,97.9,99.3,1.01,98.8,0.115
3663,3,513,0.05,16,2,0.3,constant,0.9,openly-listen,99.2,99.7,1,99.6,0.061
3664,3,513,0.05,16,2,0.3,constant,0.9,vaguely-speak,99.2,99.7,1,99.6,0.061
3665,3,513,0.05,16,2,0.3,constant,1,openly-listen,99.2,99.7,1,99.6,0.057
3666,3,513,0.05,16,2,0.3,constant,1,vaguely-speak,99.2,99.7,1,99.6,0.057
3667,3,513,0.05,16,2,0.3,uniform,0.5,openly-listen,29.2,35.8,7.7,12.8,0.38
3668,3,513,0.05,16,2,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0
3669,3,513,0.05,16,2,0.3,uniform,0.9,openly-listen,25.4,28,12.43,7.9,0.385
3670,3,513,0.05,16,2,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0
3671,3,513,0.05,16,2,0.3,uniform,1,openly-listen,25.8,29.9,10.97,8.9,0.378
3672,3,513,0.05,16,2,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0.002
3709,3,513,0.05,64,2,0.1,constant,0.5,openly-listen,25.3,36.8,7.29,13.6,0.495
3710,3,513,0.05,64,2,0.1,constant,0.5,vaguely-speak,25.3,36.8,7.29,13.6,0.495
3711,3,513,0.05,64,2,0.1,constant,0.9,openly-listen,35.4,43.3,5.29,18.7,0.493
3712,3,513,0.05,64,2,0.1,constant,0.9,vaguely-speak,35.4,43.3,5.29,18.7,0.493
3713,3,513,0.05,64,2,0.1,constant,1,openly-listen,36.2,42.1,5.58,17.8,0.49
3714,3,513,0.05,64,2,0.1,constant,1,vaguely-speak,36.2,42.1,5.58,17.8,0.49
3715,3,513,0.05,64,2,0.1,uniform,0.5,openly-listen,26.8,49.9,3.99,24.9,0.544
3716,3,513,0.05,64,2,0.1,uniform,0.5,vaguely-speak,53.8,50,3.96,25.1,0.48
3717,3,513,0.05,64,2,0.1,uniform,0.9,openly-listen,28.7,52.6,3.59,27.7,0.585
3718,3,513,0.05,64,2,0.1,uniform,0.9,vaguely-speak,80.6,60.1,2.75,36.2,0.519
3719,3,513,0.05,64,2,0.1,uniform,1,openly-listen,25.6,45,4.89,20.3,0.515
3720,3,513,0.05,64,2,0.1,uniform,1,vaguely-speak,62.5,58.3,2.93,34,0.513
3721,3,513,0.05,64,2,0.2,constant,0.5,openly-listen,99.2,99.7,1,99.6,0.063
3722,3,513,0.05,64,2,0.2,constant,0.5,vaguely-speak,99.2,99.7,1,99.6,0.063
3723,3,513,0.05,64,2,0.2,constant,0.9,openly-listen,100,99.9,1,100,0
3724,3,513,0.05,64,2,0.2,constant,0.9,vaguely-speak,100,99.9,1,100,0
3725,3,513,0.05,64,2,0.2,constant,1,openly-listen,100,99.9,1,100,0.001
3726,3,513,0.05,64,2,0.2,constant,1,vaguely-speak,100,99.9,1,100,0.001
3727,3,513,0.05,64,2,0.2,uniform,0.5,openly-listen,24.5,39.8,6.24,15.9,0.425
3728,3,513,0.05,64,2,0.2,uniform,0.5,vaguely-speak,100,99.9,1,100,0
3729,3,513,0.05,64,2,0.2,uniform,0.9,openly-listen,38,63,2.51,39.7,0.527
3730,3,513,0.05,64,2,0.2,uniform,0.9,vaguely-speak,100,99.9,1,100,0
3731,3,513,0.05,64,2,0.2,uniform,1,openly-listen,35.9,59.8,2.78,35.9,0.436
3732,3,513,0.05,64,2,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0.001
3733,3,513,0.05,64,2,0.3,constant,0.5,openly-listen,100,99.9,1,100,0
3734,3,513,0.05,64,2,0.3,constant,0.5,vaguely-speak,100,99.9,1,100,0
3735,3,513,0.05,64,2,0.3,constant,0.9,openly-listen,100,99.9,1,100,0
3736,3,513,0.05,64,2,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0
3737,3,513,0.05,64,2,0.3,constant,1,openly-listen,99.2,99.7,1,99.6,0.058
3738,3,513,0.05,64,2,0.3,constant,1,vaguely-speak,99.2,99.7,1,99.6,0.058
3739,3,513,0.05,64,2,0.3,uniform,0.5,openly-listen,33.3,43.2,5.29,18.7,0.391
3740,3,513,0.05,64,2,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0
3741,3,513,0.05,64,2,0.3,uniform,0.9,openly-listen,36,53.1,3.52,28.3,0.466
3742,3,513,0.05,64,2,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0
3743,3,513,0.05,64,2,0.3,uniform,1,openly-listen,37.5,58.4,2.92,34.2,0.412
3744,3,513,0.05,64,2,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0
3781,3,513,0.25,4,2,0.1,constant,0.5,openly-listen,11.3,9.6,89.67,0.9,0.495
3782,3,513,0.25,4,2,0.1,constant,0.5,vaguely-speak,11.3,9.6,89.67,0.9,0.495
3783,3,513,0.25,4,2,0.1,constant,0.9,openly-listen,11.2,9.4,92.18,0.9,0.496
3784,3,513,0.25,4,2,0.1,constant,0.9,vaguely-speak,11.2,9.4,92.18,0.9,0.496
3785,3,513,0.25,4,2,0.1,constant,1,openly-listen,11.3,9.4,92.44,0.9,0.495
3786,3,513,0.25,4,2,0.1,constant,1,vaguely-speak,11.3,9.4,92.44,0.9,0.495
3787,3,513,0.25,4,2,0.1,uniform,0.5,openly-listen,12.6,33.3,8.88,11.1,0.588
3788,3,513,0.25,4,2,0.1,uniform,0.5,vaguely-speak,11.3,16.8,32.97,2.8,0.503
3789,3,513,0.25,4,2,0.1,uniform,0.9,openly-listen,13.1,34.1,8.47,11.6,0.593
3790,3,513,0.25,4,2,0.1,uniform,0.9,vaguely-speak,11.4,12.8,54.7,1.6,0.494
3791,3,513,0.25,4,2,0.1,uniform,1,openly-listen,12.2,14,46.55,2,0.479
3792,3,513,0.25,4,2,0.1,uniform,1,vaguely-speak,11.4,12.9,53.72,1.7,0.492
3793,3,513,0.25,4,2,0.2,constant,0.5,openly-listen,55.6,77.5,1.66,60.2,0.525
3794,3,513,0.25,4,2,0.2,constant,0.5,vaguely-speak,55.6,77.5,1.66,60.2,0.525
3795,3,513,0.25,4,2,0.2,constant,0.9,openly-listen,61.3,83,1.45,69,0.489
3796,3,513,0.25,4,2,0.2,constant,0.9,vaguely-speak,61.3,83,1.45,69,0.489
3797,3,513,0.25,4,2,0.2,constant,1,openly-listen,63.2,84.1,1.41,70.9,0.479
3798,3,513,0.25,4,2,0.2,constant,1,vaguely-speak,63.2,84.1,1.41,70.9,0.479
3799,3,513,0.25,4,2,0.2,uniform,0.5,openly-listen,46,69.3,2.08,48.1,0.422
3800,3,513,0.25,4,2,0.2,uniform,0.5,vaguely-speak,84,94.3,1.12,89,0.369
3801,3,513,0.25,4,2,0.2,uniform,0.9,openly-listen,24.4,39.2,6.42,15.4,0.445
3802,3,513,0.25,4,2,0.2,uniform,0.9,vaguely-speak,87.7,96,1.08,92.4,0.301
3803,3,513,0.25,4,2,0.2,uniform,1,openly-listen,19.9,24.5,16.11,6,0.425
3804,3,513,0.25,4,2,0.2,uniform,1,vaguely-speak,82.6,94.1,1.13,88.6,0.344
3805,3,513,0.25,4,2,0.3,constant,0.5,openly-listen,91.2,97.2,1.06,94.6,0.271
3806,3,513,0.25,4,2,0.3,constant,0.5,vaguely-speak,91.2,97.2,1.06,94.6,0.271
3807,3,513,0.25,4,2,0.3,constant,0.9,openly-listen,92.9,98,1.04,96.1,0.234
3808,3,513,0.25,4,2,0.3,constant,0.9,vaguely-speak,92.9,98,1.04,96.1,0.234
3809,3,513,0.25,4,2,0.3,constant,1,openly-listen,89.5,96.6,1.07,93.5,0.283
3810,3,513,0.25,4,2,0.3,constant,1,vaguely-speak,89.5,96.6,1.07,93.5,0.283
3811,3,513,0.25,4,2,0.3,uniform,0.5,openly-listen,38.5,50.8,3.84,25.9,0.331
3812,3,513,0.25,4,2,0.3,uniform,0.5,vaguely-speak,98.5,99.5,1.01,99.2,0.115
3813,3,513,0.25,4,2,0.3,uniform,0.9,openly-listen,26.9,29.2,11.43,8.6,0.389
3814,3,513,0.25,4,2,0.3,uniform,0.9,vaguely-speak,98.5,99.5,1.01,99.2,0.115
3815,3,513,0.25,4,2,0.3,uniform,1,openly-listen,24.4,25.1,15.42,6.3,0.388
3816,3,513,0.25,4,2,0.3,uniform,1,vaguely-speak,98.5,99.5,1.01,99.2,0.115
3853,3,513,0.25,16,2,0.1,constant,0.5,openly-listen,21.8,34.2,8.42,11.7,0.506
3854,3,513,0.25,16,2,0.1,constant,0.5,vaguely-speak,21.8,34.2,8.42,11.7,0.506
3855,3,513,0.25,16,2,0.1,constant,0.9,openly-listen,22.6,35.2,7.96,12.4,0.492
3856,3,513,0.25,16,2,0.1,constant,0.9,vaguely-speak,22.6,35.2,7.96,12.4,0.492
3857,3,513,0.25,16,2,0.1,constant,1,openly-listen,27.7,43,5.36,18.5,0.494
3858,3,513,0.25,16,2,0.1,constant,1,vaguely-speak,27.7,43,5.36,18.5,0.494
3859,3,513,0.25,16,2,0.1,uniform,0.5,openly-listen,35.5,66.7,2.24,44.6,0.712
3860,3,513,0.25,16,2,0.1,uniform,0.5,vaguely-speak,46.5,48.7,4.18,23.8,0.494
3861,3,513,0.25,16,2,0.1,uniform,0.9,openly-listen,33.5,60.2,2.74,36.3,0.545
3862,3,513,0.25,16,2,0.1,uniform,0.9,vaguely-speak,55,56.5,3.11,32,0.495
3863,3,513,0.25,16,2,0.1,uniform,1,openly-listen,27.1,50.5,3.89,25.5,0.479
3864,3,513,0.25,16,2,0.1,uniform,1,vaguely-speak,67.8,55.5,3.23,30.8,0.528
3865,3,513,0.25,16,2,0.2,constant,0.5,openly-listen,89.9,96.8,1.07,93.9,0.239
3866,3,513,0.25,16,2,0.2,constant,0.5,vaguely-speak,89.9,96.8,1.07,93.9,0.239
3867,3,513,0.25,16,2,0.2,constant,0.9,openly-listen,99.2,99.7,1,99.6,0.08
3868,3,513,0.25,16,2,0.2,constant,0.9,vaguely-speak,99.2,99.7,1,99.6,0.08
3869,3,513,0.25,16,2,0.2,constant,1,openly-listen,97.7,99.3,1.01,98.8,0.124
3870,3,513,0.25,16,2,0.2,constant,1,vaguely-speak,97.7,99.3,1.01,98.8,0.124
3871,3,513,0.25,16,2,0.2,uniform,0.5,openly-listen,61.9,86.4,1.34,74.7,0.513
3872,3,513,0.25,16,2,0.2,uniform,0.5,vaguely-speak,98.6,99.5,1.01,99.2,0.113
3873,3,513,0.25,16,2,0.2,uniform,0.9,openly-listen,56.2,81.8,1.49,67.1,0.488
3874,3,513,0.25,16,2,0.2,uniform,0.9,vaguely-speak,98.5,99.5,1.01,99.2,0.103
3875,3,513,0.25,16,2,0.2,uniform,1,openly-listen,28.9,52.2,3.64,27.3,0.476
3876,3,513,0.25,16,2,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0
3877,3,513,0.25,16,2,0.3,constant,0.5,openly-listen,100,99.9,1,100,0
3878,3,513,0.25,16,2,0.3,constant,0.5,vaguely-speak,100,99.9,1,100,0
3879,3,513,0.25,16,2,0.3,constant,0.9,openly-listen,99.2,99.7,1,99.6,0.064
3880,3,513,0.25,16,2,0.3,constant,0.9,vaguely-speak,99.2,99.7,1,99.6,0.064
3881,3,513,0.25,16,2,0.3,constant,1,openly-listen,98.5,99.5,1.01,99.2,0.108
3882,3,513,0.25,16,2,0.3,constant,1,vaguely-speak,98.5,99.5,1.01,99.2,0.108
3883,3,513,0.25,16,2,0.3,uniform,0.5,openly-listen,33.4,47.7,4.36,22.8,0.419
3884,3,513,0.25,16,2,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0
3885,3,513,0.25,16,2,0.3,uniform,0.9,openly-listen,35.3,54.8,3.31,30.1,0.432
3886,3,513,0.25,16,2,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0
3887,3,513,0.25,16,2,0.3,uniform,1,openly-listen,35.5,57,3.06,32.6,0.423
3888,3,513,0.25,16,2,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0
3925,3,513,0.25,64,2,0.1,constant,0.5,openly-listen,26,34.5,8.29,11.9,0.482
3926,3,513,0.25,64,2,0.1,constant,0.5,vaguely-speak,26,34.5,8.29,11.9,0.482
3927,3,513,0.25,64,2,0.1,constant,0.9,openly-listen,29.2,36,7.61,13,0.475
3928,3,513,0.25,64,2,0.1,constant,0.9,vaguely-speak,29.2,36,7.61,13,0.475
3929,3,513,0.25,64,2,0.1,constant,1,openly-listen,32.6,38.7,6.61,15,0.478
3930,3,513,0.25,64,2,0.1,constant,1,vaguely-speak,32.6,38.7,6.61,15,0.478
3931,3,513,0.25,64,2,0.1,uniform,0.5,openly-listen,26.7,48.1,4.28,23.2,0.513
3932,3,513,0.25,64,2,0.1,uniform,0.5,vaguely-speak,43.3,51.8,3.7,26.9,0.494
3933,3,513,0.25,64,2,0.1,uniform,0.9,openly-listen,28.6,48.5,4.22,23.6,0.526
3934,3,513,0.25,64,2,0.1,uniform,0.9,vaguely-speak,48.8,50.5,3.9,25.5,0.505
3935,3,513,0.25,64,2,0.1,uniform,1,openly-listen,37.1,61,2.67,37.3,0.501
3936,3,513,0.25,64,2,0.1,uniform,1,vaguely-speak,53.1,51,3.82,26.1,0.46
3937,3,513,0.25,64,2,0.2,constant,0.5,openly-listen,98.5,99.5,1.01,99.2,0.093
3938,3,513,0.25,64,2,0.2,constant,0.5,vaguely-speak,98.5,99.5,1.01,99.2,0.093
3939,3,513,0.25,64,2,0.2,constant,0.9,openly-listen,100,99.9,1,100,0
3940,3,513,0.25,64,2,0.2,constant,0.9,vaguely-speak,100,99.9,1,100,0
3941,3,513,0.25,64,2,0.2,constant,1,openly-listen,100,99.9,1,100,0
3942,3,513,0.25,64,2,0.2,constant,1,vaguely-speak,100,99.9,1,100,0
3943,3,513,0.25,64,2,0.2,uniform,0.5,openly-listen,44.2,73.7,1.84,54.4,0.545
3944,3,513,0.25,64,2,0.2,uniform,0.5,vaguely-speak,100,99.9,1,100,0
3945,3,513,0.25,64,2,0.2,uniform,0.9,openly-listen,60.9,84.4,1.4,71.4,0.546
3946,3,513,0.25,64,2,0.2,uniform,0.9,vaguely-speak,100,99.9,1,100,0
3947,3,513,0.25,64,2,0.2,uniform,1,openly-listen,40.1,71,1.98,50.5,0.526
3948,3,513,0.25,64,2,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0
3949,3,513,0.25,64,2,0.3,constant,0.5,openly-listen,100,99.9,1,100,0
3950,3,513,0.25,64,2,0.3,constant,0.5,vaguely-speak,100,99.9,1,100,0
3951,3,513,0.25,64,2,0.3,constant,0.9,openly-listen,100,99.9,1,100,0
3952,3,513,0.25,64,2,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0
3953,3,513,0.25,64,2,0.3,constant,1,openly-listen,100,99.9,1,100,0
3954,3,513,0.25,64,2,0.3,constant,1,vaguely-speak,100,99.9,1,100,0
3955,3,513,0.25,64,2,0.3,uniform,0.5,openly-listen,54.9,78.7,1.61,62.1,0.377
3956,3,513,0.25,64,2,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0
3957,3,513,0.25,64,2,0.3,uniform,0.9,openly-listen,47.5,72.5,1.9,52.7,0.462
3958,3,513,0.25,64,2,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0
3959,3,513,0.25,64,2,0.3,uniform,1,openly-listen,46.6,71.9,1.93,51.8,0.376
3960,3,513,0.25,64,2,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0.001
3997,4,129,0.05,4,2,0.1,constant,0.5,openly-listen,10.1,11.6,47.14,1.4,0.521
3998,4,129,0.05,4,2,0.1,constant,0.5,vaguely-speak,10.1,11.6,47.14,1.4,0.521
3999,4,129,0.05,4,2,0.1,constant,0.9,openly-listen,9.9,12.6,42.13,1.6,0.524
4000,4,129,0.05,4,2,0.1,constant,0.9,vaguely-speak,9.9,12.6,42.13,1.6,0.524
4001,4,129,0.05,4,2,0.1,constant,1,openly-listen,10.1,12,45.1,1.5,0.522
4002,4,129,0.05,4,2,0.1,constant,1,vaguely-speak,10.1,12,45.1,1.5,0.522
4003,4,129,0.05,4,2,0.1,uniform,0.5,openly-listen,9.7,16.4,28.74,2.7,0.54
4004,4,129,0.05,4,2,0.1,uniform,0.5,vaguely-speak,9.9,13.4,38.97,1.8,0.527
4005,4,129,0.05,4,2,0.1,uniform,0.9,openly-listen,10.7,16.6,28.35,2.8,0.517
4006,4,129,0.05,4,2,0.1,uniform,0.9,vaguely-speak,10,15.1,32.82,2.3,0.531
4007,4,129,0.05,4,2,0.1,uniform,1,openly-listen,10.8,17.6,25.88,3.1,0.516
4008,4,129,0.05,4,2,0.1,uniform,1,vaguely-speak,9.8,14,36.74,2,0.532
4009,4,129,0.05,4,2,0.2,constant,0.5,openly-listen,11.6,21.4,18.63,4.6,0.526
4010,4,129,0.05,4,2,0.2,constant,0.5,vaguely-speak,11.6,21.4,18.63,4.6,0.526
4011,4,129,0.05,4,2,0.2,constant,0.9,openly-listen,13.1,24.7,14.51,6.2,0.53
4012,4,129,0.05,4,2,0.2,constant,0.9,vaguely-speak,13.1,24.7,14.51,6.2,0.53
4013,4,129,0.05,4,2,0.2,constant,1,openly-listen,17.8,40.4,5.84,16.5,0.556
4014,4,129,0.05,4,2,0.2,constant,1,vaguely-speak,17.8,40.4,5.84,16.5,0.556
4015,4,129,0.05,4,2,0.2,uniform,0.5,openly-listen,21,37.5,6.76,14.1,0.613
4016,4,129,0.05,4,2,0.2,uniform,0.5,vaguely-speak,69,84.3,1.39,71.5,0.572
4017,4,129,0.05,4,2,0.2,uniform,0.9,openly-listen,17.6,34.5,7.88,12,0.596
4018,4,129,0.05,4,2,0.2,uniform,0.9,vaguely-speak,66.4,81.3,1.5,66.6,0.579
4019,4,129,0.05,4,2,0.2,uniform,1,openly-listen,17.9,21.5,18.55,4.7,0.444
4020,4,129,0.05,4,2,0.2,uniform,1,vaguely-speak,72.6,85.8,1.34,74.2,0.525
4021,4,129,0.05,4,2,0.3,constant,0.5,openly-listen,72.9,87.3,1.3,76.8,0.475
4022,4,129,0.05,4,2,0.3,constant,0.5,vaguely-speak,72.9,87.3,1.3,76.8,0.475
4023,4,129,0.05,4,2,0.3,constant,0.9,openly-listen,70,85.8,1.34,74.2,0.495
4024,4,129,0.05,4,2,0.3,constant,0.9,vaguely-speak,70,85.8,1.34,74.2,0.495
4025,4,129,0.05,4,2,0.3,constant,1,openly-listen,81.9,91.9,1.17,85.1,0.399
4026,4,129,0.05,4,2,0.3,constant,1,vaguely-speak,81.9,91.9,1.17,85.1,0.399
4027,4,129,0.05,4,2,0.3,uniform,0.5,openly-listen,24.5,24.7,14.58,6.1,0.337
4028,4,129,0.05,4,2,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0
4029,4,129,0.05,4,2,0.3,uniform,0.9,openly-listen,21.2,19.6,21.64,3.9,0.37
4030,4,129,0.05,4,2,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0
4031,4,129,0.05,4,2,0.3,uniform,1,openly-listen,19.8,20,20.93,4,0.408
4032,4,129,0.05,4,2,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0.004
4069,4,129,0.05,16,2,0.1,constant,0.5,openly-listen,14.2,27,12.39,7.4,0.538
4070,4,129,0.05,16,2,0.1,constant,0.5,vaguely-speak,14.2,27,12.39,7.4,0.538
4071,4,129,0.05,16,2,0.1,constant,0.9,openly-listen,13.7,27.1,12.35,7.4,0.531
4072,4,129,0.05,16,2,0.1,constant,0.9,vaguely-speak,13.7,27.1,12.35,7.4,0.531
4073,4,129,0.05,16,2,0.1,constant,1,openly-listen,15.3,30.3,10.05,9.2,0.54
4074,4,129,0.05,16,2,0.1,constant,1,vaguely-speak,15.3,30.3,10.05,9.2,0.54
4075,4,129,0.05,16,2,0.1,uniform,0.5,openly-listen,18.6,37.6,6.71,14.2,0.559
4076,4,129,0.05,16,2,0.1,uniform,0.5,vaguely-speak,38.5,50.7,3.78,25.9,0.598
4077,4,129,0.05,16,2,0.1,uniform,0.9,openly-listen,24.6,43.6,5.06,19.1,0.656
4078,4,129,0.05,16,2,0.1,uniform,0.9,vaguely-speak,51.9,57.2,2.98,33,0.579
4079,4,129,0.05,16,2,0.1,uniform,1,openly-listen,23.4,37.6,6.72,14.2,0.585
4080,4,129,0.05,16,2,0.1,uniform,1,vaguely-speak,46.9,49.5,3.96,24.7,0.554
4081,4,129,0.05,16,2,0.2,constant,0.5,openly-listen,95.9,98.1,1.03,96.9,0.214
4082,4,129,0.05,16,2,0.2,constant,0.5,vaguely-speak,95.9,98.1,1.03,96.9,0.214
4083,4,129,0.05,16,2,0.2,constant,0.9,openly-listen,100,99.6,1,100,0
4084,4,129,0.05,16,2,0.2,constant,0.9,vaguely-speak,100,99.6,1,100,0
4085,4,129,0.05,16,2,0.2,constant,1,openly-listen,100,99.6,1,100,0.001
4086,4,129,0.05,16,2,0.2,constant,1,vaguely-speak,100,99.6,1,100,0.001
4087,4,129,0.05,16,2,0.2,uniform,0.5,openly-listen,57.7,80.8,1.51,65.8,0.637
4088,4,129,0.05,16,2,0.2,uniform,0.5,vaguely-speak,97.6,98.8,1.02,98.4,0.149
4089,4,129,0.05,16,2,0.2,uniform,0.9,openly-listen,64.2,84.1,1.4,71.2,0.612
4090,4,129,0.05,16,2,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0
4091,4,129,0.05,16,2,0.2,uniform,1,openly-listen,38.2,58,2.9,34,0.458
4092,4,129,0.05,16,2,0.2,uniform,1,vaguely-speak,97.6,98.8,1.02,98.4,0.156
4093,4,129,0.05,16,2,0.3,constant,0.5,openly-listen,100,99.6,1,100,0
4094,4,129,0.05,16,2,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0
4095,4,129,0.05,16,2,0.3,constant,0.9,openly-listen,100,99.6,1,100,0
4096,4,129,0.05,16,2,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0
4097,4,129,0.05,16,2,0.3,constant,1,openly-listen,100,99.6,1,100,0.001
4098,4,129,0.05,16,2,0.3,constant,1,vaguely-speak,100,99.6,1,100,0.001
4099,4,129,0.05,16,2,0.3,uniform,0.5,openly-listen,35.3,44.4,4.89,19.8,0.406
4100,4,129,0.05,16,2,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0
4101,4,129,0.05,16,2,0.3,uniform,0.9,openly-listen,28.1,42.9,5.21,18.5,0.406
4102,4,129,0.05,16,2,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0
4103,4,129,0.05,16,2,0.3,uniform,1,openly-listen,32.2,38.2,6.5,14.7,0.399
4104,4,129,0.05,16,2,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0.001
4141,4,129,0.05,64,2,0.1,constant,0.5,openly-listen,20,29.6,10.5,8.8,0.523
4142,4,129,0.05,64,2,0.1,constant,0.5,vaguely-speak,20,29.6,10.5,8.8,0.523
4143,4,129,0.05,64,2,0.1,constant,0.9,openly-listen,24.6,35.1,7.63,12.4,0.534
4144,4,129,0.05,64,2,0.1,constant,0.9,vaguely-speak,24.6,35.1,7.63,12.4,0.534
4145,4,129,0.05,64,2,0.1,constant,1,openly-listen,20,31.6,9.28,10.1,0.535
4146,4,129,0.05,64,2,0.1,constant,1,vaguely-speak,20,31.6,9.28,10.1,0.535
4147,4,129,0.05,64,2,0.1,uniform,0.5,openly-listen,35.4,52.3,3.56,27.5,0.729
4148,4,129,0.05,64,2,0.1,uniform,0.5,vaguely-speak,48.2,50.6,3.79,25.8,0.561
4149,4,129,0.05,64,2,0.1,uniform,0.9,openly-listen,24.5,41.4,5.59,17.2,0.707
4150,4,129,0.05,64,2,0.1,uniform,0.9,vaguely-speak,54.9,49.8,3.91,25,0.537
4151,4,129,0.05,64,2,0.1,uniform,1,openly-listen,20.8,38.9,6.28,15.3,0.651
4152,4,129,0.05,64,2,0.1,uniform,1,vaguely-speak,44.1,50.7,3.78,25.9,0.577
4153,4,129,0.05,64,2,0.2,constant,0.5,openly-listen,67.7,63.5,2.44,40.6,0.574
4154,4,129,0.05,64,2,0.2,constant,0.5,vaguely-speak,67.7,63.5,2.44,40.6,0.574
4155,4,129,0.05,64,2,0.2,constant,0.9,openly-listen,67.8,63.4,2.44,40.5,0.545
4156,4,129,0.05,64,2,0.2,constant,0.9,vaguely-speak,67.8,63.4,2.44,40.5,0.545
4157,4,129,0.05,64,2,0.2,constant,1,openly-listen,67.7,63.1,2.46,40.1,0.549
4158,4,129,0.05,64,2,0.2,constant,1,vaguely-speak,67.7,63.1,2.46,40.1,0.549
4159,4,129,0.05,64,2,0.2,uniform,0.5,openly-listen,60.3,81.4,1.49,66.7,0.602
4160,4,129,0.05,64,2,0.2,uniform,0.5,vaguely-speak,100,99.6,1,100,0
4161,4,129,0.05,64,2,0.2,uniform,0.9,openly-listen,49.4,73.8,1.81,54.9,0.607
4162,4,129,0.05,64,2,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0
4163,4,129,0.05,64,2,0.2,uniform,1,openly-listen,50.9,77.4,1.65,60.4,0.509
4164,4,129,0.05,64,2,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0
4165,4,129,0.05,64,2,0.3,constant,0.5,openly-listen,100,99.6,1,100,0
4166,4,129,0.05,64,2,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0
4167,4,129,0.05,64,2,0.3,constant,0.9,openly-listen,100,99.6,1,100,0
4168,4,129,0.05,64,2,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0
4169,4,129,0.05,64,2,0.3,constant,1,openly-listen,100,99.6,1,100,0
4170,4,129,0.05,64,2,0.3,constant,1,vaguely-speak,100,99.6,1,100,0
4171,4,129,0.05,64,2,0.3,uniform,0.5,openly-listen,59.5,79.9,1.55,64.4,0.475
4172,4,129,0.05,64,2,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0
4173,4,129,0.05,64,2,0.3,uniform,0.9,openly-listen,60.2,80.6,1.52,65.4,0.465
4174,4,129,0.05,64,2,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0
4175,4,129,0.05,64,2,0.3,uniform,1,openly-listen,56.8,79,1.58,62.9,0.462
4176,4,129,0.05,64,2,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0
4213,4,129,0.25,4,2,0.1,constant,0.5,openly-listen,9.9,12.5,42.56,1.6,0.525
4214,4,129,0.25,4,2,0.1,constant,0.5,vaguely-speak,9.9,12.5,42.56,1.6,0.525
4215,4,129,0.25,4,2,0.1,constant,0.9,openly-listen,9.9,12.5,42.78,1.6,0.525
4216,4,129,0.25,4,2,0.1,constant,0.9,vaguely-speak,9.9,12.5,42.78,1.6,0.525
4217,4,129,0.25,4,2,0.1,constant,1,openly-listen,10,12.6,42.34,1.6,0.523
4218,4,129,0.25,4,2,0.1,constant,1,vaguely-speak,10,12.6,42.34,1.6,0.523
4219,4,129,0.25,4,2,0.1,uniform,0.5,openly-listen,12.9,26.6,12.75,7.1,0.531
4220,4,129,0.25,4,2,0.1,uniform,0.5,vaguely-speak,10.2,21.3,18.8,4.6,0.542
4221,4,129,0.25,4,2,0.1,uniform,0.9,openly-listen,13.8,33.6,8.29,11.4,0.623
4222,4,129,0.25,4,2,0.1,uniform,0.9,vaguely-speak,12.7,28.1,11.55,7.9,0.552
