Sim_ID,Seed,Population,Nei_size,Random_links,Close_links,Dimensions,Boundary,Boundary_method,P_speaking,Mode,Far_from_entropy,One_group_size,Number_of_equal_groups,Zero_lenghts,SD,DI
1727,2,129,25,0.25,16,2,0.3,uniform,1,openly-listen,35,57.5,2.95,33.4,0.465,16.172
1728,2,129,25,0.25,16,2,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0,0.017
1765,2,129,100,0.25,64,2,0.1,constant,0.5,openly-listen,23.3,35.7,7.38,12.9,0.53,34.671
1766,2,129,100,0.25,64,2,0.1,constant,0.5,vaguely-speak,23.3,35.7,7.38,12.9,0.53,34.671
1767,2,129,100,0.25,64,2,0.1,constant,0.9,openly-listen,27.6,39,6.24,15.4,0.537,33.85
1768,2,129,100,0.25,64,2,0.1,constant,0.9,vaguely-speak,27.6,39,6.24,15.4,0.537,33.85
1769,2,129,100,0.25,64,2,0.1,constant,1,openly-listen,25.7,38.4,6.46,14.8,0.534,33.519
1770,2,129,100,0.25,64,2,0.1,constant,1,vaguely-speak,25.7,38.4,6.46,14.8,0.534,33.519
1771,2,129,100,0.25,64,2,0.1,uniform,0.5,openly-listen,35.9,54,3.34,29.4,0.585,26.593
1772,2,129,100,0.25,64,2,0.1,uniform,0.5,vaguely-speak,48.1,55.6,3.16,31.1,0.585,26.23
1773,2,129,100,0.25,64,2,0.1,uniform,0.9,openly-listen,35.3,54,3.34,29.4,0.612,27.868
1774,2,129,100,0.25,64,2,0.1,uniform,0.9,vaguely-speak,45.7,53,3.46,28.3,0.572,29.114
1775,2,129,100,0.25,64,2,0.1,uniform,1,openly-listen,22.1,47.2,4.34,22.4,0.669,33.558
1776,2,129,100,0.25,64,2,0.1,uniform,1,vaguely-speak,54.3,59.5,2.76,35.7,0.633,27.583
1777,2,129,100,0.25,64,2,0.2,constant,0.5,openly-listen,86.5,90.7,1.2,83,0.368,5.894
1778,2,129,100,0.25,64,2,0.2,constant,0.5,vaguely-speak,86.5,90.7,1.2,83,0.368,5.894
1779,2,129,100,0.25,64,2,0.2,constant,0.9,openly-listen,97.6,98.8,1.02,98.4,0.099,0.437
1780,2,129,100,0.25,64,2,0.2,constant,0.9,vaguely-speak,97.6,98.8,1.02,98.4,0.099,0.437
1781,2,129,100,0.25,64,2,0.2,constant,1,openly-listen,100,99.6,1,100,0,0
1782,2,129,100,0.25,64,2,0.2,constant,1,vaguely-speak,100,99.6,1,100,0,0
1783,2,129,100,0.25,64,2,0.2,uniform,0.5,openly-listen,63.5,82,1.47,67.8,0.458,10.346
1784,2,129,100,0.25,64,2,0.2,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
1785,2,129,100,0.25,64,2,0.2,uniform,0.9,openly-listen,46.7,72.4,1.88,52.8,0.521,15.789
1786,2,129,100,0.25,64,2,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
1787,2,129,100,0.25,64,2,0.2,uniform,1,openly-listen,33.6,57.8,2.93,33.6,0.459,17.853
1788,2,129,100,0.25,64,2,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0,0
1789,2,129,100,0.25,64,2,0.3,constant,0.5,openly-listen,100,99.6,1,100,0,0
1790,2,129,100,0.25,64,2,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
1791,2,129,100,0.25,64,2,0.3,constant,0.9,openly-listen,100,99.6,1,100,0,0
1792,2,129,100,0.25,64,2,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
1793,2,129,100,0.25,64,2,0.3,constant,1,openly-listen,100,99.6,1,100,0,0
1794,2,129,100,0.25,64,2,0.3,constant,1,vaguely-speak,100,99.6,1,100,0,0
1795,2,129,100,0.25,64,2,0.3,uniform,0.5,openly-listen,60.2,78.1,1.62,61.5,0.4,11.418
1796,2,129,100,0.25,64,2,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
1797,2,129,100,0.25,64,2,0.3,uniform,0.9,openly-listen,63.7,81.5,1.49,66.9,0.384,9.73
1798,2,129,100,0.25,64,2,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
1799,2,129,100,0.25,64,2,0.3,uniform,1,openly-listen,57.2,74.7,1.77,56.3,0.398,12.27
1800,2,129,100,0.25,64,2,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0,0
1837,2,257,3.1,0.05,4,2,0.1,constant,0.5,openly-listen,10.1,9.1,82.66,0.8,0.516,38.027
1838,2,257,3.1,0.05,4,2,0.1,constant,0.5,vaguely-speak,10.1,9.1,82.66,0.8,0.516,38.027
1839,2,257,3.1,0.05,4,2,0.1,constant,0.9,openly-listen,10,9.2,81.24,0.8,0.517,38.042
1840,2,257,3.1,0.05,4,2,0.1,constant,0.9,vaguely-speak,10,9.2,81.24,0.8,0.517,38.042
1841,2,257,3.1,0.05,4,2,0.1,constant,1,openly-listen,10,9.5,77.8,0.9,0.518,38.099
1842,2,257,3.1,0.05,4,2,0.1,constant,1,vaguely-speak,10,9.5,77.8,0.9,0.518,38.099
1843,2,257,3.1,0.05,4,2,0.1,uniform,0.5,openly-listen,10.3,15,37.85,2.3,0.516,37.248
1844,2,257,3.1,0.05,4,2,0.1,uniform,0.5,vaguely-speak,9.8,11.5,58.81,1.3,0.521,37.968
1845,2,257,3.1,0.05,4,2,0.1,uniform,0.9,openly-listen,10,13.8,43.48,1.9,0.517,37.555
1846,2,257,3.1,0.05,4,2,0.1,uniform,0.9,vaguely-speak,9.8,12.1,53.92,1.5,0.521,38.045
1847,2,257,3.1,0.05,4,2,0.1,uniform,1,openly-listen,10,10.9,63.69,1.2,0.518,37.506
1848,2,257,3.1,0.05,4,2,0.1,uniform,1,vaguely-speak,9.7,11.2,60.65,1.3,0.522,37.886
1849,2,257,3.1,0.05,4,2,0.2,constant,0.5,openly-listen,14.5,30.7,10.18,9.5,0.516,33.473
1850,2,257,3.1,0.05,4,2,0.2,constant,0.5,vaguely-speak,14.5,30.7,10.18,9.5,0.516,33.473
1851,2,257,3.1,0.05,4,2,0.2,constant,0.9,openly-listen,27,53.9,3.4,29.1,0.575,26.751
1852,2,257,3.1,0.05,4,2,0.2,constant,0.9,vaguely-speak,27,53.9,3.4,29.1,0.575,26.751
1853,2,257,3.1,0.05,4,2,0.2,constant,1,openly-listen,17.8,40.9,5.84,16.8,0.54,30.684
1854,2,257,3.1,0.05,4,2,0.2,constant,1,vaguely-speak,17.8,40.9,5.84,16.8,0.54,30.684
1855,2,257,3.1,0.05,4,2,0.2,uniform,0.5,openly-listen,17.9,23.3,17.16,5.5,0.428,24.491
1856,2,257,3.1,0.05,4,2,0.2,uniform,0.5,vaguely-speak,75.7,89.3,1.25,80.1,0.451,7.732
1857,2,257,3.1,0.05,4,2,0.2,uniform,0.9,openly-listen,15.3,20.3,22.26,4.1,0.461,26.651
1858,2,257,3.1,0.05,4,2,0.2,uniform,0.9,vaguely-speak,71.1,87.8,1.29,77.4,0.492,9.198
1859,2,257,3.1,0.05,4,2,0.2,uniform,1,openly-listen,14.7,13.9,42.97,1.9,0.456,28.958
1860,2,257,3.1,0.05,4,2,0.2,uniform,1,vaguely-speak,47.4,74.3,1.8,55.4,0.568,13.565
1861,2,257,3.1,0.05,4,2,0.3,constant,0.5,openly-listen,72.2,87.8,1.29,77.4,0.473,8.863
1862,2,257,3.1,0.05,4,2,0.3,constant,0.5,vaguely-speak,72.2,87.8,1.29,77.4,0.473,8.863
1863,2,257,3.1,0.05,4,2,0.3,constant,0.9,openly-listen,81.2,92.8,1.16,86.5,0.389,5.413
1864,2,257,3.1,0.05,4,2,0.3,constant,0.9,vaguely-speak,81.2,92.8,1.16,86.5,0.389,5.413
1865,2,257,3.1,0.05,4,2,0.3,constant,1,openly-listen,79.9,92,1.18,85,0.405,6.265
1866,2,257,3.1,0.05,4,2,0.3,constant,1,vaguely-speak,79.9,92,1.18,85,0.405,6.265
1867,2,257,3.1,0.05,4,2,0.3,uniform,0.5,openly-listen,24.5,26.2,13.79,6.9,0.352,18.48
1868,2,257,3.1,0.05,4,2,0.3,uniform,0.5,vaguely-speak,98.6,99.4,1.01,99.2,0.108,0.338
1869,2,257,3.1,0.05,4,2,0.3,uniform,0.9,openly-listen,18.6,17.9,27.79,3.2,0.408,24.54
1870,2,257,3.1,0.05,4,2,0.3,uniform,0.9,vaguely-speak,97.3,99,1.02,98.4,0.158,0.719
1871,2,257,3.1,0.05,4,2,0.3,uniform,1,openly-listen,18.7,17.7,28.41,3.1,0.41,24.191
1872,2,257,3.1,0.05,4,2,0.3,uniform,1,vaguely-speak,95.9,98.6,1.02,97.7,0.173,1.084
1909,2,257,12.5,0.05,16,2,0.1,constant,0.5,openly-listen,12.2,20.7,21.34,4.3,0.515,36.741
1910,2,257,12.5,0.05,16,2,0.1,constant,0.5,vaguely-speak,12.2,20.7,21.34,4.3,0.515,36.741
1911,2,257,12.5,0.05,16,2,0.1,constant,0.9,openly-listen,15.1,29,11.33,8.5,0.529,35.73
1912,2,257,12.5,0.05,16,2,0.1,constant,0.9,vaguely-speak,15.1,29,11.33,8.5,0.529,35.73
1913,2,257,12.5,0.05,16,2,0.1,constant,1,openly-listen,14.2,30.3,10.44,9.2,0.533,35.72
1914,2,257,12.5,0.05,16,2,0.1,constant,1,vaguely-speak,14.2,30.3,10.44,9.2,0.533,35.72
1915,2,257,12.5,0.05,16,2,0.1,uniform,0.5,openly-listen,26.6,47.7,4.31,22.9,0.634,30.335
1916,2,257,12.5,0.05,16,2,0.1,uniform,0.5,vaguely-speak,24.5,43,5.3,18.6,0.559,33.167
1917,2,257,12.5,0.05,16,2,0.1,uniform,0.9,openly-listen,17,35.9,7.55,12.9,0.519,29.351
1918,2,257,12.5,0.05,16,2,0.1,uniform,0.9,vaguely-speak,37.3,45.9,4.66,21.1,0.53,29.927
1919,2,257,12.5,0.05,16,2,0.1,uniform,1,openly-listen,10.9,18.9,25.2,3.6,0.518,35.43
1920,2,257,12.5,0.05,16,2,0.1,uniform,1,vaguely-speak,29.3,40.9,5.83,16.8,0.533,33.772
1921,2,257,12.5,0.05,16,2,0.2,constant,0.5,openly-listen,90.3,95.9,1.08,92.4,0.289,2.894
1922,2,257,12.5,0.05,16,2,0.2,constant,0.5,vaguely-speak,90.3,95.9,1.08,92.4,0.289,2.894
1923,2,257,12.5,0.05,16,2,0.2,constant,0.9,openly-listen,93.8,97.5,1.05,95.4,0.266,2.063
1924,2,257,12.5,0.05,16,2,0.2,constant,0.9,vaguely-speak,93.8,97.5,1.05,95.4,0.266,2.063
1925,2,257,12.5,0.05,16,2,0.2,constant,1,openly-listen,76.6,84.8,1.38,72.1,0.454,9.902
1926,2,257,12.5,0.05,16,2,0.2,constant,1,vaguely-speak,76.6,84.8,1.38,72.1,0.454,9.902
1927,2,257,12.5,0.05,16,2,0.2,uniform,0.5,openly-listen,26.9,48,4.27,23.1,0.613,21.411
1928,2,257,12.5,0.05,16,2,0.2,uniform,0.5,vaguely-speak,98.6,99.4,1.01,99.2,0.102,0.32
1929,2,257,12.5,0.05,16,2,0.2,uniform,0.9,openly-listen,17.9,36.7,7.23,13.5,0.567,23.098
1930,2,257,12.5,0.05,16,2,0.2,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
1931,2,257,12.5,0.05,16,2,0.2,uniform,1,openly-listen,22.9,40.3,6.01,16.3,0.543,20.28
1932,2,257,12.5,0.05,16,2,0.2,uniform,1,vaguely-speak,100,99.8,1,100,0.001,0.059
1933,2,257,12.5,0.05,16,2,0.3,constant,0.5,openly-listen,100,99.8,1,100,0,0
1934,2,257,12.5,0.05,16,2,0.3,constant,0.5,vaguely-speak,100,99.8,1,100,0,0
1935,2,257,12.5,0.05,16,2,0.3,constant,0.9,openly-listen,98.6,99.4,1.01,99.2,0.08,0.278
1936,2,257,12.5,0.05,16,2,0.3,constant,0.9,vaguely-speak,98.6,99.4,1.01,99.2,0.08,0.278
1937,2,257,12.5,0.05,16,2,0.3,constant,1,openly-listen,97.6,99,1.02,98.4,0.139,0.685
1938,2,257,12.5,0.05,16,2,0.3,constant,1,vaguely-speak,97.6,99,1.02,98.4,0.139,0.685
1939,2,257,12.5,0.05,16,2,0.3,uniform,0.5,openly-listen,27.7,39.3,6.31,15.5,0.434,16.979
1940,2,257,12.5,0.05,16,2,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
1941,2,257,12.5,0.05,16,2,0.3,uniform,0.9,openly-listen,23.2,39.2,6.34,15.4,0.432,18.137
1942,2,257,12.5,0.05,16,2,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
1943,2,257,12.5,0.05,16,2,0.3,uniform,1,openly-listen,23.7,41.4,5.7,17.2,0.447,18.393
1944,2,257,12.5,0.05,16,2,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0.001,0.053
1981,2,257,50,0.05,64,2,0.1,constant,0.5,openly-listen,24.1,35.7,7.61,12.8,0.538,35.226
1982,2,257,50,0.05,64,2,0.1,constant,0.5,vaguely-speak,24.1,35.7,7.61,12.8,0.538,35.226
1983,2,257,50,0.05,64,2,0.1,constant,0.9,openly-listen,26.3,34.9,7.94,12.3,0.522,34.139
1984,2,257,50,0.05,64,2,0.1,constant,0.9,vaguely-speak,26.3,34.9,7.94,12.3,0.522,34.139
1985,2,257,50,0.05,64,2,0.1,constant,1,openly-listen,24.9,36.3,7.39,13.2,0.52,33.896
1986,2,257,50,0.05,64,2,0.1,constant,1,vaguely-speak,24.9,36.3,7.39,13.2,0.52,33.896
1987,2,257,50,0.05,64,2,0.1,uniform,0.5,openly-listen,24.7,49,4.1,24.1,0.654,33.757
1988,2,257,50,0.05,64,2,0.1,uniform,0.5,vaguely-speak,62.4,54,3.38,29.3,0.55,28.092
1989,2,257,50,0.05,64,2,0.1,uniform,0.9,openly-listen,20.2,43.5,5.17,19,0.6,33.508
1990,2,257,50,0.05,64,2,0.1,uniform,0.9,vaguely-speak,49.3,51.2,3.76,26.3,0.487,26.498
1991,2,257,50,0.05,64,2,0.1,uniform,1,openly-listen,18.3,36.1,7.47,13,0.587,36.324
1992,2,257,50,0.05,64,2,0.1,uniform,1,vaguely-speak,57.4,53.2,3.48,28.4,0.512,27.232
1993,2,257,50,0.05,64,2,0.2,constant,0.5,openly-listen,79.4,70.6,1.99,50.1,0.471,16.635
1994,2,257,50,0.05,64,2,0.2,constant,0.5,vaguely-speak,79.4,70.6,1.99,50.1,0.471,16.635
1995,2,257,50,0.05,64,2,0.2,constant,0.9,openly-listen,100,99.8,1,100,0,0
1996,2,257,50,0.05,64,2,0.2,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
1997,2,257,50,0.05,64,2,0.2,constant,1,openly-listen,100,99.8,1,100,0,0
1998,2,257,50,0.05,64,2,0.2,constant,1,vaguely-speak,100,99.8,1,100,0,0
1999,2,257,50,0.05,64,2,0.2,uniform,0.5,openly-listen,53.9,78.4,1.62,61.7,0.499,12.621
2000,2,257,50,0.05,64,2,0.2,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
2001,2,257,50,0.05,64,2,0.2,uniform,0.9,openly-listen,51.9,78,1.63,61,0.522,12.764
2002,2,257,50,0.05,64,2,0.2,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
2003,2,257,50,0.05,64,2,0.2,uniform,1,openly-listen,30,58,2.94,33.8,0.519,18.835
2004,2,257,50,0.05,64,2,0.2,uniform,1,vaguely-speak,100,99.8,1,100,0,0.017
2005,2,257,50,0.05,64,2,0.3,constant,0.5,openly-listen,98.6,99.4,1.01,99.2,0.087,0.271
2006,2,257,50,0.05,64,2,0.3,constant,0.5,vaguely-speak,98.6,99.4,1.01,99.2,0.087,0.271
2007,2,257,50,0.05,64,2,0.3,constant,0.9,openly-listen,100,99.8,1,100,0,0
2008,2,257,50,0.05,64,2,0.3,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
2009,2,257,50,0.05,64,2,0.3,constant,1,openly-listen,98.6,99.4,1.01,99.2,0.09,0.281
2010,2,257,50,0.05,64,2,0.3,constant,1,vaguely-speak,98.6,99.4,1.01,99.2,0.09,0.281
2011,2,257,50,0.05,64,2,0.3,uniform,0.5,openly-listen,55.2,77.7,1.64,60.6,0.363,10.305
2012,2,257,50,0.05,64,2,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
2013,2,257,50,0.05,64,2,0.3,uniform,0.9,openly-listen,50.3,74.8,1.77,56.2,0.456,13.228
2014,2,257,50,0.05,64,2,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
2015,2,257,50,0.05,64,2,0.3,uniform,1,openly-listen,54.5,77.6,1.65,60.4,0.4,11.374
2016,2,257,50,0.05,64,2,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0,0
2053,2,257,3.1,0.25,4,2,0.1,constant,0.5,openly-listen,9.9,11.7,56.99,1.4,0.519,38.123
2054,2,257,3.1,0.25,4,2,0.1,constant,0.5,vaguely-speak,9.9,11.7,56.99,1.4,0.519,38.123
2055,2,257,3.1,0.25,4,2,0.1,constant,0.9,openly-listen,9.9,11.5,58.81,1.3,0.519,38.108
2056,2,257,3.1,0.25,4,2,0.1,constant,0.9,vaguely-speak,9.9,11.5,58.81,1.3,0.519,38.108
2057,2,257,3.1,0.25,4,2,0.1,constant,1,openly-listen,10.2,11.4,59.13,1.3,0.515,37.839
2058,2,257,3.1,0.25,4,2,0.1,constant,1,vaguely-speak,10.2,11.4,59.13,1.3,0.515,37.839
2059,2,257,3.1,0.25,4,2,0.1,uniform,0.5,openly-listen,10.1,20.8,21.15,4.4,0.536,37.596
2060,2,257,3.1,0.25,4,2,0.1,uniform,0.5,vaguely-speak,10.1,17.9,27.9,3.2,0.522,37.439
2061,2,257,3.1,0.25,4,2,0.1,uniform,0.9,openly-listen,10.1,20.9,21.11,4.4,0.545,37.984
2062,2,257,3.1,0.25,4,2,0.1,uniform,0.9,vaguely-speak,10,14.4,40.7,2.1,0.52,37.475
2063,2,257,3.1,0.25,4,2,0.1,uniform,1,openly-listen,9.9,19.7,23.43,3.9,0.534,37.528
2064,2,257,3.1,0.25,4,2,0.1,uniform,1,vaguely-speak,10.3,12.9,48.89,1.7,0.514,37.401
2065,2,257,3.1,0.25,4,2,0.2,constant,0.5,openly-listen,34.8,59.5,2.79,35.6,0.584,24.69
2066,2,257,3.1,0.25,4,2,0.2,constant,0.5,vaguely-speak,34.8,59.5,2.79,35.6,0.584,24.69
2067,2,257,3.1,0.25,4,2,0.2,constant,0.9,openly-listen,35.9,61.8,2.59,38.4,0.58,23.173
2068,2,257,3.1,0.25,4,2,0.2,constant,0.9,vaguely-speak,35.9,61.8,2.59,38.4,0.58,23.173
2069,2,257,3.1,0.25,4,2,0.2,constant,1,openly-listen,38.7,63.5,2.46,40.5,0.579,22.688
2070,2,257,3.1,0.25,4,2,0.2,constant,1,vaguely-speak,38.7,63.5,2.46,40.5,0.579,22.688
2071,2,257,3.1,0.25,4,2,0.2,uniform,0.5,openly-listen,43.3,74.5,1.79,55.7,0.724,19.431
2072,2,257,3.1,0.25,4,2,0.2,uniform,0.5,vaguely-speak,68.9,85.8,1.35,74,0.514,10.496
2073,2,257,3.1,0.25,4,2,0.2,uniform,0.9,openly-listen,21.1,39.6,6.22,15.7,0.564,21.512
2074,2,257,3.1,0.25,4,2,0.2,uniform,0.9,vaguely-speak,70.2,86.3,1.34,74.7,0.515,10.375
2075,2,257,3.1,0.25,4,2,0.2,uniform,1,openly-listen,18,24.9,15.19,6.2,0.46,22.882
2076,2,257,3.1,0.25,4,2,0.2,uniform,1,vaguely-speak,73.5,89.3,1.25,80.1,0.463,7.816
2077,2,257,3.1,0.25,4,2,0.3,constant,0.5,openly-listen,92.7,97.5,1.05,95.4,0.242,1.871
2078,2,257,3.1,0.25,4,2,0.3,constant,0.5,vaguely-speak,92.7,97.5,1.05,95.4,0.242,1.871
2079,2,257,3.1,0.25,4,2,0.3,constant,0.9,openly-listen,87,95.2,1.1,90.9,0.34,3.77
2080,2,257,3.1,0.25,4,2,0.3,constant,0.9,vaguely-speak,87,95.2,1.1,90.9,0.34,3.77
2081,2,257,3.1,0.25,4,2,0.3,constant,1,openly-listen,89.3,96.3,1.07,93.1,0.282,2.742
2082,2,257,3.1,0.25,4,2,0.3,constant,1,vaguely-speak,89.3,96.3,1.07,93.1,0.282,2.742
2083,2,257,3.1,0.25,4,2,0.3,uniform,0.5,openly-listen,29.6,38.3,6.66,14.7,0.391,14.924
2084,2,257,3.1,0.25,4,2,0.3,uniform,0.5,vaguely-speak,98.6,99.4,1.01,99.2,0.109,0.342
2085,2,257,3.1,0.25,4,2,0.3,uniform,0.9,openly-listen,23.3,28.3,11.88,8.1,0.422,18.694
2086,2,257,3.1,0.25,4,2,0.3,uniform,0.9,vaguely-speak,98.6,99.4,1.01,99.2,0.104,0.325
2087,2,257,3.1,0.25,4,2,0.3,uniform,1,openly-listen,21,25.8,14.17,6.7,0.437,20.699
2088,2,257,3.1,0.25,4,2,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0.001,0.054
2125,2,257,12.5,0.25,16,2,0.1,constant,0.5,openly-listen,14.7,28.6,11.68,8.2,0.526,36.106
2126,2,257,12.5,0.25,16,2,0.1,constant,0.5,vaguely-speak,14.7,28.6,11.68,8.2,0.526,36.106
2127,2,257,12.5,0.25,16,2,0.1,constant,0.9,openly-listen,15.1,30.5,10.29,9.4,0.528,35.464
2128,2,257,12.5,0.25,16,2,0.1,constant,0.9,vaguely-speak,15.1,30.5,10.29,9.4,0.528,35.464
2129,2,257,12.5,0.25,16,2,0.1,constant,1,openly-listen,16.4,33.4,8.64,11.2,0.54,35.697
2130,2,257,12.5,0.25,16,2,0.1,constant,1,vaguely-speak,16.4,33.4,8.64,11.2,0.54,35.697
2131,2,257,12.5,0.25,16,2,0.1,uniform,0.5,openly-listen,21.1,44.4,4.97,19.8,0.645,35.902
2132,2,257,12.5,0.25,16,2,0.1,uniform,0.5,vaguely-speak,35.8,47.8,4.31,22.9,0.568,31.717
2133,2,257,12.5,0.25,16,2,0.1,uniform,0.9,openly-listen,16.4,39.3,6.32,15.5,0.634,39.101
2134,2,257,12.5,0.25,16,2,0.1,uniform,0.9,vaguely-speak,57.8,66.3,2.25,44.2,0.595,21.472
2135,2,257,12.5,0.25,16,2,0.1,uniform,1,openly-listen,12.7,27.9,12.25,7.8,0.522,34.356
2136,2,257,12.5,0.25,16,2,0.1,uniform,1,vaguely-speak,36.6,50.2,3.91,25.3,0.552,27.955
2137,2,257,12.5,0.25,16,2,0.2,constant,0.5,openly-listen,94,97.9,1.04,96.1,0.202,1.423
2138,2,257,12.5,0.25,16,2,0.2,constant,0.5,vaguely-speak,94,97.9,1.04,96.1,0.202,1.423
2139,2,257,12.5,0.25,16,2,0.2,constant,0.9,openly-listen,95.4,98.3,1.03,96.9,0.178,1.121
2140,2,257,12.5,0.25,16,2,0.2,constant,0.9,vaguely-speak,95.4,98.3,1.03,96.9,0.178,1.121
2141,2,257,12.5,0.25,16,2,0.2,constant,1,openly-listen,98.6,99.4,1.01,99.2,0.097,0.32
2142,2,257,12.5,0.25,16,2,0.2,constant,1,vaguely-speak,98.6,99.4,1.01,99.2,0.097,0.32
2143,2,257,12.5,0.25,16,2,0.2,uniform,0.5,openly-listen,47.8,72.1,1.91,52.2,0.764,23.855
2144,2,257,12.5,0.25,16,2,0.2,uniform,0.5,vaguely-speak,93,97.5,1.05,95.4,0.262,2.035
2145,2,257,12.5,0.25,16,2,0.2,uniform,0.9,openly-listen,29.8,58.8,2.86,34.7,0.573,20.545
2146,2,257,12.5,0.25,16,2,0.2,uniform,0.9,vaguely-speak,98.6,99.4,1.01,99.2,0.123,0.385
2147,2,257,12.5,0.25,16,2,0.2,uniform,1,openly-listen,32.3,61.9,2.58,38.5,0.617,21.496
2148,2,257,12.5,0.25,16,2,0.2,uniform,1,vaguely-speak,97.6,99,1.02,98.4,0.162,0.72
2149,2,257,12.5,0.25,16,2,0.3,constant,0.5,openly-listen,98.6,99.4,1.01,99.2,0.1,0.312
2150,2,257,12.5,0.25,16,2,0.3,constant,0.5,vaguely-speak,98.6,99.4,1.01,99.2,0.1,0.312
2151,2,257,12.5,0.25,16,2,0.3,constant,0.9,openly-listen,100,99.8,1,100,0,0
2152,2,257,12.5,0.25,16,2,0.3,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
2153,2,257,12.5,0.25,16,2,0.3,constant,1,openly-listen,100,99.8,1,100,0,0.017
2154,2,257,12.5,0.25,16,2,0.3,constant,1,vaguely-speak,100,99.8,1,100,0,0.017
2155,2,257,12.5,0.25,16,2,0.3,uniform,0.5,openly-listen,32.8,51.7,3.69,26.8,0.441,15.564
2156,2,257,12.5,0.25,16,2,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
2157,2,257,12.5,0.25,16,2,0.3,uniform,0.9,openly-listen,33.8,57.5,2.99,33.2,0.449,15.22
2158,2,257,12.5,0.25,16,2,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
2159,2,257,12.5,0.25,16,2,0.3,uniform,1,openly-listen,33.3,55.5,3.2,30.9,0.437,15.61
2160,2,257,12.5,0.25,16,2,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0,0.016
2197,2,257,50,0.25,64,2,0.1,constant,0.5,openly-listen,23.9,34.9,7.95,12.2,0.523,34.548
2198,2,257,50,0.25,64,2,0.1,constant,0.5,vaguely-speak,23.9,34.9,7.95,12.2,0.523,34.548
2199,2,257,50,0.25,64,2,0.1,constant,0.9,openly-listen,22.3,32.9,8.93,10.9,0.53,35.506
2200,2,257,50,0.25,64,2,0.1,constant,0.9,vaguely-speak,22.3,32.9,8.93,10.9,0.53,35.506
2201,2,257,50,0.25,64,2,0.1,constant,1,openly-listen,30.6,37.1,7.07,13.8,0.513,33.309
2202,2,257,50,0.25,64,2,0.1,constant,1,vaguely-speak,30.6,37.1,7.07,13.8,0.513,33.309
2203,2,257,50,0.25,64,2,0.1,uniform,0.5,openly-listen,31,57.5,2.99,33.2,0.706,29.294
2204,2,257,50,0.25,64,2,0.1,uniform,0.5,vaguely-speak,48.1,49,4.09,24.1,0.563,31.644
2205,2,257,50,0.25,64,2,0.1,uniform,0.9,openly-listen,17.4,35.4,7.73,12.6,0.572,36.136
2206,2,257,50,0.25,64,2,0.1,uniform,0.9,vaguely-speak,53.1,53.3,3.48,28.5,0.504,26.924
2207,2,257,50,0.25,64,2,0.1,uniform,1,openly-listen,17.1,34.4,8.2,11.9,0.511,32.878
2208,2,257,50,0.25,64,2,0.1,uniform,1,vaguely-speak,53.7,52.3,3.61,27.4,0.521,27.441
2209,2,257,50,0.25,64,2,0.2,constant,0.5,openly-listen,79.4,70.6,1.99,50,0.466,16.453
2210,2,257,50,0.25,64,2,0.2,constant,0.5,vaguely-speak,79.4,70.6,1.99,50,0.466,16.453
2211,2,257,50,0.25,64,2,0.2,constant,0.9,openly-listen,79.4,70.9,1.97,50.5,0.429,14.99
2212,2,257,50,0.25,64,2,0.2,constant,0.9,vaguely-speak,79.4,70.9,1.97,50.5,0.429,14.99
2213,2,257,50,0.25,64,2,0.2,constant,1,openly-listen,100,99.8,1,100,0,0
2214,2,257,50,0.25,64,2,0.2,constant,1,vaguely-speak,100,99.8,1,100,0,0
2215,2,257,50,0.25,64,2,0.2,uniform,0.5,openly-listen,54.3,78.6,1.61,62.1,0.497,12.338
2216,2,257,50,0.25,64,2,0.2,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
2217,2,257,50,0.25,64,2,0.2,uniform,0.9,openly-listen,37.8,66.7,2.23,44.6,0.663,22.178
2218,2,257,50,0.25,64,2,0.2,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
