Sim_ID,Seed,Population,Nei_size,Random_links,Close_links,Dimensions,Boundary,Boundary_method,P_speaking,Mode,Far_from_entropy,One_group_size,Number_of_equal_groups,Zero_lenghts,SD,DI
12771,10,513,25,0.05,64,1,0.3,constant,0.9,openly-listen,100,99.9,1,100,0,0
12772,10,513,25,0.05,64,1,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
12773,10,513,25,0.05,64,1,0.3,constant,1,openly-listen,100,99.9,1,100,0,0
12774,10,513,25,0.05,64,1,0.3,constant,1,vaguely-speak,100,99.9,1,100,0,0
12775,10,513,25,0.05,64,1,0.3,uniform,0.5,openly-listen,88.4,96.8,1.07,93.9,0.308,4.091
12776,10,513,25,0.05,64,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
12777,10,513,25,0.05,64,1,0.3,uniform,0.9,openly-listen,64.3,83.1,1.44,69.2,0.272,9.343
12778,10,513,25,0.05,64,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
12779,10,513,25,0.05,64,1,0.3,uniform,1,openly-listen,28.9,55.4,3.23,30.8,0.365,16.374
12780,10,513,25,0.05,64,1,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0.001,0.025
12817,10,513,1.6,0.25,4,1,0.1,constant,0.5,openly-listen,14.1,42.6,5.45,18.2,0.473,31.771
12818,10,513,1.6,0.25,4,1,0.1,constant,0.5,vaguely-speak,14.1,42.6,5.45,18.2,0.473,31.771
12819,10,513,1.6,0.25,4,1,0.1,constant,0.9,openly-listen,20.4,47.9,4.32,23,0.491,31.489
12820,10,513,1.6,0.25,4,1,0.1,constant,0.9,vaguely-speak,20.4,47.9,4.32,23,0.491,31.489
12821,10,513,1.6,0.25,4,1,0.1,constant,1,openly-listen,20.3,49.3,4.08,24.4,0.486,31.192
12822,10,513,1.6,0.25,4,1,0.1,constant,1,vaguely-speak,20.3,49.3,4.08,24.4,0.486,31.192
12823,10,513,1.6,0.25,4,1,0.1,uniform,0.5,openly-listen,75.7,92.2,1.17,85.1,0.483,9.23
12824,10,513,1.6,0.25,4,1,0.1,uniform,0.5,vaguely-speak,31.6,52.6,3.59,27.7,0.497,30.846
12825,10,513,1.6,0.25,4,1,0.1,uniform,0.9,openly-listen,44.4,76.1,1.72,58,0.43,16.709
12826,10,513,1.6,0.25,4,1,0.1,uniform,0.9,vaguely-speak,38.2,57.7,2.99,33.3,0.459,26.876
12827,10,513,1.6,0.25,4,1,0.1,uniform,1,openly-listen,11.5,35.1,8,12.3,0.405,28.159
12828,10,513,1.6,0.25,4,1,0.1,uniform,1,vaguely-speak,27.8,54.3,3.37,29.5,0.462,28.399
12829,10,513,1.6,0.25,4,1,0.2,constant,0.5,openly-listen,65.9,68,2.15,46.3,0.362,18.68
12830,10,513,1.6,0.25,4,1,0.2,constant,0.5,vaguely-speak,65.9,68,2.15,46.3,0.362,18.68
12831,10,513,1.6,0.25,4,1,0.2,constant,0.9,openly-listen,88.1,96.2,1.08,92.8,0.216,2.981
12832,10,513,1.6,0.25,4,1,0.2,constant,0.9,vaguely-speak,88.1,96.2,1.08,92.8,0.216,2.981
12833,10,513,1.6,0.25,4,1,0.2,constant,1,openly-listen,87.4,95.6,1.09,91.6,0.222,3.32
12834,10,513,1.6,0.25,4,1,0.2,constant,1,vaguely-speak,87.4,95.6,1.09,91.6,0.222,3.32
12835,10,513,1.6,0.25,4,1,0.2,uniform,0.5,openly-listen,56.3,83.8,1.42,70.3,0.348,10.004
12836,10,513,1.6,0.25,4,1,0.2,uniform,0.5,vaguely-speak,90.8,97.2,1.06,94.6,0.187,2.201
12837,10,513,1.6,0.25,4,1,0.2,uniform,0.9,openly-listen,55.7,83.6,1.43,70.1,0.418,12.027
12838,10,513,1.6,0.25,4,1,0.2,uniform,0.9,vaguely-speak,89.1,96.8,1.07,93.9,0.191,2.405
12839,10,513,1.6,0.25,4,1,0.2,uniform,1,openly-listen,41,71.6,1.94,51.3,0.35,12.933
12840,10,513,1.6,0.25,4,1,0.2,uniform,1,vaguely-speak,89.9,97,1.06,94.2,0.186,2.231
12841,10,513,1.6,0.25,4,1,0.3,constant,0.5,openly-listen,93.1,98,1.04,96.2,0.158,1.569
12842,10,513,1.6,0.25,4,1,0.3,constant,0.5,vaguely-speak,93.1,98,1.04,96.2,0.158,1.569
12843,10,513,1.6,0.25,4,1,0.3,constant,0.9,openly-listen,94,98.2,1.04,96.5,0.151,1.416
12844,10,513,1.6,0.25,4,1,0.3,constant,0.9,vaguely-speak,94,98.2,1.04,96.5,0.151,1.416
12845,10,513,1.6,0.25,4,1,0.3,constant,1,openly-listen,92,97.6,1.05,95.4,0.178,1.976
12846,10,513,1.6,0.25,4,1,0.3,constant,1,vaguely-speak,92,97.6,1.05,95.4,0.178,1.976
12847,10,513,1.6,0.25,4,1,0.3,uniform,0.5,openly-listen,77.5,91.9,1.18,84.5,0.223,4.312
12848,10,513,1.6,0.25,4,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
12849,10,513,1.6,0.25,4,1,0.3,uniform,0.9,openly-listen,72.5,90.9,1.21,82.9,0.347,6.977
12850,10,513,1.6,0.25,4,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
12851,10,513,1.6,0.25,4,1,0.3,uniform,1,openly-listen,33,57.3,3.03,32.9,0.293,14.236
12852,10,513,1.6,0.25,4,1,0.3,uniform,1,vaguely-speak,88.8,96.8,1.07,93.8,0.114,1.593
12889,10,513,6.2,0.25,16,1,0.1,constant,0.5,openly-listen,48.6,54.8,3.3,30.1,0.472,28.893
12890,10,513,6.2,0.25,16,1,0.1,constant,0.5,vaguely-speak,48.6,54.8,3.3,30.1,0.472,28.893
12891,10,513,6.2,0.25,16,1,0.1,constant,0.9,openly-listen,37.2,52,3.67,27.1,0.476,29.975
12892,10,513,6.2,0.25,16,1,0.1,constant,0.9,vaguely-speak,37.2,52,3.67,27.1,0.476,29.975
12893,10,513,6.2,0.25,16,1,0.1,constant,1,openly-listen,60.9,59.9,2.77,36,0.487,28.376
12894,10,513,6.2,0.25,16,1,0.1,constant,1,vaguely-speak,60.9,59.9,2.77,36,0.487,28.376
12895,10,513,6.2,0.25,16,1,0.1,uniform,0.5,openly-listen,71.6,91.4,1.19,83.7,0.48,9.747
12896,10,513,6.2,0.25,16,1,0.1,uniform,0.5,vaguely-speak,63.7,66.8,2.23,44.6,0.489,25.485
12897,10,513,6.2,0.25,16,1,0.1,uniform,0.9,openly-listen,57.5,83.2,1.44,69.4,0.291,8.172
12898,10,513,6.2,0.25,16,1,0.1,uniform,0.9,vaguely-speak,75.2,72.6,1.89,52.9,0.487,22.92
12899,10,513,6.2,0.25,16,1,0.1,uniform,1,openly-listen,53.3,81,1.52,65.7,0.312,9.265
12900,10,513,6.2,0.25,16,1,0.1,uniform,1,vaguely-speak,76.1,73.2,1.86,53.7,0.49,22.768
12901,10,513,6.2,0.25,16,1,0.2,constant,0.5,openly-listen,76.9,70.6,2,49.9,0.43,21.513
12902,10,513,6.2,0.25,16,1,0.2,constant,0.5,vaguely-speak,76.9,70.6,2,49.9,0.43,21.513
12903,10,513,6.2,0.25,16,1,0.2,constant,0.9,openly-listen,76.9,70.6,2,49.9,0.437,21.887
12904,10,513,6.2,0.25,16,1,0.2,constant,0.9,vaguely-speak,76.9,70.6,2,49.9,0.437,21.887
12905,10,513,6.2,0.25,16,1,0.2,constant,1,openly-listen,76.9,70.7,2,50,0.44,22.005
12906,10,513,6.2,0.25,16,1,0.2,constant,1,vaguely-speak,76.9,70.7,2,50,0.44,22.005
12907,10,513,6.2,0.25,16,1,0.2,uniform,0.5,openly-listen,62.4,87.5,1.3,76.8,0.502,13.153
12908,10,513,6.2,0.25,16,1,0.2,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
12909,10,513,6.2,0.25,16,1,0.2,uniform,0.9,openly-listen,65.4,87.5,1.3,76.7,0.575,15.043
12910,10,513,6.2,0.25,16,1,0.2,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
12911,10,513,6.2,0.25,16,1,0.2,uniform,1,openly-listen,53.8,82.3,1.47,67.9,0.381,12.012
12912,10,513,6.2,0.25,16,1,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0,0.024
12913,10,513,6.2,0.25,16,1,0.3,constant,0.5,openly-listen,100,99.9,1,100,0,0
12914,10,513,6.2,0.25,16,1,0.3,constant,0.5,vaguely-speak,100,99.9,1,100,0,0
12915,10,513,6.2,0.25,16,1,0.3,constant,0.9,openly-listen,100,99.9,1,100,0,0
12916,10,513,6.2,0.25,16,1,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
12917,10,513,6.2,0.25,16,1,0.3,constant,1,openly-listen,100,99.9,1,100,0,0.024
12918,10,513,6.2,0.25,16,1,0.3,constant,1,vaguely-speak,100,99.9,1,100,0,0.024
12919,10,513,6.2,0.25,16,1,0.3,uniform,0.5,openly-listen,74.3,92.1,1.18,85.1,0.329,7.058
12920,10,513,6.2,0.25,16,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
12921,10,513,6.2,0.25,16,1,0.3,uniform,0.9,openly-listen,75.5,92.6,1.16,85.9,0.38,7.812
12922,10,513,6.2,0.25,16,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
12923,10,513,6.2,0.25,16,1,0.3,uniform,1,openly-listen,45.6,77.8,1.64,60.7,0.388,13.056
12924,10,513,6.2,0.25,16,1,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0,0
12961,10,513,25,0.25,64,1,0.1,constant,0.5,openly-listen,37.1,51.4,3.76,26.4,0.481,30.548
12962,10,513,25,0.25,64,1,0.1,constant,0.5,vaguely-speak,37.1,51.4,3.76,26.4,0.481,30.548
12963,10,513,25,0.25,64,1,0.1,constant,0.9,openly-listen,36.3,50.9,3.84,25.9,0.473,30.092
12964,10,513,25,0.25,64,1,0.1,constant,0.9,vaguely-speak,36.3,50.9,3.84,25.9,0.473,30.092
12965,10,513,25,0.25,64,1,0.1,constant,1,openly-listen,37.9,51.4,3.76,26.4,0.474,30.14
12966,10,513,25,0.25,64,1,0.1,constant,1,vaguely-speak,37.9,51.4,3.76,26.4,0.474,30.14
12967,10,513,25,0.25,64,1,0.1,uniform,0.5,openly-listen,52.5,79.4,1.58,63.2,0.39,10.58
12968,10,513,25,0.25,64,1,0.1,uniform,0.5,vaguely-speak,76.9,71.8,1.93,51.6,0.492,23.803
12969,10,513,25,0.25,64,1,0.1,uniform,0.9,openly-listen,46,64.2,2.41,41.3,0.489,24.924
12970,10,513,25,0.25,64,1,0.1,uniform,0.9,vaguely-speak,54.5,58,2.96,33.7,0.466,27.914
12971,10,513,25,0.25,64,1,0.1,uniform,1,openly-listen,39.6,65.2,2.34,42.6,0.393,19.03
12972,10,513,25,0.25,64,1,0.1,uniform,1,vaguely-speak,54.6,58.1,2.94,33.8,0.465,27.802
12973,10,513,25,0.25,64,1,0.2,constant,0.5,openly-listen,76.9,70.6,2,50,0.432,21.618
12974,10,513,25,0.25,64,1,0.2,constant,0.5,vaguely-speak,76.9,70.6,2,50,0.432,21.618
12975,10,513,25,0.25,64,1,0.2,constant,0.9,openly-listen,76.9,70.6,2,49.9,0.427,21.388
12976,10,513,25,0.25,64,1,0.2,constant,0.9,vaguely-speak,76.9,70.6,2,49.9,0.427,21.388
12977,10,513,25,0.25,64,1,0.2,constant,1,openly-listen,76.9,70.6,2,49.9,0.432,21.641
12978,10,513,25,0.25,64,1,0.2,constant,1,vaguely-speak,76.9,70.6,2,49.9,0.432,21.641
12979,10,513,25,0.25,64,1,0.2,uniform,0.5,openly-listen,79.8,93.7,1.14,88,0.301,4.478
12980,10,513,25,0.25,64,1,0.2,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
12981,10,513,25,0.25,64,1,0.2,uniform,0.9,openly-listen,68.7,87.7,1.3,77,0.527,13.126
12982,10,513,25,0.25,64,1,0.2,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
12983,10,513,25,0.25,64,1,0.2,uniform,1,openly-listen,63.5,81.1,1.52,65.9,0.266,7.79
12984,10,513,25,0.25,64,1,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0,0
12985,10,513,25,0.25,64,1,0.3,constant,0.5,openly-listen,100,99.9,1,100,0,0
12986,10,513,25,0.25,64,1,0.3,constant,0.5,vaguely-speak,100,99.9,1,100,0,0
12987,10,513,25,0.25,64,1,0.3,constant,0.9,openly-listen,100,99.9,1,100,0,0
12988,10,513,25,0.25,64,1,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
12989,10,513,25,0.25,64,1,0.3,constant,1,openly-listen,100,99.9,1,100,0,0
12990,10,513,25,0.25,64,1,0.3,constant,1,vaguely-speak,100,99.9,1,100,0,0
12991,10,513,25,0.25,64,1,0.3,uniform,0.5,openly-listen,76.9,91.7,1.19,84.2,0.49,10.026
12992,10,513,25,0.25,64,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
12993,10,513,25,0.25,64,1,0.3,uniform,0.9,openly-listen,74.2,88.9,1.26,79.1,0.275,7.38
12994,10,513,25,0.25,64,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
12995,10,513,25,0.25,64,1,0.3,uniform,1,openly-listen,61.8,82.9,1.45,68.8,0.251,8.17
12996,10,513,25,0.25,64,1,0.3,uniform,1,vaguely-speak,100,NA,NA,NA,NA,NA
39,1,129,6.2,0.05,4,2,0.1,constant,0.5,openly-listen,12,11.9,45.59,1.4,0.484,36.257
40,1,129,6.2,0.05,4,2,0.1,constant,0.5,vaguely-speak,12,11.9,45.59,1.4,0.484,36.257
41,1,129,6.2,0.05,4,2,0.1,constant,0.9,openly-listen,12,11.4,48.23,1.3,0.484,36.074
42,1,129,6.2,0.05,4,2,0.1,constant,0.9,vaguely-speak,12,11.4,48.23,1.3,0.484,36.074
43,1,129,6.2,0.05,4,2,0.1,constant,1,openly-listen,11.9,12.2,44.14,1.5,0.486,36.323
44,1,129,6.2,0.05,4,2,0.1,constant,1,vaguely-speak,11.9,12.2,44.14,1.5,0.486,36.323
47,1,129,6.2,0.05,4,2,0.1,uniform,0.5,openly-listen,12,15.3,32.19,2.3,0.492,35.88
48,1,129,6.2,0.05,4,2,0.1,uniform,0.5,vaguely-speak,12.5,16.1,29.77,2.6,0.48,35.165
49,1,129,6.2,0.05,4,2,0.1,uniform,0.9,openly-listen,12.2,15.4,31.82,2.4,0.489,35.757
50,1,129,6.2,0.05,4,2,0.1,uniform,0.9,vaguely-speak,12.5,16.8,27.69,2.9,0.485,35.264
51,1,129,6.2,0.05,4,2,0.1,uniform,1,openly-listen,13.5,26.9,12.45,7.3,0.52,35.121
52,1,129,6.2,0.05,4,2,0.1,uniform,1,vaguely-speak,12.3,15.2,32.31,2.3,0.482,35.316
55,1,129,6.2,0.05,4,2,0.2,constant,0.5,openly-listen,26.2,44.2,4.93,19.7,0.52,30.15
56,1,129,6.2,0.05,4,2,0.2,constant,0.5,vaguely-speak,26.2,44.2,4.93,19.7,0.52,30.15
57,1,129,6.2,0.05,4,2,0.2,constant,0.9,openly-listen,37.9,62.3,2.52,39.1,0.534,20.733
58,1,129,6.2,0.05,4,2,0.2,constant,0.9,vaguely-speak,37.9,62.3,2.52,39.1,0.534,20.733
59,1,129,6.2,0.05,4,2,0.2,constant,1,openly-listen,36.7,63,2.47,40,0.539,20.91
60,1,129,6.2,0.05,4,2,0.2,constant,1,vaguely-speak,36.7,63,2.47,40,0.539,20.91
63,1,129,6.2,0.05,4,2,0.2,uniform,0.5,openly-listen,24.1,31.7,9.22,10.2,0.461,18.55
64,1,129,6.2,0.05,4,2,0.2,uniform,0.5,vaguely-speak,81.4,92.6,1.15,86.5,0.392,5.376
65,1,129,6.2,0.05,4,2,0.2,uniform,0.9,openly-listen,17,27.3,12.17,7.5,0.466,24.269
66,1,129,6.2,0.05,4,2,0.2,uniform,0.9,vaguely-speak,81,92.6,1.15,86.5,0.377,5.172
67,1,129,6.2,0.05,4,2,0.2,uniform,1,openly-listen,17.7,20.3,20.37,4.2,0.427,24.858
68,1,129,6.2,0.05,4,2,0.2,uniform,1,vaguely-speak,83.2,93.4,1.14,87.9,0.37,4.943
71,1,129,6.2,0.05,4,2,0.3,constant,0.5,openly-listen,85.3,94.2,1.12,89.4,0.315,3.79
72,1,129,6.2,0.05,4,2,0.3,constant,0.5,vaguely-speak,85.3,94.2,1.12,89.4,0.315,3.79
73,1,129,6.2,0.05,4,2,0.3,constant,0.9,openly-listen,90.3,95.7,1.08,92.4,0.292,2.981
74,1,129,6.2,0.05,4,2,0.3,constant,0.9,vaguely-speak,90.3,95.7,1.08,92.4,0.292,2.981
75,1,129,6.2,0.05,4,2,0.3,constant,1,openly-listen,82.6,92.6,1.15,86.5,0.375,5.355
76,1,129,6.2,0.05,4,2,0.3,constant,1,vaguely-speak,82.6,92.6,1.15,86.5,0.375,5.355
79,1,129,6.2,0.05,4,2,0.3,uniform,0.5,openly-listen,27.8,30,10.23,9.1,0.349,16.088
80,1,129,6.2,0.05,4,2,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
81,1,129,6.2,0.05,4,2,0.3,uniform,0.9,openly-listen,26.6,25.6,13.63,6.6,0.349,17.465
82,1,129,6.2,0.05,4,2,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0.001,0.024
83,1,129,6.2,0.05,4,2,0.3,uniform,1,openly-listen,27.5,25.2,14.07,6.4,0.317,17.171
84,1,129,6.2,0.05,4,2,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0.003,0.172
123,1,129,25,0.05,16,2,0.1,constant,0.5,openly-listen,16.3,26.2,13.13,6.9,0.492,35.012
124,1,129,25,0.05,16,2,0.1,constant,0.5,vaguely-speak,16.3,26.2,13.13,6.9,0.492,35.012
125,1,129,25,0.05,16,2,0.1,constant,0.9,openly-listen,17.6,30.2,10.1,9.2,0.485,33.406
126,1,129,25,0.05,16,2,0.1,constant,0.9,vaguely-speak,17.6,30.2,10.1,9.2,0.485,33.406
127,1,129,25,0.05,16,2,0.1,constant,1,openly-listen,18.4,28.9,10.98,8.4,0.491,34.239
128,1,129,25,0.05,16,2,0.1,constant,1,vaguely-speak,18.4,28.9,10.98,8.4,0.491,34.239
131,1,129,25,0.05,16,2,0.1,uniform,0.5,openly-listen,27.4,44.1,4.94,19.6,0.557,31.049
132,1,129,25,0.05,16,2,0.1,uniform,0.5,vaguely-speak,40.3,49.1,4.02,24.3,0.54,29.944
133,1,129,25,0.05,16,2,0.1,uniform,0.9,openly-listen,19.3,33.8,8.22,11.5,0.487,29.737
134,1,129,25,0.05,16,2,0.1,uniform,0.9,vaguely-speak,37.3,47.8,4.24,23,0.529,30.239
135,1,129,25,0.05,16,2,0.1,uniform,1,openly-listen,15.4,28.3,11.39,8.1,0.537,33.868
136,1,129,25,0.05,16,2,0.1,uniform,1,vaguely-speak,37.4,48.3,4.15,23.5,0.527,29.638
139,1,129,25,0.05,16,2,0.2,constant,0.5,openly-listen,71.4,62.9,2.48,39.9,0.501,21.082
140,1,129,25,0.05,16,2,0.2,constant,0.5,vaguely-speak,71.4,62.9,2.48,39.9,0.501,21.082
141,1,129,25,0.05,16,2,0.2,constant,0.9,openly-listen,69.3,70.9,1.96,50.7,0.506,17.196
142,1,129,25,0.05,16,2,0.2,constant,0.9,vaguely-speak,69.3,70.9,1.96,50.7,0.506,17.196
143,1,129,25,0.05,16,2,0.2,constant,1,openly-listen,74,71.3,1.94,51.3,0.455,15.45
144,1,129,25,0.05,16,2,0.2,constant,1,vaguely-speak,74,71.3,1.94,51.3,0.455,15.45
147,1,129,25,0.05,16,2,0.2,uniform,0.5,openly-listen,50.2,77.7,1.63,60.9,0.514,13.18
148,1,129,25,0.05,16,2,0.2,uniform,0.5,vaguely-speak,97.6,98.8,1.02,98.4,0.153,0.677
149,1,129,25,0.05,16,2,0.2,uniform,0.9,openly-listen,36.8,61.9,2.56,38.6,0.484,15.67
150,1,129,25,0.05,16,2,0.2,uniform,0.9,vaguely-speak,97.6,98.8,1.02,98.4,0.169,0.749
151,1,129,25,0.05,16,2,0.2,uniform,1,openly-listen,34.6,54.4,3.29,29.8,0.469,15.365
152,1,129,25,0.05,16,2,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0.001,0.04
155,1,129,25,0.05,16,2,0.3,constant,0.5,openly-listen,100,99.6,1,100,0,0
156,1,129,25,0.05,16,2,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
157,1,129,25,0.05,16,2,0.3,constant,0.9,openly-listen,100,99.6,1,100,0,0
158,1,129,25,0.05,16,2,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
159,1,129,25,0.05,16,2,0.3,constant,1,openly-listen,100,99.6,1,100,0.001,0.038
160,1,129,25,0.05,16,2,0.3,constant,1,vaguely-speak,100,99.6,1,100,0.001,0.038
163,1,129,25,0.05,16,2,0.3,uniform,0.5,openly-listen,36.7,53.6,3.4,28.9,0.404,13.676
164,1,129,25,0.05,16,2,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
165,1,129,25,0.05,16,2,0.3,uniform,0.9,openly-listen,37.5,54.5,3.28,30,0.373,12.728
166,1,129,25,0.05,16,2,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
167,1,129,25,0.05,16,2,0.3,uniform,1,openly-listen,40.6,59.8,2.73,36.1,0.383,11.844
168,1,129,25,0.05,16,2,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0.001,0.028
207,1,129,100,0.05,64,2,0.1,constant,0.5,openly-listen,20.8,33.5,8.34,11.3,0.498,33.887
208,1,129,100,0.05,64,2,0.1,constant,0.5,vaguely-speak,20.8,33.5,8.34,11.3,0.498,33.887
209,1,129,100,0.05,64,2,0.1,constant,0.9,openly-listen,25.9,38,6.57,14.5,0.5,32.706
210,1,129,100,0.05,64,2,0.1,constant,0.9,vaguely-speak,25.9,38,6.57,14.5,0.5,32.706
211,1,129,100,0.05,64,2,0.1,constant,1,openly-listen,24.9,35.1,7.62,12.4,0.487,32.624
212,1,129,100,0.05,64,2,0.1,constant,1,vaguely-speak,24.9,35.1,7.62,12.4,0.487,32.624
215,1,129,100,0.05,64,2,0.1,uniform,0.5,openly-listen,30,51.5,3.66,26.8,0.581,28.485
216,1,129,100,0.05,64,2,0.1,uniform,0.5,vaguely-speak,65,58.6,2.85,34.6,0.531,25.377
217,1,129,100,0.05,64,2,0.1,uniform,0.9,openly-listen,33.9,45.1,4.74,20.5,0.529,29.804
218,1,129,100,0.05,64,2,0.1,uniform,0.9,vaguely-speak,49.5,52.6,3.51,27.9,0.511,27.67
219,1,129,100,0.05,64,2,0.1,uniform,1,openly-listen,30.9,49.2,4,24.4,0.56,26.35
220,1,129,100,0.05,64,2,0.1,uniform,1,vaguely-speak,60.5,56.7,3.04,32.4,0.533,26.575
223,1,129,100,0.05,64,2,0.2,constant,0.5,openly-listen,79.4,70.5,1.98,50.1,0.393,13.853
224,1,129,100,0.05,64,2,0.2,constant,0.5,vaguely-speak,79.4,70.5,1.98,50.1,0.393,13.853
225,1,129,100,0.05,64,2,0.2,constant,0.9,openly-listen,100,99.6,1,100,0,0
226,1,129,100,0.05,64,2,0.2,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
227,1,129,100,0.05,64,2,0.2,constant,1,openly-listen,79.4,70.9,1.96,50.7,0.454,15.812
228,1,129,100,0.05,64,2,0.2,constant,1,vaguely-speak,79.4,70.9,1.96,50.7,0.454,15.812
231,1,129,100,0.05,64,2,0.2,uniform,0.5,openly-listen,54,80.3,1.53,65,0.46,10.85
232,1,129,100,0.05,64,2,0.2,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
233,1,129,100,0.05,64,2,0.2,uniform,0.9,openly-listen,51.5,77.3,1.65,60.3,0.457,11.99
234,1,129,100,0.05,64,2,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
235,1,129,100,0.05,64,2,0.2,uniform,1,openly-listen,49.5,74.5,1.77,56,0.427,12.697
236,1,129,100,0.05,64,2,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0,0
239,1,129,100,0.05,64,2,0.3,constant,0.5,openly-listen,100,99.6,1,100,0,0
240,1,129,100,0.05,64,2,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
241,1,129,100,0.05,64,2,0.3,constant,0.9,openly-listen,100,99.6,1,100,0,0
242,1,129,100,0.05,64,2,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
243,1,129,100,0.05,64,2,0.3,constant,1,openly-listen,100,99.6,1,100,0,0
244,1,129,100,0.05,64,2,0.3,constant,1,vaguely-speak,100,99.6,1,100,0,0
247,1,129,100,0.05,64,2,0.3,uniform,0.5,openly-listen,53.7,76.8,1.67,59.4,0.392,11.539
248,1,129,100,0.05,64,2,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
249,1,129,100,0.05,64,2,0.3,uniform,0.9,openly-listen,57.4,79,1.58,62.8,0.368,9.783
250,1,129,100,0.05,64,2,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
251,1,129,100,0.05,64,2,0.3,uniform,1,openly-listen,53.1,76.8,1.67,59.4,0.397,11.11
252,1,129,100,0.05,64,2,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0,0
291,1,129,6.2,0.25,4,2,0.1,constant,0.5,openly-listen,12,10.8,51.52,1.2,0.484,36.327
292,1,129,6.2,0.25,4,2,0.1,constant,0.5,vaguely-speak,12,10.8,51.52,1.2,0.484,36.327
293,1,129,6.2,0.25,4,2,0.1,constant,0.9,openly-listen,12,10.7,51.84,1.2,0.485,36.513
294,1,129,6.2,0.25,4,2,0.1,constant,0.9,vaguely-speak,12,10.7,51.84,1.2,0.485,36.513
295,1,129,6.2,0.25,4,2,0.1,constant,1,openly-listen,12,10.6,52.83,1.1,0.485,36.358
296,1,129,6.2,0.25,4,2,0.1,constant,1,vaguely-speak,12,10.6,52.83,1.1,0.485,36.358
299,1,129,6.2,0.25,4,2,0.1,uniform,0.5,openly-listen,12.4,20.7,19.74,4.3,0.501,35.76
300,1,129,6.2,0.25,4,2,0.1,uniform,0.5,vaguely-speak,12.3,16.2,29.45,2.6,0.483,35.415
301,1,129,6.2,0.25,4,2,0.1,uniform,0.9,openly-listen,14.2,25.5,13.74,6.6,0.498,34.911
302,1,129,6.2,0.25,4,2,0.1,uniform,0.9,vaguely-speak,12.3,19.5,21.92,3.8,0.493,35.871
303,1,129,6.2,0.25,4,2,0.1,uniform,1,openly-listen,13.7,22.7,16.86,5.2,0.478,33.862
304,1,129,6.2,0.25,4,2,0.1,uniform,1,vaguely-speak,12.2,19.8,21.36,3.9,0.496,35.59
307,1,129,6.2,0.25,4,2,0.2,constant,0.5,openly-listen,71.6,87.2,1.3,76.7,0.47,8.881
308,1,129,6.2,0.25,4,2,0.2,constant,0.5,vaguely-speak,71.6,87.2,1.3,76.7,0.47,8.881
309,1,129,6.2,0.25,4,2,0.2,constant,0.9,openly-listen,70.1,87.2,1.3,76.7,0.488,9.222
310,1,129,6.2,0.25,4,2,0.2,constant,0.9,vaguely-speak,70.1,87.2,1.3,76.7,0.488,9.222
311,1,129,6.2,0.25,4,2,0.2,constant,1,openly-listen,71.2,86.5,1.32,75.3,0.471,9.209
312,1,129,6.2,0.25,4,2,0.2,constant,1,vaguely-speak,71.2,86.5,1.32,75.3,0.471,9.209
315,1,129,6.2,0.25,4,2,0.2,uniform,0.5,openly-listen,53.4,78.2,1.61,61.7,0.461,10.099
316,1,129,6.2,0.25,4,2,0.2,uniform,0.5,vaguely-speak,70.2,85.8,1.34,74.2,0.532,10.902
