Sim_ID,Seed,Population,Random_links,Close_links,Dimensions,Boundary,Boundary_method,P_speaking,Mode,Far_from_entropy,One_group_size,Number_of_equal_groups,Zero_lenghts,SD,DI
11752,10,129,0.05,4,1,0.2,constant,0.9,vaguely-speak,35.9,54.8,3.25,30.2,0.473,27.215
11753,10,129,0.05,4,1,0.2,constant,1,openly-listen,53.3,66.5,2.22,44.6,0.409,21.432
11754,10,129,0.05,4,1,0.2,constant,1,vaguely-speak,53.3,66.5,2.22,44.6,0.409,21.432
11755,10,129,0.05,4,1,0.2,uniform,0.5,openly-listen,28.8,54.5,3.28,29.9,0.522,30.294
11756,10,129,0.05,4,1,0.2,uniform,0.5,vaguely-speak,83.8,93.5,1.13,88.1,0.287,5.219
11757,10,129,0.05,4,1,0.2,uniform,0.9,openly-listen,27.5,53.3,3.43,28.6,0.555,32.535
11758,10,129,0.05,4,1,0.2,uniform,0.9,vaguely-speak,82.1,92.7,1.15,86.6,0.302,5.848
11759,10,129,0.05,4,1,0.2,uniform,1,openly-listen,17.7,44,4.96,19.5,0.387,22.318
11760,10,129,0.05,4,1,0.2,uniform,1,vaguely-speak,81.4,92.7,1.15,86.6,0.297,5.917
11761,10,129,0.05,4,1,0.3,constant,0.5,openly-listen,77.3,90.4,1.21,82.4,0.34,7.668
11762,10,129,0.05,4,1,0.3,constant,0.5,vaguely-speak,77.3,90.4,1.21,82.4,0.34,7.668
11763,10,129,0.05,4,1,0.3,constant,0.9,openly-listen,88.6,95.8,1.08,92.4,0.223,3.166
11764,10,129,0.05,4,1,0.3,constant,0.9,vaguely-speak,88.6,95.8,1.08,92.4,0.223,3.166
11765,10,129,0.05,4,1,0.3,constant,1,openly-listen,87.5,95,1.1,90.9,0.234,3.836
11766,10,129,0.05,4,1,0.3,constant,1,vaguely-speak,87.5,95,1.1,90.9,0.234,3.836
11767,10,129,0.05,4,1,0.3,uniform,0.5,openly-listen,64.9,83.6,1.42,70.4,0.311,7.13
11768,10,129,0.05,4,1,0.3,uniform,0.5,vaguely-speak,97.3,98.8,1.02,98.4,0.128,0.803
11769,10,129,0.05,4,1,0.3,uniform,0.9,openly-listen,66,82,1.47,67.7,0.318,7.404
11770,10,129,0.05,4,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0.021
11771,10,129,0.05,4,1,0.3,uniform,1,openly-listen,21,44.9,4.77,20.4,0.344,20.453
11772,10,129,0.05,4,1,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0.004,0.255
11809,10,129,0.05,16,1,0.1,constant,0.5,openly-listen,40.1,54.3,3.31,29.7,0.485,29.722
11810,10,129,0.05,16,1,0.1,constant,0.5,vaguely-speak,40.1,54.3,3.31,29.7,0.485,29.722
11811,10,129,0.05,16,1,0.1,constant,0.9,openly-listen,49.9,59,2.81,35.1,0.485,28.039
11812,10,129,0.05,16,1,0.1,constant,0.9,vaguely-speak,49.9,59,2.81,35.1,0.485,28.039
11813,10,129,0.05,16,1,0.1,constant,1,openly-listen,48,58.6,2.85,34.6,0.481,28.002
11814,10,129,0.05,16,1,0.1,constant,1,vaguely-speak,48,58.6,2.85,34.6,0.481,28.002
11815,10,129,0.05,16,1,0.1,uniform,0.5,openly-listen,63.1,67,2.19,45.2,0.6,31.508
11816,10,129,0.05,16,1,0.1,uniform,0.5,vaguely-speak,58.4,57.4,2.97,33.2,0.442,26.535
11817,10,129,0.05,16,1,0.1,uniform,0.9,openly-listen,41.3,57.7,2.94,33.5,0.775,45.582
11818,10,129,0.05,16,1,0.1,uniform,0.9,vaguely-speak,72.5,72.6,1.87,53.2,0.456,21.149
11819,10,129,0.05,16,1,0.1,uniform,1,openly-listen,30.7,56.7,3.04,32.4,0.333,19.41
11820,10,129,0.05,16,1,0.1,uniform,1,vaguely-speak,70.2,69.1,2.06,48.1,0.434,22.105
11821,10,129,0.05,16,1,0.2,constant,0.5,openly-listen,74.2,69.6,2.03,48.8,0.478,24.25
11822,10,129,0.05,16,1,0.2,constant,0.5,vaguely-speak,74.2,69.6,2.03,48.8,0.478,24.25
11823,10,129,0.05,16,1,0.2,constant,0.9,openly-listen,74,69.6,2.03,48.8,0.447,22.718
11824,10,129,0.05,16,1,0.2,constant,0.9,vaguely-speak,74,69.6,2.03,48.8,0.447,22.718
11825,10,129,0.05,16,1,0.2,constant,1,openly-listen,70.7,69.6,2.03,48.9,0.452,23.012
11826,10,129,0.05,16,1,0.2,constant,1,vaguely-speak,70.7,69.6,2.03,48.9,0.452,23.012
11827,10,129,0.05,16,1,0.2,uniform,0.5,openly-listen,87,95.7,1.08,92.4,0.309,4.38
11828,10,129,0.05,16,1,0.2,uniform,0.5,vaguely-speak,97.3,98.8,1.02,98.4,0.108,0.678
11829,10,129,0.05,16,1,0.2,uniform,0.9,openly-listen,83.9,95,1.1,90.9,0.335,5.633
11830,10,129,0.05,16,1,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
11831,10,129,0.05,16,1,0.2,uniform,1,openly-listen,51.2,73.9,1.8,55.1,0.243,8.743
11832,10,129,0.05,16,1,0.2,uniform,1,vaguely-speak,97.3,98.8,1.02,98.4,0.117,0.778
11833,10,129,0.05,16,1,0.3,constant,0.5,openly-listen,100,99.6,1,100,0,0
11834,10,129,0.05,16,1,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
11835,10,129,0.05,16,1,0.3,constant,0.9,openly-listen,97.3,98.8,1.02,98.4,0.117,0.735
11836,10,129,0.05,16,1,0.3,constant,0.9,vaguely-speak,97.3,98.8,1.02,98.4,0.117,0.735
11837,10,129,0.05,16,1,0.3,constant,1,openly-listen,100,99.6,1,100,0.001,0.025
11838,10,129,0.05,16,1,0.3,constant,1,vaguely-speak,100,99.6,1,100,0.001,0.025
11839,10,129,0.05,16,1,0.3,uniform,0.5,openly-listen,89.3,96.5,1.06,93.9,0.386,4.846
11840,10,129,0.05,16,1,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
11841,10,129,0.05,16,1,0.3,uniform,0.9,openly-listen,41.3,60.4,2.69,36.7,0.266,11.319
11842,10,129,0.05,16,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
11843,10,129,0.05,16,1,0.3,uniform,1,openly-listen,41.7,61.4,2.6,38,0.266,11.221
11844,10,129,0.05,16,1,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0.001,0.043
11881,10,129,0.05,64,1,0.1,constant,0.5,openly-listen,56,60.5,2.68,36.9,0.483,27.729
11882,10,129,0.05,64,1,0.1,constant,0.5,vaguely-speak,56,60.5,2.68,36.9,0.483,27.729
11883,10,129,0.05,64,1,0.1,constant,0.9,openly-listen,56,60.3,2.7,36.6,0.479,27.653
11884,10,129,0.05,64,1,0.1,constant,0.9,vaguely-speak,56,60.3,2.7,36.6,0.479,27.653
11885,10,129,0.05,64,1,0.1,constant,1,openly-listen,56,60.3,2.7,36.6,0.481,27.762
11886,10,129,0.05,64,1,0.1,constant,1,vaguely-speak,56,60.3,2.7,36.6,0.481,27.762
11887,10,129,0.05,64,1,0.1,uniform,0.5,openly-listen,39.6,56.2,3.09,31.8,0.629,38.042
11888,10,129,0.05,64,1,0.1,uniform,0.5,vaguely-speak,76.9,70.5,1.98,50.1,0.453,22.595
11889,10,129,0.05,64,1,0.1,uniform,0.9,openly-listen,45.3,60.6,2.67,37,0.529,29.352
11890,10,129,0.05,64,1,0.1,uniform,0.9,vaguely-speak,55.3,58.6,2.85,34.6,0.456,27.137
11891,10,129,0.05,64,1,0.1,uniform,1,openly-listen,34.1,55.9,3.12,31.5,0.392,22.993
11892,10,129,0.05,64,1,0.1,uniform,1,vaguely-speak,54.4,57.4,2.96,33.2,0.436,26.404
11893,10,129,0.05,64,1,0.2,constant,0.5,openly-listen,76.9,70.2,2,49.7,0.463,23.271
11894,10,129,0.05,64,1,0.2,constant,0.5,vaguely-speak,76.9,70.2,2,49.7,0.463,23.271
11895,10,129,0.05,64,1,0.2,constant,0.9,openly-listen,76.9,70.2,2,49.6,0.427,21.49
11896,10,129,0.05,64,1,0.2,constant,0.9,vaguely-speak,76.9,70.2,2,49.6,0.427,21.49
11897,10,129,0.05,64,1,0.2,constant,1,openly-listen,76.9,70.2,2,49.6,0.421,21.188
11898,10,129,0.05,64,1,0.2,constant,1,vaguely-speak,76.9,70.2,2,49.6,0.421,21.188
11899,10,129,0.05,64,1,0.2,uniform,0.5,openly-listen,64.4,85.1,1.37,73,0.334,9.016
11900,10,129,0.05,64,1,0.2,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
11901,10,129,0.05,64,1,0.2,uniform,0.9,openly-listen,92,97.3,1.05,95.4,0.346,3.782
11902,10,129,0.05,64,1,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
11903,10,129,0.05,64,1,0.2,uniform,1,openly-listen,54.3,78.5,1.6,62.1,0.309,10.732
11904,10,129,0.05,64,1,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0,0
11905,10,129,0.05,64,1,0.3,constant,0.5,openly-listen,100,99.6,1,100,0,0
11906,10,129,0.05,64,1,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
11907,10,129,0.05,64,1,0.3,constant,0.9,openly-listen,100,99.6,1,100,0,0
11908,10,129,0.05,64,1,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
11909,10,129,0.05,64,1,0.3,constant,1,openly-listen,100,99.6,1,100,0,0
11910,10,129,0.05,64,1,0.3,constant,1,vaguely-speak,100,99.6,1,100,0,0
11911,10,129,0.05,64,1,0.3,uniform,0.5,openly-listen,89.3,96.5,1.06,93.9,0.385,4.845
11912,10,129,0.05,64,1,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
11913,10,129,0.05,64,1,0.3,uniform,0.9,openly-listen,66.3,85.9,1.34,74.4,0.335,8.214
11914,10,129,0.05,64,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
11915,10,129,0.05,64,1,0.3,uniform,1,openly-listen,71.6,85.9,1.34,74.4,0.237,5.653
11916,10,129,0.05,64,1,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0,0
11953,10,129,0.25,4,1,0.1,constant,0.5,openly-listen,10.5,39.1,6.23,15.4,0.466,31.666
11954,10,129,0.25,4,1,0.1,constant,0.5,vaguely-speak,10.5,39.1,6.23,15.4,0.466,31.666
11955,10,129,0.25,4,1,0.1,constant,0.9,openly-listen,17.2,45,4.76,20.4,0.468,30.933
11956,10,129,0.25,4,1,0.1,constant,0.9,vaguely-speak,17.2,45,4.76,20.4,0.468,30.933
11957,10,129,0.25,4,1,0.1,constant,1,openly-listen,15.7,44.6,4.84,20,0.467,31.055
11958,10,129,0.25,4,1,0.1,constant,1,vaguely-speak,15.7,44.6,4.84,20,0.467,31.055
11959,10,129,0.25,4,1,0.1,uniform,0.5,openly-listen,33.8,52.2,3.57,27.4,0.401,24.924
11960,10,129,0.25,4,1,0.1,uniform,0.5,vaguely-speak,20.6,51.1,3.72,26.3,0.472,29.387
11961,10,129,0.25,4,1,0.1,uniform,0.9,openly-listen,57.7,84,1.4,71.1,0.383,10.866
11962,10,129,0.25,4,1,0.1,uniform,0.9,vaguely-speak,31,53.4,3.41,28.8,0.478,29.714
11963,10,129,0.25,4,1,0.1,uniform,1,openly-listen,31.8,59.4,2.78,35.5,0.348,19.204
11964,10,129,0.25,4,1,0.1,uniform,1,vaguely-speak,30.9,52.8,3.49,28.1,0.474,29.01
11965,10,129,0.25,4,1,0.2,constant,0.5,openly-listen,74.5,89.7,1.23,81,0.276,6.346
11966,10,129,0.25,4,1,0.2,constant,0.5,vaguely-speak,74.5,89.7,1.23,81,0.276,6.346
11967,10,129,0.25,4,1,0.2,constant,0.9,openly-listen,80.8,92,1.17,85.2,0.253,5.108
11968,10,129,0.25,4,1,0.2,constant,0.9,vaguely-speak,80.8,92,1.17,85.2,0.253,5.108
11969,10,129,0.25,4,1,0.2,constant,1,openly-listen,61.4,71,1.95,50.8,0.361,17.22
11970,10,129,0.25,4,1,0.2,constant,1,vaguely-speak,61.4,71,1.95,50.8,0.361,17.22
11971,10,129,0.25,4,1,0.2,uniform,0.5,openly-listen,80.8,93.4,1.14,88,0.225,4.295
11972,10,129,0.25,4,1,0.2,uniform,0.5,vaguely-speak,75.5,89.7,1.23,81.2,0.313,7.365
11973,10,129,0.25,4,1,0.2,uniform,0.9,openly-listen,63.1,87,1.31,76.4,0.396,9.803
11974,10,129,0.25,4,1,0.2,uniform,0.9,vaguely-speak,66.7,82.4,1.46,68.4,0.405,13.482
11975,10,129,0.25,4,1,0.2,uniform,1,openly-listen,43.7,72.1,1.89,52.4,0.337,11.665
11976,10,129,0.25,4,1,0.2,uniform,1,vaguely-speak,90.1,96.5,1.06,93.9,0.184,2.351
11977,10,129,0.25,4,1,0.3,constant,0.5,openly-listen,90.8,96.5,1.06,93.9,0.185,2.347
11978,10,129,0.25,4,1,0.3,constant,0.5,vaguely-speak,90.8,96.5,1.06,93.9,0.185,2.347
11979,10,129,0.25,4,1,0.3,constant,0.9,openly-listen,97.3,98.8,1.02,98.4,0.117,0.732
11980,10,129,0.25,4,1,0.3,constant,0.9,vaguely-speak,97.3,98.8,1.02,98.4,0.117,0.732
11981,10,129,0.25,4,1,0.3,constant,1,openly-listen,100,99.6,1,100,0.001,0.025
11982,10,129,0.25,4,1,0.3,constant,1,vaguely-speak,100,99.6,1,100,0.001,0.025
11983,10,129,0.25,4,1,0.3,uniform,0.5,openly-listen,48.6,72.8,1.86,53.4,0.284,9.65
11984,10,129,0.25,4,1,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
11985,10,129,0.25,4,1,0.3,uniform,0.9,openly-listen,48.7,74.7,1.77,56.3,0.329,10.602
11986,10,129,0.25,4,1,0.3,uniform,0.9,vaguely-speak,97.3,98.8,1.02,98.4,0.083,0.521
11987,10,129,0.25,4,1,0.3,uniform,1,openly-listen,40.5,65.2,2.31,42.9,0.302,11.722
11988,10,129,0.25,4,1,0.3,uniform,1,vaguely-speak,97.3,98.8,1.02,98.4,0.102,0.663
12025,10,129,0.25,16,1,0.1,constant,0.5,openly-listen,41.6,49.2,4.01,24.4,0.47,30.172
12026,10,129,0.25,16,1,0.1,constant,0.5,vaguely-speak,41.6,49.2,4.01,24.4,0.47,30.172
12027,10,129,0.25,16,1,0.1,constant,0.9,openly-listen,56.4,61.1,2.62,37.6,0.481,27.318
12028,10,129,0.25,16,1,0.1,constant,0.9,vaguely-speak,56.4,61.1,2.62,37.6,0.481,27.318
12029,10,129,0.25,16,1,0.1,constant,1,openly-listen,56,60.6,2.66,37.1,0.487,27.889
12030,10,129,0.25,16,1,0.1,constant,1,vaguely-speak,56,60.6,2.66,37.1,0.487,27.889
12031,10,129,0.25,16,1,0.1,uniform,0.5,openly-listen,59.2,66.4,2.23,44.4,0.487,25.867
12032,10,129,0.25,16,1,0.1,uniform,0.5,vaguely-speak,51.4,58.2,2.88,34.2,0.434,25.645
12033,10,129,0.25,16,1,0.1,uniform,0.9,openly-listen,54.3,60.9,2.64,37.4,0.801,45.56
12034,10,129,0.25,16,1,0.1,uniform,0.9,vaguely-speak,63.4,59.9,2.73,36.1,0.453,26.306
12035,10,129,0.25,16,1,0.1,uniform,1,openly-listen,38.9,59.8,2.74,36,0.337,19.377
12036,10,129,0.25,16,1,0.1,uniform,1,vaguely-speak,67.7,70.3,1.99,49.9,0.45,22.6
12037,10,129,0.25,16,1,0.2,constant,0.5,openly-listen,76.9,70.3,1.99,49.8,0.439,22.056
12038,10,129,0.25,16,1,0.2,constant,0.5,vaguely-speak,76.9,70.3,1.99,49.8,0.439,22.056
12039,10,129,0.25,16,1,0.2,constant,0.9,openly-listen,76.9,70.2,2,49.6,0.443,22.297
12040,10,129,0.25,16,1,0.2,constant,0.9,vaguely-speak,76.9,70.2,2,49.6,0.443,22.297
12041,10,129,0.25,16,1,0.2,constant,1,openly-listen,76.9,70.2,2,49.6,0.465,23.423
12042,10,129,0.25,16,1,0.2,constant,1,vaguely-speak,76.9,70.2,2,49.6,0.465,23.423
12043,10,129,0.25,16,1,0.2,uniform,0.5,openly-listen,75.4,89.7,1.23,81.1,0.376,8.499
12044,10,129,0.25,16,1,0.2,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
12045,10,129,0.25,16,1,0.2,uniform,0.9,openly-listen,77.4,91.2,1.19,83.9,0.377,8.084
12046,10,129,0.25,16,1,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
12047,10,129,0.25,16,1,0.2,uniform,1,openly-listen,58,82.8,1.44,69.1,0.274,8.753
12048,10,129,0.25,16,1,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0.001,0.025
12049,10,129,0.25,16,1,0.3,constant,0.5,openly-listen,100,99.6,1,100,0,0
12050,10,129,0.25,16,1,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
12051,10,129,0.25,16,1,0.3,constant,0.9,openly-listen,100,99.6,1,100,0,0
12052,10,129,0.25,16,1,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
12053,10,129,0.25,16,1,0.3,constant,1,openly-listen,100,99.6,1,100,0.001,0.025
12054,10,129,0.25,16,1,0.3,constant,1,vaguely-speak,100,99.6,1,100,0.001,0.025
12055,10,129,0.25,16,1,0.3,uniform,0.5,openly-listen,87,95.7,1.08,92.4,0.214,3.198
12056,10,129,0.25,16,1,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
12057,10,129,0.25,16,1,0.3,uniform,0.9,openly-listen,62.4,85.4,1.36,73.5,0.24,7.327
12058,10,129,0.25,16,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
12059,10,129,0.25,16,1,0.3,uniform,1,openly-listen,69.2,89.2,1.25,80.1,0.284,7.138
12060,10,129,0.25,16,1,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0.001,0.025
12097,10,129,0.25,64,1,0.1,constant,0.5,openly-listen,56,60.5,2.68,36.9,0.483,27.729
12098,10,129,0.25,64,1,0.1,constant,0.5,vaguely-speak,56,60.5,2.68,36.9,0.483,27.729
12099,10,129,0.25,64,1,0.1,constant,0.9,openly-listen,56,60.3,2.7,36.6,0.479,27.653
12100,10,129,0.25,64,1,0.1,constant,0.9,vaguely-speak,56,60.3,2.7,36.6,0.479,27.653
12101,10,129,0.25,64,1,0.1,constant,1,openly-listen,56,60.3,2.7,36.6,0.481,27.762
12102,10,129,0.25,64,1,0.1,constant,1,vaguely-speak,56,60.3,2.7,36.6,0.481,27.762
12103,10,129,0.25,64,1,0.1,uniform,0.5,openly-listen,39.6,56.2,3.09,31.8,0.629,38.042
12104,10,129,0.25,64,1,0.1,uniform,0.5,vaguely-speak,76.9,70.5,1.98,50.1,0.453,22.595
12105,10,129,0.25,64,1,0.1,uniform,0.9,openly-listen,45.3,60.6,2.67,37,0.529,29.352
12106,10,129,0.25,64,1,0.1,uniform,0.9,vaguely-speak,55.3,58.6,2.85,34.6,0.456,27.137
12107,10,129,0.25,64,1,0.1,uniform,1,openly-listen,34.1,55.9,3.12,31.5,0.392,22.993
12108,10,129,0.25,64,1,0.1,uniform,1,vaguely-speak,54.4,57.4,2.96,33.2,0.436,26.404
12109,10,129,0.25,64,1,0.2,constant,0.5,openly-listen,76.9,70.2,2,49.7,0.463,23.271
12110,10,129,0.25,64,1,0.2,constant,0.5,vaguely-speak,76.9,70.2,2,49.7,0.463,23.271
12111,10,129,0.25,64,1,0.2,constant,0.9,openly-listen,76.9,70.2,2,49.6,0.427,21.49
12112,10,129,0.25,64,1,0.2,constant,0.9,vaguely-speak,76.9,70.2,2,49.6,0.427,21.49
12113,10,129,0.25,64,1,0.2,constant,1,openly-listen,76.9,70.2,2,49.6,0.421,21.188
12114,10,129,0.25,64,1,0.2,constant,1,vaguely-speak,76.9,70.2,2,49.6,0.421,21.188
12115,10,129,0.25,64,1,0.2,uniform,0.5,openly-listen,64.4,85.1,1.37,73,0.334,9.016
12116,10,129,0.25,64,1,0.2,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
12117,10,129,0.25,64,1,0.2,uniform,0.9,openly-listen,92,97.3,1.05,95.4,0.346,3.782
12118,10,129,0.25,64,1,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
12119,10,129,0.25,64,1,0.2,uniform,1,openly-listen,54.3,78.5,1.6,62.1,0.309,10.732
12120,10,129,0.25,64,1,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0,0
12121,10,129,0.25,64,1,0.3,constant,0.5,openly-listen,100,99.6,1,100,0,0
12122,10,129,0.25,64,1,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
12123,10,129,0.25,64,1,0.3,constant,0.9,openly-listen,100,99.6,1,100,0,0
12124,10,129,0.25,64,1,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
12125,10,129,0.25,64,1,0.3,constant,1,openly-listen,100,99.6,1,100,0,0
12126,10,129,0.25,64,1,0.3,constant,1,vaguely-speak,100,99.6,1,100,0,0
12127,10,129,0.25,64,1,0.3,uniform,0.5,openly-listen,89.3,96.5,1.06,93.9,0.385,4.845
12128,10,129,0.25,64,1,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
12129,10,129,0.25,64,1,0.3,uniform,0.9,openly-listen,66.3,85.9,1.34,74.4,0.335,8.214
12130,10,129,0.25,64,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
12131,10,129,0.25,64,1,0.3,uniform,1,openly-listen,71.6,85.9,1.34,74.4,0.237,5.653
12132,10,129,0.25,64,1,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0,0
12169,10,257,0.05,4,1,0.1,constant,0.5,openly-listen,7.3,33.5,8.63,11.2,0.477,33.276
12170,10,257,0.05,4,1,0.1,constant,0.5,vaguely-speak,7.3,33.5,8.63,11.2,0.477,33.276
12171,10,257,0.05,4,1,0.1,constant,0.9,openly-listen,7.2,34.3,8.22,11.8,0.482,33.679
12172,10,257,0.05,4,1,0.1,constant,0.9,vaguely-speak,7.2,34.3,8.22,11.8,0.482,33.679
12173,10,257,0.05,4,1,0.1,constant,1,openly-listen,7,32.2,9.3,10.4,0.479,33.506
12174,10,257,0.05,4,1,0.1,constant,1,vaguely-speak,7,32.2,9.3,10.4,0.479,33.506
12175,10,257,0.05,4,1,0.1,uniform,0.5,openly-listen,18.5,46.8,4.49,22,0.479,31.139
12176,10,257,0.05,4,1,0.1,uniform,0.5,vaguely-speak,12.3,42.7,5.37,18.3,0.477,32.307
12177,10,257,0.05,4,1,0.1,uniform,0.9,openly-listen,16.5,43.6,5.16,19.1,0.476,31.492
12178,10,257,0.05,4,1,0.1,uniform,0.9,vaguely-speak,11,40.8,5.88,16.7,0.481,32.091
12179,10,257,0.05,4,1,0.1,uniform,1,openly-listen,8.2,36.6,7.24,13.5,0.466,32.444
12180,10,257,0.05,4,1,0.1,uniform,1,vaguely-speak,9.1,38.5,6.56,14.9,0.479,32.75
12181,10,257,0.05,4,1,0.2,constant,0.5,openly-listen,43,60.1,2.74,36.2,0.466,26.394
12182,10,257,0.05,4,1,0.2,constant,0.5,vaguely-speak,43,60.1,2.74,36.2,0.466,26.394
12183,10,257,0.05,4,1,0.2,constant,0.9,openly-listen,72,88.4,1.27,78.4,0.329,8.356
12184,10,257,0.05,4,1,0.2,constant,0.9,vaguely-speak,72,88.4,1.27,78.4,0.329,8.356
12185,10,257,0.05,4,1,0.2,constant,1,openly-listen,68.6,85.8,1.35,73.9,0.357,10.503
12186,10,257,0.05,4,1,0.2,constant,1,vaguely-speak,68.6,85.8,1.35,73.9,0.357,10.503
12187,10,257,0.05,4,1,0.2,uniform,0.5,openly-listen,81.7,94.6,1.11,89.8,0.424,7.205
12188,10,257,0.05,4,1,0.2,uniform,0.5,vaguely-speak,74.3,90.9,1.2,83,0.311,6.736
12189,10,257,0.05,4,1,0.2,uniform,0.9,openly-listen,59.6,80,1.55,64.3,0.361,9.265
12190,10,257,0.05,4,1,0.2,uniform,0.9,vaguely-speak,79.7,92.1,1.17,85.2,0.296,6.056
12191,10,257,0.05,4,1,0.2,uniform,1,openly-listen,25.6,52.2,3.62,27.3,0.337,17.604
12192,10,257,0.05,4,1,0.2,uniform,1,vaguely-speak,81.1,92.9,1.15,86.6,0.276,5.468
12193,10,257,0.05,4,1,0.3,constant,0.5,openly-listen,86.2,94.8,1.11,90.3,0.248,4.041
12194,10,257,0.05,4,1,0.3,constant,0.5,vaguely-speak,86.2,94.8,1.11,90.3,0.248,4.041
12195,10,257,0.05,4,1,0.3,constant,0.9,openly-listen,81.2,92.5,1.16,86,0.278,5.548
12196,10,257,0.05,4,1,0.3,constant,0.9,vaguely-speak,81.2,92.5,1.16,86,0.278,5.548
12197,10,257,0.05,4,1,0.3,constant,1,openly-listen,88.9,96.3,1.07,93.1,0.217,3.162
12198,10,257,0.05,4,1,0.3,constant,1,vaguely-speak,88.9,96.3,1.07,93.1,0.217,3.162
12199,10,257,0.05,4,1,0.3,uniform,0.5,openly-listen,46.7,75,1.76,56.5,0.527,16.435
12200,10,257,0.05,4,1,0.3,uniform,0.5,vaguely-speak,92.3,97.1,1.06,94.7,0.17,2.001
12201,10,257,0.05,4,1,0.3,uniform,0.9,openly-listen,33.6,59.4,2.8,35.5,0.285,13.634
12202,10,257,0.05,4,1,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
12203,10,257,0.05,4,1,0.3,uniform,1,openly-listen,21.3,41.6,5.66,17.3,0.321,20.068
12204,10,257,0.05,4,1,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0.002,0.157
12241,10,257,0.05,16,1,0.1,constant,0.5,openly-listen,35.6,50.8,3.82,25.9,0.482,30.775
12242,10,257,0.05,16,1,0.1,constant,0.5,vaguely-speak,35.6,50.8,3.82,25.9,0.482,30.775
12243,10,257,0.05,16,1,0.1,constant,0.9,openly-listen,39.1,54.5,3.32,29.9,0.489,30.031
12244,10,257,0.05,16,1,0.1,constant,0.9,vaguely-speak,39.1,54.5,3.32,29.9,0.489,30.031
12245,10,257,0.05,16,1,0.1,constant,1,openly-listen,51.3,58.4,2.9,34.2,0.487,29.029
12246,10,257,0.05,16,1,0.1,constant,1,vaguely-speak,51.3,58.4,2.9,34.2,0.487,29.029
12247,10,257,0.05,16,1,0.1,uniform,0.5,openly-listen,49.8,63.9,2.42,41.1,0.615,33.137
12248,10,257,0.05,16,1,0.1,uniform,0.5,vaguely-speak,54.3,57.5,2.99,33.2,0.489,29.327
12249,10,257,0.05,16,1,0.1,uniform,0.9,openly-listen,80.6,93.6,1.14,88,0.474,8.801
12250,10,257,0.05,16,1,0.1,uniform,0.9,vaguely-speak,67.5,69.9,2.03,49.1,0.493,24.244
12251,10,257,0.05,16,1,0.1,uniform,1,openly-listen,68.6,87,1.32,75.9,0.345,9.558
12252,10,257,0.05,16,1,0.1,uniform,1,vaguely-speak,75.5,73.2,1.85,53.8,0.493,22.906
12253,10,257,0.05,16,1,0.2,constant,0.5,openly-listen,76.9,70.9,1.97,50.4,0.481,23.835
12254,10,257,0.05,16,1,0.2,constant,0.5,vaguely-speak,76.9,70.9,1.97,50.4,0.481,23.835
12255,10,257,0.05,16,1,0.2,constant,0.9,openly-listen,76.9,71,1.97,50.6,0.439,21.737
12256,10,257,0.05,16,1,0.2,constant,0.9,vaguely-speak,76.9,71,1.97,50.6,0.439,21.737
12257,10,257,0.05,16,1,0.2,constant,1,openly-listen,74.7,71.3,1.95,51.1,0.452,22.263
12258,10,257,0.05,16,1,0.2,constant,1,vaguely-speak,74.7,71.3,1.95,51.1,0.452,22.263
