"BehaviorSpace results (NetLogo 6.2.2)"
"groupFormationLite-Networkfree.nlogo"
"robCheckNoID050"
"05/11/2022 04:46:56:720 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","id_threshold","opinions","boundary","conformity-level","record?","updating","set-seed?","polar_repeats","model","max-ticks","Centroids_change","boundary-drawn","polarisation-each-n-steps","mode","d_threshold","record-each-n-steps","ESBG_furthest_out","record-length","centroid_color?","use_identity?","conformity-drawn","N_centroids","killing_centroids?","N-agents","construct-name?","avoid-redundancies?","HK-benchmark?","threshold_drawn","X-opinion","Y-opinion","[step]","normalized_polarization_start","ESBSG_polarization_start","mean_op1_start","mean_op2_start","mean_op3_start","mean_op4_start","sd_op1_start","sd_op2_start","sd_op3_start","sd_op4_start","median_op1_start","median_op2_start","median_op3_start","median_op4_start","lower_op1_start","lower_op2_start","lower_op3_start","lower_op4_start","upper_op1_start","upper_op2_start","upper_op3_start","upper_op4_start","normalized_polarization_final","ESBSG_polarization_final","mean_op1_final","mean_op2_final","mean_op3_final","mean_op4_final","sd_op1_final","sd_op2_final","sd_op3_final","sd_op4_final","median_op1_final","median_op2_final","median_op3_final","median_op4_final","lower_op1_final","lower_op2_final","lower_op3_final","lower_op4_final","upper_op1_final","upper_op2_final","upper_op3_final","upper_op4_final"
"15","1","0.49","1","0.28","0.45","false","1","true","20","HK","365","1.0E-5","uniform","1010","openly-listen","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.423","-0.0765968992248062","0","0","0","0.6250742770785807","0","0","0","-0.055","0","0","0","-0.667","0","0","0","0.538","0","0","0","0","0.002","0.37536481062107596","0","0","0","0.24221345856928986","0","0","0","0.4216695204934124","0","0","0","0.41541318250159287","0","0","0","0.4226126936046344","0","0","0"
"5","1","0.49","1","0.1","0.54","false","1","true","20","HK","365","1.0E-5","uniform","1010","openly-listen","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.423","-0.0765968992248062","0","0","0","0.6250742770785807","0","0","0","-0.055","0","0","0","-0.667","0","0","0","0.538","0","0","0","0","0.452","-0.07797843637869034","0","0","0","0.5016848793197836","0","0","0","0.3529999999999999","0","0","0","-0.611","0","0","0","0.35999999999999993","0","0","0"
"16","1","0.49","1","0.28","0.45","false","1","true","20","HK","365","1.0E-5","uniform","1010","vaguely-speak","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.423","-0.0765968992248062","0","0","0","0.6250742770785807","0","0","0","-0.055","0","0","0","-0.667","0","0","0","0.538","0","0","0","0","0","0.20930422646469846","0","0","0","0.00930040999399931","0","0","0","0.209","0","0","0","0.209","0","0","0","0.20900000000000002","0","0","0"
"2","1","0.49","1","0.1","0.36","false","1","true","20","HK","365","1.0E-5","uniform","1010","vaguely-speak","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.423","-0.0765968992248062","0","0","0","0.6250742770785807","0","0","0","-0.055","0","0","0","-0.667","0","0","0","0.538","0","0","0","0","0.58","-0.04760311239840946","0","0","0","0.6143338626431182","0","0","0","0.5115060073385373","0","0","0","-0.7139999999999999","0","0","0","0.5137537929549245","0","0","0"
"7","1","0.49","1","0.22","0.36","false","1","true","20","HK","365","1.0E-5","uniform","1010","openly-listen","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.423","-0.0765968992248062","0","0","0","0.6250742770785807","0","0","0","-0.055","0","0","0","-0.667","0","0","0","0.538","0","0","0","0","0.004","0.03868405644469588","0","0","0","0.19646849164131544","0","0","0","0.0575835694916597","0","0","0","0.05285276981725251","0","0","0","0.06615351444914734","0","0","0"
"10","1","0.49","1","0.22","0.45","false","1","true","20","HK","365","1.0E-5","uniform","1010","vaguely-speak","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.423","-0.0765968992248062","0","0","0","0.6250742770785807","0","0","0","-0.055","0","0","0","-0.667","0","0","0","0.538","0","0","0","0","0","0.18725985018977523","0","0","0","0.00987750879006099","0","0","0","0.18699999999999997","0","0","0","0.18699999974832096","0","0","0","0.187","0","0","0"
"3","1","0.49","1","0.1","0.45","false","1","true","20","HK","365","1.0E-5","uniform","1010","openly-listen","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.423","-0.0765968992248062","0","0","0","0.6250742770785807","0","0","0","-0.055","0","0","0","-0.667","0","0","0","0.538","0","0","0","0","0.495","0.07578601709742164","0","0","0","0.5283341520920262","0","0","0","0.5600000006739962","0","0","0","-0.46339112123258974","0","0","0","0.5640000044167254","0","0","0"
"6","1","0.49","1","0.1","0.54","false","1","true","20","HK","365","1.0E-5","uniform","1010","vaguely-speak","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.423","-0.0765968992248062","0","0","0","0.6250742770785807","0","0","0","-0.055","0","0","0","-0.667","0","0","0","0.538","0","0","0","0","0.566","-0.037728682170542614","0","0","0","0.588341043633734","0","0","0","0.5229999999999998","0","0","0","-0.675","0","0","0","0.523","0","0","0"
"9","1","0.49","1","0.22","0.45","false","1","true","20","HK","365","1.0E-5","uniform","1010","openly-listen","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.423","-0.0765968992248062","0","0","0","0.6250742770785807","0","0","0","-0.055","0","0","0","-0.667","0","0","0","0.538","0","0","0","0","0","0.061409859478062975","0","0","0","0.1957037553483307","0","0","0","0.08798203523025623","0","0","0","0.08504076754010664","0","0","0","0.09082147114550712","0","0","0"
"11","1","0.49","1","0.22","0.54","false","1","true","20","HK","365","1.0E-5","uniform","1010","openly-listen","0.01","365","5","40","true","false","uniform","2","true","129","false","false","false","uniform","1","2","364","0","0.423","-0.0765968992248062","0","0","0","0.6250742770785807","0","0","0","-0.055","0","0","0","-0.667","0","0","0","0.538","0","0","0","0","0.045","-0.6659352104770149","0","0","0","0.33747730106175117","0","0","0","-0.765835893821171","0","0","0","-0.7666875981009538","0","0","0","-0.7646053138947544","0","0","0"
