"search-number","evaluation","conformity-level*","boundary*","n-agents*","opinions*","model*","avoid_seed_control?*","set-seed?*","boundary-drawn*","updating*","record-length*","max-ticks*","conformity-drawn*","centroids_change*","centroid_color?*","killing_centroids?*","polarisation-each-n-steps*","polar_repeats*","use_identity?*","esbg_furthest_out*","normalize_distances?*","show_dice_rolls?*","opinion_sigmoid?*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"5","5","0.55","0.087","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.40259999999999996","30","0.4105"
"5","10","0.443","0.087","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.42280000000000006","30","0.41000000000000003"
"5","15","0.49","0.087","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.426","30","0.3937333333333333"
"5","420","0.111","0.041","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.42699999999999994","30","0.4051"
"5","440","0.226","0.02","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.43200000000000005","30","0.40863333333333335"
"5","840","0.394","0.074","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4342","30","0.41609999999999997"
"5","1820","0.036000000000000004","0.066","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4436","30","0.42136666666666667"
"5","2500","0.908","0.134","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.44880000000000003","30","0.3795000000000001"
"5","2760","0.17800000000000002","0.14500000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4600000000000001","30","0.36510000000000004"
"6","5","0.798","0.194","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.3426","30","0.3067666666666667"
"6","25","0.785","0.161","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.377","30","0.3502999999999999"
"6","30","0.785","0.131","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.42700000000000005","30","0.3966"
"6","35","0.785","0.164","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4384","30","0.3841"
"6","470","0.20500000000000002","0.139","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.45","30","0.4062333333333334"
"6","540","0.24400000000000002","0.01","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.45499999999999996","30","0.40623333333333334"
"6","1775","0.741","0.095","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.46020000000000005","30","0.4043"
"7","5","0.525","0.29200000000000004","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0","30","0"
"7","10","0.3","0.25","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.0762","30","0.1522"
"7","15","0.318","0.25","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.246","30","0.19769999999999996"
"7","40","0.318","0.20400000000000001","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.38439999999999996","30","0.3196"
"7","50","0.20400000000000001","0.019000000000000003","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.40540000000000004","30","0.41193333333333343"
"7","60","0.041","0.019000000000000003","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.41819999999999996","30","0.40596666666666675"
"7","75","0.131","0.019000000000000003","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.43499999999999994","30","0.41280000000000006"
"7","635","0.63","0.01","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4354","30","0.4114333333333334"
"7","685","0.258","0.223","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.44480000000000003","30","0.2877333333333334"
"7","905","0.264","0.028000000000000004","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.462","30","0.4016666666666666"
"8","5","0.063","0.377","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0","30","0"
"8","15","0.01","0.377","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.0224","30","0.027000000000000014"
"8","40","0.804","0.171","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.3774","30","0.34270000000000006"
"8","45","0.804","0.134","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.38360000000000005","30","0.3701333333333333"
"8","50","0.804","0.073","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.3854","30","0.3911"
"8","60","0.804","0.08","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4364","30","0.3969"
"8","110","0.41200000000000003","0.028999999999999998","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4446","30","0.4136666666666667"
"8","830","0.892","0.094","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4572","30","0.40479999999999994"
"8","1860","0.109","0.15100000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.46959999999999996","30","0.3672333333333333"
"9","5","0.067","0.398","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0","30","0"
"9","15","0.01","0.386","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.022399999999999996","30","0.024500000000000015"
"9","40","0.797","0.17200000000000001","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.316","30","0.3392666666666667"
"9","45","0.716","0.17200000000000001","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.32280000000000003","30","0.3778666666666668"
"9","60","0.5670000000000001","0.17200000000000001","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.3424","30","0.3626333333333333"
"9","70","0.5830000000000001","0.189","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4136","30","0.35566666666666663"
"9","105","0.016","0.20700000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.44480000000000003","30","0.3460000000000001"
"9","2040","0.29700000000000004","0.01","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.44899999999999995","30","0.3959"
"9","4610","0.517","0.02","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4492","30","0.4163"
"10","5","0.601","0.314","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0","30","0"
"10","35","0.638","0.18000000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.35500000000000004","30","0.32680000000000003"
"10","45","0.638","0.121","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.3896","30","0.3501666666666667"
"10","60","0.519","0.121","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4008","30","0.402"
"10","75","0.35700000000000004","0.08299999999999999","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4138","30","0.4053333333333333"
"10","85","0.24200000000000002","0.08299999999999999","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.41500000000000004","30","0.40373333333333333"
"10","110","0.186","0.169","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4586","30","0.3678333333333334"
"10","2495","0.268","0.196","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.46560000000000007","30","0.3474000000000001"
"11","5","0.789","0.432","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0","30","0"
"11","35","0.658","0.15000000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.346","30","0.3684"
"11","45","0.658","0.161","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.3698","30","0.3494666666666666"
"11","55","0.6","0.076","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.3952","30","0.3992333333333333"
"11","60","0.6","0.037","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4074","30","0.4106999999999999"
"11","65","0.7040000000000001","0.037","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.40940000000000004","30","0.41513333333333335"
"11","80","0.889","0.032","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.441","30","0.4099"
"11","695","0.428","0.035","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4488","30","0.4246"
"11","4615","0.624","0.14300000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4558","30","0.3885999999999999"
"12","5","0.061000000000000006","0.429","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0","30","0"
"12","15","0.01","0.41900000000000004","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.019600000000000003","30","0.019666666666666673"
"12","30","0.01","0.41200000000000003","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.019999999999999997","30","0.019166666666666676"
"12","40","0.01","0.42600000000000005","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.021","30","0.018966666666666673"
"12","50","0.325","0.168","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.3666","30","0.35436666666666666"
"12","60","0.199","0.155","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4042","30","0.36513333333333337"
"12","115","0.199","0.044000000000000004","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4224","30","0.4150333333333333"
"12","125","0.34400000000000003","0.044000000000000004","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4311999999999999","30","0.4261333333333333"
"12","400","0.591","0.159","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4408","30","0.36013333333333325"
"12","1100","0.062000000000000006","0.21700000000000003","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4438","30","0.33110000000000006"
"12","1885","0.5640000000000001","0.14900000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.47379999999999994","30","0.38013333333333343"
"13","5","0.323","0.17300000000000001","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4018","30","0.3650333333333334"
"13","10","0.323","0.196","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4368","30","0.34946666666666665"
"13","570","0.8310000000000001","0.018000000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4494000000000001","30","0.4155333333333333"
"13","2630","0.5780000000000001","0.067","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4542","30","0.4017999999999999"
"13","2940","0.01","0.222","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4606","30","0.37046666666666667"
"13","4045","0.15300000000000002","0.2","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.46880000000000005","30","0.32330000000000003"
"14","5","0.42600000000000005","0.051000000000000004","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4022","30","0.4209333333333334"
"14","10","0.35000000000000003","0.024","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4058","30","0.4013000000000001"
"14","15","0.35200000000000004","0.047","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4144","30","0.39263333333333333"
"14","20","0.276","0.047","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4312","30","0.4042000000000001"
"14","25","0.188","0.047","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4506","30","0.41116666666666657"
"14","195","0.6940000000000001","0.162","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4514","30","0.3469666666666668"
"14","4160","0.798","0.17","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.46040000000000003","30","0.32746666666666663"
"15","5","0.261","0.44","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0","30","0"
"15","75","0.24700000000000003","0.274","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.058399999999999994","30","0.03363333333333333"
"15","90","0.128","0.229","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.34140000000000004","30","0.3257"
"15","100","0.09999999999999999","0.229","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.36300000000000004","30","0.3088666666666667"
"15","105","0.01","0.229","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.3902","30","0.37056666666666666"
"15","170","0.104","0.20400000000000001","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.39899999999999997","30","0.3149"
"15","180","0.01","0.15000000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.414","30","0.37766666666666665"
"15","190","0.01","0.137","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.453","30","0.40933333333333327"
"15","595","0.47400000000000003","0.24200000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4542","30","0.2247"
"15","1155","0.651","0.105","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.45640000000000003","30","0.37716666666666665"
"15","4740","0.524","0.033","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4566","30","0.41130000000000005"
"16","5","0.333","0.17300000000000001","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.40540000000000004","30","0.34103333333333335"
"16","35","0.547","0.086","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.40679999999999994","30","0.4014333333333333"
"16","50","0.7040000000000001","0.093","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.41580000000000006","30","0.39423333333333327"
"16","60","0.684","0.063","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4324","30","0.42083333333333334"
"16","485","0.16","0.081","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.43479999999999996","30","0.3955666666666666"
"16","490","0.058","0.096","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.437","30","0.39500000000000013"
"16","675","0.983","0.09799999999999999","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4446","30","0.3938333333333333"
"16","760","0.41900000000000004","0.111","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4506","30","0.3673"
"16","4540","0.995","0.136","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4542","30","0.35496666666666665"
"17","5","0.9690000000000001","0.368","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0","30","0"
"17","45","0.14","0.257","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.09419999999999999","30","0.16283333333333333"
"17","50","0.324","0.257","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.10899999999999999","30","0.14243333333333333"
"17","70","0.324","0.225","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4142","30","0.30639999999999995"
"17","100","0.29000000000000004","0.192","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.43220000000000003","30","0.3879333333333333"
"17","490","0.612","0.038","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.45660000000000006","30","0.4154333333333334"
"17","2425","0.047","0.127","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4584","30","0.4118666666666666"
"18","5","0.323","0.227","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.27599999999999997","30","0.30950000000000005"
"18","15","0.4","0.227","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.3298","30","0.2682"
"18","20","0.4","0.24600000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4032","30","0.16369999999999998"
"18","75","0.063","0.17800000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4574","30","0.3624333333333334"
"18","1610","0.665","0.16","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4666","30","0.3791666666666667"
"19","5","0.028000000000000004","0.092","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.40140000000000003","30","0.40443333333333326"
"19","15","0.01","0.092","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.41720000000000007","30","0.4045333333333334"
"19","30","0.01","0.026000000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4286","30","0.4122666666666666"
"19","240","0.383","0.14200000000000002","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4302","30","0.3777"
"19","820","0.01","0.128","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4356","30","0.4048333333333333"
"19","1075","0.91","0.135","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.46099999999999997","30","0.37726666666666664"
"20","5","0.66","0.104","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.35","30","0.39043333333333335"
"20","15","0.66","0.052000000000000005","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.389","30","0.4191333333333332"
"20","20","0.66","0.103","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.391","30","0.39826666666666666"
"20","35","0.66","0.129","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.403","30","0.4043666666666669"
"20","40","0.62","0.133","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4248","30","0.37723333333333336"
"20","55","0.758","0.060000000000000005","129","1","""HK""","true","false","""constant""","1","15","365","""constant""","1.0E-5","false","true","365","50","false","5","true","false","false","5","0.4262","30","0.4075333333333333"
