"search-number","evaluation","number_of_agents*","number_of_opinion_dimensions*","model*","boundary_mean*","set-seed?*","boundary_distribution*","conformity_mean*","conformity_distribution*","boundary_std*","network_type*","scale_free_degree*","scale_free_selection-mu*","scale_free_selection-sigma*","scale_free_selection-distribution*","media_house_distribution*","number_of_media_houses*","media_house_distribution_normal_mean*","media_house_distribution_normal_std*","opinion_distribution*","opinion_mean*","opinion_std*","save_end_sim_data*","endsimdirectory*","use_media_influence_factor?*","media_influence_factor*","silence_alpha*","silence_tau*","silence_delta0*","classify_proponents_by_boundary?*","use_silence?*","fitness","num-replicates","best-fitness-so-far"
"1","4","1000","1","""HK""","0.23","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","15","-0.3999999999999999","0.8","""normal""","0.10000000000000009","0","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.30000000000000004","0","-0.3999999999999999","true","true","0.5095184510641297","4","0.5095184510641297"
"1","8","1000","1","""HK""","0.2","false","""normal""","1","""constant""","0.4","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","20","0.10000000000000009","0.6000000000000001","""normal""","-0.5","0","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","0.2","0","0.40000000000000013","true","true","0.38892847596247315","4","0.38892847596247315"
"1","12","1000","1","""HK""","0.23","false","""normal""","1","""constant""","0.1","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","20","-0.5","0.30000000000000004","""normal""","-0.7","0.2","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.7000000000000001","0.4","0","-0.29999999999999993","true","true","0.6000461085188447","4","0.38892847596247315"
"1","16","1000","1","""HK""","0.14","false","""normal""","1","""constant""","0.5","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","40","-0.29999999999999993","0.2","""normal""","-0.5","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","0","5","-0.8","true","true","0.34525390982272186","4","0.34525390982272186"
"1","20","1000","1","""HK""","0.17","false","""normal""","1","""constant""","0","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","5","0.8","0.2","""normal""","-0.19999999999999996","0.30000000000000004","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.5","4","0.6000000000000001","true","true","0.4582322401615264","4","0.34525390982272186"
"1","24","1000","1","""HK""","0.18000000000000002","false","""normal""","1","""constant""","0.4","""Scale-free""","4","0","1","""uniform""","""deterministic-normal""","20","-0.7","0.1","""normal""","-1","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.9","0.9","8","-0.8","true","true","0.3559632462577199","4","0.34525390982272186"
"1","28","1000","1","""HK""","0.02","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","15","-1","0.1","""normal""","0.5","0.1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","1","0.4","5","0.10000000000000009","true","true","0.6500232282187198","4","0.34525390982272186"
"1","32","1000","1","""HK""","0.09999999999999999","false","""normal""","1","""constant""","0.4","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","10","0","0.2","""normal""","-0.8","0","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","0.5","3","0.30000000000000004","true","true","0.37219631132746056","4","0.34525390982272186"
"1","36","1000","1","""HK""","0.15000000000000002","false","""normal""","1","""constant""","0.1","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","35","0.20000000000000018","0.4","""normal""","-0.09999999999999998","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","0.30000000000000004","8","-0.09999999999999998","true","true","0.18100068125386684","4","0.18100068125386684"
"1","40","1000","1","""HK""","0.02","false","""normal""","1","""constant""","0","""Scale-free""","4","0","1","""uniform""","""deterministic-normal""","30","-0.8","0.30000000000000004","""normal""","0.9000000000000001","0.4","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","0.7000000000000001","5","0.6000000000000001","true","true","0.5290980476685797","4","0.18100068125386684"
"1","44","1000","1","""HK""","0.14","false","""normal""","1","""constant""","0.5","""Scale-free""","4","0","1","""uniform""","""deterministic-normal""","30","0","1","""normal""","-0.6","0.2","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","0.4","0","-0.9","true","true","0.3679093815023029","4","0.18100068125386684"
"1","48","1000","1","""HK""","0.08","false","""normal""","1","""constant""","0.2","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","5","0.30000000000000004","0.5","""normal""","-0.7","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","1","3","0.10000000000000009","true","true","0.2057730019954755","4","0.18100068125386684"
"1","52","1000","1","""HK""","0.18000000000000002","false","""normal""","1","""constant""","0.5","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","35","-0.09999999999999998","0.8","""normal""","0.6000000000000001","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","0.9","8","-0.19999999999999996","true","true","0.34972104525379105","4","0.18100068125386684"
"1","56","1000","1","""HK""","0.060000000000000005","false","""normal""","1","""constant""","0.1","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","10","0.40000000000000013","0.8","""normal""","0.20000000000000018","0.30000000000000004","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","0.30000000000000004","2","0.40000000000000013","true","true","0.2862406277923801","4","0.18100068125386684"
"1","60","1000","1","""HK""","0.28","false","""normal""","1","""constant""","0","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","50","0.7000000000000002","0.30000000000000004","""normal""","-0.3999999999999999","0","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.8","1","1","0.6000000000000001","true","true","0.7156852607506536","4","0.18100068125386684"
"1","64","1000","1","""HK""","0.26","false","""normal""","1","""constant""","0.4","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","45","0.5","0.1","""normal""","0.40000000000000013","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.7000000000000001","0","1","-0.5","true","true","0.24541772880889212","4","0.18100068125386684"
"1","68","1000","1","""HK""","0.18000000000000002","false","""normal""","1","""constant""","0.5","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","35","0.8","0.9","""normal""","0.20000000000000018","0.5","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","0.6000000000000001","2","0.10000000000000009","true","true","0.31286229544631516","4","0.18100068125386684"
"1","72","1000","1","""HK""","0.28","false","""normal""","1","""constant""","0","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","35","0.30000000000000004","0.4","""normal""","-1","0","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.7000000000000001","0.2","8","-0.29999999999999993","true","true","0.7156852607506536","4","0.18100068125386684"
"1","76","1000","1","""HK""","0.060000000000000005","false","""normal""","1","""constant""","0.4","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","45","0.6000000000000001","1","""normal""","0.40000000000000013","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","0.4","0","0.5","true","true","0.19966914815535444","4","0.18100068125386684"
"1","80","1000","1","""HK""","0.03","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","10","-0.6","1","""normal""","-0.19999999999999996","0","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","0.1","7","-0.6","true","true","0.5095184510641297","4","0.18100068125386684"
"1","84","1000","1","""HK""","0.16","false","""normal""","1","""constant""","0.4","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","10","0.6000000000000001","0.8","""normal""","-0.9","0.5","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","0.1","0","0.30000000000000004","true","true","0.34245278206510776","4","0.18100068125386684"
"1","88","1000","1","""HK""","0.06999999999999999","false","""normal""","1","""constant""","0.1","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","0","0.9000000000000001","0.4","""normal""","1","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","0.5","8","0.8","true","true","0.17840779895404946","4","0.17840779895404946"
"1","92","1000","1","""HK""","0.12","false","""normal""","1","""constant""","0.1","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","25","-0.7","0.8","""normal""","-0.09999999999999998","0.5","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","0","4","-0.7","true","true","0.24036149771819115","4","0.17840779895404946"
"1","96","1000","1","""HK""","0.06999999999999999","false","""normal""","1","""constant""","0.4","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","10","0.5","0.5","""normal""","-0.09999999999999998","0.5","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","0.4","7","0.30000000000000004","true","true","0.31869712120401456","4","0.17840779895404946"
"1","100","1000","1","""HK""","0.09","false","""normal""","1","""constant""","0.4","""Scale-free""","4","0","1","""uniform""","""deterministic-normal""","0","-0.7","0.8","""normal""","0.40000000000000013","0.1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","0","3","-0.19999999999999996","true","true","0.44285172047016236","4","0.17840779895404946"
"1","104","1000","1","""HK""","0.15000000000000002","false","""normal""","1","""constant""","0.5","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","40","-0.6","0.2","""normal""","-0.7","0.5","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.1","0.9","8","0.8","true","true","0.3587246187553965","4","0.17840779895404946"
"1","108","1000","1","""HK""","0.13","false","""normal""","1","""constant""","0.5","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","45","-0.5","0.9","""normal""","-0.6","0.4","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","0.6000000000000001","4","-0.6","true","true","0.3857554790569122","4","0.17840779895404946"
"1","112","1000","1","""HK""","0.2","false","""normal""","1","""constant""","0.4","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","45","0.30000000000000004","0.2","""normal""","-0.3999999999999999","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","1","0.7000000000000001","5","0.10000000000000009","true","true","0.25274892247378955","4","0.17840779895404946"
"1","116","1000","1","""HK""","0.29000000000000004","false","""normal""","1","""constant""","0.4","""Scale-free""","4","0","1","""uniform""","""deterministic-normal""","20","-0.29999999999999993","0.4","""normal""","-0.29999999999999993","0.30000000000000004","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","0","10","-0.3999999999999999","true","true","0.4427068300995292","4","0.17840779895404946"
"1","120","1000","1","""HK""","0.28","false","""normal""","1","""constant""","0.30000000000000004","""Scale-free""","4","0","1","""uniform""","""deterministic-normal""","20","0.30000000000000004","0.2","""normal""","-1","0.5","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.8","9","0.7000000000000002","true","true","0.38695388909601325","4","0.17840779895404946"
"1","124","1000","1","""HK""","0.18000000000000002","false","""normal""","1","""constant""","0.4","""Scale-free""","4","0","1","""uniform""","""deterministic-normal""","20","-0.7","0.1","""normal""","-1","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.9","0.9","8","-1","true","true","0.3313174317328606","4","0.17840779895404946"
"1","128","1000","1","""HK""","0.06999999999999999","false","""normal""","1","""constant""","0.2","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","0","0.7000000000000002","0.4","""normal""","1","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","0.7000000000000001","5","-0.29999999999999993","true","true","0.2996558553021617","4","0.17840779895404946"
"1","132","1000","1","""HK""","0.2","false","""normal""","1","""constant""","0.4","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","45","0.30000000000000004","0.2","""normal""","-0.6","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","0.5","10","0.8","true","true","0.3316045408373865","4","0.17840779895404946"
