"search-number","evaluation","number_of_agents*","number_of_opinion_dimensions*","model*","boundary_mean*","set-seed?*","boundary_distribution*","conformity_mean*","conformity_distribution*","boundary_std*","network_type*","scale_free_degree*","scale_free_selection-mu*","scale_free_selection-sigma*","scale_free_selection-distribution*","media_house_distribution*","number_of_media_houses*","media_house_distribution_normal_mean*","media_house_distribution_normal_std*","opinion_distribution*","opinion_mean*","opinion_std*","save_end_sim_data*","endsimdirectory*","use_media_influence_factor?*","media_influence_factor*","silence_alpha*","silence_tau*","silence_delta0*","classify_proponents_by_boundary?*","use_silence?*","fitness","num-replicates","best-fitness-so-far"
"1","4","1000","1","""HK""","0.29000000000000004","false","""normal""","1","""constant""","0.5","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","0","0","1","""normal""","0.20000000000000018","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","1","0","0","true","false","0.4140035755696333","4","0.4140035755696333"
"1","8","1000","1","""HK""","0.2","false","""normal""","1","""constant""","0.4","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","0","0","1","""normal""","-0.5","0.5","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","1","0","0","true","false","0.4284877159512675","4","0.4140035755696333"
"1","12","1000","1","""HK""","0.13","false","""normal""","1","""constant""","0.4","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","0","0","1","""normal""","-0.9","0.1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","1","0","0","true","false","0.4303909805171512","4","0.4140035755696333"
"1","16","1000","1","""HK""","0.25","false","""normal""","1","""constant""","0.2","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","0","0","1","""normal""","0.8","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","1","0","0","true","false","0.4058738395564412","4","0.4058738395564412"
"1","20","1000","1","""HK""","0.04","false","""normal""","1","""constant""","0.5","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","0","0","1","""normal""","0.7000000000000002","0.7000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","1","0","0","true","false","0.3850941540508328","4","0.3850941540508328"
"1","24","1000","1","""HK""","0.17","false","""normal""","1","""constant""","0.30000000000000004","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","0","0","1","""normal""","0.40000000000000013","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","1","0","0","true","false","0.38394361583566966","4","0.38394361583566966"
"1","28","1000","1","""HK""","0.11","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","0","0","1","""normal""","0.9000000000000001","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","1","0","0","true","false","0.2414727950330111","4","0.2414727950330111"
"1","32","1000","1","""HK""","0.19","false","""normal""","1","""constant""","0.2","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","0","0","1","""normal""","-0.29999999999999993","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","1","0","0","true","false","0.3785003156306601","4","0.2414727950330111"
"1","36","1000","1","""HK""","0.09999999999999999","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","0","0","1","""normal""","0.10000000000000009","0.1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","1","0","0","true","false","0.46793525445955775","4","0.2414727950330111"
"1","40","1000","1","""HK""","0.04","false","""normal""","1","""constant""","0","""Scale-free""","4","0","1","""uniform""","""deterministic-normal""","0","0","1","""normal""","1","0.4","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","1","0","0","true","false","0.5806552991675614","4","0.2414727950330111"
