"search-number","evaluation","evals-requested-so-far","number_of_agents*","number_of_opinion_dimensions*","model*","boundary_mean*","set-seed?*","boundary_distribution*","conformity_mean*","conformity_distribution*","boundary_std*","network_type*","scale_free_degree*","scale_free_selection-mu*","scale_free_selection-sigma*","scale_free_selection-distribution*","media_house_distribution*","number_of_media_houses*","media_house_distribution_normal_mean*","media_house_distribution_normal_std*","opinion_distribution*","opinion_mean*","opinion_std*","save_end_sim_data*","endsimdirectory*","use_media_influence_factor?*","media_influence_factor*","silence_alpha*","silence_tau*","silence_delta0*","classify_proponents_by_boundary?*","use_silence?*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","1","120","1000","1","""HK""","0.17","false","""normal""","1","""constant""","0.5","""Scale-free""","4","0","1","""uniform""","""deterministic-normal""","5","1","0.2","""normal""","-0.19999999999999996","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.8","0.30000000000000004","2","-1","true","true","""346646442""","0.3469237454157695","0.3469237454157695","0.3469237454157695","0","0.3469237454157695"
"1","2","120","1000","1","""HK""","0.17","false","""normal""","1","""constant""","0.5","""Scale-free""","4","0","1","""uniform""","""deterministic-normal""","5","1","0.2","""normal""","-0.19999999999999996","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.8","0.30000000000000004","2","-1","true","true","""-1546673549""","0.33626984073973926","0.33626984073973926","0.33626984073973926","0","0.33626984073973926"
"1","3","120","1000","1","""HK""","0.17","false","""normal""","1","""constant""","0.5","""Scale-free""","4","0","1","""uniform""","""deterministic-normal""","5","1","0.2","""normal""","-0.19999999999999996","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.8","0.30000000000000004","2","-1","true","true","""-1708829527""","0.3341442513634001","0.3341442513634001","0.3341442513634001","0","0.3341442513634001"
"1","4","120","1000","1","""HK""","0.17","false","""normal""","1","""constant""","0.5","""Scale-free""","4","0","1","""uniform""","""deterministic-normal""","5","1","0.2","""normal""","-0.19999999999999996","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.8","0.30000000000000004","2","-1","true","true","""1044336419""","0.3293979810277228","0.3293979810277228","0.3293979810277228","0","0.3293979810277228"
"1","5","120","1000","1","""HK""","0.060000000000000005","false","""normal""","1","""constant""","0.2","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","10","-0.7","0.6000000000000001","""normal""","-0.29999999999999993","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","1","4","-0.9","true","true","""-83660773""","0.15269092421639768","0.15269092421639768","0.15269092421639768","0","0.15269092421639768"
"1","6","120","1000","1","""HK""","0.060000000000000005","false","""normal""","1","""constant""","0.2","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","10","-0.7","0.6000000000000001","""normal""","-0.29999999999999993","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","1","4","-0.9","true","true","""1994872336""","0.14703438872407845","0.14703438872407845","0.14703438872407845","0","0.14703438872407845"
"1","7","120","1000","1","""HK""","0.060000000000000005","false","""normal""","1","""constant""","0.2","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","10","-0.7","0.6000000000000001","""normal""","-0.29999999999999993","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","1","4","-0.9","true","true","""-2042492300""","0.13282221076062162","0.13282221076062162","0.13282221076062162","0","0.13282221076062162"
"1","8","120","1000","1","""HK""","0.060000000000000005","false","""normal""","1","""constant""","0.2","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","10","-0.7","0.6000000000000001","""normal""","-0.29999999999999993","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","1","4","-0.9","true","true","""-933152907""","0.15310093257641905","0.15310093257641905","0.15310093257641905","0","0.15310093257641905"
"1","9","120","1000","1","""HK""","0.03","false","""normal""","1","""constant""","0.4","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","35","-0.7","0","""normal""","1","0.7000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.7000000000000001","0.4","0","-0.9","true","true","""-190950875""","0.3343259006132664","0.3343259006132664","0.3343259006132664","0","0.3343259006132664"
"1","10","120","1000","1","""HK""","0.03","false","""normal""","1","""constant""","0.4","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","35","-0.7","0","""normal""","1","0.7000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.7000000000000001","0.4","0","-0.9","true","true","""-1350227067""","0.3438323880522426","0.3438323880522426","0.3438323880522426","0","0.3438323880522426"
