"search-number","evaluation","number_of_agents*","number_of_opinion_dimensions*","model*","boundary_mean*","set-seed?*","boundary_distribution*","conformity_mean*","conformity_distribution*","boundary_std*","network_type*","scale_free_degree*","scale_free_selection-mu*","scale_free_selection-sigma*","scale_free_selection-distribution*","media_house_distribution*","number_of_media_houses*","media_house_distribution_normal_mean*","media_house_distribution_normal_std*","opinion_distribution*","opinion_mean*","opinion_std*","save_end_sim_data*","endsimdirectory*","use_media_influence_factor?*","media_influence_factor*","silence_alpha*","silence_tau*","silence_delta0*","classify_proponents_by_boundary?*","use_silence?*","num-replicates","best-fitness-so-far"
"1","4","1000","1","""HK""","0.23","false","""normal""","1","""constant""","0.1","""Scale-free""","1","0","1","""uniform""","""deterministic-normal""","15","-0.3999999999999999","0.8","""normal""","0.10000000000000009","0","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.2","0.30000000000000004","0","-0.3999999999999999","true","true","4","0.5095184510641297"
"1","8","1000","1","""HK""","0.2","false","""normal""","1","""constant""","0.4","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","20","0.10000000000000009","0.6000000000000001","""normal""","-0.5","0","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","0.2","0","0.40000000000000013","true","true","4","0.38892847596247315"
"1","16","1000","1","""HK""","0.14","false","""normal""","1","""constant""","0.5","""Scale-free""","5","0","1","""uniform""","""deterministic-normal""","40","-0.29999999999999993","0.2","""normal""","-0.5","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","0","5","-0.8","true","true","4","0.34525390982272186"
"1","36","1000","1","""HK""","0.15000000000000002","false","""normal""","1","""constant""","0.1","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","35","0.20000000000000018","0.4","""normal""","-0.09999999999999998","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","0.30000000000000004","8","-0.09999999999999998","true","true","4","0.18100068125386684"
"1","88","1000","1","""HK""","0.06999999999999999","false","""normal""","1","""constant""","0.1","""Scale-free""","3","0","1","""uniform""","""deterministic-normal""","0","0.9000000000000001","0.4","""normal""","1","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0","0.5","8","0.8","true","true","4","0.17840779895404946"
"1","188","1000","1","""HK""","0.08","false","""normal""","1","""constant""","0.1","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","5","0.30000000000000004","0.4","""normal""","-0.09999999999999998","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","0.30000000000000004","8","0","true","true","4","0.1677658103893082"
"1","196","1000","1","""HK""","0.08","false","""normal""","1","""constant""","0.2","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","5","0.30000000000000004","0.4","""normal""","-0.09999999999999998","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","0.4","9","0","true","true","4","0.15257657635242455"
"1","232","1000","1","""HK""","0.08","false","""normal""","1","""constant""","0.2","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","10","0.30000000000000004","0.5","""normal""","-0.09999999999999998","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.6000000000000001","0.4","9","0","true","true","4","0.14886189093605537"
"1","248","1000","1","""HK""","0.08","false","""normal""","1","""constant""","0.1","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","0","0.20000000000000018","0.4","""normal""","-0.09999999999999998","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","0.4","9","0","true","true","4","0.13643042754523466"
"1","268","1000","1","""HK""","0.05","false","""normal""","1","""constant""","0.1","""Scale-free""","2","0","1","""uniform""","""deterministic-normal""","0","0.20000000000000018","0.4","""normal""","-0.09999999999999998","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step6_Trial""","true","0.4","0.4","9","0","true","true","4","0.1121044917150667"
