random-seed,20
conformity-mean,0.2
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,101
boundary-mean,0.3
boundary-sd,0.1
boundary-distribution,normal
SPIRO-mean,0.25
SPIRO-sd,0
SPIRO-distribution,normal
Identity-Type,global
Identity-Levels,7
Use_Identity?,true
timeStep, agentID, opinion, previousOpinion, boundary, conformity, SPIRO, groupNumber
0,93,[0.6918],[0.71],0.173,0.2,0.25,204
0,46,[-0.2558],[-0.229],0.163,0.2,0.25,203
0,92,[0.5144],[0.532],0.192,0.2,0.25,204
0,27,[-0.3268],[-0.259],0.392,0.2,0.25,203
0,42,[-0.89],[-0.951],0.342,0.2,0.25,203
0,19,[-0.494],[-0.468],0.491,0.2,0.25,203
0,8,[0.2536],[0.255],0.131,0.2,0.25,204
0,90,[-0.6956],[-0.72],0.389,0.2,0.25,203
0,45,[0.40459999999999996],[0.41],0.463,0.2,0.25,204
0,61,[0.2902],[0.267],0.4,0.2,0.25,204
0,49,[-0.2682],[-0.214],0.275,0.2,0.25,203
0,79,[0.207],[0.179],0.279,0.2,0.25,204
0,83,[0.27340000000000003],[0.27],0.217,0.2,0.25,204
0,0,[-0.8636],[-0.916],0.318,0.2,0.25,203
0,38,[0.747],[0.838],0.498,0.2,0.25,204
0,66,[-0.8732000000000001],[-0.928],0.319,0.2,0.25,203
0,58,[-0.7932],[-0.842],0.427,0.2,0.25,203
0,63,[0.5569999999999999],[0.593],0.298,0.2,0.25,204
0,13,[0.5686],[0.6],0.276,0.2,0.25,204
0,20,[-0.7038],[-0.728],0.296,0.2,0.25,203
0,89,[0.4174],[0.426],0.468,0.2,0.25,204
0,81,[-0.8094],[-0.833],0.198,0.2,0.25,203
0,5,[-0.2724],[-0.191],0.448,0.2,0.25,203
0,3,[0.5678],[0.584],0.185,0.2,0.25,204
0,85,[0.8948],[0.984],0.368,0.2,0.25,204
0,30,[-0.498],[-0.473],0.372,0.2,0.25,203
0,24,[0.3236],[0.326],0.154,0.2,0.25,204
0,11,[0.324],[0.316],0.287,0.2,0.25,204
