random-seed,20
conformity-mean,0.2
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,101
boundary-mean,0.3
boundary-sd,0
boundary-distribution,normal
SPIRO-mean,0.25
SPIRO-sd,0
SPIRO-distribution,normal
Identity-Type,global
Identity-Levels,7
Use_Identity?,true
timeStep, agentID, opinion, previousOpinion, boundary, conformity, SPIRO, groupNumber
0,94,[0.5726],[0.6],0.3,0.2,0.25,204
0,77,[-0.5394],[-0.532],0.3,0.2,0.25,203
0,40,[-0.7006],[-0.729],0.3,0.2,0.25,203
0,20,[-0.4018],[-0.364],0.3,0.2,0.25,203
0,21,[-0.7684000000000001],[-0.81],0.3,0.2,0.25,203
0,17,[-0.6966],[-0.724],0.3,0.2,0.25,203
0,3,[0.78],[0.835],0.3,0.2,0.25,204
0,76,[-0.2416],[-0.186],0.3,0.2,0.25,203
0,15,[-0.7636000000000001],[-0.804],0.3,0.2,0.25,203
0,48,[0.4434],[0.441],0.3,0.2,0.25,204
0,46,[0.42019999999999996],[0.412],0.3,0.2,0.25,204
0,72,[0.3442],[0.326],0.3,0.2,0.25,204
0,57,[0.4818],[0.489],0.3,0.2,0.25,204
0,80,[-0.6779999999999999],[-0.703],0.3,0.2,0.25,203
0,98,[-0.855],[-0.904],0.3,0.2,0.25,203
0,86,[-0.7764],[-0.818],0.3,0.2,0.25,203
0,38,[0.7842],[0.838],0.3,0.2,0.25,204
0,83,[-0.509],[-0.494],0.3,0.2,0.25,203
0,11,[0.3362],[0.316],0.3,0.2,0.25,204
0,22,[-0.327],[-0.278],0.3,0.2,0.25,203
0,81,[-0.7934],[-0.833],0.3,0.2,0.25,203
0,39,[0.3162],[0.291],0.3,0.2,0.25,204
0,6,[0.1336],[0.083],0.3,0.2,0.25,204
0,5,[-0.2456],[-0.191],0.3,0.2,0.25,203
0,18,[0.5576],[0.584],0.3,0.2,0.25,204
0,54,[0.5058],[0.519],0.3,0.2,0.25,204
0,53,[-0.7958],[-0.836],0.3,0.2,0.25,203
0,71,[-0.7214],[-0.755],0.3,0.2,0.25,203
0,96,[0.4496],[0.449],0.3,0.2,0.25,204
0,61,[0.16260000000000002],[0.112],0.3,0.2,0.25,204
0,24,[0.5418],[0.564],0.3,0.2,0.25,204
0,35,[0.2202],[0.179],0.3,0.2,0.25,204
0,91,[-0.3524],[-0.306],0.3,0.2,0.25,203
0,55,[-0.6138],[-0.625],0.3,0.2,0.25,203
0,84,[-0.4034],[-0.366],0.3,0.2,0.25,203
0,36,[-0.4882],[-0.468],0.3,0.2,0.25,203
0,62,[0.128],[0.076],0.3,0.2,0.25,204
0,82,[-0.7438],[-0.783],0.3,0.2,0.25,203
0,14,[-0.529],[-0.519],0.3,0.2,0.25,203
