"BehaviorSpace results (NetLogo 6.2.2)"
"polarized4D.nlogo"
"polarizedStartPart89"
"03/28/2022 07:48:37:531 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","opinions","boundary","id_threshold","polrzd_opnns","polrzd_dist","polrzd_ratio","conformity-level","tolerance-level","p-speaking-level","mode","p-random","n-neis","max-ticks","record-each-n-steps","polar_repeats","draw_id_threshold","model","Centroids_change","boundary-drawn","tolerance-drawn","p-speaking-drawn","use_opponents_ratio?","polarisation-each-n-steps","d_threshold","ESBG_furthest_out","identity_levels","record-length","centroid_color?","conformity-drawn","N_centroids","dissatisfied_updates_opinion","create-links-randomly?","killing_centroids?","N-agents","construct-name?","avoid-redundancies?","HK-benchmark?","min-comm-neis","threshold_drawn","identity_type","X-opinion","Y-opinion","cut-links-randomly?","record?","updating","set-seed?","network-change","[step]","betweenness_start","eigenvector_start","clustering_start","mean_path_start","normalized_polarization_start","ESBSG_polarization_start","mean_op1_start","mean_op2_start","mean_op3_start","mean_op4_start","sd_op1_start","sd_op2_start","sd_op3_start","sd_op4_start","median_op1_start","median_op2_start","median_op3_start","median_op4_start","lower_op1_start","lower_op2_start","lower_op3_start","lower_op4_start","upper_op1_start","upper_op2_start","upper_op3_start","upper_op4_start","betweenness_final","eigenvector_final","clustering_final","mean_path_final","normalized_polarization_final","ESBSG_polarization_final","mean_op1_final","mean_op2_final","mean_op3_final","mean_op4_final","sd_op1_final","sd_op2_final","sd_op3_final","sd_op4_final","median_op1_final","median_op2_final","median_op3_final","median_op4_final","lower_op1_final","lower_op2_final","lower_op3_final","lower_op4_final","upper_op1_final","upper_op2_final","upper_op3_final","upper_op4_final"
"27","101","4","0.04","0.13","3","1","0.5","0.45","0.648","0.5","openly-listen","0.27","7","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","81.48837209302332","0.6817157109292308","0.3417922016597225","2.2732558139534884","0.601","0.436","-0.007751937984496124","-0.007751937984496124","-0.007751937984496124","-0.0041395348837209205","1.0038684863987397","1.0038684863987397","1.0038684863987397","0.6028255311472028","-1","-1","-1","-0.043","-1","-1","-1","-1","1","1","1","1","113.51162790697674","0.28023351850022493","0.6782478252340076","2.7736191860465116","0.616","0.44","-0.007751937984496124","-0.007751937984496124","-0.007751937984496124","-0.010661278293011691","1.00386848639874","1.0038684863987397","1.0038684863987393","0.594163201717975","-1","-1","-1","0.1007364491710814","-1","-1","-1","-1","1","1","1","1"
"18","101","4","0.04","0.09","3","1","0.5","0.45","0.648","0.5","openly-listen","0.27","7","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","81.48837209302324","0.6817157109292312","0.34179220165972246","2.2732558139534884","0.604","0.436","-0.007751937984496124","-0.007751937984496124","-0.007751937984496124","-0.00413953488372093","1.00386848639874","1.00386848639874","1.0038684863987397","0.6028255311472025","-1","-1","-1","-0.043","-1","-1","-1","-1","1","1","1","1","112.82945736434107","0.32301773229715636","0.6569881615629494","2.7629602713178296","0.616","0.447","-0.007751937984496124","-0.007751937984496124","-0.007751937984496124","-0.0038930616103847585","1.0038684863987397","1.0038684863987397","1.00386848639874","0.5625145504308517","-1","-1","-1","0.08630227429988564","-1","-1","-1","-1","1","1","1","1"
"16","101","4","0.04","0.09","3","0.35","0.5","0.45","0.648","0.5","openly-listen","0.27","7","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","81.48837209302329","0.6817157109292306","0.3417922016597226","2.2732558139534884","0.286","0.12","-0.0027131782945736425","-0.0027131782945736425","-0.0027131782945736425","-0.004139534883720918","0.3513539702395587","0.3513539702395587","0.3513539702395588","0.6028255311472026","-0.35","-0.35","-0.35","-0.043","-0.35","-0.35","-0.35","-0.35","0.35","0.35","0.35","0.35","105.59689922480625","0.223517575304631","0.6514573716369582","2.649951550387597","0.283","0.112","-0.0027131782945736442","-0.0027131782945736425","-0.0027131782945736425","-0.01259542612073034","0.35135397023955867","0.3513539702395587","0.35135397023955883","0.5505242352985463","-0.35","-0.35","-0.35","-0.07387651369715804","-0.35","-0.35","-0.35","-0.35","0.35","0.35","0.35","0.35"
"7","101","4","0.04","0.05","3","0.35","0.5","0.45","0.648","0.5","openly-listen","0.27","7","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","81.48837209302329","0.6817157109292306","0.3417922016597226","2.2732558139534884","0.286","0.12","-0.0027131782945736425","-0.0027131782945736425","-0.0027131782945736425","-0.004139534883720918","0.3513539702395587","0.3513539702395587","0.3513539702395588","0.6028255311472026","-0.35","-0.35","-0.35","-0.043","-0.35","-0.35","-0.35","-0.35","0.35","0.35","0.35","0.35","105.59689922480625","0.223517575304631","0.6514573716369582","2.649951550387597","0.283","0.112","-0.0027131782945736442","-0.0027131782945736425","-0.0027131782945736425","-0.01259542612073034","0.35135397023955867","0.3513539702395587","0.35135397023955883","0.5505242352985463","-0.35","-0.35","-0.35","-0.07387651369715804","-0.35","-0.35","-0.35","-0.35","0.35","0.35","0.35","0.35"
"25","101","4","0.04","0.13","3","0.35","0.5","0.45","0.648","0.5","openly-listen","0.27","7","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","81.48837209302329","0.6817157109292306","0.3417922016597226","2.2732558139534884","0.286","0.12","-0.0027131782945736425","-0.0027131782945736425","-0.0027131782945736425","-0.004139534883720918","0.3513539702395587","0.3513539702395587","0.3513539702395588","0.6028255311472026","-0.35","-0.35","-0.35","-0.043","-0.35","-0.35","-0.35","-0.35","0.35","0.35","0.35","0.35","105.59689922480625","0.223517575304631","0.6514573716369582","2.649951550387597","0.283","0.112","-0.0027131782945736442","-0.0027131782945736425","-0.0027131782945736425","-0.01259542612073034","0.35135397023955867","0.3513539702395587","0.35135397023955883","0.5505242352985463","-0.35","-0.35","-0.35","-0.07387651369715804","-0.35","-0.35","-0.35","-0.35","0.35","0.35","0.35","0.35"
"8","101","4","0.04","0.05","3","0.7","0.5","0.45","0.648","0.5","openly-listen","0.27","7","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","81.48837209302329","0.6817157109292306","0.3417922016597226","2.2732558139534884","0.453","0.305","-0.0054263565891472885","-0.0054263565891472885","-0.0054263565891472885","-0.0041395348837209465","0.7027079404791174","0.7027079404791176","0.7027079404791174","0.6028255311472027","-0.7","-0.7","-0.7","-0.043","-0.7","-0.7","-0.7","-0.7","0.7","0.7","0.7","0.7","111.2170542635659","0.20178562182385426","0.6451463920524513","2.737766472868217","0.465","0.311","-0.005426356589147285","-0.005426356589147285","-0.0054263565891472885","-5.4560111305539085E-5","0.7027079404791177","0.7027079404791176","0.7027079404791174","0.594024712012893","-0.7","-0.7","-0.7","0.14299011406631654","-0.7","-0.7","-0.7","-0.7","0.7","0.7","0.7","0.7"
"26","101","4","0.04","0.13","3","0.7","0.5","0.45","0.648","0.5","openly-listen","0.27","7","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","81.48837209302329","0.6817157109292306","0.3417922016597226","2.2732558139534884","0.453","0.305","-0.0054263565891472885","-0.0054263565891472885","-0.0054263565891472885","-0.0041395348837209465","0.7027079404791174","0.7027079404791176","0.7027079404791174","0.6028255311472027","-0.7","-0.7","-0.7","-0.043","-0.7","-0.7","-0.7","-0.7","0.7","0.7","0.7","0.7","111.2170542635659","0.20178562182385426","0.6451463920524513","2.737766472868217","0.465","0.311","-0.005426356589147285","-0.005426356589147285","-0.0054263565891472885","-5.4560111305539085E-5","0.7027079404791177","0.7027079404791176","0.7027079404791174","0.594024712012893","-0.7","-0.7","-0.7","0.14299011406631654","-0.7","-0.7","-0.7","-0.7","0.7","0.7","0.7","0.7"
"17","101","4","0.04","0.09","3","0.7","0.5","0.45","0.648","0.5","openly-listen","0.27","7","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","81.48837209302329","0.6817157109292306","0.3417922016597226","2.2732558139534884","0.453","0.305","-0.0054263565891472885","-0.0054263565891472885","-0.0054263565891472885","-0.0041395348837209465","0.7027079404791174","0.7027079404791176","0.7027079404791174","0.6028255311472027","-0.7","-0.7","-0.7","-0.043","-0.7","-0.7","-0.7","-0.7","0.7","0.7","0.7","0.7","111.2170542635659","0.20178562182385426","0.6451463920524513","2.737766472868217","0.465","0.311","-0.005426356589147285","-0.005426356589147285","-0.0054263565891472885","-5.4560111305539085E-5","0.7027079404791177","0.7027079404791176","0.7027079404791174","0.594024712012893","-0.7","-0.7","-0.7","0.14299011406631654","-0.7","-0.7","-0.7","-0.7","0.7","0.7","0.7","0.7"
"9","101","4","0.04","0.05","3","1","0.5","0.45","0.648","0.5","openly-listen","0.27","7","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","81.48837209302329","0.6817157109292306","0.34179220165972257","2.2732558139534884","0.604","0.436","-0.007751937984496124","-0.007751937984496124","-0.007751937984496124","-0.004139534883720927","1.0038684863987397","1.0038684863987395","1.00386848639874","0.6028255311472026","-1","-1","-1","-0.043","-1","-1","-1","-1","1","1","1","1","105.93023255813952","0.20317286687186284","0.6461301483735722","2.65515988372093","0.617","0.447","-0.007751937984496124","-0.007751937984496124","-0.007751937984496124","0.009035785790769486","1.0038684863987397","1.0038684863987397","1.0038684863987395","0.5816506998859785","-1","-1","-1","0.11706234710393365","-1","-1","-1","-1","1","1","1","1"
"14","101","4","0.04","0.09","2","0.7","0.5","0.45","0.648","0.5","openly-listen","0.27","7","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","81.48837209302329","0.6817157109292306","0.3417922016597226","2.2732558139534884","0.34","0.2","-0.005426356589147285","-0.005426356589147285","-0.0317906976744186","-0.004139534883720931","0.7027079404791176","0.7027079404791176","0.5731337332270634","0.6028255311472028","-0.7","-0.7","0.015","-0.043","-0.7","-0.7","-0.7","-0.7","0.7","0.7","0.7","0.7","46.240310077519375","0.4250167302129779","0.7487966564365569","false","0.338","0.205","-0.0054263565891472885","-0.005426356589147285","-0.0014844190061693962","0.0038812573761718505","0.7027079404791174","0.7027079404791176","0.5636925673008306","0.5841420658679481","-0.7","-0.7","0.01900000045801301","0.025420868818101384","-0.7","-0.7","-0.7","-0.7","0.7","0.7","0.7","0.7"
