random-seed,20
conformity-mean,0.2
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,101
boundary-mean,0.1
boundary-sd,0.1
boundary-distribution,normal
SPIRO-mean,0.25
SPIRO-sd,0
SPIRO-distribution,normal
Identity-Type,global
Identity-Levels,7
Use_Identity?,true
timeStep, agentID, opinion, previousOpinion, boundary, conformity, SPIRO, groupNumber
0,28,[0.3256],[0.313],0.348,0.2,0.25,203
0,59,[-0.373],[-0.364],0.18,0.2,0.25,204
0,81,[0.2092],[0.21],0.143,0.2,0.25,203
0,31,[-0.28400000000000003],[-0.281],0.095,0.2,0.25,204
0,29,[-0.615],[-0.615],0.146,0.2,0.25,204
0,35,[0.27180000000000004],[0.27],0.017,0.2,0.25,203
0,60,[-0.7584],[-0.761],0.065,0.2,0.25,204
0,23,[0.6558],[0.656],0.059,0.2,0.25,203
0,87,[0.8533999999999999],[0.849],0.036,0.2,0.25,203
0,55,[-0.0128],[-0.014],0.019,0.2,0.25,203
0,49,[-0.6026],[-0.602],0.144,0.2,0.25,204
0,43,[0.3688],[0.373],0.07,0.2,0.25,203
0,65,[0.1784],[0.165],0.203,0.2,0.25,203
0,32,[-0.3618],[-0.363],0.111,0.2,0.25,204
0,86,[0.5176000000000001],[0.525],0.078,0.2,0.25,203
0,45,[0.40099999999999997],[0.41],0.263,0.2,0.25,203
0,75,[-0.8654000000000001],[-0.904],0.247,0.2,0.25,204
0,3,[0.8934000000000001],[0.92],0.15,0.2,0.25,203
0,40,[-0.7166],[-0.728],0.204,0.2,0.25,204
0,13,[-0.1],[-0.1],0.002,0.2,0.25,204
0,98,[0.8363999999999999],[0.835],0.01,0.2,0.25,203
0,18,[-0.9126],[-0.944],0.208,0.2,0.25,204
0,61,[0.1268],[0.094],0.299,0.2,0.25,203
0,63,[-0.263],[-0.214],0.28,0.2,0.25,204
0,24,[-0.4522],[-0.452],0.102,0.2,0.25,204
0,44,[0.7373999999999999],[0.738],0.057,0.2,0.25,203
0,71,[0.08560000000000001],[0.083],0.072,0.2,0.25,203
0,88,[0.047],[0.047],0.003,0.2,0.25,203
0,70,[0.41259999999999997],[0.412],0.047,0.2,0.25,203
0,4,[-0.8119999999999999],[-0.818],0.139,0.2,0.25,204
0,90,[-0.962],[-0.995],0.162,0.2,0.25,204
0,84,[0.23800000000000002],[0.233],0.212,0.2,0.25,203
0,66,[-0.8846],[-0.928],0.26,0.2,0.25,204
0,50,[0.5594],[0.562],0.038,0.2,0.25,203
0,11,[0.1718],[0.167],0.15,0.2,0.25,203
0,14,[0.0258],[0.013],0.086,0.2,0.25,203
0,74,[0.1412],[0.125],0.198,0.2,0.25,203
0,95,[0.214],[0.189],0.3,0.2,0.25,203
0,57,[0.6884],[0.694],0.069,0.2,0.25,203
0,79,[0.1782],[0.179],0.017,0.2,0.25,203
0,68,[-0.8068000000000001],[-0.81],0.09,0.2,0.25,204
0,52,[-0.2156],[-0.186],0.204,0.2,0.25,204
0,0,[-0.8988],[-0.916],0.118,0.2,0.25,204
0,56,[-0.6888],[-0.688],0.141,0.2,0.25,204
0,37,[0.9318],[0.944],0.088,0.2,0.25,203
0,83,[-0.229],[-0.229],0.002,0.2,0.25,204
0,1,[-0.324],[-0.324],0.005,0.2,0.25,204
0,9,[0.478],[0.493],0.213,0.2,0.25,203
0,36,[-0.5126000000000001],[-0.512],0.088,0.2,0.25,204
0,16,[-0.634],[-0.634],0.006,0.2,0.25,204
0,77,[0.1652],[0.168],0.094,0.2,0.25,203
0,5,[0.4058],[0.411],0.11,0.2,0.25,203
0,96,[-0.7402],[-0.755],0.2,0.2,0.25,204
0,100,[-0.0226],[-0.049],0.128,0.2,0.25,203
0,12,[-0.9828],[-0.999],0.093,0.2,0.25,204
0,8,[-0.6903999999999999],[-0.69],0.14,0.2,0.25,204
0,27,[0.4028],[0.413],0.121,0.2,0.25,203
0,82,[0.4742],[0.476],0.062,0.2,0.25,203
0,15,[-0.8089999999999999],[-0.846],0.274,0.2,0.25,204
0,34,[-0.2112],[-0.209],0.061,0.2,0.25,204
0,67,[-0.45980000000000004],[-0.462],0.07,0.2,0.25,204
0,48,[0.02],[0.019],0.05,0.2,0.25,203
0,2,[0.572],[0.572],0.002,0.2,0.25,203
0,7,[-0.3072],[-0.306],0.027,0.2,0.25,204
0,21,[-0.1716],[-0.152],0.111,0.2,0.25,204
0,94,[0.6978],[0.73],0.245,0.2,0.25,203
0,91,[-0.3784],[-0.356],0.217,0.2,0.25,204
0,20,[0.1784],[0.177],0.038,0.2,0.25,203
0,51,[0.2574],[0.233],0.333,0.2,0.25,203
0,42,[0.6042],[0.6],0.076,0.2,0.25,203
0,10,[0.8546],[0.875],0.151,0.2,0.25,203
0,26,[0.7063999999999999],[0.708],0.128,0.2,0.25,203
0,89,[-0.796],[-0.797],0.028,0.2,0.25,204
0,62,[-0.1524],[-0.128],0.161,0.2,0.25,204
0,39,[0.2882],[0.291],0.204,0.2,0.25,203
0,73,[0.5408000000000001],[0.542],0.09,0.2,0.25,203
0,33,[-0.2898],[-0.294],0.074,0.2,0.25,204
0,64,[0.0504],[0.039],0.091,0.2,0.25,203
0,25,[0.2884],[0.289],0.018,0.2,0.25,203
0,47,[-0.5202],[-0.519],0.089,0.2,0.25,204
0,93,[-0.4708],[-0.453],0.244,0.2,0.25,204
0,69,[-0.5006],[-0.494],0.165,0.2,0.25,204
0,80,[0.1682],[0.148],0.231,0.2,0.25,203
0,72,[0.3524],[0.359],0.182,0.2,0.25,203
0,78,[0.3856],[0.388],0.313,0.2,0.25,203
0,54,[0.103],[0.092],0.14,0.2,0.25,203
0,38,[-0.757],[-0.781],0.242,0.2,0.25,204
0,92,[0.217],[0.217],0.003,0.2,0.25,203
0,22,[0.0026000000000000007],[-0.007],0.082,0.2,0.25,203
0,41,[-0.7218],[-0.732],0.201,0.2,0.25,204
0,76,[-0.6118],[-0.611],0.065,0.2,0.25,204
0,85,[-0.8904000000000001],[-0.916],0.159,0.2,0.25,204
0,99,[-0.7626000000000001],[-0.764],0.056,0.2,0.25,204
0,97,[0.2622],[0.266],0.15,0.2,0.25,203
0,6,[0.7078],[0.71],0.111,0.2,0.25,203
0,19,[-0.6676000000000001],[-0.666],0.089,0.2,0.25,204
0,30,[-0.4514],[-0.452],0.062,0.2,0.25,204
0,53,[0.6729999999999999],[0.694],0.204,0.2,0.25,203
0,58,[-0.51],[-0.509],0.113,0.2,0.25,204
0,17,[0.8546],[0.875],0.14,0.2,0.25,203
0,46,[-0.0384],[-0.054],0.081,0.2,0.25,203
1,75,[-0.8289200000000001],[-0.8654000000000001],0.247,0.2,0.25,205
1,40,[-0.70608],[-0.7166],0.204,0.2,0.25,205
1,97,[0.25695999999999997],[0.2622],0.15,0.2,0.25,206
1,49,[-0.6080800000000001],[-0.6026],0.144,0.2,0.25,205
1,23,[0.65444],[0.6558],0.059,0.2,0.25,206
1,68,[-0.8050400000000001],[-0.8068000000000001],0.09,0.2,0.25,205
1,16,[-0.634],[-0.634],0.006,0.2,0.25,205
1,80,[0.18516],[0.1682],0.231,0.2,0.25,206
1,69,[-0.50568],[-0.5006],0.165,0.2,0.25,205
1,34,[-0.21536],[-0.2112],0.061,0.2,0.25,205
1,1,[-0.324],[-0.324],0.005,0.2,0.25,205
1,66,[-0.84428],[-0.8846],0.26,0.2,0.25,205
1,10,[0.83148],[0.8546],0.151,0.2,0.25,206
1,13,[-0.1],[-0.1],0.002,0.2,0.25,205
1,64,[0.06132],[0.0504],0.091,0.2,0.25,206
1,51,[0.27912000000000003],[0.2574],0.333,0.2,0.25,206
1,36,[-0.51368],[-0.5126000000000001],0.088,0.2,0.25,205
1,18,[-0.8774799999999999],[-0.9126],0.208,0.2,0.25,205
1,67,[-0.45644],[-0.45980000000000004],0.07,0.2,0.25,205
1,74,[0.15675999999999998],[0.1412],0.198,0.2,0.25,206
1,63,[-0.3116],[-0.263],0.28,0.2,0.25,205
1,12,[-0.96124],[-0.9828],0.093,0.2,0.25,205
1,47,[-0.52176],[-0.5202],0.089,0.2,0.25,205
1,73,[0.54064],[0.5408000000000001],0.09,0.2,0.25,206
