ID,Sim,Seed,Population,Random_links,Close_links,Dimensions,Updating,Boundary,Boundary_method,P_speaking,Mode,Step,Uncertainty,Opinion1_Start,Opinion1_Final
Nei0,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.388,-0.288
Nei1,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.48,-0.288
Nei2,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.68,0.682
Nei3,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.361,0.153
Nei4,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.308,0.153
Nei5,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.199,0.153
Nei6,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.387,0.153
Nei7,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.162,0.153
Nei8,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.309,-0.288
Nei9,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.172,0.153
Nei10,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.864,-0.769
Nei11,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.405,-0.288
Nei12,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.337,-0.288
Nei13,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.606,0.682
Nei14,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.757,-0.769
Nei15,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.821,-0.769
Nei16,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.003,0.153
Nei17,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.315,-0.288
Nei18,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.333,0.153
Nei19,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.787,0.682
Nei20,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.133,-0.288
Nei21,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.766,0.682
Nei22,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.139,0.153
Nei23,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.434,-0.288
Nei24,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.646,-0.769
Nei25,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.861,0.682
Nei26,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.419,-0.288
Nei27,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.67,0.682
Nei28,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.183,-0.288
Nei29,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.712,-0.769
Nei30,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.16,-0.288
Nei31,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.616,-0.288
Nei32,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.57,-0.288
Nei33,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.556,-0.288
Nei34,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.152,0.153
Nei35,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.144,-0.288
Nei36,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.441,-0.288
Nei37,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.433,-0.288
Nei38,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.892,-0.769
Nei39,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.898,0.682
Nei40,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.558,0.682
Nei41,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.544,0.682
Nei42,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.15,0.153
Nei43,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.855,0.682
Nei44,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.899,-0.769
Nei45,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.614,0.682
Nei46,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.835,-0.769
Nei47,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.242,-0.288
Nei48,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.691,0.682
Nei49,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.854,0.682
Nei50,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.814,-0.769
Nei51,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.037,0.153
Nei52,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.029,0.153
Nei53,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.999,-0.769
Nei54,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.302,0.153
Nei55,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.677,0.682
Nei56,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.975,-0.769
Nei57,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.097,0.153
Nei58,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.325,0.153
Nei59,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.925,0.682
Nei60,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.95,0.682
Nei61,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.948,0.682
Nei62,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.288,0.153
Nei63,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.917,0.682
Nei64,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.365,0.153
Nei65,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.015,0.153
Nei66,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.211,0.153
Nei67,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.572,0.682
Nei68,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.604,-0.288
Nei69,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.239,0.153
Nei70,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.699,-0.769
Nei71,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.514,0.682
Nei72,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.283,-0.288
Nei73,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.166,0.153
Nei74,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,-0.514,-0.288
Nei75,Sims02,2,257,0,128,1,1,0.1,constant,0.5,openly-listen,206,0.1,0.149,0.153
