ID,Sim,Seed,Population,Random_links,Close_links,Dimensions,Updating,Boundary,Boundary_method,P_speaking,Mode,Step,Uncertainty,Opinion1_Start,Opinion1_Final
Nei0,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.619,-0.706
Nei1,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.82,-0.706
Nei2,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.512,0.378
Nei3,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.659,0.378
Nei4,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.14,-0.297
Nei5,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.729,-0.706
Nei6,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.092,0.109
Nei7,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.828,-0.706
Nei8,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.367,0.378
Nei9,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.648,-0.706
Nei10,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.011,-0.297
Nei11,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.472,0.378
Nei12,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.643,0.378
Nei13,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.267,-0.297
Nei14,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.193,0.378
Nei15,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.046,-0.297
Nei16,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.899,0.82
Nei17,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.586,0.378
Nei18,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.417,0.378
Nei19,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.477,-0.297
Nei20,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.891,-0.706
Nei21,Sims02,6,129,0,64,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.242,0.378
