ID,Sim,Seed,Population,Random_links,Close_links,Dimensions,Updating,Boundary,Boundary_method,P_speaking,Mode,Step,Uncertainty,Opinion1_Start,Opinion1_Final
Nei0,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,0.139,-0.1
Nei1,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.617,-0.673
Nei2,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,0.364,0.353
Nei3,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.649,-0.673
Nei4,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.406,-0.673
Nei5,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.988,-0.673
Nei6,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.224,-0.1
Nei7,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.004,-0.1
Nei8,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,0.639,0.776
Nei9,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,0.049,-0.1
Nei10,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,0.081,-0.1
Nei11,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,0.545,0.353
Nei12,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.783,-0.673
Nei13,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,0.17,0.353
Nei14,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,0.418,0.353
Nei15,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,0.425,0.353
Nei16,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.43,-0.673
Nei17,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.172,-0.1
Nei18,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.841,-0.673
Nei19,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,0.473,0.353
Nei20,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.881,-0.673
Nei21,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.479,-0.673
Nei22,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,0.523,0.353
Nei23,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.987,-0.673
Nei24,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.87,-0.673
Nei25,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,0.347,0.353
Nei26,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,0.811,0.776
Nei27,Sims02,8,513,0,256,1,1,0.1,constant,0.5,openly-listen,205,0.1,-0.814,-0.673
