ID,Sim,Seed,Population,Random_links,Close_links,Dimensions,Updating,Boundary,Boundary_method,P_speaking,Mode,Step,Uncertainty,Opinion1_Start,Opinion1_Final
Nei0,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.949,-0.671
Nei1,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.963,-0.671
Nei2,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.886,0.621
Nei3,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.768,-0.671
Nei4,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.308,0.045
Nei5,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.765,-0.671
Nei6,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.551,-0.671
Nei7,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.912,-0.671
Nei8,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.78,0.621
Nei9,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.325,0.045
Nei10,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.624,-0.671
Nei11,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.746,0.621
Nei12,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.07,0.045
Nei13,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.033,0.045
Nei14,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.31,0.045
Nei15,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.17,0.045
Nei16,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.727,0.621
Nei17,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.728,-0.671
Nei18,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.881,-0.671
Nei19,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.868,-0.671
Nei20,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.434,0.621
Nei21,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.547,0.621
Nei22,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.475,0.621
Nei23,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.909,0.621
Nei24,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.53,-0.671
Nei25,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.151,0.045
Nei26,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.531,-0.671
Nei27,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.65,-0.671
Nei28,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.054,0.045
Nei29,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.207,0.045
Nei30,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.946,-0.671
Nei31,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.883,0.621
Nei32,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.084,0.045
Nei33,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.654,0.621
Nei34,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.536,-0.671
Nei35,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.122,0.045
Nei36,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.989,-0.671
Nei37,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.828,0.621
Nei38,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.187,0.045
Nei39,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.911,-0.671
Nei40,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.459,0.621
Nei41,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.305,0.045
Nei42,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.628,0.621
Nei43,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.686,0.621
Nei44,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.194,0.045
Nei45,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.293,0.045
Nei46,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.634,-0.671
Nei47,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.959,-0.671
Nei48,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.885,0.621
Nei49,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,0.113,0.045
Nei50,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.642,-0.671
Nei51,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.15,0.045
Nei52,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.141,0.045
Nei53,Sims02,5,513,0,256,1,1,0.1,constant,0.5,openly-listen,207,0.1,-0.65,-0.671
