random-seed,720194430
conformity-mean,0.508
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,5000
boundary-mean,0.281
boundary-sd,0.234
boundary-distribution,normal
SPIRO-mean,1
SPIRO-sd,0
SPIRO-distribution,covert
Identity-Type,global
Identity-Levels,10
Use_Identity?,false
Media-House-Positions,[-0.7 0 0.7]
Run-End-DateTime,10:45:45.458 AM 11-Aug-2025
-----------------
biconnections (agentID1, agentID2)
2862,5005
527,4616
790,1529
2054,5014
1638,3427
3094,5007
1090,5010
4602,5012
3702,5016
661,5001
2898,5008
4825,5001
41,5001
2322,5006
841,1121
2774,5003
3815,5001
2443,5002
612,2194
2433,5004
1939,5001
1545,2678
2076,4554
2043,5017
94,5007
2919,5019
4371,5014
191,5006
3101,5006
1116,5003
3595,5017
3295,5009
2028,5009
167,5019
3333,5005
3443,5009
4072,5008
3634,4705
2789,5007
4803,5015
4536,5000
247,5003
2752,5007
26,5005
4079,5008
4518,5012
2557,3706
2560,5009
4840,5010
1490,5007
645,5013
251,4736
2807,5017
3674,5005
4881,5018
557,5011
2328,5011
525,4646
1345,1598
1475,5006
2596,5018
1654,5011
2213,5001
112,5002
4059,5003
553,5009
2093,5006
2159,5016
1300,5004
1311,5005
4406,5002
4978,5005
40,5008
2294,4932
1301,1961
4426,5018
3448,5018
3164,5008
2925,5011
1886,5015
1937,5004
4208,5019
705,5004
2251,5005
3424,5001
2191,5004
808,5000
4471,5015
2147,3814
3574,5012
1997,5013
2621,5004
4014,5007
241,5015
3420,5000
1360,5012
4731,5003
2308,3659
1679,5008
4848,5000
3453,5000
4500,5017
1731,5016
1965,5001
4371,4791
4485,5003
2521,5016
2450,5003
4134,5019
2734,5001
1027,5002
4739,5008
4379,5018
4227,5009
4286,5019
1741,5003
439,5013
4617,5017
3029,5013
2928,5009
4945,5019
2833,4064
3770,5005
2630,5004
4008,5006
1394,5013
4803,5013
2734,5005
294,5002
426,476
4976,5019
2913,4105
4634,5010
439,3562
1545,2850
1846,5000
4487,5002
1962,5019
1417,1531
2304,5009
2897,5002
2334,5003
1296,1339
1583,5000
738,5010
209,5011
3424,5009
374,5001
3,5008
3460,5019
3460,5012
246,5018
4958,5018
3603,5004
3688,5004
853,5003
1462,5005
892,5017
2528,5018
1132,5012
274,4525
3645,5003
318,5008
1127,5018
1459,5000
1581,5002
3538,5001
1172,5001
4946,5015
2233,5010
111,5004
3614,4941
1607,5004
4497,5015
3058,5012
2848,5018
3412,5002
2850,5014
4019,5015
2354,4153
242,5017
2991,5003
3258,5013
4639,5002
1831,5003
3914,5002
3527,5014
19,5009
887,5005
1596,5005
4361,5003
1398,5014
29,5006
3198,5017
1004,5010
963,5008
2181,4381
2274,5001
1553,1909
2143,5012
2164,5018
2906,5016
3490,5007
1265,5016
2613,5018
921,5013
2045,5007
2604,4572
2894,5009
3236,5003
30,5016
3139,5005
1658,5015
1073,5017
3604,5010
3373,5010
1947,5013
2418,5006
891,2905
666,4576
2118,5013
1566,3522
2159,5001
1530,5015
3910,5011
2705,5011
2351,5005
2999,5003
1286,5009
3891,5018
1197,5001
962,5001
4524,5001
800,5019
4676,5012
422,5011
2462,5003
1283,5011
3520,5016
930,5006
4489,5000
2939,5007
3561,5007
1654,5007
1166,5013
2385,4127
1391,5016
852,5001
1562,5001
3571,5009
617,5012
2811,5001
4019,5004
2746,5009
3482,5017
4568,4989
1577,5011
1329,5011
729,5005
206,4416
3676,5002
4321,5013
2589,5007
4097,5018
829,5012
3430,5019
2895,3258
390,5008
3633,5002
3858,5005
405,5006
3026,5006
4,5018
2226,5013
2057,5015
555,5007
2863,5005
2436,5007
1047,5008
4934,5004
257,5014
844,5001
1013,5019
4872,5010
1489,5015
1106,5014
4287,5018
3971,5010
2582,5016
4850,5007
810,5013
3934,5010
1518,4533
2806,5016
1237,5015
3591,5009
2678,5002
955,5015
838,5007
4572,5007
875,5004
1469,5005
2474,5008
3671,5004
4525,5004
2327,5012
1247,5009
1727,5007
3995,5013
687,5000
1363,5014
724,5003
1129,5013
1896,5007
1057,5006
459,5006
1697,5006
2604,4687
4323,5007
2836,5003
1302,5006
4165,5017
730,5001
3184,5008
3187,5005
1458,5012
1355,3948
1907,3269
1897,5010
4013,5017
2853,4538
1148,2652
360,2660
1078,5002
2235,5008
3521,5008
853,3133
1903,5009
2594,5017
3916,5002
1834,5001
123,5012
2530,5002
4610,5006
3901,5019
2284,5010
811,5018
1481,5005
2787,3050
1731,5014
442,5016
4270,5013
4332,5000
61,5004
1478,5013
2838,5007
3196,5000
3720,5019
3089,5000
4874,5005
487,4410
1053,5015
3288,4294
106,5016
3638,5006
4582,5005
1469,5007
3749,5009
3059,3368
819,5002
91,5007
1716,5007
4231,5005
2305,5003
2951,5017
908,5016
1329,5000
2762,5011
355,873
394,5001
3898,4657
3117,5007
2765,5012
1274,5011
2793,5004
228,5007
3091,5005
4207,5001
4453,5011
4294,4575
318,5006
1178,5013
93,5008
272,5003
612,5007
3234,5015
3510,5004
167,3572
4916,5013
511,1055
558,5014
