random-seed,1
conformity-mean,0.2
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,101
boundary-mean,0.3
boundary-sd,0.1
boundary-distribution,normal
SPIRO-mean,0.25
SPIRO-sd,0
SPIRO-distribution,normal
Identity-Type,global
Identity-Levels,7
Use_Identity?,true
timeStep, agentID, opinion, previousOpinion, boundary, conformity, SPIRO, groupNumber
0,45,[0.4796],[0.508],0.312,0.2,0.25,204
0,100,[-0.7946],[-0.831],0.283,0.2,0.25,203
0,73,[0.234],[0.201],0.405,0.2,0.25,204
0,31,[-0.9358],[-0.989],0.27,0.2,0.25,203
0,4,[-0.7462],[-0.782],0.302,0.2,0.25,203
0,26,[-0.5168],[-0.508],0.321,0.2,0.25,203
0,79,[-0.9014000000000001],[-0.935],0.207,0.2,0.25,203
0,11,[-0.8482000000000001],[-0.898],0.308,0.2,0.25,203
0,42,[-0.728],[-0.772],0.372,0.2,0.25,203
0,16,[0.35159999999999997],[0.348],0.318,0.2,0.25,204
0,71,[-0.3528],[-0.303],0.384,0.2,0.25,203
0,3,[0.1298],[0.083],0.341,0.2,0.25,204
0,8,[-0.3056],[-0.244],0.505,0.2,0.25,203
0,13,[-0.22280000000000003],[-0.171],0.301,0.2,0.25,203
0,85,[0.0268],[-0.011],0.259,0.2,0.25,204
0,76,[-0.5984],[-0.61],0.352,0.2,0.25,203
0,91,[0.7016],[0.747],0.302,0.2,0.25,204
0,57,[-0.5736],[-0.579],0.276,0.2,0.25,203
0,24,[0.1174],[0.065],0.376,0.2,0.25,204
0,39,[-0.448],[-0.422],0.343,0.2,0.25,203
0,37,[-0.21580000000000002],[-0.154],0.327,0.2,0.25,203
0,93,[-0.6512],[-0.676],0.351,0.2,0.25,203
0,43,[-0.5568000000000001],[-0.558],0.54,0.2,0.25,203
0,68,[-0.6754],[-0.679],0.149,0.2,0.25,203
0,63,[0.10439999999999999],[0.039],0.506,0.2,0.25,204
0,33,[0.8546],[0.911],0.276,0.2,0.25,204
0,25,[-0.4864],[-0.47],0.323,0.2,0.25,203
0,66,[0.6014],[0.63],0.264,0.2,0.25,204
0,97,[0.6376000000000001],[0.655],0.212,0.2,0.25,204
0,92,[-0.6122],[-0.625],0.255,0.2,0.25,203
0,74,[-0.030400000000000003],[-0.069],0.211,0.2,0.25,204
0,64,[0.1562],[0.116],0.317,0.2,0.25,204
0,77,[-0.5968],[-0.608],0.365,0.2,0.25,203
0,32,[0.72],[0.74],0.177,0.2,0.25,204
0,87,[0.525],[0.56],0.309,0.2,0.25,204
0,28,[0.2446],[0.224],0.34,0.2,0.25,204
0,50,[0.9152],[0.984],0.28,0.2,0.25,204
0,1,[0.4316],[0.448],0.365,0.2,0.25,204
0,6,[-0.384],[-0.377],0.181,0.2,0.25,203
0,47,[0.5438],[0.575],0.257,0.2,0.25,204
0,19,[0.1222],[0.081],0.29,0.2,0.25,204
0,29,[0.45799999999999996],[0.481],0.374,0.2,0.25,204
0,23,[0.5148],[0.543],0.252,0.2,0.25,204
0,75,[-0.7562],[-0.781],0.236,0.2,0.25,203
0,55,[-0.2],[-0.147],0.283,0.2,0.25,203
0,27,[-0.6246],[-0.63],0.164,0.2,0.25,203
0,69,[0.577],[0.581],0.119,0.2,0.25,204
0,78,[-0.4144],[-0.38],0.514,0.2,0.25,203
0,62,[-0.23199999999999998],[-0.187],0.263,0.2,0.25,203
0,89,[0.6656],[0.696],0.251,0.2,0.25,204
0,65,[0.1266],[0.084],0.309,0.2,0.25,204
0,34,[-0.9406],[-0.995],0.278,0.2,0.25,203
0,18,[0.4244],[0.439],0.335,0.2,0.25,204
0,54,[-0.48719999999999997],[-0.471],0.463,0.2,0.25,203
0,60,[0.3654],[0.375],0.25,0.2,0.25,204
0,51,[-0.2854],[-0.237],0.302,0.2,0.25,203
