random-seed,20
conformity-mean,0.2
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,101
boundary-mean,0.3
boundary-sd,0
boundary-distribution,normal
SPIRO-mean,0.85
SPIRO-sd,0
SPIRO-distribution,normal
Identity-Type,global
Identity-Levels,7
Use_Identity?,true
timeStep, agentID, opinion, previousOpinion, boundary, conformity, SPIRO, groupNumber
0,34,[-0.8346],[-0.846],0.3,0.2,0.85,204
0,88,[-0.46340000000000003],[-0.509],0.3,0.2,0.85,205
0,4,[0.2056],[0.151],0.3,0.2,0.85,206
0,87,[0.6668],[0.708],0.3,0.2,0.85,206
0,27,[0.4124],[0.39],0.3,0.2,0.85,206
0,57,[0.4916],[0.489],0.3,0.2,0.85,206
0,19,[-0.04100000000000001],[0.019],0.3,0.2,0.85,205
0,39,[0.326],[0.291],0.3,0.2,0.85,206
0,97,[-0.7298],[-0.715],0.3,0.2,0.85,204
0,84,[-0.349],[-0.366],0.3,0.2,0.85,205
0,66,[0.7254],[0.774],0.3,0.2,0.85,206
0,45,[-0.373],[-0.396],0.3,0.2,0.85,205
0,80,[-0.7202],[-0.703],0.3,0.2,0.85,204
0,76,[-0.20500000000000002],[-0.186],0.3,0.2,0.85,205
0,53,[-0.8266],[-0.836],0.3,0.2,0.85,204
0,20,[-0.3474],[-0.364],0.3,0.2,0.85,205
0,96,[0.4596],[0.449],0.3,0.2,0.85,206
0,91,[-0.301],[-0.306],0.3,0.2,0.85,205
0,65,[0.6556],[0.694],0.3,0.2,0.85,206
0,10,[0.238],[0.189],0.3,0.2,0.85,206
0,6,[0.013399999999999995],[0.083],0.3,0.2,0.85,205
0,3,[0.78],[0.835],0.3,0.2,0.85,206
0,17,[-0.737],[-0.724],0.3,0.2,0.85,204
0,29,[-0.7298],[-0.715],0.3,0.2,0.85,204
0,52,[-0.749],[-0.739],0.3,0.2,0.85,204
0,75,[-0.3106],[-0.318],0.3,0.2,0.85,205
0,7,[0.898],[0.965],0.3,0.2,0.85,206
0,90,[-0.7338],[-0.72],0.3,0.2,0.85,204
0,2,[-0.018600000000000005],[0.047],0.3,0.2,0.85,205
0,33,[-0.2634],[-0.259],0.3,0.2,0.85,205
0,79,[-0.2394],[-0.229],0.3,0.2,0.85,205
0,64,[0.29500000000000004],[0.255],0.3,0.2,0.85,206
0,63,[0.5748],[0.593],0.3,0.2,0.85,206
0,0,[0.6864],[0.73],0.3,0.2,0.85,206
0,81,[-0.8241999999999999],[-0.833],0.3,0.2,0.85,204
0,71,[-0.7618],[-0.755],0.3,0.2,0.85,204
0,89,[-0.2274],[-0.214],0.3,0.2,0.85,205
0,44,[-0.3306],[-0.343],0.3,0.2,0.85,205
0,22,[-0.2786],[-0.278],0.3,0.2,0.85,205
0,35,[0.22999999999999998],[0.179],0.3,0.2,0.85,206
0,48,[0.4532],[0.441],0.3,0.2,0.85,206
0,98,[-0.881],[-0.904],0.3,0.2,0.85,204
0,82,[-0.7842],[-0.783],0.3,0.2,0.85,204
0,74,[0.3068],[0.267],0.3,0.2,0.85,206
0,41,[-0.4314],[-0.469],0.3,0.2,0.85,205
0,12,[-0.2338],[-0.222],0.3,0.2,0.85,205
0,43,[0.3052],[0.265],0.3,0.2,0.85,206
0,49,[0.8812],[0.944],0.3,0.2,0.85,206
0,67,[-0.4658],[-0.512],0.3,0.2,0.85,205
0,59,[-0.8802],[-0.903],0.3,0.2,0.85,204
0,32,[-0.9506],[-0.991],0.3,0.2,0.85,204
0,14,[-0.4738],[-0.519],0.3,0.2,0.85,205
0,24,[0.5516],[0.564],0.3,0.2,0.85,206
0,15,[-0.801],[-0.804],0.3,0.2,0.85,204
0,31,[-0.8906000000000001],[-0.916],0.3,0.2,0.85,204
0,69,[-0.649],[-0.614],0.3,0.2,0.85,204
0,8,[-0.4458],[-0.487],0.3,0.2,0.85,205
0,42,[-0.9186],[-0.951],0.3,0.2,0.85,204
0,54,[0.5156000000000001],[0.519],0.3,0.2,0.85,206
0,1,[-0.2378],[-0.227],0.3,0.2,0.85,205
0,73,[0.4412],[0.426],0.3,0.2,0.85,206
0,58,[-0.8314],[-0.842],0.3,0.2,0.85,204
0,70,[-0.32180000000000003],[-0.332],0.3,0.2,0.85,205
0,100,[0.2224],[0.172],0.3,0.2,0.85,206
0,40,[-0.741],[-0.729],0.3,0.2,0.85,204
0,78,[-0.6194],[-0.577],0.3,0.2,0.85,204
0,21,[-0.8058000000000001],[-0.81],0.3,0.2,0.85,204
0,16,[0.4284],[0.41],0.3,0.2,0.85,206
0,92,[0.526],[0.532],0.3,0.2,0.85,206
0,85,[0.9152],[0.984],0.3,0.2,0.85,206
0,93,[-0.13620000000000002],[-0.1],0.3,0.2,0.85,205
0,28,[-0.8098],[-0.815],0.3,0.2,0.85,204
0,50,[-0.2914],[-0.294],0.3,0.2,0.85,205
0,83,[-0.4514],[-0.494],0.3,0.2,0.85,205
0,5,[-0.20900000000000002],[-0.191],0.3,0.2,0.85,205
0,86,[-0.8121999999999999],[-0.818],0.3,0.2,0.85,204
0,55,[-0.6578],[-0.625],0.3,0.2,0.85,204
0,94,[0.5804],[0.6],0.3,0.2,0.85,206
0,13,[0.586],[0.607],0.3,0.2,0.85,206
0,30,[-0.4346],[-0.473],0.3,0.2,0.85,205
0,36,[-0.43060000000000004],[-0.468],0.3,0.2,0.85,205
0,11,[0.34600000000000003],[0.316],0.3,0.2,0.85,206
0,99,[-0.7218],[-0.705],0.3,0.2,0.85,204
0,25,[0.534],[0.542],0.3,0.2,0.85,206
0,38,[0.7842],[0.838],0.3,0.2,0.85,206
0,77,[-0.48660000000000003],[-0.532],0.3,0.2,0.85,205
0,60,[-0.06580000000000001],[-0.012],0.3,0.2,0.85,205
0,72,[0.35400000000000004],[0.326],0.3,0.2,0.85,206
0,62,[0.006199999999999983],[0.076],0.3,0.2,0.85,205
0,68,[-0.957],[-0.999],0.3,0.2,0.85,204
0,9,[0.6332],[0.666],0.3,0.2,0.85,206
0,95,[0.3932],[0.369],0.3,0.2,0.85,206
0,37,[-0.7434],[-0.732],0.3,0.2,0.85,204
0,18,[0.5676],[0.584],0.3,0.2,0.85,206
0,46,[0.43],[0.412],0.3,0.2,0.85,206
0,47,[0.2778],[0.236],0.3,0.2,0.85,206
0,23,[-0.1506],[-0.118],0.3,0.2,0.85,205
0,51,[0.2508],[0.205],0.3,0.2,0.85,206
0,26,[0.8062],[0.863],0.3,0.2,0.85,206
0,56,[0.6684],[0.71],0.3,0.2,0.85,206
0,61,[0.1724],[0.112],0.3,0.2,0.85,206
1,77,[-0.44548000000000004],[-0.48660000000000003],0.3,0.2,0.85,207
1,81,[-0.81716],[-0.8241999999999999],0.3,0.2,0.85,208
1,100,[0.27212],[0.2224],0.3,0.2,0.85,209
1,11,[0.37720000000000004],[0.34600000000000003],0.3,0.2,0.85,209
1,41,[-0.40132],[-0.4314],0.3,0.2,0.85,207
1,26,[0.7469600000000001],[0.8062],0.3,0.2,0.85,209
1,23,[-0.17668],[-0.1506],0.3,0.2,0.85,207
1,72,[0.38360000000000005],[0.35400000000000004],0.3,0.2,0.85,209
1,91,[-0.297],[-0.301],0.3,0.2,0.85,207
1,68,[-0.9234],[-0.957],0.3,0.2,0.85,208
1,25,[0.5276000000000001],[0.534],0.3,0.2,0.85,209
1,60,[-0.10884000000000002],[-0.06580000000000001],0.3,0.2,0.85,207
1,42,[-0.89268],[-0.9186],0.3,0.2,0.85,208
1,49,[0.81656],[0.8812],0.3,0.2,0.85,209
1,50,[-0.28932],[-0.2914],0.3,0.2,0.85,207
1,15,[-0.7986000000000001],[-0.801],0.3,0.2,0.85,208
