random-seed,2
conformity-mean,0.2
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,101
boundary-mean,0.3
boundary-sd,0.1
boundary-distribution,normal
SPIRO-mean,0.25
SPIRO-sd,0
SPIRO-distribution,normal
Identity-Type,global
Identity-Levels,7
Use_Identity?,true
timeStep, agentID, opinion, previousOpinion, boundary, conformity, SPIRO, groupNumber
0,12,[0.7038],[0.71],0.09,0.2,0.25,203
0,30,[0.778],[0.799],0.19,0.2,0.25,203
0,53,[-0.3368],[-0.335],0.195,0.2,0.25,204
0,34,[0.14700000000000002],[0.104],0.265,0.2,0.25,203
0,19,[-0.2474],[-0.183],0.597,0.2,0.25,204
0,24,[0.9364],[0.997],0.291,0.2,0.25,203
0,90,[-0.5574],[-0.563],0.131,0.2,0.25,204
0,38,[-0.32420000000000004],[-0.279],0.361,0.2,0.25,204
0,22,[-0.3322],[-0.289],0.373,0.2,0.25,204
0,65,[0.2884],[0.258],0.293,0.2,0.25,203
0,80,[-0.5928],[-0.61],0.255,0.2,0.25,204
0,3,[0.5992],[0.63],0.483,0.2,0.25,203
0,28,[0.1162],[0.085],0.225,0.2,0.25,203
0,49,[-0.7392000000000001],[-0.793],0.344,0.2,0.25,204
0,14,[0.4512],[0.445],0.294,0.2,0.25,203
0,79,[-0.1758],[-0.128],0.323,0.2,0.25,204
0,20,[-0.1796],[-0.127],0.337,0.2,0.25,204
0,27,[0.7872],[0.865],0.444,0.2,0.25,203
0,100,[0.6558],[0.673],0.212,0.2,0.25,203
0,21,[0.9134],[0.95],0.174,0.2,0.25,203
0,44,[-0.5242],[-0.525],0.194,0.2,0.25,204
0,83,[0.1228],[0.059],0.328,0.2,0.25,203
0,35,[0.2538],[0.227],0.225,0.2,0.25,203
0,82,[0.5448000000000001],[0.562],0.255,0.2,0.25,203
0,48,[-0.2496],[-0.223],0.268,0.2,0.25,204
0,91,[0.2846],[0.244],0.338,0.2,0.25,203
0,99,[0.572],[0.596],0.317,0.2,0.25,203
0,55,[0.1332],[0.057],0.419,0.2,0.25,203
0,62,[0.22119999999999998],[0.174],0.327,0.2,0.25,203
0,87,[-0.2506],[-0.187],0.531,0.2,0.25,204
0,67,[0.6712],[0.72],0.382,0.2,0.25,203
0,94,[0.632],[0.671],0.479,0.2,0.25,203
0,84,[0.3374],[0.31],0.299,0.2,0.25,203
0,40,[-0.7472],[-0.786],0.292,0.2,0.25,204
0,73,[0.193],[0.171],0.2,0.2,0.25,203
0,71,[0.2056],[0.182],0.219,0.2,0.25,203
0,85,[-0.8828],[-0.93],0.262,0.2,0.25,204
0,43,[-0.4746],[-0.467],0.339,0.2,0.25,204
0,93,[0.15560000000000002],[0.1],0.305,0.2,0.25,203
0,4,[-0.15400000000000003],[-0.114],0.24,0.2,0.25,204
0,36,[-0.8864],[-0.955],0.35,0.2,0.25,204
0,25,[0.6488],[0.677],0.268,0.2,0.25,203
0,61,[-0.1262],[-0.066],0.347,0.2,0.25,204
0,81,[-0.9356],[-0.953],0.099,0.2,0.25,204
0,10,[0.0756],[0.052],0.117,0.2,0.25,203
0,32,[-0.8802],[-0.886],0.098,0.2,0.25,204
0,26,[0.3956],[0.392],0.211,0.2,0.25,203
0,9,[0.884],[0.934],0.265,0.2,0.25,203
0,37,[-0.1854],[-0.14],0.312,0.2,0.25,204
0,16,[-0.6914],[-0.738],0.377,0.2,0.25,204
0,70,[0.5328],[0.547],0.257,0.2,0.25,203
0,86,[0.6504],[0.694],0.343,0.2,0.25,203
0,78,[0.6464],[0.647],0.136,0.2,0.25,203
0,58,[0.2188],[0.171],0.318,0.2,0.25,203
0,64,[-0.4986],[-0.497],0.274,0.2,0.25,204
0,8,[0.6124],[0.638],0.276,0.2,0.25,203
0,31,[-0.9136],[-0.966],0.269,0.2,0.25,204
0,97,[0.2984],[0.254],0.378,0.2,0.25,203
0,15,[-0.493],[-0.49],0.293,0.2,0.25,204
0,60,[-0.348],[-0.349],0.176,0.2,0.25,204
0,1,[0.3596],[0.347],0.232,0.2,0.25,203
0,42,[0.29460000000000003],[0.254],0.342,0.2,0.25,203
0,6,[0.8694000000000001],[0.897],0.154,0.2,0.25,203
