"search-number","evaluation","n-neis*","p-random*","p-speaking-level*","p-speaking-drawn*","boundary*","boundary-drawn*","mode*","tolerance-level*","tolerance-drawn*","conformity-level*","conformity-drawn*","network-change*","cut-links-randomly?*","create-links-randomly?*","min-comm-neis*","dissatisfied_updates_opinion*","id_threshold*","use_identity?*","use_opponents_ratio?*","identity_levels*","polarisation-each-n-steps*","polar_repeats*","centroids_change*","centroid_color?*","killing_centroids?*","d_threshold*","esbg_furthest_out*","n-agents*","opinions*","model*","rs*","set-seed?*","x-opinion*","y-opinion*","updating*","record-length*","record?*","max-ticks*","hk-benchmark?*","record-each-n-steps*","avoid-redundancies?*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"110","175","22","0.49","0.714","""uniform""","0.17","""uniform""","""openly-listen""","0.8400000000000001","""uniform""","0.52","""uniform""","""link""","false","false","9","0.61","0.67","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.179","7","0.6659999999999999","0.6114999999999999"
"110","182","20","0.44","0.317","""uniform""","0.3","""uniform""","""openly-listen""","0.54","""uniform""","0.97","""uniform""","""link""","false","true","5","0.67","0.36","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.158","7","0.6659999999999999","0.6114999999999999"
"110","189","37","0.01","0.059000000000000004","""uniform""","0.24000000000000002","""uniform""","""openly-listen""","1.08","""uniform""","0.6900000000000001","""uniform""","""link""","false","false","4","0.59","0.67","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.546","7","0.6659999999999999","0.6114999999999999"
"110","196","20","0.46","0.317","""uniform""","0.3","""uniform""","""openly-listen""","0.54","""uniform""","0.97","""uniform""","""link""","false","true","5","0.67","0.48","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.609","7","0.6659999999999999","0.6114999999999999"
"110","203","39","0.11","0.767","""uniform""","0.33","""uniform""","""openly-listen""","0.21000000000000002","""uniform""","0.89","""uniform""","""link""","false","false","8","0.1","0.6799999999999999","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5529999999999999","7","0.6659999999999999","0.6114999999999999"
"110","210","20","0.44","0.317","""uniform""","0.38","""uniform""","""openly-listen""","0.54","""uniform""","0.97","""uniform""","""link""","false","true","5","0.67","0.48","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.118","7","0.6659999999999999","0.6114999999999999"
"110","217","50","0.07","0.324","""uniform""","0.04","""uniform""","""openly-listen""","1.1","""uniform""","0.42000000000000004","""uniform""","""link""","false","false","1","0.96","0.65","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.528","7","0.6659999999999999","0.6114999999999999"
"110","224","35","0.03","0.9690000000000001","""uniform""","0.2","""uniform""","""vaguely-speak""","0.26","""uniform""","0.77","""uniform""","""link""","false","true","0","0.34","0.72","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.584","7","0.6659999999999999","0.6114999999999999"
"110","231","20","0.47000000000000003","0.317","""uniform""","0.3","""uniform""","""openly-listen""","0.54","""uniform""","0.9600000000000001","""uniform""","""link""","false","true","5","0.67","0.48","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.55","7","0.6659999999999999","0.6114999999999999"
"110","238","39","0.11","0.767","""uniform""","0.33","""uniform""","""openly-listen""","0.21000000000000002","""uniform""","0.89","""uniform""","""link""","false","false","8","0.1","0.53","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.639","7","0.6659999999999999","0.6114999999999999"
"110","245","35","0.03","0.9690000000000001","""uniform""","0.2","""uniform""","""vaguely-speak""","0.2","""uniform""","0.42000000000000004","""uniform""","""link""","false","false","1","0.97","0.65","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.502","7","0.6659999999999999","0.6114999999999999"
"110","252","35","0.03","0.9690000000000001","""uniform""","0.2","""uniform""","""vaguely-speak""","0.2","""uniform""","0.42000000000000004","""uniform""","""link""","false","true","1","0.96","0.65","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.6659999999999999","0.6114999999999999"
"110","259","37","0.01","0.059000000000000004","""uniform""","0.24000000000000002","""uniform""","""openly-listen""","1.08","""uniform""","0.6900000000000001","""uniform""","""link""","false","false","4","0.59","0.72","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.547","7","0.6659999999999999","0.6114999999999999"
"110","266","20","0.44","0.317","""uniform""","0.3","""uniform""","""openly-listen""","0.54","""uniform""","0.97","""uniform""","""link""","false","false","5","0.76","0.89","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.537","7","0.6659999999999999","0.6114999999999999"
"110","273","20","0.24","0.934","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","0.8200000000000001","""uniform""","0.42000000000000004","""uniform""","""link""","false","true","5","0.67","0.48","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.515","7","0.6659999999999999","0.6114999999999999"
"110","280","39","0.11","0.767","""uniform""","0.33","""uniform""","""openly-listen""","0.21000000000000002","""uniform""","0.89","""uniform""","""link""","false","false","8","0.1","0.6799999999999999","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.181","7","0.6659999999999999","0.6114999999999999"
"110","287","39","0.11","0.767","""uniform""","0.33","""uniform""","""openly-listen""","0.21000000000000002","""uniform""","0.89","""uniform""","""link""","false","false","8","0.06","0.6799999999999999","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.594","7","0.6659999999999999","0.6114999999999999"
"110","294","20","0.46","0.317","""uniform""","0.3","""uniform""","""openly-listen""","0.54","""uniform""","0.97","""uniform""","""link""","false","true","5","0.67","0.48","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.187","7","0.6659999999999999","0.6114999999999999"
"110","301","20","0.44","0.317","""uniform""","0.3","""uniform""","""openly-listen""","0.54","""uniform""","0.97","""uniform""","""link""","false","false","7","0.67","0.48","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.8520000000000001","7","0.8520000000000001","0.6924999999999999"
"110","308","4","0.24","0.934","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","0.88","""uniform""","0.42000000000000004","""uniform""","""link""","false","true","5","0.76","0.89","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.53","7","0.8520000000000001","0.6924999999999999"
"110","315","39","0.11","0.767","""uniform""","0.33","""uniform""","""vaguely-speak""","0.21000000000000002","""uniform""","0.89","""uniform""","""link""","false","false","8","0.1","0.53","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.8520000000000001","0.6924999999999999"
"110","322","39","0.11","0.8250000000000001","""uniform""","0.33","""uniform""","""openly-listen""","0.25","""uniform""","0.89","""uniform""","""link""","false","false","8","0.1","0.6799999999999999","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.544","7","0.8520000000000001","0.6924999999999999"
"111","7","32","0.16","0.9420000000000001","""uniform""","0.43","""uniform""","""openly-listen""","1.08","""uniform""","0.06999999999999999","""uniform""","""link""","false","true","8","0.84","0.72","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.632","7","0.632","0.5455"
"111","14","56","0.18","0.557","""uniform""","0.23","""uniform""","""vaguely-speak""","0.09999999999999999","""uniform""","0.05","""uniform""","""link""","false","false","3","0.47000000000000003","0.53","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.078","7","0.632","0.5455"
"111","21","38","0.26","0.87","""uniform""","0.4","""uniform""","""vaguely-speak""","0.13","""uniform""","0.32","""uniform""","""link""","false","false","9","0","0.66","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.504","7","0.632","0.5455"
"111","28","51","0.45","0.8","""uniform""","0.08","""uniform""","""vaguely-speak""","0.29000000000000004","""uniform""","0.53","""uniform""","""link""","false","true","8","0.4","0.16","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.54","7","0.632","0.5455"
"111","35","18","0.05","0.089","""uniform""","0.06999999999999999","""uniform""","""openly-listen""","0.44","""uniform""","0.97","""uniform""","""link""","false","false","9","0.71","0.44000000000000006","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5640000000000001","7","0.632","0.5455"
"111","42","30","0.11","0.382","""uniform""","0.4","""uniform""","""vaguely-speak""","0.72","""uniform""","0.38","""uniform""","""link""","false","true","2","0.92","0.52","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.001","7","0.632","0.5455"
"111","49","28","0.04","0.8360000000000001","""uniform""","0.3","""uniform""","""vaguely-speak""","0.9500000000000001","""uniform""","0.05","""uniform""","""link""","false","false","2","0.92","0.49","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.01","7","0.632","0.5455"
"111","56","47","0.29","0.5700000000000001","""uniform""","0.04","""uniform""","""openly-listen""","0.12","""uniform""","0.62","""uniform""","""link""","false","false","2","0.34","0.21000000000000002","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5249999999999999","7","0.632","0.5455"
"111","63","42","0.48","0.404","""uniform""","0.17","""uniform""","""openly-listen""","0.12","""uniform""","0.14","""uniform""","""link""","false","true","1","0.85","0.14","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.213","7","0.632","0.5455"
"111","70","36","0.29","0.071","""uniform""","0.19","""uniform""","""openly-listen""","0.64","""uniform""","0.35000000000000003","""uniform""","""link""","false","true","1","0.97","0.13","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.23","7","0.632","0.5455"
"111","77","12","0.49","0.8260000000000001","""uniform""","0.01","""uniform""","""openly-listen""","1.06","""uniform""","0.4","""uniform""","""link""","false","true","3","0.79","0.67","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.503","7","0.632","0.5455"
"111","84","13","0.22","0.718","""uniform""","0.24000000000000002","""uniform""","""openly-listen""","0.5","""uniform""","0.45","""uniform""","""link""","false","false","0","0.53","0.2","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.11399999999999999","7","0.632","0.5455"
"111","91","21","0.24","1","""uniform""","0.5","""uniform""","""openly-listen""","0.12","""uniform""","0.9400000000000001","""uniform""","""link""","false","true","6","0.12","0.73","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.573","7","0.632","0.5455"
"111","98","39","0","0.166","""uniform""","0.23","""uniform""","""openly-listen""","0.48000000000000004","""uniform""","0.14","""uniform""","""link""","false","false","8","0.39","0.16","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.205","7","0.632","0.5455"
"111","105","63","0.32","0.535","""uniform""","0.39","""uniform""","""openly-listen""","0.43","""uniform""","0.09","""uniform""","""link""","false","true","10","0.43","0.92","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.522","7","0.632","0.5455"
"111","112","30","0.34","0.756","""uniform""","0.13","""uniform""","""vaguely-speak""","0.8300000000000001","""uniform""","0.81","""uniform""","""link""","false","false","6","0.04","0.59","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.488","7","0.632","0.5455"
"111","119","63","0.47000000000000003","0.652","""uniform""","0.19","""uniform""","""vaguely-speak""","0.42000000000000004","""uniform""","0.11","""uniform""","""link""","false","true","2","0.68","0.47","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.632","0.5455"
"111","126","34","0.27","0.14800000000000002","""uniform""","0.45","""uniform""","""openly-listen""","0.8300000000000001","""uniform""","0.45","""uniform""","""link""","false","false","5","0.85","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.737","7","0.737","0.052"
"111","133","21","0.36","0.996","""uniform""","0.48000000000000004","""uniform""","""openly-listen""","0.41000000000000003","""uniform""","0.41000000000000003","""uniform""","""link""","false","true","7","0.55","0.24000000000000002","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.098","7","0.737","0.052"
"111","140","7","0.19","0.301","""uniform""","0.01","""uniform""","""openly-listen""","0.18000000000000002","""uniform""","0.79","""uniform""","""link""","false","false","3","0.04","0.94","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.507","7","0.737","0.052"
"111","147","10","0.41000000000000003","0.78","""uniform""","0.35000000000000003","""uniform""","""vaguely-speak""","0.36000000000000004","""uniform""","0.9600000000000001","""uniform""","""link""","false","false","3","0.27","0.73","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5800000000000001","7","0.737","0.052"
"111","154","18","0.05","0.089","""uniform""","0.06999999999999999","""uniform""","""openly-listen""","0.19","""uniform""","0.62","""uniform""","""link""","false","false","2","0.34","0.21000000000000002","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.534","7","0.737","0.052"
"111","161","47","0.29","0.5700000000000001","""uniform""","0.04","""uniform""","""openly-listen""","0.44","""uniform""","0.97","""uniform""","""link""","false","false","9","0.71","0.44000000000000006","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.515","7","0.737","0.052"
"111","168","32","0.16","0.9420000000000001","""uniform""","0.43","""uniform""","""openly-listen""","1.08","""uniform""","0.06999999999999999","""uniform""","""link""","false","true","8","0.84","0.72","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.096","7","0.737","0.052"
"111","175","18","0.05","0.089","""uniform""","0.06999999999999999","""uniform""","""openly-listen""","0.44","""uniform""","0.97","""uniform""","""link""","false","false","9","0.71","0.44000000000000006","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5469999999999999","7","0.737","0.052"
"111","182","51","0.45","0.8","""uniform""","0.08","""uniform""","""vaguely-speak""","0.19","""uniform""","0.53","""uniform""","""link""","false","true","8","0.4","0.16","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.54","7","0.737","0.052"
"111","189","47","0.29","0.5700000000000001","""uniform""","0.04","""uniform""","""openly-listen""","0.12","""uniform""","0.62","""uniform""","""link""","false","true","2","0.34","0.21000000000000002","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.515","7","0.737","0.052"
"111","196","7","0.19","0.234","""uniform""","0.01","""uniform""","""openly-listen""","0.18000000000000002","""uniform""","0.79","""uniform""","""link""","false","false","3","0.04","0.94","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.522","7","0.737","0.052"
"111","203","38","0.26","0.873","""uniform""","0.4","""uniform""","""vaguely-speak""","0.13","""uniform""","0.32","""uniform""","""link""","false","false","9","0","0.66","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.514","7","0.737","0.052"
"111","210","32","0.16","0.9420000000000001","""uniform""","0.43","""uniform""","""openly-listen""","1.08","""uniform""","0.16","""uniform""","""link""","false","true","8","0.84","0.72","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.592","7","0.737","0.052"
"111","217","21","0.24","1","""uniform""","0.5","""uniform""","""openly-listen""","0.12","""uniform""","0.9400000000000001","""uniform""","""link""","false","true","6","0.19","0.73","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.56","7","0.737","0.052"
"111","224","34","0.27","0.14800000000000002","""uniform""","0.45","""uniform""","""openly-listen""","0.8300000000000001","""uniform""","0.45","""uniform""","""link""","false","false","6","0.12","0.73","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.137","7","0.737","0.052"
"111","231","21","0.24","1","""uniform""","0.5","""uniform""","""openly-listen""","0.12","""uniform""","0.9400000000000001","""uniform""","""link""","false","true","6","0.85","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.109","7","0.737","0.052"
"111","238","34","0.27","0.14800000000000002","""uniform""","0.5","""uniform""","""openly-listen""","0.8300000000000001","""uniform""","0.45","""uniform""","""link""","false","false","5","0.85","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.064","7","0.737","0.052"
"111","245","18","0.05","0.089","""uniform""","0.06999999999999999","""uniform""","""openly-listen""","0.44","""uniform""","0.79","""uniform""","""link""","false","false","9","0.71","0.44000000000000006","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.547","7","0.737","0.052"
"111","252","51","0.45","0.8","""uniform""","0.08","""uniform""","""vaguely-speak""","0.29000000000000004","""uniform""","0.53","""uniform""","""link""","false","true","8","0.4","0.2","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.517","7","0.737","0.052"
"111","259","63","0.32","0.535","""uniform""","0.39","""uniform""","""openly-listen""","0.43","""uniform""","0.09","""uniform""","""link""","false","true","10","0.43","0.75","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.594","7","0.737","0.052"
"111","266","33","0.27","0.14800000000000002","""uniform""","0.45","""uniform""","""openly-listen""","0.8300000000000001","""uniform""","0.35000000000000003","""uniform""","""link""","false","false","4","0.85","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.07300000000000001","7","0.737","0.052"
"111","273","34","0.27","0.14800000000000002","""uniform""","0.45","""uniform""","""openly-listen""","0.8300000000000001","""uniform""","0.45","""uniform""","""link""","false","false","5","0.67","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.05500000000000001","7","0.737","0.052"
"111","280","32","0.16","0.9420000000000001","""uniform""","0.43","""uniform""","""openly-listen""","1.08","""uniform""","0.16","""uniform""","""link""","false","false","8","0.84","0.72","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.571","7","0.737","0.052"
"111","287","34","0.27","0.14800000000000002","""uniform""","0.45","""uniform""","""openly-listen""","0.8300000000000001","""uniform""","0.45","""uniform""","""link""","false","false","5","0.85","0.45000000000000007","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.029","7","0.737","0.052"
"111","294","34","0.27","0.14800000000000002","""uniform""","0.45","""uniform""","""openly-listen""","0.8300000000000001","""uniform""","0.39","""uniform""","""link""","false","false","5","0.85","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.075","7","0.737","0.052"
"111","301","32","0.16","0.9420000000000001","""uniform""","0.43","""uniform""","""openly-listen""","1.03","""uniform""","0.28","""uniform""","""link""","false","true","8","0.84","0.72","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.601","7","0.737","0.052"
"111","308","34","0.27","0.01","""uniform""","0.45","""uniform""","""openly-listen""","0.8300000000000001","""uniform""","0.45","""uniform""","""link""","false","false","5","0.85","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.6719999999999999","7","0.737","0.052"
"111","315","34","0.27","0.14800000000000002","""uniform""","0.36000000000000004","""uniform""","""openly-listen""","0.55","""uniform""","0.52","""uniform""","""link""","false","false","5","0.85","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.548","7","0.737","0.052"
"111","322","34","0.27","0.14800000000000002","""uniform""","0.45","""uniform""","""openly-listen""","0.8300000000000001","""uniform""","0.45","""uniform""","""link""","false","false","4","0.85","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.046","7","0.737","0.052"
"112","7","21","0.31","0.224","""uniform""","0.33","""uniform""","""vaguely-speak""","0.86","""uniform""","0.15000000000000002","""uniform""","""link""","false","true","0","0.02","0.74","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.001","7","0.001","0.003"
"112","14","24","0.48","0.171","""uniform""","0.5","""uniform""","""vaguely-speak""","0.15000000000000002","""uniform""","0.09999999999999999","""uniform""","""link""","false","true","3","0.13","0.65","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.003","7","0.003","0.002"
"112","21","62","0.02","0.726","""uniform""","0.32","""uniform""","""openly-listen""","0.89","""uniform""","0.38","""uniform""","""link""","false","true","1","0.39","0.61","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.091","7","0.091","0.0875"
"112","28","5","0.34","0.9560000000000001","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","0.92","""uniform""","0.53","""uniform""","""link""","false","true","9","0.13","0.32","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.521","7","0.521","0.555"
"112","35","16","0.3","0.763","""uniform""","0.04","""uniform""","""vaguely-speak""","0.01","""uniform""","0.36000000000000004","""uniform""","""link""","false","true","1","0.75","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.518","7","0.521","0.555"
"112","42","28","0.35000000000000003","0.335","""uniform""","0.16","""uniform""","""vaguely-speak""","0.87","""uniform""","0.29000000000000004","""uniform""","""link""","false","true","4","0.9500000000000001","0.13","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.188","7","0.521","0.555"
"112","49","52","0.21","0.14200000000000002","""uniform""","0.04","""uniform""","""openly-listen""","0.92","""uniform""","0.85","""uniform""","""link""","false","false","7","0.28","0.13","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.511","7","0.521","0.555"
"112","56","63","0.21","0.17200000000000001","""uniform""","0.2","""uniform""","""openly-listen""","0.34","""uniform""","0.74","""uniform""","""link""","false","false","9","0.11","0.71","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.254","7","0.521","0.555"
"112","63","16","0.03","0.019000000000000003","""uniform""","0.19","""uniform""","""openly-listen""","0.61","""uniform""","0.91","""uniform""","""link""","false","false","5","0.18","0.71","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.655","7","0.655","0.5555000000000001"
"112","70","30","0.48","0.15100000000000002","""uniform""","0.25","""uniform""","""vaguely-speak""","0.4","""uniform""","0.77","""uniform""","""link""","false","false","1","0.08","0.63","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.655","0.5555000000000001"
"112","77","50","0.45","0.269","""uniform""","0.35000000000000003","""uniform""","""vaguely-speak""","0.38","""uniform""","0.38","""uniform""","""link""","false","false","0","0.36","0.85","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.584","7","0.655","0.5555000000000001"
"112","84","25","0.08","0.057","""uniform""","0.09","""uniform""","""openly-listen""","0.7100000000000001","""uniform""","0.38","""uniform""","""link""","false","false","8","0.53","0.91","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.554","7","0.655","0.5555000000000001"
"112","91","63","0.46","0.685","""uniform""","0.49","""uniform""","""openly-listen""","0.34","""uniform""","0.9500000000000001","""uniform""","""link""","false","true","8","0.66","0.28","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.087","7","0.655","0.5555000000000001"
"112","98","5","0.15","0.063","""uniform""","0.48000000000000004","""uniform""","""openly-listen""","0.29000000000000004","""uniform""","0.44","""uniform""","""link""","false","true","10","0.4","0.91","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.513","7","0.655","0.5555000000000001"
"112","105","15","0.11","0.071","""uniform""","0.23","""uniform""","""openly-listen""","0.55","""uniform""","0.38","""uniform""","""link""","false","false","5","0.61","0.79","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.557","7","0.655","0.5555000000000001"
