"search-number","evaluation","n-neis*","p-random*","p-speaking-level*","p-speaking-drawn*","boundary*","boundary-drawn*","mode*","tolerance-level*","tolerance-drawn*","conformity-level*","conformity-drawn*","network-change*","cut-links-randomly?*","create-links-randomly?*","min-comm-neis*","dissatisfied_updates_opinion*","id_threshold*","use_identity?*","use_opponents_ratio?*","identity_levels*","polarisation-each-n-steps*","polar_repeats*","centroids_change*","centroid_color?*","killing_centroids?*","d_threshold*","esbg_furthest_out*","n-agents*","opinions*","model*","rs*","set-seed?*","x-opinion*","y-opinion*","updating*","record-length*","record?*","max-ticks*","hk-benchmark?*","record-each-n-steps*","avoid-redundancies?*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"118","259","60","0.45","0.773","""uniform""","0.28","""uniform""","""openly-listen""","0.46","""uniform""","0.01","""uniform""","""link""","false","true","10","1","0.33","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.214","7","0.585","0.5609999999999999"
"118","266","60","0.45","0.773","""uniform""","0.28","""uniform""","""vaguely-speak""","0.62","""uniform""","0.87","""uniform""","""link""","false","false","2","0.09","0.94","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.517","7","0.585","0.5609999999999999"
"118","273","14","0.23","0.676","""uniform""","0.060000000000000005","""uniform""","""openly-listen""","0.6900000000000001","""uniform""","0.13","""uniform""","""link""","false","true","4","0.43","0.86","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.512","7","0.585","0.5609999999999999"
"118","280","60","0.45","0.773","""uniform""","0.28","""uniform""","""vaguely-speak""","0.62","""uniform""","0.87","""uniform""","""link""","false","false","3","1","0.42000000000000004","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.585","0.5609999999999999"
"118","287","64","0.45","0.773","""uniform""","0.28","""uniform""","""openly-listen""","0.5800000000000001","""uniform""","0.01","""uniform""","""link""","false","true","10","0.09","0.94","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.526","7","0.585","0.5609999999999999"
"118","294","37","0.2","0.47500000000000003","""uniform""","0.12","""uniform""","""vaguely-speak""","0.09999999999999999","""uniform""","1","""uniform""","""link""","false","false","0","0.58","0.71","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5489999999999999","7","0.585","0.5609999999999999"
"118","301","37","0.2","0.299","""uniform""","0.12","""uniform""","""openly-listen""","0.09999999999999999","""uniform""","1","""uniform""","""link""","false","false","0","0.58","0.71","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.492","7","0.585","0.5609999999999999"
"118","308","37","0.2","0.299","""uniform""","0.05","""uniform""","""vaguely-speak""","0.09999999999999999","""uniform""","1","""uniform""","""link""","false","false","0","0.58","0.71","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.505","7","0.585","0.5609999999999999"
"118","315","17","0","0.203","""uniform""","0.33","""uniform""","""vaguely-speak""","0.59","""uniform""","0.8200000000000001","""uniform""","""link""","false","false","10","0.81","0.8","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.552","7","0.585","0.5609999999999999"
"118","322","60","0.45","0.8390000000000001","""uniform""","0.28","""uniform""","""openly-listen""","0.46","""uniform""","0.01","""uniform""","""link""","false","true","10","1","0.42000000000000004","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.169","7","0.585","0.5609999999999999"
"119","7","42","0.25","0.379","""uniform""","0.13","""uniform""","""openly-listen""","0.6900000000000001","""uniform""","0.72","""uniform""","""link""","false","true","6","0.44","0.59","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.556","7","0.556","0.404"
"119","14","57","0.03","0.9500000000000001","""uniform""","0.03","""uniform""","""openly-listen""","0.14","""uniform""","0.77","""uniform""","""link""","false","false","2","0.98","0.49","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.516","7","0.556","0.404"
"119","21","27","0.21","0.48300000000000004","""uniform""","0.38","""uniform""","""openly-listen""","1.04","""uniform""","0.86","""uniform""","""link""","false","false","1","0.71","0.92","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.537","7","0.556","0.404"
"119","28","57","0.02","0.9440000000000001","""uniform""","0.06999999999999999","""uniform""","""vaguely-speak""","0.89","""uniform""","0.42000000000000004","""uniform""","""link""","false","true","5","0.34","0.39","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.532","7","0.556","0.404"
"119","35","60","0.13","0.317","""uniform""","0.31","""uniform""","""openly-listen""","0.29000000000000004","""uniform""","0.7000000000000001","""uniform""","""link""","false","true","10","0.41000000000000003","0.43000000000000005","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.192","7","0.556","0.404"
"119","42","60","0.24","0.735","""uniform""","0.13","""uniform""","""vaguely-speak""","0.27","""uniform""","0.08","""uniform""","""link""","false","true","10","0.67","0.11","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.689","7","0.689","0.5755000000000001"
"119","49","7","0.03","0.756","""uniform""","0.41000000000000003","""uniform""","""openly-listen""","0.54","""uniform""","0.62","""uniform""","""link""","false","false","10","0.22","0.64","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.071","7","0.689","0.5755000000000001"
"119","56","12","0.12","0.198","""uniform""","0.23","""uniform""","""vaguely-speak""","0.31","""uniform""","0.06999999999999999","""uniform""","""link""","false","true","5","0.73","0.51","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.33699999999999997","7","0.689","0.5755000000000001"
"119","63","38","0.19","0.858","""uniform""","0.46","""uniform""","""vaguely-speak""","0.62","""uniform""","0.28","""uniform""","""link""","false","false","8","0.91","0.84","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.571","7","0.689","0.5755000000000001"
"119","70","23","0","0.749","""uniform""","0.36000000000000004","""uniform""","""openly-listen""","1.04","""uniform""","0.86","""uniform""","""link""","false","true","4","0.61","0.6","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5760000000000001","7","0.689","0.5755000000000001"
"119","77","7","0.44","0.445","""uniform""","0.24000000000000002","""uniform""","""vaguely-speak""","0.31","""uniform""","0.23","""uniform""","""link""","false","false","10","0.7000000000000001","0.32","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.412","7","0.689","0.5755000000000001"
"119","84","15","0.31","0.738","""uniform""","0.44","""uniform""","""vaguely-speak""","0.19","""uniform""","0.63","""uniform""","""link""","false","true","8","0.42","0.5","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.689","0.5755000000000001"
"119","91","48","0.46","0.24200000000000002","""uniform""","0.16","""uniform""","""openly-listen""","0.61","""uniform""","0.89","""uniform""","""link""","false","true","5","0.26","0.47","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.322","7","0.689","0.5755000000000001"
"119","98","23","0.26","0.799","""uniform""","0.36000000000000004","""uniform""","""vaguely-speak""","0.36000000000000004","""uniform""","0.3","""uniform""","""link""","false","true","9","0","0.7","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.491","7","0.689","0.5755000000000001"
"119","105","42","0.21","0.47200000000000003","""uniform""","0.04","""uniform""","""vaguely-speak""","0.09","""uniform""","0.74","""uniform""","""link""","false","true","10","1","0.45999999999999996","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.507","7","0.689","0.5755000000000001"
"119","112","19","0.44","0.971","""uniform""","0.47000000000000003","""uniform""","""openly-listen""","1.03","""uniform""","0.61","""uniform""","""link""","false","true","7","0.54","0.76","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.635","7","0.689","0.5755000000000001"
"119","119","35","0.27","0.671","""uniform""","0.17","""uniform""","""vaguely-speak""","0.25","""uniform""","0.8","""uniform""","""link""","false","true","5","0.06","0.73","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.689","0.5755000000000001"
"119","126","52","0.45","0.20700000000000002","""uniform""","0.36000000000000004","""uniform""","""vaguely-speak""","0.62","""uniform""","0.68","""uniform""","""link""","false","false","9","0.1","0.56","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.689","0.5755000000000001"
"119","133","54","0.28","0.169","""uniform""","0.11","""uniform""","""openly-listen""","0.01","""uniform""","0.26","""uniform""","""link""","false","false","8","0.8300000000000001","0.22","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.63","7","0.689","0.5755000000000001"
"119","140","62","0","0.281","""uniform""","0.21000000000000002","""uniform""","""vaguely-speak""","0.060000000000000005","""uniform""","0.14","""uniform""","""link""","false","true","5","0.34","0.18","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.001","7","0.689","0.5755000000000001"
"119","147","36","0.09","0.047","""uniform""","0.3","""uniform""","""vaguely-speak""","0.04","""uniform""","0.88","""uniform""","""link""","false","true","8","0.61","0.51","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.689","0.5755000000000001"
"119","154","24","0.26","0.799","""uniform""","0.36000000000000004","""uniform""","""openly-listen""","0.36000000000000004","""uniform""","0.3","""uniform""","""link""","false","true","10","0.67","0.11","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.097","7","0.689","0.5755000000000001"
"119","161","60","0.24","0.735","""uniform""","0.13","""uniform""","""vaguely-speak""","0.27","""uniform""","0.08","""uniform""","""link""","false","true","9","0","0.7","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5409999999999999","7","0.689","0.5755000000000001"
"119","168","7","0.44","0.445","""uniform""","0.24000000000000002","""uniform""","""vaguely-speak""","0.31","""uniform""","0.23","""uniform""","""link""","false","true","6","0.44","0.59","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.001","7","0.689","0.5755000000000001"
"119","175","42","0.25","0.379","""uniform""","0.13","""uniform""","""openly-listen""","0.6900000000000001","""uniform""","0.72","""uniform""","""link""","false","false","10","0.7000000000000001","0.32","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.385","7","0.689","0.5755000000000001"
"119","182","42","0.25","0.379","""uniform""","0.13","""uniform""","""openly-listen""","0.14","""uniform""","0.77","""uniform""","""link""","false","false","2","0.98","0.49","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.378","7","0.689","0.5755000000000001"
"119","189","57","0.03","0.9500000000000001","""uniform""","0.03","""uniform""","""vaguely-speak""","0.62","""uniform""","0.72","""uniform""","""link""","false","true","6","0.44","0.59","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.514","7","0.689","0.5755000000000001"
"119","196","57","0.02","0.9440000000000001","""uniform""","0.06999999999999999","""uniform""","""openly-listen""","0.89","""uniform""","0.26","""uniform""","""link""","false","false","8","0.8300000000000001","0.22","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.536","7","0.689","0.5755000000000001"
"119","203","54","0.28","0.169","""uniform""","0.11","""uniform""","""openly-listen""","0.01","""uniform""","0.42000000000000004","""uniform""","""link""","false","true","5","0.34","0.39","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.40700000000000003","7","0.689","0.5755000000000001"
"119","210","23","0","0.749","""uniform""","0.36000000000000004","""uniform""","""vaguely-speak""","1.04","""uniform""","0.86","""uniform""","""link""","false","true","4","0.61","0.6","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.689","0.5755000000000001"
"119","217","19","0.44","1","""uniform""","0.47000000000000003","""uniform""","""openly-listen""","1.03","""uniform""","0.61","""uniform""","""link""","false","true","7","0.54","0.76","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.675","7","0.689","0.5755000000000001"
"119","224","48","0.46","0.24200000000000002","""uniform""","0.16","""uniform""","""openly-listen""","0.47000000000000003","""uniform""","0.89","""uniform""","""link""","false","true","5","0.26","0.47","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.275","7","0.689","0.5755000000000001"
"119","231","57","0.02","0.9440000000000001","""uniform""","0.06999999999999999","""uniform""","""vaguely-speak""","0.62","""uniform""","0.28","""uniform""","""link""","false","false","8","0.91","0.84","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.534","7","0.689","0.5755000000000001"
"119","238","38","0.19","0.858","""uniform""","0.46","""uniform""","""vaguely-speak""","0.89","""uniform""","0.42000000000000004","""uniform""","""link""","false","true","5","0.34","0.39","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.001","7","0.689","0.5755000000000001"
"119","245","23","0","0.749","""uniform""","0.36000000000000004","""uniform""","""openly-listen""","1.04","""uniform""","0.86","""uniform""","""link""","false","false","3","0.61","0.6","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5660000000000001","7","0.689","0.5755000000000001"
"119","252","60","0.24","0.735","""uniform""","0.13","""uniform""","""vaguely-speak""","0.27","""uniform""","0.08","""uniform""","""link""","false","true","10","0.67","0.11","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.348","7","0.689","0.5755000000000001"
"119","259","38","0.19","0.858","""uniform""","0.46","""uniform""","""vaguely-speak""","0.5","""uniform""","0.28","""uniform""","""link""","false","false","8","0.91","0.84","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.563","7","0.689","0.5755000000000001"
"119","266","59","0.02","0.9440000000000001","""uniform""","0.06999999999999999","""uniform""","""vaguely-speak""","0.62","""uniform""","0.28","""uniform""","""link""","false","false","8","0.91","0.84","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.534","7","0.689","0.5755000000000001"
"119","273","38","0.19","0.8370000000000001","""uniform""","0.46","""uniform""","""vaguely-speak""","0.5","""uniform""","0.28","""uniform""","""link""","false","false","8","0.91","0.84","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.599","7","0.689","0.5755000000000001"
"119","280","25","0.46","1","""uniform""","0.47000000000000003","""uniform""","""openly-listen""","1.03","""uniform""","0.61","""uniform""","""link""","false","true","7","0.54","0.76","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.554","7","0.689","0.5755000000000001"
"119","287","38","0.19","0.858","""uniform""","0.46","""uniform""","""vaguely-speak""","0.5","""uniform""","0.28","""uniform""","""link""","false","true","8","0.91","0.84","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.59","7","0.689","0.5755000000000001"
"119","294","23","0","0.749","""uniform""","0.36000000000000004","""uniform""","""openly-listen""","1.04","""uniform""","0.86","""uniform""","""link""","false","true","3","0.61","0.6","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.614","7","0.689","0.5755000000000001"
"119","301","38","0.19","0.858","""uniform""","0.46","""uniform""","""vaguely-speak""","0.5","""uniform""","0.28","""uniform""","""link""","false","false","8","0.91","0.84","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.689","0.5755000000000001"
"119","308","57","0.08","0.9500000000000001","""uniform""","0.03","""uniform""","""vaguely-speak""","0.62","""uniform""","0.72","""uniform""","""link""","false","true","6","0.44","0.59","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.51","7","0.689","0.5755000000000001"
"119","315","19","0.44","1","""uniform""","0.47000000000000003","""uniform""","""openly-listen""","1.03","""uniform""","0.61","""uniform""","""link""","false","true","7","0.54","0.76","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.09","7","0.689","0.5755000000000001"
"119","322","19","0.44","0.878","""uniform""","0.47000000000000003","""uniform""","""openly-listen""","1.03","""uniform""","0.61","""uniform""","""link""","false","false","7","0.54","0.67","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.6519999999999999","7","0.689","0.5755000000000001"
"119","329","23","0","1","""uniform""","0.36000000000000004","""uniform""","""openly-listen""","1.04","""uniform""","0.86","""uniform""","""link""","false","false","3","0.61","0.6","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.639","7","0.689","0.5755000000000001"
"119","336","42","0.2","0.379","""uniform""","0.09","""uniform""","""openly-listen""","0.6900000000000001","""uniform""","0.72","""uniform""","""link""","false","false","10","0.7000000000000001","0.32","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.525","7","0.689","0.5755000000000001"
"120","7","31","0.13","0.47700000000000004","""uniform""","0.16","""uniform""","""vaguely-speak""","0.17","""uniform""","0.39","""uniform""","""link""","false","true","0","0.78","0.94","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0","0.0015"
"120","14","29","0.12","0.06999999999999999","""uniform""","0.37","""uniform""","""vaguely-speak""","0.03","""uniform""","0.9500000000000001","""uniform""","""link""","false","false","4","0.76","0.12000000000000001","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0","0.0015"
"120","21","10","0.34","0.529","""uniform""","0.19","""uniform""","""openly-listen""","0.98","""uniform""","0.09","""uniform""","""link""","false","true","3","0.39","0.49","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.184","7","0.184","0.21199999999999997"
"120","28","10","0.42","0.995","""uniform""","0.02","""uniform""","""openly-listen""","0.9400000000000001","""uniform""","0.93","""uniform""","""link""","false","false","4","0.13","0.5","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.524","7","0.524","0.5145"
"120","35","10","0.1","0.672","""uniform""","0.5","""uniform""","""vaguely-speak""","0.6900000000000001","""uniform""","0.05","""uniform""","""link""","false","true","3","0.6","0.37","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.018","7","0.524","0.5145"
"120","42","54","0.39","0.608","""uniform""","0.05","""uniform""","""vaguely-speak""","0.53","""uniform""","0.06999999999999999","""uniform""","""link""","false","false","8","0.17","0.82","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.522","7","0.524","0.5145"
"120","49","58","0.13","0.7130000000000001","""uniform""","0.19","""uniform""","""vaguely-speak""","0.09","""uniform""","0.13","""uniform""","""link""","false","true","10","0.74","0.39","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.001","7","0.524","0.5145"
"120","56","58","0","0.602","""uniform""","0.26","""uniform""","""vaguely-speak""","0.49","""uniform""","0.2","""uniform""","""link""","false","false","4","0.37","0.65","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.524","0.5145"
"120","63","48","0.14","0.196","""uniform""","0.33","""uniform""","""vaguely-speak""","0.55","""uniform""","0.67","""uniform""","""link""","false","true","9","0.32","0.8099999999999999","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5730000000000001","7","0.5730000000000001","0.6005"
"120","70","59","0.22","0.5850000000000001","""uniform""","0.25","""uniform""","""openly-listen""","0.54","""uniform""","0.21000000000000002","""uniform""","""link""","false","true","8","0.77","0.73","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.629","7","0.629","0.5865"
"120","77","15","0.13","0.323","""uniform""","0.45","""uniform""","""vaguely-speak""","0.75","""uniform""","0.91","""uniform""","""link""","false","false","3","0.19","0.39","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.629","0.5865"
"120","84","55","0.5","0.611","""uniform""","0.09","""uniform""","""vaguely-speak""","0.09","""uniform""","0.65","""uniform""","""link""","false","true","2","0.21","0.79","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.509","7","0.629","0.5865"
"120","91","14","0.27","0.48600000000000004","""uniform""","0.21000000000000002","""uniform""","""vaguely-speak""","0.33","""uniform""","0.64","""uniform""","""link""","false","true","7","0.28","0.5","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.629","0.5865"
"120","98","55","0.47000000000000003","0.18000000000000002","""uniform""","0.42000000000000004","""uniform""","""vaguely-speak""","0.78","""uniform""","0.45","""uniform""","""link""","false","true","8","0.91","0.69","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.63","7","0.63","0.629"
"120","105","26","0.13","0.638","""uniform""","0.33","""uniform""","""vaguely-speak""","0.33","""uniform""","0.74","""uniform""","""link""","false","true","8","0.9","0.52","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.63","0.629"
"120","112","33","0.4","0.666","""uniform""","0.34","""uniform""","""openly-listen""","0.74","""uniform""","0.98","""uniform""","""link""","false","true","8","0.3","0.7","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5780000000000001","7","0.63","0.629"
"120","119","45","0.14","0.38","""uniform""","0.18000000000000002","""uniform""","""openly-listen""","0.13","""uniform""","0.9400000000000001","""uniform""","""link""","false","true","0","0.8","0.43000000000000005","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5","7","0.63","0.629"
"120","126","22","0.21","0.8130000000000001","""uniform""","0.33","""uniform""","""vaguely-speak""","0.47000000000000003","""uniform""","0.91","""uniform""","""link""","false","true","10","0.24","0.67","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.63","0.629"
"120","133","4","0","0.9400000000000001","""uniform""","0.46","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","0.13","""uniform""","""link""","false","false","0","0.76","0.37","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.035","7","0.63","0.629"
"120","140","56","0.36","0.14400000000000002","""uniform""","0.24000000000000002","""uniform""","""vaguely-speak""","0.65","""uniform""","0.5700000000000001","""uniform""","""link""","false","false","1","0.93","0.61","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.63","0.629"
"120","147","8","0.47000000000000003","0.6940000000000001","""uniform""","0.34","""uniform""","""vaguely-speak""","0.6900000000000001","""uniform""","0.060000000000000005","""uniform""","""link""","false","true","10","0.92","0.94","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.007","7","0.63","0.629"
"120","154","48","0.14","0.196","""uniform""","0.33","""uniform""","""vaguely-speak""","0.55","""uniform""","0.66","""uniform""","""link""","false","true","9","0.32","0.8099999999999999","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.563","7","0.63","0.629"
"120","161","48","0.14","0.6940000000000001","""uniform""","0.34","""uniform""","""openly-listen""","0.6900000000000001","""uniform""","0.060000000000000005","""uniform""","""link""","false","true","10","0.8300000000000001","0.95","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.111","7","0.63","0.629"
"120","168","8","0.47000000000000003","0.196","""uniform""","0.33","""uniform""","""vaguely-speak""","0.55","""uniform""","0.67","""uniform""","""link""","false","true","9","0.32","0.8099999999999999","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5900000000000001","7","0.63","0.629"
"120","175","54","0.39","0.608","""uniform""","0.05","""uniform""","""vaguely-speak""","0.53","""uniform""","0.06999999999999999","""uniform""","""link""","false","false","10","0.17","0.82","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.514","7","0.63","0.629"
