"search-number","evaluation","n-neis*","p-random*","p-speaking-level*","p-speaking-drawn*","boundary*","boundary-drawn*","mode*","tolerance-level*","tolerance-drawn*","conformity-level*","conformity-drawn*","network-change*","cut-links-randomly?*","create-links-randomly?*","min-comm-neis*","dissatisfied_updates_opinion*","id_threshold*","use_identity?*","use_opponents_ratio?*","polarisation-each-n-steps*","polar_repeats*","centroids_change*","centroid_color?*","killing_centroids?*","d_threshold*","esbg_furthest_out*","n-agents*","opinions*","model*","rs*","set-seed?*","x-opinion*","y-opinion*","updating*","record-length*","record?*","max-ticks*","hk-benchmark?*","record-each-n-steps*","avoid-redundancies?*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"62","175","25","0.49","0.252","""uniform""","0.12","""uniform""","""vaguely-speak""","0.78","""uniform""","0.77","""uniform""","""link""","false","true","3","0.38","0.19","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.498","7","0.635","0.5810000000000001"
"62","182","36","0.36","0.21200000000000002","""uniform""","0.31","""uniform""","""vaguely-speak""","1.02","""uniform""","0.51","""uniform""","""link""","false","true","4","0.39","0.41000000000000003","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.635","0.5810000000000001"
"62","189","22","0.49","0.15400000000000003","""uniform""","0.31","""uniform""","""openly-listen""","0.7100000000000001","""uniform""","0.12","""uniform""","""link""","false","false","5","0.68","0.72","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.613","7","0.635","0.5810000000000001"
"62","196","47","0.28","0.327","""uniform""","0.15000000000000002","""uniform""","""openly-listen""","0.23","""uniform""","0.79","""uniform""","""link""","false","false","8","0.43","0.24000000000000002","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.29","7","0.635","0.5810000000000001"
"62","203","27","0.04","0.48100000000000004","""uniform""","0.47000000000000003","""uniform""","""openly-listen""","0.9400000000000001","""uniform""","0.67","""uniform""","""link""","false","true","5","0.68","0.84","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.151","7","0.635","0.5810000000000001"
"62","210","19","0.27","0.928","""uniform""","0.4","""uniform""","""openly-listen""","1.1","""uniform""","0.86","""uniform""","""link""","false","true","4","0.38","0.63","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.577","7","0.635","0.5810000000000001"
"62","217","33","0.28","0.674","""uniform""","0.32","""uniform""","""openly-listen""","0.24000000000000002","""uniform""","0.4","""uniform""","""link""","false","false","8","0.9400000000000001","0.83","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.053000000000000005","7","0.635","0.5810000000000001"
"62","224","58","0.25","0.673","""uniform""","0.35000000000000003","""uniform""","""openly-listen""","0.7100000000000001","""uniform""","0.38","""uniform""","""link""","false","true","5","0.04","0.83","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.192","7","0.635","0.5810000000000001"
"62","231","30","0.49","0.192","""uniform""","0.08","""uniform""","""vaguely-speak""","0.56","""uniform""","0.8400000000000001","""uniform""","""link""","false","true","3","0.49","0.83","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.528","7","0.635","0.5810000000000001"
"62","238","19","0.27","0.48100000000000004","""uniform""","0.47000000000000003","""uniform""","""openly-listen""","0.9400000000000001","""uniform""","0.67","""uniform""","""link""","false","false","5","0.68","0.84","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.581","7","0.635","0.5810000000000001"
"62","245","51","0.38","0.716","""uniform""","0.13","""uniform""","""vaguely-speak""","0.03","""uniform""","0.09","""uniform""","""link""","false","false","7","0.15","0.89","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.52","7","0.635","0.5810000000000001"
"62","252","46","0.37","0.15300000000000002","""uniform""","0.22","""uniform""","""openly-listen""","0.12","""uniform""","0.5700000000000001","""uniform""","""link""","false","false","2","0.75","0.22","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.226","7","0.635","0.5810000000000001"
"62","259","25","0.49","0.252","""uniform""","0.12","""uniform""","""vaguely-speak""","1.02","""uniform""","0.51","""uniform""","""link""","false","true","4","0.39","0.61","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.527","7","0.635","0.5810000000000001"
"62","266","25","0.49","0.252","""uniform""","0.12","""uniform""","""vaguely-speak""","0.9500000000000001","""uniform""","0.51","""uniform""","""link""","false","true","4","0.39","0.61","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.47100000000000003","7","0.635","0.5810000000000001"
"62","273","47","0.28","0.226","""uniform""","0.31","""uniform""","""openly-listen""","0.66","""uniform""","0.12","""uniform""","""link""","false","true","4","0.68","0.84","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.166","7","0.635","0.5810000000000001"
"62","280","19","0.27","0.35100000000000003","""uniform""","0.48000000000000004","""uniform""","""openly-listen""","0.9400000000000001","""uniform""","0.67","""uniform""","""link""","false","false","5","0.68","0.72","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.644","7","0.644","0.646"
"62","287","22","0.49","0.226","""uniform""","0.31","""uniform""","""openly-listen""","0.66","""uniform""","0.12","""uniform""","""link""","false","false","5","0.68","0.72","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.52","7","0.644","0.646"
"62","294","47","0.28","0.15400000000000003","""uniform""","0.31","""uniform""","""openly-listen""","0.7100000000000001","""uniform""","0.19","""uniform""","""link""","false","false","5","0.68","0.72","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.612","7","0.644","0.646"
"62","301","47","0.28","0.226","""uniform""","0.31","""uniform""","""vaguely-speak""","0.66","""uniform""","0.12","""uniform""","""link""","false","true","5","0.68","0.84","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.644","0.646"
"62","308","19","0.27","0.35100000000000003","""uniform""","0.47000000000000003","""uniform""","""openly-listen""","0.9400000000000001","""uniform""","0.67","""uniform""","""link""","false","false","5","0.68","0.72","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.721","7","0.721","0.6045"
"62","315","47","0.28","0.226","""uniform""","0.24000000000000002","""uniform""","""openly-listen""","0.66","""uniform""","0.01","""uniform""","""link""","false","false","5","0.68","0.72","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.537","7","0.721","0.6045"
"62","322","58","0.24","0.673","""uniform""","0.35000000000000003","""uniform""","""openly-listen""","0.7100000000000001","""uniform""","0.4","""uniform""","""link""","false","false","8","0.9400000000000001","0.83","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.046","7","0.721","0.6045"
"62","329","58","0.24","0.673","""uniform""","0.41000000000000003","""uniform""","""openly-listen""","0.7100000000000001","""uniform""","0.4","""uniform""","""link""","false","false","8","0.9400000000000001","0.83","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.588","7","0.721","0.6045"
"62","336","46","0.37","0.15300000000000002","""uniform""","0.18000000000000002","""uniform""","""openly-listen""","0.12","""uniform""","0.5700000000000001","""uniform""","""link""","false","false","2","0.75","0.22","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.322","7","0.721","0.6045"
"62","343","30","0.5","0.17300000000000001","""uniform""","0.08","""uniform""","""vaguely-speak""","0.56","""uniform""","0.75","""uniform""","""link""","false","true","3","0.49","0.83","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.534","7","0.721","0.6045"
"62","350","30","0.49","0.17300000000000001","""uniform""","0.08","""uniform""","""vaguely-speak""","0.56","""uniform""","0.75","""uniform""","""link""","false","true","2","0.49","0.83","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.535","7","0.721","0.6045"
"63","7","28","0.25","0.34","""uniform""","0.5","""uniform""","""vaguely-speak""","0.65","""uniform""","0.49","""uniform""","""link""","false","false","10","0.32","0.84","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.534","7","0.534","0.5775"
"63","14","47","0.13","0.097","""uniform""","0.44","""uniform""","""vaguely-speak""","0.2","""uniform""","0.51","""uniform""","""link""","false","false","3","0.52","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.545","7","0.545","0.54"
"63","21","57","0.32","0.7010000000000001","""uniform""","0.43","""uniform""","""openly-listen""","0.33","""uniform""","0.59","""uniform""","""link""","false","true","3","0.8200000000000001","0.45000000000000007","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.076","7","0.545","0.54"
"63","28","27","0.09","0.865","""uniform""","0.19","""uniform""","""vaguely-speak""","0.12","""uniform""","0.15000000000000002","""uniform""","""link""","false","true","0","0.21","0.75","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.002","7","0.545","0.54"
"63","35","38","0.13","0.6930000000000001","""uniform""","0.11","""uniform""","""openly-listen""","0.75","""uniform""","0.12","""uniform""","""link""","false","true","9","0.73","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5409999999999999","7","0.545","0.54"
"63","42","29","0.16","0.062000000000000006","""uniform""","0.45","""uniform""","""openly-listen""","0.53","""uniform""","0.38","""uniform""","""link""","false","true","2","0.6","0.48","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.12","7","0.545","0.54"
"63","49","24","0.49","0.614","""uniform""","0.14","""uniform""","""vaguely-speak""","0.05","""uniform""","0.7000000000000001","""uniform""","""link""","false","true","1","0.5700000000000001","0.84","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5960000000000001","7","0.5960000000000001","0.001"
"63","56","54","0.01","0.264","""uniform""","0.15000000000000002","""uniform""","""openly-listen""","0.98","""uniform""","0.8300000000000001","""uniform""","""link""","false","true","7","0.27","0.13","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.266","7","0.5960000000000001","0.001"
"63","63","6","0.13","0.111","""uniform""","0.44","""uniform""","""vaguely-speak""","0.44","""uniform""","0.6900000000000001","""uniform""","""link""","false","true","7","0.55","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.529","7","0.5960000000000001","0.001"
"63","70","46","0.31","0.971","""uniform""","0.03","""uniform""","""openly-listen""","0.89","""uniform""","0.22","""uniform""","""link""","false","false","5","0.6","0.45999999999999996","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.513","7","0.5960000000000001","0.001"
"63","77","30","0.2","0.18300000000000002","""uniform""","0.37","""uniform""","""openly-listen""","0.76","""uniform""","0.45","""uniform""","""link""","false","true","4","0.5700000000000001","0.77","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.14800000000000002","7","0.5960000000000001","0.001"
"63","84","24","0.06","0.932","""uniform""","0.16","""uniform""","""vaguely-speak""","0.9600000000000001","""uniform""","0.26","""uniform""","""link""","false","true","8","0.8","0.24000000000000002","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.5960000000000001","0.001"
"63","91","36","0.01","0.9510000000000001","""uniform""","0.39","""uniform""","""vaguely-speak""","0.9","""uniform""","0.66","""uniform""","""link""","false","false","9","0.79","0.30000000000000004","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.5960000000000001","0.001"
"63","98","16","0.12","0.29000000000000004","""uniform""","0.3","""uniform""","""openly-listen""","0.11","""uniform""","0.33","""uniform""","""link""","false","true","10","0.47000000000000003","0.42000000000000004","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.12","7","0.5960000000000001","0.001"
"63","105","19","0.07","0.394","""uniform""","0.05","""uniform""","""openly-listen""","1","""uniform""","0.38","""uniform""","""link""","false","false","0","0.16","0.15000000000000002","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.522","7","0.5960000000000001","0.001"
"63","112","13","0.29","0.885","""uniform""","0.29000000000000004","""uniform""","""openly-listen""","1.09","""uniform""","0.42000000000000004","""uniform""","""link""","false","true","3","0.97","0.58","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.167","7","0.5960000000000001","0.001"
"63","119","11","0.38","0.6880000000000001","""uniform""","0.38","""uniform""","""vaguely-speak""","0.42000000000000004","""uniform""","0.24000000000000002","""uniform""","""link""","false","false","9","0.59","0.69","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.001","7","0.5960000000000001","0.001"
"63","126","38","0.28","0.9690000000000001","""uniform""","0.37","""uniform""","""vaguely-speak""","0.67","""uniform""","0.18000000000000002","""uniform""","""link""","false","true","5","0.44","0.12000000000000001","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.001","7","0.5960000000000001","0.001"
"63","133","30","0.19","0.455","""uniform""","0.01","""uniform""","""openly-listen""","0.73","""uniform""","0.79","""uniform""","""link""","false","true","5","0.35000000000000003","0.92","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.491","7","0.5960000000000001","0.001"
"63","140","13","0.38","0.893","""uniform""","0.16","""uniform""","""openly-listen""","1.09","""uniform""","0.63","""uniform""","""link""","false","false","0","0.4","0.49","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.282","7","0.5960000000000001","0.001"
"63","147","29","0.32","0.8170000000000001","""uniform""","0.13","""uniform""","""openly-listen""","0.15000000000000002","""uniform""","0.51","""uniform""","""link""","false","false","6","0.67","0.33999999999999997","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.34500000000000003","7","0.5960000000000001","0.001"
"63","154","28","0.25","0.34","""uniform""","0.5","""uniform""","""vaguely-speak""","0.2","""uniform""","0.51","""uniform""","""link""","false","false","3","0.52","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5429999999999999","7","0.5960000000000001","0.001"
"63","161","47","0.13","0.097","""uniform""","0.44","""uniform""","""vaguely-speak""","0.65","""uniform""","0.49","""uniform""","""link""","false","false","10","0.32","0.84","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.554","7","0.5960000000000001","0.001"
"63","168","28","0.25","0.111","""uniform""","0.44","""uniform""","""vaguely-speak""","0.44","""uniform""","0.6900000000000001","""uniform""","""link""","false","true","7","0.55","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.561","7","0.5960000000000001","0.001"
"63","175","6","0.13","0.34","""uniform""","0.5","""uniform""","""vaguely-speak""","0.65","""uniform""","0.49","""uniform""","""link""","false","false","10","0.32","0.84","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.607","7","0.607","0.5755"
"63","182","38","0.13","0.6930000000000001","""uniform""","0.11","""uniform""","""openly-listen""","0.75","""uniform""","0.12","""uniform""","""link""","false","false","9","0.73","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.515","7","0.607","0.5755"
"63","189","28","0.25","0.219","""uniform""","0.5","""uniform""","""vaguely-speak""","0.65","""uniform""","0.49","""uniform""","""link""","false","false","10","0.32","0.84","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.591","7","0.607","0.5755"
"63","196","28","0.25","0.34","""uniform""","0.5","""uniform""","""vaguely-speak""","0.78","""uniform""","0.49","""uniform""","""link""","false","false","10","0.32","0.84","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.58","7","0.607","0.5755"
"63","203","9","0.13","0.111","""uniform""","0.44","""uniform""","""vaguely-speak""","0.44","""uniform""","0.6900000000000001","""uniform""","""link""","false","true","7","0.55","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.542","7","0.607","0.5755"
"63","210","57","0.32","0.7010000000000001","""uniform""","0.43","""uniform""","""openly-listen""","0.33","""uniform""","0.59","""uniform""","""link""","false","true","3","0.8200000000000001","0.45000000000000007","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.081","7","0.607","0.5755"
"63","217","36","0.49","0.614","""uniform""","0.14","""uniform""","""vaguely-speak""","0.05","""uniform""","0.7000000000000001","""uniform""","""link""","false","true","1","0.5700000000000001","0.84","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.331","7","0.607","0.5755"
"63","224","6","0.13","0.111","""uniform""","0.44","""uniform""","""vaguely-speak""","0.49","""uniform""","0.6900000000000001","""uniform""","""link""","false","true","7","0.55","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.531","7","0.607","0.5755"
"63","231","6","0.13","0.111","""uniform""","0.44","""uniform""","""vaguely-speak""","0.29000000000000004","""uniform""","0.6900000000000001","""uniform""","""link""","false","false","7","0.47000000000000003","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.548","7","0.607","0.5755"
"63","238","46","0.31","0.971","""uniform""","0.03","""uniform""","""openly-listen""","0.89","""uniform""","0.22","""uniform""","""link""","false","false","5","0.74","0.62","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.51","7","0.607","0.5755"
"63","245","24","0.49","0.614","""uniform""","0.14","""uniform""","""vaguely-speak""","0.05","""uniform""","0.7000000000000001","""uniform""","""link""","false","true","1","0.64","0.84","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.16199999999999998","7","0.607","0.5755"
"63","252","30","0.19","0.455","""uniform""","0.01","""uniform""","""vaguely-speak""","0.73","""uniform""","0.79","""uniform""","""link""","false","true","5","0.35000000000000003","0.95","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.507","7","0.607","0.5755"
"63","259","28","0.16","0.34","""uniform""","0.5","""uniform""","""vaguely-speak""","0.78","""uniform""","0.49","""uniform""","""link""","false","false","10","0.32","0.84","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5429999999999999","7","0.607","0.5755"
"63","266","47","0.13","0.097","""uniform""","0.44","""uniform""","""vaguely-speak""","0.2","""uniform""","0.51","""uniform""","""link""","false","false","3","0.52","0.89","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.607","0.5755"
"63","273","6","0.13","0.111","""uniform""","0.44","""uniform""","""vaguely-speak""","0.49","""uniform""","0.6900000000000001","""uniform""","""link""","false","true","7","0.53","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.562","7","0.607","0.5755"
"63","280","6","0.13","0.34","""uniform""","0.5","""uniform""","""vaguely-speak""","0.65","""uniform""","0.49","""uniform""","""link""","false","false","9","0.32","0.84","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.542","7","0.607","0.5755"
"63","287","38","0.13","0.6930000000000001","""uniform""","0.14","""uniform""","""openly-listen""","0.75","""uniform""","0.12","""uniform""","""link""","false","true","8","0.73","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5569999999999999","7","0.607","0.5755"
"63","294","28","0.25","0.34","""uniform""","0.5","""uniform""","""vaguely-speak""","0.2","""uniform""","0.51","""uniform""","""link""","false","false","10","0.32","0.84","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.579","7","0.607","0.5755"
"63","301","47","0.13","0.097","""uniform""","0.44","""uniform""","""vaguely-speak""","0.65","""uniform""","0.49","""uniform""","""link""","false","true","3","0.52","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5369999999999999","7","0.607","0.5755"
"63","308","6","0.13","0.111","""uniform""","0.44","""uniform""","""vaguely-speak""","0.29000000000000004","""uniform""","0.6900000000000001","""uniform""","""link""","false","false","10","0.32","0.84","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5489999999999999","7","0.607","0.5755"
"63","315","28","0.25","0.219","""uniform""","0.5","""uniform""","""vaguely-speak""","0.65","""uniform""","0.49","""uniform""","""link""","false","false","7","0.47000000000000003","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.555","7","0.607","0.5755"
"63","322","13","0.38","0.893","""uniform""","0.16","""uniform""","""vaguely-speak""","1.09","""uniform""","0.63","""uniform""","""link""","false","false","0","0.4","0.49","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.047","7","0.607","0.5755"
"63","329","28","0.25","0.219","""uniform""","0.5","""uniform""","""vaguely-speak""","0.65","""uniform""","0.38","""uniform""","""link""","false","false","10","0.32","0.84","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.552","7","0.607","0.5755"
"63","336","9","0.13","0.067","""uniform""","0.44","""uniform""","""openly-listen""","0.44","""uniform""","0.6900000000000001","""uniform""","""link""","false","true","7","0.55","0.89","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.571","7","0.607","0.5755"
"64","7","51","0.1","0.8360000000000001","""uniform""","0.09999999999999999","""uniform""","""openly-listen""","0.24000000000000002","""uniform""","0.68","""uniform""","""link""","false","false","9","0.9500000000000001","0.22","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.638","7","0.638","0.5585"
"64","14","42","0.27","1","""uniform""","0.11","""uniform""","""vaguely-speak""","0.7000000000000001","""uniform""","0.15000000000000002","""uniform""","""link""","false","false","5","0.07","0.73","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5700000000000001","7","0.638","0.5585"
"64","21","56","0.09","0.11","""uniform""","0.34","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","0.7100000000000001","""uniform""","""link""","false","false","9","0.79","0.95","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.638","0.5585"
"64","28","10","0.34","0.095","""uniform""","0.33","""uniform""","""vaguely-speak""","0.21000000000000002","""uniform""","0.02","""uniform""","""link""","false","true","2","0.13","0.21000000000000002","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.137","7","0.638","0.5585"
"64","35","21","0.11","0.6950000000000001","""uniform""","0.05","""uniform""","""vaguely-speak""","0.68","""uniform""","0.45","""uniform""","""link""","false","true","6","0.24","0.19","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.498","7","0.638","0.5585"
"64","42","17","0.49","0.523","""uniform""","0.41000000000000003","""uniform""","""vaguely-speak""","0.66","""uniform""","0.86","""uniform""","""link""","false","true","3","0.08","0.15000000000000002","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.638","0.5585"
"64","49","40","0.34","0.62","""uniform""","0.46","""uniform""","""vaguely-speak""","1.02","""uniform""","0.04","""uniform""","""link""","false","false","10","0.5700000000000001","0.6","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.002","7","0.638","0.5585"
"64","56","15","0.23","0.24500000000000002","""uniform""","0.37","""uniform""","""vaguely-speak""","1.05","""uniform""","0.91","""uniform""","""link""","false","false","0","0.65","0.83","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.542","7","0.638","0.5585"
"64","63","19","0.06","0.321","""uniform""","0.37","""uniform""","""openly-listen""","0.27","""uniform""","0.13","""uniform""","""link""","false","false","10","0.39","0.44000000000000006","false","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.114","7","0.638","0.5585"
"64","70","39","0.34","0.525","""uniform""","0.09","""uniform""","""openly-listen""","0.79","""uniform""","0.8","""uniform""","""link""","false","true","8","0.05","0.29000000000000004","true","false","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5840000000000001","7","0.638","0.5585"
