"search-number","evaluation","conformity-level*","conformity-drawn*","n-neis*","p-random*","p-speaking-level*","p-speaking-drawn*","boundary*","boundary-drawn*","mode*","tolerance-level*","tolerance-drawn*","network-change*","random-network-change?*","n_centroids*","centroids_change*","centroid_color?*","killing_centroids?*","d_threshold*","polarisation-each-n-steps*","polar_repeats*","opinions*","model*","record-each-n-steps*","avoid-redundancies?*","set-seed?*","x-opinion*","y-opinion*","updating*","record-length*","construct-name?*","record?*","hk-benchmark?*","max-ticks*","n-agents*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"1","55","0.8","""uniform""","7","0.09","0.33","""uniform""","0.78","""uniform""","""vaguely-speak""","0.060000000000000005","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0","5","0.985","0.947"
"1","60","0.92","""uniform""","49","0.36","0.12","""uniform""","0.49","""uniform""","""openly-listen""","0.65","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.315","5","0.985","0.947"
"1","65","0.71","""uniform""","31","0.25","0.72","""uniform""","0.7100000000000001","""uniform""","""openly-listen""","0.29000000000000004","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.249","5","0.985","0.947"
"1","70","0.45999999999999996","""uniform""","26","0.02","0.04","""uniform""","0.93","""uniform""","""openly-listen""","1.06","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.214","5","0.985","0.947"
"1","75","0.25","""uniform""","19","0.28","0.15000000000000002","""uniform""","0.86","""uniform""","""openly-listen""","1","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.134","5","0.985","0.947"
"1","80","0.39","""uniform""","14","0.32","0.21000000000000002","""uniform""","0.25","""uniform""","""vaguely-speak""","1.06","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.01","5","0.985","0.947"
"1","85","0.86","""uniform""","42","0.31","0.06999999999999999","""uniform""","0.35000000000000003","""uniform""","""openly-listen""","0.25","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.283","5","0.985","0.947"
"1","90","0.61","""uniform""","35","0.49","0.99","""uniform""","0.47000000000000003","""uniform""","""vaguely-speak""","0.9600000000000001","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0","5","0.985","0.947"
"1","95","0.14","""uniform""","63","0.01","0.87","""uniform""","0.8","""uniform""","""openly-listen""","0.92","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.149","5","0.985","0.947"
"1","100","0.92","""uniform""","61","0.49","0.79","""uniform""","0.64","""uniform""","""vaguely-speak""","0.9600000000000001","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0","5","0.985","0.947"
"1","105","0.7","""uniform""","55","0.35000000000000003","0.63","""uniform""","0.04","""uniform""","""vaguely-speak""","0.02","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.973","5","0.985","0.947"
"1","110","0.18","""uniform""","30","0.29","0.25","""uniform""","0.99","""uniform""","""vaguely-speak""","0.03","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.036","5","0.985","0.947"
"1","115","0.47","""uniform""","31","0.31","0.27","""uniform""","0.59","""uniform""","""vaguely-speak""","0.79","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0","5","0.985","0.947"
"1","120","0.79","""uniform""","13","0.17","0.63","""uniform""","0.28","""uniform""","""openly-listen""","1.01","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.365","5","0.985","0.947"
"1","125","0.83","""uniform""","26","0.41000000000000003","0.39","""uniform""","0.16","""uniform""","""openly-listen""","1.08","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.556","5","0.985","0.947"
"1","130","1","""uniform""","33","0.49","0.01","""uniform""","0.79","""uniform""","""openly-listen""","0.79","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.149","5","0.985","0.947"
"1","135","0.35","""uniform""","44","0.33","0.21000000000000002","""uniform""","0.18000000000000002","""uniform""","""openly-listen""","1.03","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.497","5","0.985","0.947"
"1","140","0.23","""uniform""","27","0.46","0.51","""uniform""","0.65","""uniform""","""vaguely-speak""","0.01","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.891","5","0.985","0.947"
"1","145","0.28","""uniform""","54","0.38","0.4","""uniform""","0.46","""uniform""","""openly-listen""","0.64","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.238","5","0.985","0.947"
"1","150","0.47","""uniform""","29","0.14","0.09","""uniform""","0.25","""uniform""","""openly-listen""","1.1","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.399","5","0.985","0.947"
"1","155","0.63","""uniform""","9","0.1","0.81","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.98","5","0.985","0.947"
"1","160","0.23","""uniform""","27","0.46","0.51","""uniform""","0.75","""uniform""","""vaguely-speak""","0.01","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.926","5","0.985","0.947"
"1","165","0.23","""uniform""","27","0.46","0.53","""uniform""","0.65","""uniform""","""vaguely-speak""","0.01","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.806","5","0.985","0.947"
"1","170","0.63","""uniform""","19","0.1","0.81","""uniform""","0.22","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.802","5","0.985","0.947"
"1","175","0.83","""uniform""","26","0.41000000000000003","0.39","""uniform""","0.18000000000000002","""uniform""","""vaguely-speak""","1.08","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.015","5","0.985","0.947"
"1","180","0.7","""uniform""","51","0.35000000000000003","0.63","""uniform""","0.04","""uniform""","""vaguely-speak""","0.02","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.961","5","0.985","0.947"
"1","185","0.7","""uniform""","55","0.35000000000000003","0.63","""uniform""","0.14","""uniform""","""vaguely-speak""","0.02","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.962","5","0.985","0.947"
"1","190","0.64","""uniform""","19","0.1","0.81","""uniform""","0.09","""uniform""","""vaguely-speak""","0.02","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.953","5","0.985","0.947"
"1","195","0.63","""uniform""","19","0.1","0.81","""uniform""","0.14","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.928","5","0.985","0.947"
"1","200","0.63","""uniform""","19","0.1","0.81","""uniform""","0.09","""uniform""","""vaguely-speak""","0.02","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.977","5","0.985","0.947"
"1","205","0.7","""uniform""","55","0.1","0.81","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.96","5","0.985","0.947"
"1","210","0.63","""uniform""","19","0.12","0.81","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.992","5","0.992","0.9795"
"1","215","0.63","""uniform""","19","0.1","0.81","""uniform""","0.27","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.599","5","0.992","0.9795"
"1","220","0.63","""uniform""","19","0.1","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.993","5","0.993","0.9604999999999999"
"1","225","0.63","""uniform""","19","0.1","0.9500000000000001","""uniform""","0.01","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.975","5","0.993","0.9604999999999999"
"1","230","0.63","""uniform""","17","0.1","0.81","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.964","5","0.993","0.9604999999999999"
"1","235","0.63","""uniform""","5","0.12","0.81","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.953","5","0.993","0.9604999999999999"
"1","240","0.73","""uniform""","19","0.1","0.81","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.98","5","0.993","0.9604999999999999"
"1","245","0.63","""uniform""","19","0.1","0.81","""uniform""","0.09","""uniform""","""openly-listen""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.972","5","0.993","0.9604999999999999"
"1","250","0.63","""uniform""","29","0.15","0.81","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.989","5","0.993","0.9604999999999999"
"1","255","0.63","""uniform""","19","0.12","0.81","""uniform""","0.29000000000000004","""uniform""","""openly-listen""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.536","5","0.993","0.9604999999999999"
"1","260","0.63","""uniform""","19","0.12","0.81","""uniform""","0.09","""uniform""","""vaguely-speak""","0.3","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.988","5","0.993","0.9604999999999999"
"1","265","0.63","""uniform""","19","0.12","0.91","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.977","5","0.993","0.9604999999999999"
"1","270","0.58","""uniform""","19","0.12","0.81","""uniform""","0.09","""uniform""","""vaguely-speak""","0.32","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.96","5","0.993","0.9604999999999999"
"1","275","0.63","""uniform""","17","0.12","0.81","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.98","5","0.993","0.9604999999999999"
"1","280","0.63","""uniform""","19","0.12","0.81","""uniform""","0.33","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.349","5","0.993","0.9604999999999999"
"1","285","0.63","""uniform""","19","0.1","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.12","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.964","5","0.993","0.9604999999999999"
"1","290","0.63","""uniform""","19","0.1","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.975","5","0.993","0.9604999999999999"
"1","295","0.83","""uniform""","19","0.1","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.993","5","0.993","0.9604999999999999"
"1","300","0.63","""uniform""","19","0.1","0.9500000000000001","""uniform""","0.03","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.968","5","0.993","0.9604999999999999"
"1","305","0.63","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.994","5","0.994","0.953"
"1","310","0.71","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.95","5","0.994","0.953"
"1","315","0.63","""uniform""","25","0.1","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.945","5","0.994","0.953"
"1","320","0.63","""uniform""","19","0.1","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.33","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.964","5","0.994","0.953"
"1","325","0.71","""uniform""","19","0.1","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.967","5","0.994","0.953"
"1","330","0.63","""uniform""","19","0.14","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.96","5","0.994","0.953"
"1","335","0.63","""uniform""","30","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.949","5","0.994","0.953"
"1","340","0.83","""uniform""","22","0.1","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.948","5","0.994","0.953"
"1","345","0.7","""uniform""","25","0.1","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.97","5","0.994","0.953"
"1","350","0.63","""uniform""","22","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""openly-listen""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.948","5","0.994","0.953"
"1","355","0.63","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.13","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.943","5","0.994","0.953"
"1","360","0.63","""uniform""","19","0.06","0.8200000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.975","5","0.994","0.953"
"1","365","0.63","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""openly-listen""","0.41000000000000003","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.89","5","0.994","0.953"
"1","370","0.63","""uniform""","13","0.06","0.9500000000000001","""uniform""","0.13","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.97","5","0.994","0.953"
"1","375","0.63","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.976","5","0.994","0.953"
"1","380","0.63","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.01","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.976","5","0.994","0.953"
"1","385","0.63","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""openly-listen""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.982","5","0.994","0.953"
"1","390","0.63","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.31","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.944","5","0.994","0.953"
"1","395","0.59","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.16","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.891","5","0.994","0.953"
"1","400","0.67","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.987","5","0.994","0.953"
"1","405","0.63","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.61","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.901","5","0.994","0.953"
"1","410","0.63","""uniform""","21","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.933","5","0.994","0.953"
"1","415","0.63","""uniform""","14","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.979","5","0.994","0.953"
"1","420","0.63","""uniform""","7","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.972","5","0.994","0.953"
"1","425","0.63","""uniform""","19","0.11","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.939","5","0.994","0.953"
"1","430","0.63","""uniform""","18","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.976","5","0.994","0.953"
"1","435","0.63","""uniform""","27","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.969","5","0.994","0.953"
"1","440","0.63","""uniform""","19","0.08","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.981","5","0.994","0.953"
"1","445","0.63","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.39","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.971","5","0.994","0.953"
"1","450","0.63","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.26","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.956","5","0.994","0.953"
"1","455","0.63","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.45","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.961","5","0.994","0.953"
"1","460","0.6","""uniform""","19","0.06","0.9500000000000001","""uniform""","0.09","""uniform""","""openly-listen""","0.41000000000000003","""uniform""","""link""","true","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.943","5","0.994","0.953"
"1","465","0.63","""uniform""","19","0.13","0.9500000000000001","""uniform""","0.09","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","""link""","false","4","1.0E-5","false","true","0.8","1000","20","2","""HK""","5000","false","false","1","2","1","25","true","false","false","1000","257","0.953","5","0.994","0.953"
