1,2,3,4,"5, 6",7,8,9,10,Country,Year
0.03948772678762007,0.030949839914621132,0.11846318036286019,0.12700106723585913,0.4951974386339381,0.08537886872998933,0.064034151547492,0.017075773745997867,0.022411953041622197,BE,2007
0.04880694143167028,0.04121475054229935,0.09978308026030369,0.13449023861171366,0.4566160520607375,0.1193058568329718,0.05856832971800434,0.015184381778741865,0.026030368763557483,BE,2010
0.03479125248508946,0.040755467196819085,0.09045725646123261,0.13618290258449303,0.41848906560636184,0.16003976143141152,0.09443339960238568,0.008946322067594433,0.015904572564612324,BE,2012
0.06989247311827956,0.02795698924731183,0.11397849462365592,0.10752688172043011,0.43655913978494626,0.14086021505376345,0.06666666666666667,0.00967741935483871,0.026881720430107527,BE,2014
0.035343035343035345,0.033264033264033266,0.10914760914760915,0.13617463617463618,0.446985446985447,0.13097713097713098,0.0550935550935551,0.013513513513513514,0.0395010395010395,BE,2015
0.05755395683453238,0.022610483042137718,0.09969167523124357,0.09660842754367935,0.49126413155190135,0.12435765673175746,0.06783144912641316,0.011305241521068859,0.02877697841726619,BE,2016
0.048167539267015703,0.03455497382198953,0.10157068062827225,0.13612565445026178,0.46596858638743455,0.1256544502617801,0.05968586387434555,0.011518324607329843,0.016753926701570682,BE,2017
0.03490566037735849,0.035849056603773584,0.11037735849056604,0.11509433962264151,0.4547169811320755,0.1320754716981132,0.07924528301886792,0.009433962264150943,0.02830188679245283,BE,2019
0.041176470588235294,0.054901960784313725,0.13627450980392156,0.1284313725490196,0.37254901960784315,0.16176470588235295,0.07745098039215687,0.010784313725490196,0.016666666666666666,BE,2020
0.028265107212475632,0.049707602339181284,0.1608187134502924,0.13352826510721247,0.3508771929824561,0.1627680311890838,0.08089668615984405,0.018518518518518517,0.014619883040935672,BE,2020
0.03528225806451613,0.028225806451612902,0.11794354838709678,0.1532258064516129,0.43649193548387094,0.10786290322580645,0.07459677419354839,0.02217741935483871,0.024193548387096774,BE,2021
0.05084745762711865,0.051789077212806026,0.1167608286252354,0.1393596986817326,0.416195856873823,0.12523540489642185,0.059322033898305086,0.017890772128060263,0.022598870056497175,BE,2021
0.023833167825223437,0.031777557100297914,0.10427010923535253,0.13108242303872888,0.47070506454816285,0.12711022840119166,0.05660377358490566,0.018867924528301886,0.03574975173783516,BE,2022
0.030752916224814422,0.021208907741251327,0.11664899257688228,0.12513255567338283,0.4835630965005302,0.13891834570519618,0.05514316012725345,0.01166489925768823,0.016967126193001062,BE,2023
0.020161290322580645,0.036290322580645164,0.09879032258064516,0.1350806451612903,0.46169354838709675,0.12399193548387097,0.07560483870967742,0.018145161290322582,0.03024193548387097,BE,2024
0.026600985221674877,0.0374384236453202,0.10147783251231528,0.11724137931034483,0.42266009852216746,0.14482758620689656,0.10738916256157635,0.017733990147783252,0.024630541871921183,BE,2024
0.023952095808383235,0.04291417165668663,0.07884231536926148,0.1157684630738523,0.4161676646706587,0.16367265469061876,0.1027944111776447,0.04091816367265469,0.014970059880239521,BE,2025
0.07035928143712575,0.08832335329341318,0.10479041916167664,0.07035928143712575,0.3847305389221557,0.11826347305389222,0.09431137724550898,0.03592814371257485,0.03293413173652695,BG,2007
0.048678720445062586,0.054242002781641166,0.06954102920723226,0.06954102920723226,0.4603616133518776,0.12656467315716272,0.08623087621696801,0.043115438108484005,0.04172461752433936,BG,2010
0.06991260923845194,0.08364544319600499,0.07865168539325842,0.06117353308364544,0.4444444444444444,0.10736579275905118,0.06367041198501873,0.02746566791510612,0.06367041198501873,BG,2012
0.08322663252240717,0.05377720870678617,0.1088348271446863,0.06274007682458387,0.34827144686299616,0.09603072983354674,0.09603072983354674,0.02176696542893726,0.1293213828425096,BG,2014
0.09808612440191387,0.06220095693779904,0.07655502392344497,0.05861244019138756,0.3827751196172249,0.08492822966507177,0.09210526315789473,0.025119617224880382,0.11961722488038277,BG,2015
0.12677878395860284,0.04139715394566624,0.08667529107373868,0.06985769728331177,0.3260025873221216,0.0944372574385511,0.10866752910737387,0.03880983182406209,0.1073738680465718,BG,2016
0.11377245508982035,0.03592814371257485,0.09461077844311377,0.04910179640718563,0.28263473053892213,0.11736526946107785,0.11616766467065869,0.08982035928143713,0.10059880239520957,BG,2017
0.09673659673659674,0.05710955710955711,0.08741258741258741,0.053613053613053616,0.34265734265734266,0.11421911421911422,0.10955710955710955,0.04428904428904429,0.0944055944055944,BG,2019
0.057318321392016376,0.04503582395087001,0.06857727737973388,0.10133060388945753,0.38075742067553736,0.12384851586489252,0.10849539406345957,0.033776867963152504,0.08085977482088025,BG,2020
