1,2,3,4,"5, 6",7,8,9,10
0.04944736203217439,0.04042626595622341,0.10006772210935204,0.1114067032110502,0.4239455156463628,0.11588402908217375,0.08441497041949375,0.026524066904332937,0.04788336463883671
