random-seed,720194430
conformity-mean,0.508
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,50
boundary-mean,0.281
boundary-sd,0.234
boundary-distribution,normal
SPIRO-mean,1
SPIRO-sd,0
SPIRO-distribution,covert
Identity-Type,global
Identity-Levels,10
Use_Identity?,false
Media-House-Positions,[-0.7 0 0.7]
Run-End-DateTime,03:25:07.143 pm 23-Jul-2025
-----------------
biconnections (agentID1, agentID2)
47,67
42,62
15,69
7,56
19,59
39,51
24,65
25,51
1,56
4,67
16,51
47,69
37,56
11,52
28,59
43,66
20,66
40,69
38,50
0,68
11,51
19,63
20,67
10,58
24,28
5,69
11,63
44,58
18,67
22,55
24,53
8,60
35,58
38,51
13,38
40,51
45,65
12,60
22,57
33,67
16,64
19,56
16,56
14,64
32,68
28,63
18,52
16,59
20,65
23,68
43,58
4,29
10,60
41,68
14,56
40,65
10,59
36,54
10,67
8,67
36,67
8,51
6,67
0,53
0,27
10,25
21,65
33,60
37,63
12,65
38,56
39,55
35,46
15,56
38,59
32,62
36,66
3,63
13,59
7,50
18,66
15,59
24,69
32,69
42,53
15,44
0,33
42,50
3,56
18,55
33,58
27,54
25,53
20,61
15,67
3,60
9,26
25,38
10,23
23,64
46,61
42,65
28,66
15,57
15,51
48,53
24,59
34,56
10,61
27,51
0,54
27,56
12,21
35,53
6,63
9,68
33,56
26,54
41,59
32,60
46,66
42,63
16,24
7,57
35,51
42,66
39,66
16,69
21,59
38,62
0,52
48,60
46,52
47,63
25,68
2,64
0,25
13,67
15,55
6,59
0,61
2,66
17,57
2,9
16,61
44,66
4,63
14,55
31,41
45,51
47,61
39,50
7,60
24,46
13,58
37,51
2,57
9,65
21,42
40,62
30,63
25,63
3,53
13,55
37,60
47,57
36,51
3,54
39,54
22,65
12,63
2,50
14,52
23,59
4,45
38,55
15,58
28,52
27,61
47,62
16,60
18,68
41,61
40,56
22,66
30,57
15,65
3,69
21,69
4,62
14,68
18,65
44,50
0,13
43,56
13,54
49,58
0,55
9,60
16,68
42,51
20,56
12,64
4,55
16,58
47,54
30,58
4,56
11,62
33,62
9,62
5,64
5,33
30,51
15,63
32,59
7,13
3,67
27,68
5,67
21,67
15,68
45,57
30,68
16,55
34,68
29,56
34,65
8,52
17,63
23,54
37,61
31,52
35,64
29,54
0,45
4,54
47,59
44,57
15,64
12,51
5,62
17,54
0,65
20,58
14,58
32,65
4,33
14,61
41,50
10,64
4,68
22,61
11,54
43,61
49,69
28,67
1,53
19,67
27,59
13,65
44,62
44,54
38,57
8,57
0,67
8,69
46,65
43,67
33,59
8,62
4,51
45,53
10,62
45,52
26,61
25,45
38,65
32,50
0,31
39,56
40,67
1,50
7,68
12,54
33,65
34,52
31,46
2,62
30,43
0,51
34,69
26,51
16,62
2,61
24,51
34,62
24,52
14,21
22,59
43,62
48,55
13,52
25,65
46,60
36,63
35,65
42,64
43,57
42,69
8,64
38,53
26,68
39,58
49,51
6,62
9,35
19,58
16,33
7,66
12,68
8,56
38,61
0,63
45,69
31,53
10,56
32,53
20,68
16,66
37,52
31,66
40,55
6,57
7,54
18,57
4,64
12,62
48,65
47,58
49,50
5,66
35,55
38,66
9,67
45,63
47,53
20,60
17,50
9,61
46,58
8,59
49,62
37,69
29,65
29,45
15,50
3,55
9,69
0,35
12,61
45,64
10,68
45,67
34,61
9,55
35,56
41,65
33,53
34,57
28,32
32,45
37,68
8,58
35,45
12,56
26,64
12,59
31,51
18,60
27,66
41,46
6,50
19,51
3,65
22,69
11,53
31,62
33,49
26,60
48,64
20,52
41,52
10,19
40,57
34,54
23,50
9,58
6,66
9,64
29,59
16,54
12,58
24,58
14,39
3,51
1,60
27,58
3,57
11,29
17,46
10,65
9,63
34,64
3,21
30,55
47,60
22,52
2,53
20,54
39,60
27,63
39,45
5,63
23,67
23,25
3,50
25,60
49,59
28,54
34,63
46,63
35,52
8,61
46,59
32,54
17,52
46,50
18,59
19,60
40,46
31,68
34,51
27,57
18,56
43,52
43,50
29,69
41,60
24,34
22,50
44,59
17,51
9,45
36,53
42,58
28,56
23,60
22,46
20,69
13,68
35,54
11,60
45,61
36,38
2,32
15,38
18,63
25,62
7,67
10,66
30,54
3,64
7,62
38,67
10,34
20,62
35,69
2,69
25,50
20,50
36,59
23,32
24,67
38,69
6,65
44,69
28,48
4,50
34,58
19,68
16,40
3,36
30,50
35,63
39,57
17,53
1,46
36,52
17,66
28,55
5,36
30,66
1,36
14,57
14,66
22,62
7,64
31,65
29,68
38,43
18,53
37,57
22,58
32,64
43,55
41,55
28,58
32,57
39,62
48,68
5,58
1,38
0,18
39,69
30,62
20,63
0,50
38,60
12,18
21,62
5,68
16,63
31,61
31,57
23,69
24,55
21,54
11,65
26,55
4,66
27,65
7,69
4,65
32,66
16,57
9,50
7,58
42,55
28,64
49,52
45,50
13,61
3,52
10,51
38,63
13,51
8,50
48,56
8,54
33,63
1,59
8,65
18,27
39,67
2,60
15,62
26,59
17,55
9,59
39,59
18,58
14,50
42,54
40,63
46,51
35,66
39,44
33,55
