random-seed,720194430
conformity-mean,0.508
conformity-sd,0
conformity-distribution,normal
HK-distribution,false
N,10000
boundary-mean,0.281
boundary-sd,0.234
boundary-distribution,normal
SPIRO-mean,1
SPIRO-sd,0
SPIRO-distribution,covert
Identity-Type,global
Identity-Levels,10
Use_Identity?,false
Media-House-Positions,[-0.7 0 0.7]
Run-End-DateTime,02:12:31.500 AM 24-Jul-2025
-----------------
biconnections (agentID1, agentID2)
8576,10018
5899,10014
1103,6888
102,10002
7022,10018
3603,10015
996,3707
4184,10008
2723,10007
8316,10017
4766,10000
107,6465
4697,5445
2679,10008
8954,10012
5161,10013
4462,10005
764,10012
5573,10000
5596,10018
1463,10012
8670,10015
5744,10018
6814,9376
8147,10007
6904,10009
9867,10015
2865,10011
8829,10001
5510,10016
2926,10005
507,10015
3283,10010
530,10011
9275,10000
5200,10009
862,10019
2620,5537
67,10011
6011,10012
3703,10012
9091,10018
4696,10014
2297,10008
2138,3336
8574,10018
6051,10018
8500,10018
4098,10011
890,10007
8838,10008
1234,1309
413,10011
5240,10018
4106,10016
7661,10011
5012,10017
1774,6934
3559,10016
2384,10016
113,10003
5362,10006
9580,10003
8047,10017
8241,10015
3023,10002
4886,10019
1352,10018
1822,10004
8318,10011
4918,10009
429,10013
6152,7676
937,10013
3257,10010
6357,10019
8087,10005
3451,10001
3733,10007
1797,8170
119,7050
5449,10018
7183,10001
4343,10001
3570,10002
3872,10007
3968,10003
1757,6718
9407,10005
8663,10006
5522,10006
3175,10018
2388,10008
8170,10005
3727,10003
7066,10011
3792,10016
903,10007
8124,10009
3612,10006
2025,10012
4383,10010
1254,10019
1555,10002
861,10012
9892,10009
1161,10002
1844,10002
6129,10006
1556,8899
4605,10012
7973,10006
2598,10009
5822,10008
1256,4312
2439,10006
9119,9274
5834,10004
892,7676
2854,10017
1892,10002
3097,3565
507,10000
518,10000
8596,10018
8741,10011
1815,10013
8690,10012
7477,10001
5085,7518
7792,10014
3643,10008
2043,10007
2195,10019
4930,10009
5333,10001
3484,10008
1414,10018
259,10017
4585,10002
6933,10014
8332,10007
4938,10013
9652,10009
4267,10009
836,10001
2469,10002
4545,9203
2600,10000
6631,10000
3930,4906
1413,10011
8031,10006
1910,2779
4543,10011
1372,10014
5441,10019
6273,10001
1344,10002
8706,10017
7949,10001
7895,10010
2694,10011
7075,10017
1223,10013
5208,10008
2420,10008
6890,10013
724,10018
2541,10001
3789,7803
6180,10017
3006,10011
7653,10015
3044,10016
2179,10008
6973,10006
9464,10012
2018,4720
9203,10015
8411,10003
554,10015
3769,10006
4418,8565
317,10000
3754,4154
7746,10004
1838,7143
9829,10000
8916,10010
9894,10016
4592,10016
9251,10015
9093,10016
8954,10019
2704,9820
6117,10013
7021,10016
148,10002
3907,10000
8406,8637
5268,10000
569,10015
5893,10008
4816,10015
1847,5638
2551,6453
7538,10013
9534,10004
8784,9484
5042,8033
3511,10018
3021,10002
9538,10002
9891,10001
9089,10014
1587,10008
1366,10015
925,10007
9569,10004
9348,10014
4779,5209
7929,10017
9927,10019
262,10015
7320,10014
6338,10008
4426,10018
3729,10019
5057,10007
7583,10009
4300,10010
4245,9656
4781,10014
1153,10016
4683,10016
6568,10008
298,10017
592,10005
9098,10008
1444,2873
9159,10001
7238,10017
6404,10002
4247,5021
5016,10017
2101,10005
1832,10016
4997,10016
9041,10018
9361,10013
3905,10018
4134,10009
9841,10012
502,10013
207,1382
6882,10012
9478,10005
3813,10008
154,10001
3760,10010
4686,10017
7250,10005
2265,10018
2410,10002
8012,10014
6070,10006
8620,10013
1126,5108
7629,10004
8312,10004
7173,10007
4432,10014
4240,10017
340,10013
4203,10016
7472,10014
861,10007
1680,10007
6843,10013
1291,10007
8791,9414
1674,10012
4090,10015
3166,10004
7664,10000
2451,10015
8618,10008
5058,10017
4986,7608
3518,10009
1226,10001
3752,10008
4237,10008
5921,10005
2383,9352
4459,10002
5987,10005
2349,2790
2019,10018
3036,10012
9943,10005
6489,10001
6902,10003
5525,10000
655,10012
6310,10002
5896,10019
4588,10010
6337,10018
7851,10014
5285,8836
2613,10013
1095,4972
9059,10014
1244,10012
6468,10007
3493,10019
1247,10010
32,10001
884,10009
3970,10015
9278,10001
6131,10009
1714,10016
6839,10004
8541,10014
9418,10007
7708,10013
8155,10003
2875,10009
6291,10005
5297,10007
118,9521
622,10015
7565,10000
3832,10015
9984,10002
3643,10014
2624,10014
7281,10003
7361,10011
60,10003
3293,4208
929,10009
507,10016
100,10010
3465,10016
7000,10010
1167,10000
2750,5009
1586,10001
8175,10011
2118,2640
1204,10005
6374,10004
1685,4732
3010,10008
9620,10001
6112,10012
7123,10001
7806,10007
1026,10014
569,10012
6096,10005
7427,10009
5440,9095
3618,10007
2416,10010
2893,3651
6816,10006
2914,10000
9384,10002
5298,10013
4469,10002
327,3617
8424,10005
4234,10018
1211,10003
4366,10007
4824,10019
5914,10010
1745,7811
9036,10019
9556,10006
497,10014
1631,9145
5042,10008
7985,10000
565,8587
9846,10007
5868,10016
6560,10018
362,10004
2973,5235
311,10014
1765,3888
3541,10013
6669,10003
166,9880
4978,9982
6627,10009
9853,10002
4527,10019
9232,10019
9302,10010
9055,10010
4140,10011
8210,10013
