"BehaviorSpace results (NetLogo 6.2.2)"
"groupFormation_identity4D.nlogo"
"regularExperimentPart31"
"03/16/2022 04:10:42:233 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","use_identity?","opinions","boundary","conformity-level","id_threshold","tolerance-level","p-speaking-level","mode","p-random","n-neis","max-ticks","record-each-n-steps","polar_repeats","draw_id_threshold","model","Centroids_change","boundary-drawn","tolerance-drawn","p-speaking-drawn","use_opponents_ratio?","polarisation-each-n-steps","d_threshold","ESBG_furthest_out","identity_levels","record-length","centroid_color?","conformity-drawn","N_centroids","dissatisfied_updates_opinion","create-links-randomly?","killing_centroids?","N-agents","construct-name?","avoid-redundancies?","HK-benchmark?","min-comm-neis","threshold_drawn","identity_type","X-opinion","Y-opinion","cut-links-randomly?","record?","updating","set-seed?","network-change","[step]","betweenness_start","eigenvector_start","clustering_start","mean_path_start","normalized_polarization_start","ESBSG_polarization_start","mean_op1_start","mean_op2_start","mean_op3_start","mean_op4_start","sd_op1_start","sd_op2_start","sd_op3_start","sd_op4_start","median_op1_start","median_op2_start","median_op3_start","median_op4_start","lower_op1_start","lower_op2_start","lower_op3_start","lower_op4_start","upper_op1_start","upper_op2_start","upper_op3_start","upper_op4_start","betweenness_final","eigenvector_final","clustering_final","mean_path_final","normalized_polarization_final","ESBSG_polarization_final","mean_op1_final","mean_op2_final","mean_op3_final","mean_op4_final","sd_op1_final","sd_op2_final","sd_op3_final","sd_op4_final","median_op1_final","median_op2_final","median_op3_final","median_op4_final","lower_op1_final","lower_op2_final","lower_op3_final","lower_op4_final","upper_op1_final","upper_op2_final","upper_op3_final","upper_op4_final"
"2","101","true","4","0.1","0.45","0.39","1.08","0.5","openly-listen","0.27","13","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","52.96899224806198","0.7545063526175585","0.3803616409891695","1.827640503875969","0.278","0.087","0.07525581395348836","0.06579069767441863","-0.020581395348837208","-0.015775193798449605","0.5441022462372904","0.5706825912123047","0.5572466029740896","0.5847063798436314","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","52.968992248062","0.7545063526175587","0.3803616409891694","1.827640503875969","0.286","0.087","0.05354804004643243","0.04940093370853452","-0.05582056761445733","0.01413656962005975","0.5280923932214798","0.5711812127502376","0.5370655631616295","0.5784085923157402","0.109","0.0113028741987301","0.109","0.0113028741987301","-0.36118358607095513","-0.397","-0.36118358607095513","-0.397","0.499572295405483","0.5358008921596272","0.499572295405483","0.5358008921596272"
"8","101","true","4","0.1","0.45","0.39","1.08","0.5","vaguely-speak","0.05","13","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","71.20155038759687","0.8668970435627629","0.6299460736898994","2.1125242248062017","0.278","0.087","0.07525581395348836","0.06579069767441863","-0.020581395348837208","-0.015775193798449605","0.5441022462372904","0.5706825912123047","0.5572466029740896","0.5847063798436314","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","71.2015503875969","0.8668970435627635","0.6299460736898995","2.1125242248062017","0.252","0.083","0.06729375270315444","0.06891071619963704","-0.006498752331103719","-0.01029022317340759","0.5188545553619753","0.5549710388641047","0.5279299722108868","0.5968264941337889","-0.020633801149965048","0.159","-0.020633801149965048","0.159","-0.280274031456","-0.3555","-0.280274031456","-0.3555","0.43449999999823663","0.4445","0.43449999999823663","0.4445"
"16","101","true","4","0.1","0.45","0.39","1.08","0.95","vaguely-speak","0.05","13","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","71.20155038759687","0.8668970435627629","0.6299460736898994","2.1125242248062017","0.278","0.087","0.07525581395348836","0.06579069767441863","-0.020581395348837208","-0.015775193798449605","0.5441022462372904","0.5706825912123047","0.5572466029740896","0.5847063798436314","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","71.2015503875969","0.866897043562763","0.6299460736898999","2.1125242248062017","0.254","0.082","0.05855545818045513","0.07855140354162855","-0.010012546656607179","-0.013582172283688175","0.5221153410740846","0.5579128366018076","0.5354335028761156","0.5843704650906516","-0.07882686091992286","0.1829989432970984","-0.07882686091992286","0.1829989432970984","-0.3424888501019146","-0.34550000000000003","-0.3424888501019146","-0.34550000000000003","0.46399791945184643","0.433","0.46399791945184643","0.433"
"14","101","true","4","0.1","0.45","0.39","1.08","0.95","vaguely-speak","0.27","13","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","52.96899224806198","0.7545063526175585","0.3803616409891695","1.827640503875969","0.278","0.087","0.07525581395348836","0.06579069767441863","-0.020581395348837208","-0.015775193798449605","0.5441022462372904","0.5706825912123047","0.5572466029740896","0.5847063798436314","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","52.968992248062","0.7545063526175587","0.38036164098916936","1.827640503875969","0.262","0.084","0.08638759413641785","0.10852362815021434","-0.029009466050749635","-0.05995279453221723","0.5124165749410964","0.5543648453858339","0.5152923078947428","0.5589791769292579","0.146757384394073","0.235","0.146757384394073","0.235","-0.3650547669788912","-0.3335","-0.3650547669788912","-0.3335","0.5089570489035893","0.5010018754772518","0.5089570489035893","0.5010018754772518"
"4","101","true","4","0.1","0.45","0.39","1.08","0.5","openly-listen","0.05","13","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","71.20155038759687","0.8668970435627629","0.6299460736898994","2.1125242248062017","0.278","0.087","0.07525581395348836","0.06579069767441863","-0.020581395348837208","-0.015775193798449605","0.5441022462372904","0.5706825912123047","0.5572466029740896","0.5847063798436314","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","71.20155038759688","0.8668970435627634","0.6299460736898995","2.1125242248062017","0.277","0.078","0.0288378783292674","0.06102959577308509","-0.006282790279801029","-0.005044280192592852","0.5211059521328956","0.5668990954478371","0.5502099844270428","0.5692782991548231","-0.07976457689363481","0.098","-0.07976457689363481","0.098","-0.36029684477221546","-0.374","-0.36029684477221546","-0.374","0.3845","0.4625","0.3845","0.4625"
"10","101","true","4","0.1","0.45","0.39","1.08","0.95","openly-listen","0.27","13","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","52.96899224806198","0.7545063526175585","0.3803616409891695","1.827640503875969","0.278","0.087","0.07525581395348836","0.06579069767441863","-0.020581395348837208","-0.015775193798449605","0.5441022462372904","0.5706825912123047","0.5572466029740896","0.5847063798436314","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","52.96899224806201","0.754506352617558","0.3803616409891693","1.827640503875969","0.309","0.091","0.06126454418763806","0.013505811804439046","-0.027542328875655313","0.014327639952678006","0.5278951306413983","0.5634898517870395","0.565732280567052","0.5696539647763448","0.1","-0.042","0.1","-0.042","-0.3570819709894639","-0.39481260214294356","-0.3570819709894639","-0.39481260214294356","0.535500000000033","0.46888439503222057","0.535500000000033","0.46888439503222057"
"6","101","true","4","0.1","0.45","0.39","1.08","0.5","vaguely-speak","0.27","13","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","52.96899224806198","0.7545063526175585","0.3803616409891695","1.827640503875969","0.278","0.087","0.07525581395348836","0.06579069767441863","-0.020581395348837208","-0.015775193798449605","0.5441022462372904","0.5706825912123047","0.5572466029740896","0.5847063798436314","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","52.96899224806203","0.7545063526175586","0.3803616409891694","1.827640503875969","0.24","0.08","0.0573354202185537","0.067291575540356","-0.014808181235861863","-0.01226124691306679","0.5098621961054262","0.5510991532079831","0.5181583526739989","0.5450064852980054","-0.061088837327864326","0.189767486970155","-0.061088837327864326","0.189767486970155","-0.245","-0.34550000000000003","-0.245","-0.34550000000000003","0.42300000000000004","0.324","0.42300000000000004","0.324"
"12","101","true","4","0.1","0.45","0.39","1.08","0.95","openly-listen","0.05","13","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","71.20155038759687","0.8668970435627629","0.6299460736898994","2.1125242248062017","0.278","0.087","0.07525581395348836","0.06579069767441863","-0.020581395348837208","-0.015775193798449605","0.5441022462372904","0.5706825912123047","0.5572466029740896","0.5847063798436314","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","71.20155038759691","0.8668970435627633","0.6299460736898995","2.1125242248062017","0.275","0.093","0.045391227174550734","0.02764811673415019","-0.02748754407676411","0.021387982616331087","0.5417248740458311","0.5713301667383636","0.5636775577487985","0.5857284344777682","0.0884255565522709","0.091","0.0884255565522709","0.091","-0.45188586535391334","-0.4851755889563203","-0.45188586535391334","-0.4851755889563203","0.5534206109621703","0.45996070037763714","0.5534206109621703","0.45996070037763714"
"3","101","true","4","0.1","0.45","0.39","1.08","0.5","openly-listen","0.05","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","12.000000000000005","0.9454046930435156","0.8139271170384113","1.1875","0.276","0.087","0.07525581395348836","0.06579069767441861","-0.020581395348837194","-0.015775193798449615","0.5441022462372904","0.570682591212305","0.5572466029740897","0.5847063798436316","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","11.999999999999993","0.9454046930435158","0.8139271170384111","1.1875","0.33","0.101","0.0855682019221659","0.0037446028313687543","0.004953752791996046","-0.040624363995016496","0.5560096442625857","0.5280990376698796","0.513694936074379","0.5499489752535218","0.179324495194258","0.091","0.179324495194258","0.091","-0.36829064078315443","-0.3925","-0.36829064078315443","-0.3925","0.5984854531964123","0.3442738678206967","0.5984854531964123","0.3442738678206967"
"7","101","true","4","0.1","0.45","0.39","1.08","0.5","vaguely-speak","0.05","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","12.000000000000005","0.9454046930435156","0.8139271170384113","1.1875","0.276","0.087","0.07525581395348836","0.06579069767441861","-0.020581395348837194","-0.015775193798449615","0.5441022462372904","0.570682591212305","0.5572466029740897","0.5847063798436316","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","11.999999999999995","0.9454046930435159","0.8139271170384116","1.1875","0.308","0.084","0.06413530273873083","0.1094021447885734","0.0496049704882089","-0.07146401587127363","0.4840145173494254","0.5032665170308518","0.5001471192026403","0.5296622190824377","-0.036007454226151696","0.194","-0.036007454226151696","0.194","-0.259","-0.146","-0.259","-0.146","0.501","0.3679999999640017","0.501","0.3679999999640017"
"5","101","true","4","0.1","0.45","0.39","1.08","0.5","vaguely-speak","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999996","0.9055666136752285","0.8126482291659585","1.1875","0.276","0.087","0.07525581395348836","0.06579069767441861","-0.020581395348837194","-0.015775193798449615","0.5441022462372904","0.570682591212305","0.5572466029740897","0.5847063798436316","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","12.000000000000002","0.9055666136752277","0.8126482291659586","1.1875","0.298","0.102","0.053439263671008014","0.1204076740454359","0.01638367065256344","-0.014140312401319915","0.4752481451272666","0.464329195917534","0.49415215640616655","0.5424278931651031","-0.16200234646753067","0.09501336498626432","-0.16200234646753067","0.09501336498626432","-0.1641411380200144","0.09064744853317078","-0.1641411380200144","0.09064744853317078","0.3357755845505771","0.378","0.3357755845505771","0.378"
"11","101","true","4","0.1","0.45","0.39","1.08","0.95","openly-listen","0.05","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","12.000000000000005","0.9454046930435156","0.8139271170384113","1.1875","0.276","0.087","0.07525581395348836","0.06579069767441861","-0.020581395348837194","-0.015775193798449615","0.5441022462372904","0.570682591212305","0.5572466029740897","0.5847063798436316","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","11.999999999999998","0.9454046930435154","0.8139271170384115","1.1875","0.3","0.113","0.0897473803234154","-0.05488472419186695","0.008446320103806878","-0.00914211110454757","0.4787167706307907","0.5197140805592025","0.5052001225914133","0.5095989908383411","0.1395712816871259","0.091","0.1395712816871259","0.091","-0.330592242096668","-0.637632847144573","-0.330592242096668","-0.637632847144573","0.3655","0.32691326635094","0.3655","0.32691326635094"
"15","101","true","4","0.1","0.45","0.39","1.08","0.95","vaguely-speak","0.05","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","12.000000000000005","0.9454046930435156","0.8139271170384113","1.1875","0.276","0.087","0.07525581395348836","0.06579069767441861","-0.020581395348837194","-0.015775193798449615","0.5441022462372904","0.570682591212305","0.5572466029740897","0.5847063798436316","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","12.000000000000004","0.9454046930435157","0.8139271170384115","1.1875","0.301","0.087","0.09233975360457705","0.07163478418190365","-0.00915417629143153","0.009280372585054061","0.42466577060225663","0.5017436278079889","0.48386930511375126","0.5386690445841986","0.07300005740409335","0.2460006770724896","0.07300005740409335","0.2460006770724896","0.01783405551108237","-0.3585","0.01783405551108237","-0.3585","0.211","0.2477484854563179","0.211","0.2477484854563179"
"13","101","true","4","0.1","0.45","0.39","1.08","0.95","vaguely-speak","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999996","0.9055666136752285","0.8126482291659585","1.1875","0.276","0.087","0.07525581395348836","0.06579069767441861","-0.020581395348837194","-0.015775193798449615","0.5441022462372904","0.570682591212305","0.5572466029740897","0.5847063798436316","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","12.000000000000007","0.9055666136752274","0.8126482291659582","1.1875","0.259","0.075","0.028740139222085882","0.05696677404564258","-0.005525735634797933","0.0011052103546436486","0.4096288351459166","0.4526945034256399","0.4580352389872282","0.5277941022623689","0.004000000000001606","0.2340000000129799","0.004000000000001606","0.2340000000129799","-0.03900757136847914","-0.013000126757232172","-0.03900757136847914","-0.013000126757232172","0.218","0.23401695022161323","0.218","0.23401695022161323"
"1","101","true","4","0.1","0.45","0.39","1.08","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999996","0.9055666136752285","0.8126482291659585","1.1875","0.276","0.087","0.07525581395348836","0.06579069767441861","-0.020581395348837194","-0.015775193798449615","0.5441022462372904","0.570682591212305","0.5572466029740897","0.5847063798436316","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","12.000000000000002","0.905566613675228","0.8126482291659586","1.1875","0.286","0.113","0.1814234253237634","0.0375615084589558","0.0012713248711519831","-0.03055944188314045","0.4455513477462001","0.542687851247467","0.4887658378451431","0.5602917999355428","0.2212752122596722","0.22120458451021718","0.2212752122596722","0.22120458451021718","-0.08829036261279381","-0.43999999999999995","-0.08829036261279381","-0.43999999999999995","0.5191997735052724","0.3796345912910455","0.5191997735052724","0.3796345912910455"
"22","101","true","4","0.1","0.45","0.39","0.648","0.5","vaguely-speak","0.27","13","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","52.96899224806198","0.7545063526175585","0.3803616409891695","1.827640503875969","0.278","0.087","0.07525581395348836","0.06579069767441863","-0.020581395348837208","-0.015775193798449605","0.5441022462372904","0.5706825912123047","0.5572466029740896","0.5847063798436314","0.109","0.095","-0.08","0.11","-0.375","-0.3735","-0.375","-0.3735","0.524","0.4885","0.524","0.4885","63.49612403100773","0.39036028806186673","0.7721083900706709","1.9921269379844961","0.318","0.093","0.07608281417646655","0.07599794913068748","0.025508291424050557","-0.0324732869041823","0.44904073539597","0.48169482533784586","0.5148494444531055","0.5584272124793119","0.009466079018866513","0.037996554854962956","0.009466079018866513","0.037996554854962956","-0.29498616602602634","-0.2399999998234206","-0.29498616602602634","-0.2399999998234206","0.33986545045860295","0.273","0.33986545045860295","0.273"
