"BehaviorSpace results (NetLogo 6.2.2)"
"groupFormation_identity4D.nlogo"
"regularExperimentPart39b"
"03/18/2022 16:02:42:120 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","use_identity?","opinions","boundary","conformity-level","id_threshold","tolerance-level","p-speaking-level","mode","p-random","n-neis","max-ticks","record-each-n-steps","polar_repeats","draw_id_threshold","model","Centroids_change","boundary-drawn","tolerance-drawn","p-speaking-drawn","use_opponents_ratio?","polarisation-each-n-steps","d_threshold","ESBG_furthest_out","identity_levels","record-length","centroid_color?","conformity-drawn","N_centroids","dissatisfied_updates_opinion","create-links-randomly?","killing_centroids?","N-agents","construct-name?","avoid-redundancies?","HK-benchmark?","min-comm-neis","threshold_drawn","identity_type","X-opinion","Y-opinion","cut-links-randomly?","record?","updating","set-seed?","network-change","[step]","betweenness_start","eigenvector_start","clustering_start","mean_path_start","normalized_polarization_start","ESBSG_polarization_start","mean_op1_start","mean_op2_start","mean_op3_start","mean_op4_start","sd_op1_start","sd_op2_start","sd_op3_start","sd_op4_start","median_op1_start","median_op2_start","median_op3_start","median_op4_start","lower_op1_start","lower_op2_start","lower_op3_start","lower_op4_start","upper_op1_start","upper_op2_start","upper_op3_start","upper_op4_start","betweenness_final","eigenvector_final","clustering_final","mean_path_final","normalized_polarization_final","ESBSG_polarization_final","mean_op1_final","mean_op2_final","mean_op3_final","mean_op4_final","sd_op1_final","sd_op2_final","sd_op3_final","sd_op4_final","median_op1_final","median_op2_final","median_op3_final","median_op4_final","lower_op1_final","lower_op2_final","lower_op3_final","lower_op4_final","upper_op1_final","upper_op2_final","upper_op3_final","upper_op4_final"
"26","1","false","4","0.125","0.45","0.49","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999991","0.9120932717941235","0.8126144277829308","1.1875","0.274","0.084","-0.033100775193798455","0.00610077519379844","-0.003248062015503864","-0.08737984496124027","0.5534723181447464","0.5999171406973793","0.5612732182141743","0.5891167407892096","-0.076","0.009","-0.031","-0.149","-0.524","-0.5235000000000001","-0.524","-0.5235000000000001","0.3705","0.54","0.3705","0.54","12.00000000000001","0.8489801385074732","0.8732147003889945","1.1875","0.246","0.109","0.0027813340096983843","0.06267890118676446","0.016524115512057416","-0.22262741511914164","0.4163914924997223","0.5628378131659604","0.46617858388398864","0.5746092718539284","0.06539851779272149","-0.1458065217686731","0.06539851779272149","-0.1458065217686731","-0.3069013525597352","-0.3892510205312929","-0.3069013525597352","-0.3892510205312929","0.19317084547839364","0.6361329369044307","0.19317084547839364","0.6361329369044307"
"31","1","false","4","0.13","0.45","0.49","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999991","0.9120932717941235","0.8126144277829308","1.1875","0.274","0.084","-0.033100775193798455","0.00610077519379844","-0.003248062015503864","-0.08737984496124027","0.5534723181447464","0.5999171406973793","0.5612732182141743","0.5891167407892096","-0.076","0.009","-0.031","-0.149","-0.524","-0.5235000000000001","-0.524","-0.5235000000000001","0.3705","0.54","0.3705","0.54","11.999999999999998","0.8581005621709348","0.8820127269828217","1.1875","0.209","0.101","0.05047160508252436","0.022317622421511012","-0.029145883233691442","-0.2169244630721176","0.3967608450738629","0.5106818014208843","0.45903757303771103","0.5830006796331072","0.09988660841474431","-0.1883388300015223","0.09988660841474431","-0.1883388300015223","-0.063","-0.22777538201003597","-0.063","-0.22777538201003597","0.16392656701995062","0.4905","0.16392656701995062","0.4905"
"32","1","false","4","0.131","0.45","0.49","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999991","0.9120932717941235","0.8126144277829308","1.1875","0.274","0.084","-0.033100775193798455","0.00610077519379844","-0.003248062015503864","-0.08737984496124027","0.5534723181447464","0.5999171406973793","0.5612732182141743","0.5891167407892096","-0.076","0.009","-0.031","-0.149","-0.524","-0.5235000000000001","-0.524","-0.5235000000000001","0.3705","0.54","0.3705","0.54","12.007751937984494","0.8569068742160795","0.879025064027021","1.1876211240310077","0.241","0.083","0.059366158050105644","0.04248955294656844","-0.03486389272475321","-0.2405352278185859","0.40127312783213515","0.4969495702762922","0.501882441195732","0.5667588729609411","0.09654335039475806","-0.1326666017706869","0.09654335039475806","-0.1326666017706869","-0.050099","-0.19115682192574004","-0.050099","-0.19115682192574004","0.1815","0.5117320439999999","0.1815","0.5117320439999999"
"27","1","false","4","0.126","0.45","0.49","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999991","0.9120932717941235","0.8126144277829308","1.1875","0.274","0.084","-0.033100775193798455","0.00610077519379844","-0.003248062015503864","-0.08737984496124027","0.5534723181447464","0.5999171406973793","0.5612732182141743","0.5891167407892096","-0.076","0.009","-0.031","-0.149","-0.524","-0.5235000000000001","-0.524","-0.5235000000000001","0.3705","0.54","0.3705","0.54","11.999999999999996","0.8491283065202156","0.8749682232001232","1.1875","0.244","0.091","0.026307640007360345","0.012815884719477425","-0.022740564443564804","-0.20460583068957133","0.39873926075199684","0.5135423799021348","0.5015041302121289","0.5723258921684572","0.07225757084870567","-0.21664372891394396","0.07225757084870567","-0.21664372891394396","-0.13369996844989096","-0.26478718421236025","-0.13369996844989096","-0.26478718421236025","0.18309753489486183","0.47432898856821815","0.18309753489486183","0.47432898856821815"
"29","1","false","4","0.128","0.45","0.49","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999991","0.9120932717941235","0.8126144277829308","1.1875","0.274","0.084","-0.033100775193798455","0.00610077519379844","-0.003248062015503864","-0.08737984496124027","0.5534723181447464","0.5999171406973793","0.5612732182141743","0.5891167407892096","-0.076","0.009","-0.031","-0.149","-0.524","-0.5235000000000001","-0.524","-0.5235000000000001","0.3705","0.54","0.3705","0.54","12.000000000000002","0.8526882730755239","0.8800789622107702","1.1875","0.235","0.097","0.05177794253810509","0.05409938103712264","-0.03262411176153453","-0.21227092388200525","0.3948346186890361","0.49983255937246934","0.4953667887556503","0.5800838777797961","0.11193138164592947","-0.06465589345485323","0.11193138164592947","-0.06465589345485323","-0.1035","-0.1915387403389524","-0.1035","-0.1915387403389524","0.19600096863843705","0.5119119427224946","0.19600096863843705","0.5119119427224946"
"2","1","false","4","0.101","0.45","0.49","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999991","0.9120932717941235","0.8126144277829308","1.1875","0.274","0.084","-0.033100775193798455","0.00610077519379844","-0.003248062015503864","-0.08737984496124027","0.5534723181447464","0.5999171406973793","0.5612732182141743","0.5891167407892096","-0.076","0.009","-0.031","-0.149","-0.524","-0.5235000000000001","-0.524","-0.5235000000000001","0.3705","0.54","0.3705","0.54","12","0.8408991904086485","0.8735183113899467","1.1875","0.271","0.113","-0.0037286081547098534","0.050002804592370324","0.05009289247212955","-0.09550595093324696","0.47175780813047175","0.6114590209165779","0.49777591077775113","0.5664945171734963","-0.07672771347411503","0.113","-0.07672771347411503","0.113","-0.28105338895364207","-0.5849938786024543","-0.28105338895364207","-0.5849938786024543","0.338194702347265","0.6048106996259925","0.338194702347265","0.6048106996259925"
"30","1","false","4","0.129","0.45","0.49","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999991","0.9120932717941235","0.8126144277829308","1.1875","0.274","0.084","-0.033100775193798455","0.00610077519379844","-0.003248062015503864","-0.08737984496124027","0.5534723181447464","0.5999171406973793","0.5612732182141743","0.5891167407892096","-0.076","0.009","-0.031","-0.149","-0.524","-0.5235000000000001","-0.524","-0.5235000000000001","0.3705","0.54","0.3705","0.54","12.000000000000002","0.8496119037101905","0.8804608062605446","1.1875","0.23","0.072","0.039148504921532754","0.09117065573780167","-0.004614541425226352","-0.22712467084314814","0.40102362185553586","0.4846460742169501","0.5142558764888936","0.5493668967402843","0.01783886284565972","0.030715063113491984","0.01783886284565972","0.030715063113491984","-0.13199999999999767","-0.1895","-0.13199999999999767","-0.1895","0.239","0.4785367736499922","0.239","0.4785367736499922"
"28","1","false","4","0.127","0.45","0.49","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999991","0.9120932717941235","0.8126144277829308","1.1875","0.274","0.084","-0.033100775193798455","0.00610077519379844","-0.003248062015503864","-0.08737984496124027","0.5534723181447464","0.5999171406973793","0.5612732182141743","0.5891167407892096","-0.076","0.009","-0.031","-0.149","-0.524","-0.5235000000000001","-0.524","-0.5235000000000001","0.3705","0.54","0.3705","0.54","11.999999999999998","0.8536697502445886","0.8756502797235947","1.1875","0.231","0.086","0.025306292080154284","0.02517057969115236","-0.012245496146243696","-0.1924101683030999","0.40952692852217315","0.5173641788695039","0.49468797755572935","0.5796152978029668","0.04594069835896858","-0.17332127874451317","0.04594069835896858","-0.17332127874451317","-0.14500000000000002","-0.23329628331619218","-0.14500000000000002","-0.23329628331619218","0.17393377670989474","0.4905","0.17393377670989474","0.4905"
"17","1","false","4","0.116","0.45","0.49","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999991","0.9120932717941235","0.8126144277829308","1.1875","0.274","0.084","-0.033100775193798455","0.00610077519379844","-0.003248062015503864","-0.08737984496124027","0.5534723181447464","0.5999171406973793","0.5612732182141743","0.5891167407892096","-0.076","0.009","-0.031","-0.149","-0.524","-0.5235000000000001","-0.524","-0.5235000000000001","0.3705","0.54","0.3705","0.54","12.000000000000002","0.8393035353735199","0.8686018050773879","1.1875","0.295","0.11","-0.0021085531731969633","0.04022369215603069","0.05519917637502219","-0.1348482447783745","0.4385955677564789","0.6154602350514411","0.5100963580651087","0.5608110734816939","-0.030311754799456334","0.013693069572741641","-0.030311754799456334","0.013693069572741641","-0.31414290486918656","-0.6103307735682498","-0.31414290486918656","-0.6103307735682498","0.26195405639399283","0.6778636409035501","0.26195405639399283","0.6778636409035501"
"11","1","false","4","0.11","0.45","0.49","0.648","0.5","openly-listen","0.27","52","365","365","20","uniform","HK","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","true","uniform","2","0.41","false","true","129","false","false","false","5","uniform","global","1","2","false","false","1","true","link","364","11.999999999999991","0.9120932717941235","0.8126144277829308","1.1875","0.274","0.084","-0.033100775193798455","0.00610077519379844","-0.003248062015503864","-0.08737984496124027","0.5534723181447464","0.5999171406973793","0.5612732182141743","0.5891167407892096","-0.076","0.009","-0.031","-0.149","-0.524","-0.5235000000000001","-0.524","-0.5235000000000001","0.3705","0.54","0.3705","0.54","12.000000000000002","0.8400291652421198","0.8702938428010618","1.1875","0.286","0.11","-0.026094528991012094","0.0576093022389954","0.06038117674133479","-0.17316307792408492","0.4511305701320229","0.6102689960318767","0.4995603748127025","0.5742653688478863","-0.077","0.02394291660903322","-0.077","0.02394291660903322","-0.37968676797558537","-0.600853410375283","-0.37968676797558537","-0.600853410375283","0.26340062825208765","0.6332696420878628","0.26340062825208765","0.6332696420878628"
