"BehaviorSpace results (NetLogo 6.2.2)"
"groupFormation_identity.nlogo"
"regularExperimentPart01LONG04"
"03/06/2022 03:31:13:437 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","cut-links-randomly?","record?","opinions","updating","set-seed?","boundary","polar_repeats","Y-opinion","draw_id_threshold","model","max-ticks","Centroids_change","boundary-drawn","p-random","tolerance-drawn","p-speaking-drawn","n-neis","use_opponents_ratio?","polarisation-each-n-steps","mode","d_threshold","record-each-n-steps","ESBG_furthest_out","identity_levels","record-length","id_threshold","network-change","tolerance-level","p-speaking-level","centroid_color?","use_identity?","conformity-drawn","N_centroids","dissatisfied_updates_opinion","create-links-randomly?","killing_centroids?","N-agents","construct-name?","avoid-redundancies?","HK-benchmark?","min-comm-neis","conformity-level","threshold_drawn","identity_type","X-opinion","[step]","betweenness_start","eigenvector_start","clustering_start","mean_path_start","normalized_polarization_start","ESBSG_polarization_start","mean_op1_start","mean_op2_start","sd_op1_start","sd_op2_start","median_op1_start","median_op2_start","lower_op1_start","lower_op2_start","upper_op1_start","upper_op2_start","betweenness_final","eigenvector_final","clustering_final","mean_path_final","normalized_polarization_final","ESBSG_polarization_final","mean_op1_final","mean_op2_final","sd_op1_final","sd_op2_final","median_op1_final","median_op2_final","lower_op1_final","lower_op2_final","upper_op1_final","upper_op2_final"
"19","20","false","false","2","1","true","0.22","20","2","uniform","HK","3650","1.0E-5","uniform","0.27","uniform","uniform","64","false","10010","openly-listen","0.8","3650","5","2","40","0.49","link","1.08","0.43","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","3649","0","1","1","1","0.345","0.168","-0.06256589147286824","-0.038224806201550346","0.5686914646383566","0.5901629706105299","-0.105","-0.123","-0.5595000000000001","-0.575","0.45","0.485","0","1","1","1","0.364","0.369","0.00792323735878443","0.06927231703644487","0.42424767698297033","0.5842218426864575","0.276780393693749","-0.08599999999999992","-0.43631944587111027","-0.4821999423187997","0.3049290534297905","0.64383670610443"
"21","20","false","false","2","1","true","0.22","20","2","uniform","HK","3650","1.0E-5","uniform","0.27","uniform","uniform","64","false","10010","openly-listen","0.8","3650","5","2","40","0.49","link","1.08","0.43","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.54","uniform","global","1","3649","0","1","1","1","0.345","0.168","-0.06256589147286824","-0.038224806201550346","0.5686914646383566","0.5901629706105299","-0.105","-0.123","-0.5595000000000001","-0.575","0.45","0.485","0","1","1","1","0.323","0.357","0.03222326081121069","-0.5011500003805986","0.6017648169050126","0.37679916493904875","-0.12500000000000003","-0.6000124165994604","-0.5501965762052541","-0.6442998670599752","0.6721529863790496","-0.579850488083752"
"22","20","false","false","2","1","true","0.22","20","2","uniform","HK","3650","1.0E-5","uniform","0.27","uniform","uniform","64","false","10010","openly-listen","0.8","3650","5","2","40","0.49","link","1.08","0.543","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","3649","0","1","1","1","0.345","0.168","-0.06256589147286824","-0.038224806201550346","0.5686914646383566","0.5901629706105299","-0.105","-0.123","-0.5595000000000001","-0.575","0.45","0.485","0","1","1","1","0.288","0.323","0.25406438361506356","-0.1115648929723898","0.4177399381610741","0.47580827839710127","0.5857699804202201","0.2664528181234857","-0.0333813267873431","-0.5979270452354915","0.5957606450003563","0.2826258603518952"
"6","20","false","false","2","1","true","0.22","20","2","uniform","HK","3650","1.0E-5","uniform","0.27","uniform","uniform","64","false","10010","openly-listen","0.8","3650","5","2","40","0.39","link","1.08","0.543","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.54","uniform","global","1","3649","0","1","1","1","0.345","0.168","-0.0625658914728682","-0.03822480620155037","0.5686914646383567","0.59016297061053","-0.105","-0.123","-0.5595000000000001","-0.575","0.45","0.485","0","1","1","1","0.168","0.067","0.321267945474527","0.42720566939867566","0.3587761625667367","0.4074446577939612","0.4325762358265122","0.5661399581764077","0.42364304150018994","0.5601118604946728","0.435516744300942","0.5775524834322756"
"20","20","false","false","2","1","true","0.22","20","2","uniform","HK","3650","1.0E-5","uniform","0.27","uniform","uniform","64","false","10010","openly-listen","0.8","3650","5","2","40","0.49","link","1.08","0.43","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","3649","0","1","1","1","0.345","0.168","-0.06256589147286824","-0.038224806201550346","0.5686914646383566","0.5901629706105299","-0.105","-0.123","-0.5595000000000001","-0.575","0.45","0.485","0","1","1","1","0.375","0.396","-0.0027035353856169806","0.032202454617490286","0.45571348389674265","0.5875819873909861","0.3273930830363728","-0.06699999999999998","-0.48575466810055046","-0.5247259451468549","0.33979200610202936","0.6087508240410511"
"3","20","false","false","2","1","true","0.22","20","2","uniform","HK","3650","1.0E-5","uniform","0.27","uniform","uniform","64","false","10010","openly-listen","0.8","3650","5","2","40","0.39","link","1.08","0.43","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.54","uniform","global","1","3649","0","1","1","1","0.345","0.168","-0.0625658914728682","-0.03822480620155037","0.5686914646383567","0.59016297061053","-0.105","-0.123","-0.5595000000000001","-0.575","0.45","0.485","0","1","1","1","0.169","0.068","-0.4232569243468924","-0.4817848565545447","0.3901952086284424","0.38098709756459703","-0.5731480548418985","-0.6052505590198713","-0.5767053642815531","-0.6061296413890892","-0.5710666233709746","-0.6035830360783889"
"26","20","false","false","2","1","true","0.22","20","2","uniform","HK","3650","1.0E-5","uniform","0.27","uniform","uniform","64","false","10010","openly-listen","0.8","3650","5","2","40","0.49","link","1.08","0.65","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","3649","0","1","1","1","0.345","0.168","-0.06256589147286824","-0.038224806201550346","0.5686914646383566","0.5901629706105299","-0.105","-0.123","-0.5595000000000001","-0.575","0.45","0.485","0","1","1","1","0.308","0.325","0.18070851152680026","-0.19076533850570931","0.3285310255745396","0.551370969060791","-0.025757231125957212","-0.6522706735562968","-0.04418485211318844","-0.6610202666122793","0.48387167515916407","0.39348901472487585"
"4","20","false","false","2","1","true","0.22","20","2","uniform","HK","3650","1.0E-5","uniform","0.27","uniform","uniform","64","false","10010","openly-listen","0.8","3650","5","2","40","0.39","link","1.08","0.543","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","3649","0","1","1","1","0.345","0.168","-0.0625658914728682","-0.03822480620155037","0.5686914646383567","0.59016297061053","-0.105","-0.123","-0.5595000000000001","-0.575","0.45","0.485","0","1","1","1","0.13","0.047","0.24147713458529269","-0.04477680585630841","0.33118695774826856","0.29332800789081936","0.3057989109171791","-0.029021299496159184","0.29401685908045433","-0.045797438706859296","0.3246375694034519","-0.019360287980210483"
"27","20","false","false","2","1","true","0.22","20","2","uniform","HK","3650","1.0E-5","uniform","0.27","uniform","uniform","64","false","10010","openly-listen","0.8","3650","5","2","40","0.49","link","1.08","0.65","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.54","uniform","global","1","3649","0","1","1","1","0.345","0.168","-0.06256589147286824","-0.038224806201550346","0.5686914646383566","0.5901629706105299","-0.105","-0.123","-0.5595000000000001","-0.575","0.45","0.485","0","1","1","1","0.348","0.32","0.17832752351021303","-0.08262631937116648","0.328424493400848","0.5373621988073547","0.07375458438441623","-0.436","0.02157556719695193","-0.568444780219305","0.40909557045440503","0.4761321454433952"
"1","20","false","false","2","1","true","0.22","20","2","uniform","HK","3650","1.0E-5","uniform","0.27","uniform","uniform","64","false","10010","openly-listen","0.8","3650","5","2","40","0.39","link","1.08","0.43","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","3649","0","1","1","1","0.345","0.168","-0.0625658914728682","-0.03822480620155037","0.5686914646383567","0.59016297061053","-0.105","-0.123","-0.5595000000000001","-0.575","0.45","0.485","0","1","1","1","0.112","0.037","0.3971481942842682","-0.4456080718021225","0.2554364499832561","0.34347621952971313","0.44226422796084464","-0.5362436165986904","0.4323334782943348","-0.5379602425299612","0.45094657170462005","-0.534492601069272"
