"BehaviorSpace results (NetLogo 6.2.2)"
"groupFormation_identity.nlogo"
"regularExperimentPart05"
"03/05/2022 02:41:46:212 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","n-neis","tolerance-level","cut-links-randomly?","record?","opinions","updating","set-seed?","boundary","polar_repeats","Y-opinion","draw_id_threshold","model","max-ticks","Centroids_change","boundary-drawn","p-random","tolerance-drawn","p-speaking-drawn","use_opponents_ratio?","polarisation-each-n-steps","mode","d_threshold","record-each-n-steps","ESBG_furthest_out","identity_levels","record-length","id_threshold","network-change","p-speaking-level","centroid_color?","use_identity?","conformity-drawn","N_centroids","dissatisfied_updates_opinion","create-links-randomly?","killing_centroids?","N-agents","construct-name?","avoid-redundancies?","HK-benchmark?","min-comm-neis","conformity-level","threshold_drawn","identity_type","X-opinion","[step]","betweenness_start","eigenvector_start","clustering_start","mean_path_start","normalized_polarization_start","ESBSG_polarization_start","mean_op1_start","mean_op2_start","sd_op1_start","sd_op2_start","median_op1_start","median_op2_start","lower_op1_start","lower_op2_start","upper_op1_start","upper_op2_start","betweenness_final","eigenvector_final","clustering_final","mean_path_final","normalized_polarization_final","ESBSG_polarization_final","mean_op1_final","mean_op2_final","sd_op1_final","sd_op2_final","median_op1_final","median_op2_final","lower_op1_final","lower_op2_final","upper_op1_final","upper_op2_final"
"13","1","13","0.2","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","openly-listen","0.8","365","5","2","40","0.49","link","0.543","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","364","53.14728682170543","0.8065818109914361","0.37419642720229357","1.8304263565891472","0.363","0.155","0.09010852713178297","-0.05872868217054263","0.5861707467793364","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","70.3333333333333","0.33690304799245724","0.7322360897333827","2.0989583333333335","0.366","0.305","-0.08792033562855436","0.07885783017143133","0.2038477190568731","0.5648440418223655","-0.13081197390314137","-0.37773068363870266","-0.1544680714471846","-0.3915943984455203","0.007409222444787823","0.7253385457389083"
"14","1","13","0.2","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","openly-listen","0.8","365","5","2","40","0.49","link","0.543","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","53.14728682170543","0.8065818109914361","0.37419642720229357","1.8304263565891472","0.363","0.155","0.09010852713178297","-0.05872868217054263","0.5861707467793364","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","68.48062015503875","0.345334580159304","0.7169473850567984","2.0700096899224807","0.351","0.253","-0.10890960966823984","0.0874378970527892","0.22824416465726433","0.5451977237978367","-0.17848146316904748","-0.30936796059949556","-0.20393916638286091","-0.34326711988504244","0.032231117671754614","0.7518206159521592"
"17","1","13","0.2","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","openly-listen","0.8","365","5","2","40","0.49","link","0.65","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","53.14728682170543","0.8065818109914361","0.37419642720229357","1.8304263565891472","0.363","0.155","0.09010852713178297","-0.05872868217054263","0.5861707467793364","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","66.06201550387595","0.35310857244388905","0.7278962352059669","2.032218992248062","0.347","0.266","-0.09639836000622187","0.1343841551617878","0.2151706428091488","0.5364078173405419","-0.15358579725540972","-0.25049461645317156","-0.18463964017510037","-0.288085578482837","0.03998778536385125","0.7725404810291427"
"7","1","13","0.2","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","openly-listen","0.8","365","5","2","40","0.39","link","0.65","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","364","53.147286821705436","0.8065818109914358","0.3741964272022934","1.8304263565891472","0.362","0.155","0.09010852713178295","-0.058728682170542605","0.5861707467793364","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","51.81395348837208","0.35123752692945776","0.6999113141290186","1.809593023255814","0.142","0.13","0.030932840743145104","-0.06899521460071562","0.2305737348831222","0.31561638535673164","0.05230336125381179","-0.23035772075243605","-0.04263722114216874","-0.2851066116902038","0.10859356658402483","0.20483210891111397"
"5","1","13","0.2","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","openly-listen","0.8","365","5","2","40","0.39","link","0.543","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","53.147286821705436","0.8065818109914358","0.3741964272022934","1.8304263565891472","0.362","0.155","0.09010852713178295","-0.058728682170542605","0.5861707467793364","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","65.67441860465115","0.3590558204665267","0.6981968469344011","2.0261627906976742","0.213","0.166","-0.13328989863121574","0.05572048515728962","0.19507587329979958","0.3774910441445604","-0.16612738887258022","-0.1571005357677615","-0.18257095067271784","-0.2013239501424844","-0.0786747888780777","0.46125799656838096"
"2","1","13","0.2","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","openly-listen","0.8","365","5","2","40","0.39","link","0.43","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","53.147286821705436","0.8065818109914358","0.3741964272022934","1.8304263565891472","0.362","0.155","0.09010852713178295","-0.058728682170542605","0.5861707467793364","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","51.395348837209276","0.35086182846496694","0.6774221290587318","1.8030523255813953","0.069","0.065","-0.13602171111638223","-0.11742660472206264","0.2264579977660527","0.22420123220548893","-0.13274831504514237","-0.12319123063571423","-0.2366118196484278","-0.17639203187893976","-0.06936223643432207","-0.06671083301046626"
"15","1","13","0.2","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","openly-listen","0.8","365","5","2","40","0.49","link","0.543","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.54","uniform","global","1","364","53.14728682170543","0.8065818109914361","0.37419642720229357","1.8304263565891472","0.363","0.155","0.09010852713178297","-0.05872868217054263","0.5861707467793364","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","70.23255813953496","0.3206479736066576","0.7260809789867622","2.0973837209302326","0.295","0.259","-0.10180610668414485","0.07513248448440119","0.23047127050544866","0.5659634682688001","-0.1499989684699888","-0.3471476426344584","-0.17531429854721525","-0.37473469824470174","-0.004847053711972294","0.7774966333668978"
"10","1","13","0.2","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","openly-listen","0.8","365","5","2","40","0.49","link","0.43","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","364","53.14728682170543","0.8065818109914361","0.37419642720229357","1.8304263565891472","0.363","0.155","0.09010852713178297","-0.05872868217054263","0.5861707467793364","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","64.79844961240309","0.3585735949758146","0.6925603401548863","2.0124757751937983","0.204","0.208","-0.027440926889698042","-0.006312721552692066","0.22789571794151703","0.4305347086361262","0.01661376924338408","-0.31324691266462035","-0.11352667126765717","-0.3428321245265791","0.04976746763883842","0.45397667050024015"
"9","1","13","0.2","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","openly-listen","0.8","365","5","2","40","0.39","link","0.65","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.54","uniform","global","1","364","53.147286821705436","0.8065818109914358","0.3741964272022934","1.8304263565891472","0.362","0.155","0.09010852713178295","-0.058728682170542605","0.5861707467793364","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","47.7519379844961","0.4083817137682442","0.7118872638723915","1.746124031007752","0.045","0.046","-0.08858118245243639","-0.15550454217321152","0.23366123168563666","0.24496465334129627","-0.11858822887193946","-0.18771192464428568","-0.1334899336296596","-0.2177192112919355","-0.02725447699506376","-0.14063324562146134"
"16","1","13","0.2","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","false","1010","openly-listen","0.8","365","5","2","40","0.49","link","0.65","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","364","53.14728682170543","0.8065818109914361","0.37419642720229357","1.8304263565891472","0.363","0.155","0.09010852713178297","-0.05872868217054263","0.5861707467793364","0.6136919492905468","0.061","-0.185","-0.3975","-0.594","0.6074999999999999","0.4705","65.07751937984496","0.3685316881147765","0.7426986305675147","2.0168362403100777","0.349","0.255","-0.07923562284621022","0.07640430333639826","0.2069223406735452","0.5481022095946886","-0.116","-0.3096709925853913","-0.15193831130368718","-0.35786780003246355","0.015858585571307267","0.7320842069187043"
