"BehaviorSpace results (NetLogo 6.2.2)"
"groupFormation_identity1D.nlogo"
"regularExperimentPart22"
"03/17/2022 02:49:29:658 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","opinions","use_identity?","max-ticks","record-each-n-steps","boundary","conformity-level","n-neis","p-random","mode","id_threshold","tolerance-level","p-speaking-level","network-change","centroid_color?","conformity-drawn","N_centroids","dissatisfied_updates_opinion","create-links-randomly?","killing_centroids?","construct-name?","avoid-redundancies?","HK-benchmark?","min-comm-neis","threshold_drawn","identity_type","X-opinion","polar_repeats","Y-opinion","draw_id_threshold","model","cut-links-randomly?","record?","Centroids_change","boundary-drawn","tolerance-drawn","p-speaking-drawn","use_opponents_ratio?","polarisation-each-n-steps","d_threshold","ESBG_furthest_out","identity_levels","record-length","updating","set-seed?","N-agents","[step]","betweenness_start","eigenvector_start","clustering_start","mean_path_start","normalized_polarization_start","ESBSG_polarization_start","mean_op1_start","sd_op1_start","median_op1_start","lower_op1_start","upper_op1_start","betweenness_final","eigenvector_final","clustering_final","mean_path_final","normalized_polarization_final","ESBSG_polarization_final","mean_op1_final","sd_op1_final","median_op1_final","lower_op1_final","upper_op1_final"
"15","144","1","true","365","365","0.22","0.36","64","0.27","openly-listen","0.59","1.08","0.65","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","0","1","1","1","0.398","0.318","0.03664341085271319","0.5720937805340792","0.095","-0.4885","0.519","0","1","1","1","0.673","0.47","0.008988054987058696","0.6886010700739513","0.5761749936942144","-0.8203371493921794","0.5823226941906432"
"26","144","1","true","365","365","0.22","0.36","64","0.27","vaguely-speak","0.49","1.08","0.543","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","0","1","1","1","0.398","0.318","0.03664341085271319","0.5720937805340792","0.095","-0.4885","0.519","0","1","1","1","0.547","0.406","-0.02149616521314346","0.5598615913551082","0.44399999999999984","-0.6862438967087457","0.44399999999999995"
"31","144","1","true","365","365","0.22","0.36","64","0.27","vaguely-speak","0.59","1.08","0.43","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","0","1","1","1","0.398","0.318","0.03664341085271319","0.5720937805340792","0.095","-0.4885","0.519","0","1","1","1","0.674","0.478","-0.07710915543150952","0.687770650052752","0.49499999999999983","-0.8976117595122658","0.49499999999999994"
"13","144","1","true","365","365","0.22","0.36","64","0.27","openly-listen","0.59","1.08","0.43","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","0","1","1","1","0.398","0.318","0.03664341085271319","0.5720937805340792","0.095","-0.4885","0.519","0","1","1","1","0.503","0.373","-0.08109369986728615","0.5309544202212887","0.33799788295626293","-0.7138569452245165","0.3458971005812636"
"32","144","1","true","365","365","0.22","0.36","64","0.27","vaguely-speak","0.59","1.08","0.543","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","0","1","1","1","0.398","0.318","0.03664341085271319","0.5720937805340792","0.095","-0.4885","0.519","0","1","1","1","0.535","0.398","-0.023194116424834193","0.5475031525852051","0.43199999999999983","-0.6724599420255495","0.43199999999999994"
"25","144","1","true","365","365","0.22","0.36","64","0.27","vaguely-speak","0.49","1.08","0.43","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","0","1","1","1","0.398","0.318","0.03664341085271319","0.5720937805340792","0.095","-0.4885","0.519","0","1","1","1","0.687","0.485","-0.062416177536305004","0.7013629089069164","0.5209999999999997","-0.8989434108557616","0.5209999999999999"
"14","144","1","true","365","365","0.22","0.36","64","0.27","openly-listen","0.59","1.08","0.543","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","0","1","1","1","0.398","0.318","0.03664341085271319","0.5720937805340792","0.095","-0.4885","0.519","0","1","1","1","0.645","0.455","0.024137853587341145","0.6596971093091321","0.5684151795882141","-0.7682978688309796","0.575199140448212"
"7","144","1","true","365","365","0.22","0.36","64","0.27","openly-listen","0.49","1.08","0.43","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","0","1","1","1","0.398","0.318","0.03664341085271319","0.5720937805340792","0.095","-0.4885","0.519","0","1","1","1","0.553","0.395","-0.09626432155442055","0.5733814997548834","0.3646484104654738","-0.7858092254000143","0.3703974489877535"
"8","144","1","true","365","365","0.22","0.36","64","0.27","openly-listen","0.49","1.08","0.543","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","0","1","1","1","0.398","0.318","0.03664341085271319","0.5720937805340792","0.095","-0.4885","0.519","0","1","1","1","0.659","0.463","0.049998140730498915","0.6736651650773443","0.6088224769286221","-0.7563134183415738","0.6128075076327919"
"27","144","1","true","365","365","0.22","0.36","64","0.27","vaguely-speak","0.49","1.08","0.65","link","true","uniform","2","0.41","false","true","false","false","false","5","uniform","global","1","20","2","uniform","HK","false","false","1.0E-5","uniform","uniform","uniform","false","1010","0.8","5","2","40","1","true","129","364","0","1","1","1","0.398","0.318","0.03664341085271319","0.5720937805340792","0.095","-0.4885","0.519","0","1","1","1","0.589","0.43","-0.04278334410335144","0.6021408047507056","0.45799999999999985","-0.7584229764875539","0.45799999999999996"
