"BehaviorSpace results (NetLogo 6.2.2)"
"groupFormation_identity.nlogo"
"regularExperimentPart11"
"03/10/2022 01:25:58:948 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","cut-links-randomly?","record?","opinions","updating","set-seed?","boundary","polar_repeats","Y-opinion","draw_id_threshold","model","max-ticks","Centroids_change","boundary-drawn","p-random","tolerance-drawn","p-speaking-drawn","n-neis","use_opponents_ratio?","polarisation-each-n-steps","mode","d_threshold","record-each-n-steps","ESBG_furthest_out","identity_levels","record-length","id_threshold","network-change","tolerance-level","p-speaking-level","centroid_color?","use_identity?","conformity-drawn","N_centroids","dissatisfied_updates_opinion","create-links-randomly?","killing_centroids?","N-agents","construct-name?","avoid-redundancies?","HK-benchmark?","min-comm-neis","conformity-level","threshold_drawn","identity_type","X-opinion","[step]","betweenness_start","eigenvector_start","clustering_start","mean_path_start","normalized_polarization_start","ESBSG_polarization_start","mean_op1_start","mean_op2_start","sd_op1_start","sd_op2_start","median_op1_start","median_op2_start","lower_op1_start","lower_op2_start","upper_op1_start","upper_op2_start","betweenness_final","eigenvector_final","clustering_final","mean_path_final","normalized_polarization_final","ESBSG_polarization_final","mean_op1_final","mean_op2_final","sd_op1_final","sd_op2_final","median_op1_final","median_op2_final","lower_op1_final","lower_op2_final","upper_op1_final","upper_op2_final"
"1","150","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","64","false","1010","openly-listen","0.8","365","5","2","40","0.39","link","1.08","0.43","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","364","0","1","1","1","0.328","0.183","0.03282945736434109","0.08179844961240318","0.5779930541866264","0.5362406231675081","0.002","0.136","-0.4235","-0.3835","0.514","0.5165","0","1","1","1","0.089","0.038","0.02270529199840521","-0.0956304715301565","0.279779391843761","0.20898068681042734","0.014303558984371884","-0.09485770008224557","-0.002192112721012277","-0.10167887876072552","0.030503036753958664","-0.09198893705711825"
"20","150","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","64","false","1010","openly-listen","0.8","365","5","2","40","0.49","link","1.08","0.43","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","0","1","1","1","0.327","0.183","0.03282945736434109","0.08179844961240311","0.5779930541866265","0.5362406231675082","0.002","0.136","-0.4235","-0.3835","0.514","0.5165","0","1","1","1","0.343","0.335","0.1188489128609223","-0.17423299274567192","0.5451736749172698","0.21086702452860984","-0.063","-0.19375286586517185","-0.3857881918431986","-0.21851388216693735","0.6823454251184068","-0.17693719835108027"
"26","150","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","64","false","1010","openly-listen","0.8","365","5","2","40","0.49","link","1.08","0.65","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","0","1","1","1","0.327","0.183","0.03282945736434109","0.08179844961240311","0.5779930541866265","0.5362406231675082","0.002","0.136","-0.4235","-0.3835","0.514","0.5165","0","1","1","1","0.272","0.319","0.11649616318472227","-0.028542834120343703","0.5228934871418669","0.22708760931796226","-0.061328","-0.041","-0.36268402771020936","-0.11440890153322864","0.6497564312246941","0.04604877407113454"
"19","150","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","64","false","1010","openly-listen","0.8","365","5","2","40","0.49","link","1.08","0.43","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","364","0","1","1","1","0.327","0.183","0.03282945736434109","0.08179844961240311","0.5779930541866265","0.5362406231675082","0.002","0.136","-0.4235","-0.3835","0.514","0.5165","0","1","1","1","0.285","0.331","0.0970329693340579","-0.11449214536908901","0.5514795014976441","0.2134355209301769","-0.06","-0.1256402836894584","-0.42296655906976244","-0.14655142702501886","0.6552443209005598","-0.11819608709887833"
"23","150","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","64","false","1010","openly-listen","0.8","365","5","2","40","0.49","link","1.08","0.543","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","0","1","1","1","0.327","0.183","0.03282945736434109","0.08179844961240311","0.5779930541866265","0.5362406231675082","0.002","0.136","-0.4235","-0.3835","0.514","0.5165","0","1","1","1","0.327","0.317","0.1396801513636504","0.027217127418538774","0.5038747307783097","0.26837268104573503","-0.06","-0.018079258922827662","-0.32641168945355065","-0.12226183073938782","0.6408679053964301","0.18581085095238822"
"21","150","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","64","false","1010","openly-listen","0.8","365","5","2","40","0.49","link","1.08","0.43","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.54","uniform","global","1","364","0","1","1","1","0.327","0.183","0.03282945736434109","0.08179844961240311","0.5779930541866265","0.5362406231675082","0.002","0.136","-0.4235","-0.3835","0.514","0.5165","0","1","1","1","0.305","0.291","0.23308308788761414","-0.031734052906355455","0.4864953887695871","0.20908251552997875","-0.06","-0.08249005616375532","-0.19530490208848278","-0.09829720271963133","0.737925605438101","0.038798182915326274"
"7","150","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","64","false","1010","openly-listen","0.8","365","5","2","40","0.39","link","1.08","0.65","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","364","0","1","1","1","0.328","0.183","0.03282945736434109","0.08179844961240318","0.5779930541866264","0.5362406231675081","0.002","0.136","-0.4235","-0.3835","0.514","0.5165","0","1","1","1","0.092","0.037","0.03302321588469899","-0.010611286083048375","0.27168325443189273","0.2240423545058166","0.020580350521279066","-0.005315963457049766","-0.003677331142088916","-0.014532589204604747","0.03671950941629243","-0.002341367953154092"
"22","150","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","64","false","1010","openly-listen","0.8","365","5","2","40","0.49","link","1.08","0.543","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.36","uniform","global","1","364","0","1","1","1","0.327","0.183","0.03282945736434109","0.08179844961240311","0.5779930541866265","0.5362406231675082","0.002","0.136","-0.4235","-0.3835","0.514","0.5165","0","1","1","1","0.278","0.318","0.1219296694758978","0.010066090077022239","0.5244352779235647","0.2734376050727171","-0.06","-0.045","-0.3681670835295807","-0.13164276671923283","0.6443520897466426","0.145864990678477"
"2","150","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","64","false","1010","openly-listen","0.8","365","5","2","40","0.39","link","1.08","0.43","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","0","1","1","1","0.328","0.183","0.03282945736434109","0.08179844961240318","0.5779930541866264","0.5362406231675081","0.002","0.136","-0.4235","-0.3835","0.514","0.5165","0","1","1","1","0.1","0.037","-0.012903287328457417","-0.056108903655822356","0.2724645957133314","0.21822142781168014","-0.02222249080839242","-0.059666595970478714","-0.03661347965654345","-0.07180673548438882","-0.005274016849927685","-0.056506686418723404"
"8","150","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","64","false","1010","openly-listen","0.8","365","5","2","40","0.39","link","1.08","0.65","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","0","1","1","1","0.328","0.183","0.03282945736434109","0.08179844961240318","0.5779930541866264","0.5362406231675081","0.002","0.136","-0.4235","-0.3835","0.514","0.5165","0","1","1","1","0.093","0.037","0.024854253324677496","-0.01153193261087222","0.2734271256236134","0.22683005671933773","0.0026677031854828934","-0.0015687984330881935","-0.01548682361864721","-0.009484972390047515","0.0237101825563427","0.0018585531740801732"
"5","150","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","64","false","1010","openly-listen","0.8","365","5","2","40","0.39","link","1.08","0.543","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.45","uniform","global","1","364","0","1","1","1","0.328","0.183","0.03282945736434109","0.08179844961240318","0.5779930541866264","0.5362406231675081","0.002","0.136","-0.4235","-0.3835","0.514","0.5165","0","1","1","1","0.098","0.034","0.0339736504836912","0.015612274936686179","0.26267395638288843","0.2326031155721086","0.01741208711196446","0.02311288157954948","0.005458742643790105","0.013911886121019238","0.03838693797835378","0.0326221874632491"
"9","150","false","false","2","1","true","0.22","20","2","uniform","HK","365","1.0E-5","uniform","0.27","uniform","uniform","64","false","1010","openly-listen","0.8","365","5","2","40","0.39","link","1.08","0.65","true","true","uniform","2","0.41","false","true","129","false","false","false","5","0.54","uniform","global","1","364","0","1","1","1","0.328","0.183","0.03282945736434109","0.08179844961240318","0.5779930541866264","0.5362406231675081","0.002","0.136","-0.4235","-0.3835","0.514","0.5165","0","1","1","1","0.092","0.045","0.038468921206058895","-0.13576759450025905","0.29373360801526854","0.2205174441806","0.006506954064508397","-0.1352025440877195","-0.01379321188252291","-0.14027390574064183","0.034262932182448226","-0.12965426260548074"
